0	-0.161		0.141		0.979
0.02	-0.135		0.138		0.979
0.04	-0.112		0.133		0.981
0.06	-0.087		0.13		0.986
0.08	-0.066		0.124		0.991
0.1	-0.045066919		0.122378669		0.99480753
0.12	-0.02388618		0.119817374		0.999057621
0.14	-0.003285172		0.117865729		1.003201957
0.16	0.016647605		0.116328422		1.007149414
0.18	0.035783106		0.114963321		1.010791753
0.2	0.054157468		0.113636883		1.013990179
0.22	0.071893491		0.112261039		1.016578179
0.24	0.089125997		0.110822485		1.018400971
0.26	0.105827934		0.109284116		1.019441584
0.28	0.121953964		0.107667001		1.019781348
0.3	0.137580405		0.106047611		1.019581801
0.32	0.152969801		0.104539829		1.019023197
0.34	0.168424205		0.103259022		1.018244651
0.36	0.184116542		0.102236776		1.017342514
0.38	0.200024662		0.10142836		1.016349355
0.4	0.21608148		0.100724498		1.015211999
0.42	0.2322387		0.099979677		1.013819045
0.44	0.248554788		0.099122989		1.01207816
0.46	0.265061216		0.098112088		1.010005951
0.48	0.281785343		0.097		1.007691874
0.5	0.298747263		0.095883853		1.005259115
0.52	0.31597082		0.094860624		1.002826727
0.54	0.333481307		0.093963197		1.00045271
0.56	0.351318412		0.093167446		0.99814474
0.58	0.369577558		0.092467825		0.995883825
0.6	0.388442117		0.091889189		0.993649368
0.62	0.40812135		0.091501749		0.991473157
0.64	0.428807245		0.091373246		0.989407789
0.66	0.45054841		0.091501878		0.98750984
0.68	0.473328385		0.09190238		0.985824964
0.7	0.497099626		0.092632392		0.984494003
0.72	0.52171431		0.093802911		0.983756098
0.74	0.546787602		0.095471292		0.983867567
0.76	0.571675017		0.097563058		0.984938654
0.78	0.595689706		0.099840796		0.986881469
0.8	0.618382728		0.101971871		0.9894323
0.82	0.639704359		0.103659966		0.992303916
0.84	0.659916661		0.104786394		0.995319027
0.86	0.679339043		0.105420706		0.998416032
0.88	0.698231169		0.105807553		1.001585273
0.9	0.716810308		0.106189564		1.004814394
0.92	0.735236409		0.106675146		1.007977386
0.94	0.753617865		0.107241454		1.010841233
0.96	0.771974222		0.107798135		1.013164594
0.98	0.790295922		0.108289448		1.014921243
1	0.808620679		0.108691874		1.016254409
1.02	0.827021595		0.108971559		1.017304817
1.04	0.845544384		0.109098483		1.018072824
1.06	0.864162114		0.109014069		1.018386874
1.08	0.882873939		0.108716504		1.018061378
1.1	0.901766572		0.108261897		1.017034975
1.12	0.9209395		0.10773404		1.015404438
1.14	0.940478106		0.107154626		1.013298181
1.16	0.960336696		0.106467918		1.010767251
1.18	0.980483722		0.105631827		1.007843703
1.2	1.001036981		0.104648198		1.00462062
1.22	1.022179353		0.103538034		1.001224236
1.24	1.043999293		0.102331323		0.997862759
1.26	1.066417569		0.101023353		0.994730907
1.28	1.089367575		0.099587013		0.992027459
1.3	1.112808614		0.097973203		0.989994511
1.32	1.13668444		0.096131226		0.989002787
1.34	1.160829482		0.093963909		0.989418387
1.36	1.18489687		0.091404291		0.99138378
1.38	1.20861718		0.088502337		0.994659217
1.4	1.231920132		0.085448651		0.998673846
1.42	1.25486022		0.082448683		1.002741446
1.44	1.277376217		0.079673254		1.006364017
1.46	1.299219525		0.07722869		1.009343226
1.48	1.320177386		0.075156297		1.011749614
1.5	1.340265373		0.073391558		1.013727662
1.52	1.359701049		0.071837104		1.015375909
1.54	1.378732731		0.070386194		1.016750105
1.56	1.397403317		0.06898083		1.017842716
1.58	1.415599746		0.067620679		1.01858875
1.6	1.435		0.066		1.021
1.62	1.451		0.065		1.02
1.64	1.468		0.064		1.019
1.66	1.479		0.063		1.015
1.68	1.497		0.062		1.013
