0	-0.369		0.242		0.962
0.02	-0.344		0.237		0.962
0.04	-0.318		0.234		0.965
0.06	-0.295		0.235		0.969
0.08	-0.273		0.235		0.973
0.1	-0.252606123		0.230972592		0.976371083
0.12	-0.231573347		0.228052354		0.980077572
0.14	-0.211154561		0.22472403		0.983863406
0.16	-0.191409493		0.221577747		0.987697361
0.18	-0.172409493		0.219104957		0.99148189
0.2	-0.154154561		0.217457352		0.995057713
0.22	-0.136557111		0.216471393		0.998253357
0.24	-0.119516218		0.215871528		1.000947517
0.26	-0.102946346		0.215477216		1.003112547
0.28	-0.0867771		0.215214194		1.00474467
0.3	-0.070916477		0.215040738		1.005843671
0.32	-0.055230554		0.214865302		1.006460139
0.34	-0.039588027		0.214600329		1.006666634
0.36	-0.023881534		0.214221008		1.0066002
0.38	-0.008026398		0.213799439		1.006378072
0.4	0.008033928		0.213460856		1.006052176
0.42	0.024332508		0.213279437		1.005535452
0.44	0.040898321		0.213238672		1.004667584
0.46	0.057781315		0.213270019		1.003290531
0.48	0.075064656		0.213369311		1.001265502
0.5	0.092809752		0.21363416		0.998605154
0.52	0.111023891		0.214160508		0.995481734
0.54	0.129643421		0.21498999		0.992070213
0.56	0.148679604		0.216053071		0.988549581
0.58	0.168262494		0.217234613		0.985129885
0.6	0.188547235		0.218484057		0.982055556
0.62	0.209593822		0.219807557		0.979487819
0.64	0.231357537		0.221246818		0.977460102
0.66	0.253783482		0.222833073		0.975878003
0.68	0.276880359		0.224556708		0.974609636
0.7	0.30064587		0.226274828		0.973716315
0.72	0.324924746		0.227704763		0.97354245
0.74	0.34936584		0.228595557		0.974424306
0.76	0.373533258		0.228921252		0.976427029
0.78	0.397032781		0.229052479		0.979243773
0.8	0.419595181		0.229592239		0.982333041
0.82	0.441096871		0.230967501		0.985162188
0.84	0.461543268		0.233085718		0.987565905
0.86	0.481080052		0.235350044		0.98977356
0.88	0.499998843		0.237030332		0.992079011
0.9	0.518627778		0.237697081		0.994555435
0.92	0.537131549		0.237402151		0.997044755
0.94	0.555527825		0.236568881		0.99929425
0.96	0.573731587		0.235638367		1.001144033
0.98	0.591670541		0.234836118		1.002524672
1	0.60937792		0.234090369		1.003439816
1.02	0.627026792		0.233221104		1.003788469
1.04	0.644795412		0.232155764		1.003540724
1.06	0.66280145		0.231001148		1.002702531
1.08	0.681069486		0.229907372		1.001354908
1.1	0.699575208		0.228932832		0.999595516
1.12	0.718245545		0.227978405		0.997525302
1.14	0.737117819		0.226910223		0.995216457
1.16	0.756312121		0.225667368		0.992669751
1.18	0.7759702		0.224260883		0.989868208
1.2	0.79614288		0.22268388		0.986820198
1.22	0.816787634		0.220872112		0.983601633
1.24	0.837857459		0.218722455		0.98042925
1.26	0.859354108		0.216182006		0.977529819
1.28	0.881340163		0.213263637		0.975095021
1.3	0.903925173		0.210054963		0.9732076
1.32	0.927176276		0.206714611		0.971937478
1.34	0.950990652		0.203467357		0.971415843
1.36	0.975028657		0.200539732		0.971822646
1.38	0.998861692		0.197972615		0.97328638
1.4	1.02211832		0.195567705		0.975708348
1.42	1.044558673		0.192970723		0.978775796
1.44	1.066199496		0.189873981		0.981995395
1.46	1.087201171		0.186255524		0.984918929
1.48	1.107659118		0.182430523		0.987314251
1.5	1.127555991		0.178868182		0.989220118
1.52	1.146892388		0.175917193		0.990886925
1.54	1.165684762		0.173699927		0.992611937
1.56	1.183987148		0.172149354		0.994507701
1.58	1.201931524		0.171166858		0.996384
1.6	1.22		0.17		1
1.62	1.237		0.169		1
1.64	1.255		0.172		0.999
1.66	1.271		0.172		1.001
1.68	1.291		0.17		1
