---- AnyBody Output File ---------------------------------
Study: Main.Studies.MotionOptimization
Operation: Main.Studies.MotionOptimization.Kinematics
----------------------------------------------------------
Constants (Name = Value): 
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.FileName = "MyC3DData\GaitNormal0002-processed-output-euler-trunk.txt"
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.NumberFormat.Digits = 15
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.NumberFormat.Width = 22
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.NumberFormat.Style = ScientificNumber
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.NumberFormat.FormatStr = "%22.15e"
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.Search = 
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.SepSign = " "
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.LineSepSign = ""
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.Header.TitleSectionOnOff = On
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.Header.ConstSectionOnOff = On
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.Header.VarSectionOnOff = On
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.Header.ColumnNamesOnOff = On
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.Header.LinePrefix = ""
----------------------------------------------------------
Variables (Column# Name): 
col0  Main.Studies.MotionOptimization.t
col1  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.PelvisPosX
col2  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.PelvisPosY
col3  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.PelvisPosZ
col4  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.PelvisRotX
col5  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.PelvisRotY
col6  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.PelvisRotZ
col7  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.PelvisThoraxExtension
col8  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.PelvisThoraxLateralBending
col9  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.PelvisThoraxRotation
----------------------------------------------------------
Main.Studies.MotionOptimization.t Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.PelvisPosX Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.PelvisPosY Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.PelvisPosZ Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.PelvisRotX Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.PelvisRotY Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.PelvisRotZ Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.PelvisThoraxExtension Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.PelvisThoraxLateralBending Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.PelvisThoraxRotation
1.970000000000000e+000 -1.485506236757055e-001 9.350070827424946e-001 -3.508062575116451e-001 3.963903744323855e-002 -4.101814904172674e-002 -4.367115398858422e-002 -1.291046779768846e-001 -1.976071460909360e-002 -1.797430500142030e-001
1.978795811518325e+000 -1.376817371602730e-001 9.338810709787206e-001 -3.500556296708871e-001 3.581807186115101e-002 -3.820126543249258e-002 -4.359961786166661e-002 -1.282332877308995e-001 -1.226372095978350e-002 -1.804889050913694e-001
1.987591623036649e+000 -1.266521584797881e-001 9.328830034819456e-001 -3.493028667139467e-001 3.148459784736894e-002 -3.562015676793218e-002 -4.372593270976026e-002 -1.270627368388622e-001 -4.109614995112580e-003 -1.808364740133418e-001
1.996387434554974e+000 -1.155072878970782e-001 9.320451630956008e-001 -3.485483446269997e-001 2.664472033793684e-002 -3.332932483075668e-002 -4.403905251255005e-002 -1.256005612493960e-001 4.661576446827571e-003 -1.807417019504336e-001
2.005183246073298e+000 -1.042748857955404e-001 9.313997625740816e-001 -3.477896529512202e-001 2.130853255729982e-002 -3.137901160604484e-002 -4.451663477612115e-002 -1.238653397794994e-001 1.400368965529535e-002 -1.801679759512143e-001
2.013979057591623e+000 -9.297677611320546e-002 9.309727914096644e-001 -3.470225801178792e-001 1.551000824388986e-002 -2.980085291046475e-002 -4.511681187280020e-002 -1.219004610262716e-001 2.383943982975967e-002 -1.791048491035999e-001
2.022774869109948e+000 -8.163095990497059e-002 9.307825058790918e-001 -3.462417741003032e-001 9.313246803087382e-003 -2.860517322875156e-002 -4.577545222639136e-002 -1.197770859058537e-001 3.405393907777269e-002 -1.775681626080079e-001
2.031570680628272e+000 -7.025327269542307e-002 9.308383207115736e-001 -3.454413251838783e-001 2.812840165467149e-003 -2.777837998241695e-002 -4.640849898898934e-002 -1.175913981322019e-001 4.449583270772081e-002 -1.755985896025933e-001
2.040366492146597e+000 -5.885869936643794e-002 9.311404658078780e-001 -3.446153321388574e-001 -3.873428461798811e-003 -2.728177038241442e-002 -4.692095405502005e-002 -1.154549468908107e-001 5.498827738275362e-002 -1.732577689471308e-001
2.049162303664922e+000 -4.746239383636965e-002 9.316806172388628e-001 -3.437585373351166e-001 -1.061847104372461e-002 -2.705390072427694e-002 -4.722146727268578e-002 -1.134793676280397e-001 6.534818103567659e-002 -1.706211236352448e-001
2.057958115183246e+000 -3.608042232996325e-002 9.324432127282140e-001 -3.428669565739221e-001 -1.730155081125755e-002 -2.701723407601819e-002 -4.723842309598358e-002 -1.117595451343429e-001 7.540711947136919e-002 -1.677683957989637e-001
2.066753926701571e+000 -2.473024591144026e-002 9.334069581880237e-001 -3.419383962730208e-001 -2.381989401892744e-002 -2.708705496398522e-002 -4.693225410883737e-002 -1.103602242422639e-001 8.502636725626907e-002 -1.647744628155735e-001
2.075549738219896e+000 -1.343075321950664e-002 9.345462965996763e-001 -3.409728481717347e-001 -3.009366620915803e-002 -2.718075577233603e-002 -4.630103725617565e-002 -1.093087165472313e-001 9.410296156358700e-002 -1.617016052203660e-001
2.084345549738220e+000 -2.201667308280323e-003 9.358329246239756e-001 -3.399727483156498e-001 -3.606586788061694e-002 -2.722703540198612e-002 -4.537890867906396e-002 -1.085944907266317e-001 1.025687878404846e-001 -1.585934361741264e-001
2.093141361256545e+000 8.937535980354679e-003 9.372374427511779e-001 -3.389430382747528e-001 -4.169975730901345e-002 -2.717359397180919e-002 -4.422783732612002e-002 -1.081759242799180e-001 1.103859690773619e-001 -1.554716657072884e-001
