---- AnyBody Output File ---------------------------------
Study: Main.Studies.MotionOptimization
Operation: Main.Studies.MotionOptimization.Kinematics
----------------------------------------------------------
Constants (Name = Value): 
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.FileName = "MyC3DData\GaitNormal0003-processed-output-euler-trunk.txt"
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.NumberFormat.Digits = 15
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.NumberFormat.Width = 22
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.NumberFormat.Style = ScientificNumber
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.NumberFormat.FormatStr = "%22.15e"
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.Search = 
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.SepSign = " "
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.LineSepSign = ""
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.Header.TitleSectionOnOff = On
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.Header.ConstSectionOnOff = On
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.Header.VarSectionOnOff = On
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.Header.ColumnNamesOnOff = On
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.Header.LinePrefix = ""
----------------------------------------------------------
Variables (Column# Name): 
col0  Main.Studies.MotionOptimization.t
col1  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.PelvisPosX
col2  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.PelvisPosY
col3  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.PelvisPosZ
col4  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.PelvisRotX
col5  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.PelvisRotY
col6  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.PelvisRotZ
col7  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.PelvisThoraxExtension
col8  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.PelvisThoraxLateralBending
col9  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.PelvisThoraxRotation
----------------------------------------------------------
Main.Studies.MotionOptimization.t Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.PelvisPosX Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.PelvisPosY Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.PelvisPosZ Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.PelvisRotX Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.PelvisRotY Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.PelvisRotZ Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.PelvisThoraxExtension Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.PelvisThoraxLateralBending Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.PelvisThoraxRotation
1.490000000000000e+000 -1.419597243971036e-001 9.338609493582013e-001 -3.595626773604274e-001 2.357431265929585e-002 2.637666404721473e-002 -5.852800850055388e-002 -9.835753141376386e-002 4.239792943187015e-002 -2.373360813602780e-001
1.498826530612245e+000 -1.303908173057242e-001 9.327263780409589e-001 -3.587759421218300e-001 1.998436877768172e-002 3.063700880421605e-002 -5.838261852057838e-002 -9.744457211615724e-002 4.967232470134775e-002 -2.384454644288416e-001
1.507653061224490e+000 -1.186765126060497e-001 9.317009916128934e-001 -3.580154881564370e-001 1.602786786611760e-002 3.456185437905512e-002 -5.839141204519513e-002 -9.637686117233703e-002 5.748420703470886e-002 -2.391807910773600e-001
1.516479591836734e+000 -1.068680265855534e-001 9.308180644474334e-001 -3.572843693691710e-001 1.171479877671984e-002 3.805592558313609e-002 -5.854517309410137e-002 -9.517454606491158e-002 6.579295674945028e-002 -2.394817123334858e-001
1.525306122448979e+000 -9.499702651725098e-002 9.301112005183301e-001 -3.565816549537969e-001 7.052650584111997e-003 4.102303379869521e-002 -5.882254570795180e-002 -9.386922006622356e-002 7.455620021254389e-002 -2.392889644116161e-001
1.534132653061224e+000 -8.308676374491919e-002 9.296089437841822e-001 -3.559024663277892e-001 2.061808143414604e-003 4.338530780676808e-002 -5.918328603813620e-002 -9.251111447409924e-002 8.370838773969949e-002 -2.385642100238707e-001
1.542959183673469e+000 -7.115417729745663e-002 9.293333690745589e-001 -3.552389784734837e-001 -3.216990841578750e-003 4.508877956838231e-002 -5.956492944817520e-002 -9.117146216200951e-002 9.315413496251654e-002 -2.372933992928933e-001
1.551785714285714e+000 -5.921186702533576e-002 9.292990498188902e-001 -3.545814876844304e-001 -8.721395926218900e-003 4.610926059338216e-002 -5.988588654680224e-002 -8.993850250487290e-002 1.027697932671556e-001 -2.354886887502164e-001
1.560612244897959e+000 -4.726984274328901e-002 9.295124749576145e-001 -3.539194579116050e-001 -1.437258476331512e-002 4.645721976978368e-002 -6.005609705675512e-002 -8.890592765761103e-002 1.124130657752046e-001 -2.331877635762776e-001
1.569438775510203e+000 -3.533699419410714e-002 9.299719817474760e-001 -3.532425018012282e-001 -2.008431916516874e-002 4.617914460558459e-002 -5.999360487612582e-002 -8.815553154560420e-002 1.219370526751234e-001 -2.304491259135044e-001
1.578265306122448e+000 -2.342242820367540e-002 9.306681478936195e-001 -3.525412051161233e-001 -2.577273168409228e-002 4.535413328564775e-002 -5.964236852010416e-002 -8.773946863950191e-002 1.312042310882194e-001 -2.273443839040656e-001
1.587091836734693e+000 -1.153676673685227e-002 9.315845257105310e-001 -3.518077807090406e-001 -3.136455771135969e-002 4.408641554464432e-002 -5.898470770866879e-002 -8.766951563470504e-002 1.400974473700997e-001 -2.239505332356980e-001
1.595918367346938e+000 3.068868142470158e-004 9.326986569348535e-001 -3.510366211754724e-001 -3.680235468574116e-002 4.249425474051782e-002 -5.804392987544398e-002 -8.791737998570386e-002 1.485263957840702e-001 -2.203427362761072e-001
1.604744897959183e+000 1.209271836901619e-002 9.339834220134903e-001 -3.502247721138777e-001 -4.204651865307872e-002 4.069590282896107e-002 -5.687718305919094e-002 -8.842477370547648e-002 1.564295611616864e-001 -2.165864002756816e-001
1.613571428571427e+000 2.380286237579248e-002 9.354087538988769e-001 -3.493722686741393e-001 -4.707453400194486e-002 3.879516039478936e-002 -5.556065208695808e-002 -8.912029267995841e-002 1.637723059078114e-001 -2.127296667844861e-001
