---- AnyBody Output File ---------------------------------
Study: Main.Studies.MotionOptimization
Operation: Main.Studies.MotionOptimization.Kinematics
----------------------------------------------------------
Constants (Name = Value): 
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.FileName = "MyC3DData\GaitFast0001-processed-output-euler-trunk.txt"
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.NumberFormat.Digits = 15
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.NumberFormat.Width = 22
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.NumberFormat.Style = ScientificNumber
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.NumberFormat.FormatStr = "%22.15e"
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.Search = 
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.SepSign = " "
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.LineSepSign = ""
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.Header.TitleSectionOnOff = On
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.Header.ConstSectionOnOff = On
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.Header.VarSectionOnOff = On
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.Header.ColumnNamesOnOff = On
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.Header.LinePrefix = ""
----------------------------------------------------------
Variables (Column# Name): 
col0  Main.Studies.MotionOptimization.t
col1  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.PelvisPosX
col2  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.PelvisPosY
col3  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.PelvisPosZ
col4  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.PelvisRotX
col5  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.PelvisRotY
col6  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.PelvisRotZ
col7  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.PelvisThoraxExtension
col8  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.PelvisThoraxLateralBending
col9  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.PelvisThoraxRotation
----------------------------------------------------------
Main.Studies.MotionOptimization.t Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.PelvisPosX Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.PelvisPosY Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.PelvisPosZ Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.PelvisRotX Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.PelvisRotY Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.PelvisRotZ Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.PelvisThoraxExtension Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.PelvisThoraxLateralBending Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.PelvisThoraxRotation
1.260000000000000e+000 -2.133154366558191e-001 9.049773574680159e-001 -3.263576848110320e-001 1.689731319045937e-002 7.849928243975390e-002 -5.897437139717521e-002 -1.389403954339890e-001 7.158292745055776e-002 -2.976796645845579e-001
1.268614457831325e+000 -1.974991236812056e-001 9.049369123805866e-001 -3.251128284115118e-001 9.059796679806656e-003 7.920068640033784e-002 -6.130266931326808e-002 -1.352652567884260e-001 8.270920487216611e-002 -2.945465268499328e-001
1.277228915662650e+000 -1.816090797688170e-001 9.050403359384450e-001 -3.238373830023761e-001 1.122494537475397e-003 7.937438941762376e-002 -6.307913013338928e-002 -1.323380956219031e-001 9.369583085807057e-002 -2.909659005012443e-001
1.285843373493976e+000 -1.657392565777458e-001 9.053158287613208e-001 -3.225447486383992e-001 -6.824922786765335e-003 7.897816028843407e-002 -6.421176551649968e-002 -1.302954686372674e-001 1.044210616190852e-001 -2.869160998851006e-001
1.294457831325301e+000 -1.499633570967960e-001 9.057922887115905e-001 -3.212472138862985e-001 -1.469945722823506e-002 7.799166506817579e-002 -6.464929468143861e-002 -1.292296081459045e-001 1.147774579247276e-001 -2.823839830742709e-001
1.303072289156626e+000 -1.343435565931225e-001 9.064900355529253e-001 -3.199565057507663e-001 -2.242763458131146e-002 7.644884044812272e-002 -6.440611657921633e-002 -1.291570882629169e-001 1.246817762351701e-001 -2.774008191170435e-001
1.311686746987951e+000 -1.189308943067436e-001 9.074209290475028e-001 -3.186836657024905e-001 -2.994563277387535e-002 7.442378922440307e-002 -6.357113028168236e-002 -1.300016189618733e-001 1.340721302891149e-001 -2.720226373798204e-001
1.320301204819276e+000 -1.037654424576340e-001 9.085889609205202e-001 -3.174391854670577e-001 -3.719921588578640e-002 7.200911706347912e-002 -6.228889760047662e-002 -1.316169418464554e-001 1.429043814638469e-001 -2.663146655366904e-001
1.328915662650602e+000 -8.887559120282772e-002 9.099914429926695e-001 -3.162330300727767e-001 -4.414221882533476e-002 6.929310225652463e-002 -6.072891366441686e-002 -1.338182835807759e-001 1.511463127702900e-001 -2.603310285970299e-001
1.337530120481927e+000 -7.427752149280330e-002 9.116205643324495e-001 -3.150745180222540e-001 -5.073597349336639e-002 6.634261671176667e-002 -5.904944145018146e-002 -1.364216190886082e-001 1.587734460206081e-001 -2.541023790767527e-001
1.346144578313252e+000 -5.997528403385981e-002 9.134650087291351e-001 -3.139719137667740e-001 -5.694898394893217e-002 6.319590282560106e-002 -5.736912101912874e-002 -1.392750054941976e-001 1.657660671185203e-001 -2.476332315751992e-001
1.354759036144577e+000 -4.596162156268464e-002 9.155111427520076e-001 -3.129317571706172e-001 -6.275539453012448e-002 5.986532346532458e-002 -5.575291544344532e-002 -1.422745134719601e-001 1.721059107273512e-001 -2.409079733104227e-001
1.363373493975902e+000 -3.221970139181652e-002 9.177435499304631e-001 -3.119580465195689e-001 -6.813182689643961e-002 5.634773741706645e-002 -5.421287568734608e-002 -1.453648727247696e-001 1.777720228412200e-001 -2.339036104726920e-001
1.371987951807228e+000 -1.872568666160730e-002 9.201449794916569e-001 -3.110515093998290e-001 -7.305356238774914e-002 5.263837897971335e-002 -5.272055097066822e-002 -1.485287810262337e-001 1.827368725697638e-001 -2.266054389355099e-001
1.380602409638553e+000 -5.451698775568269e-003 9.226959761318360e-001 -3.102092529085704e-001 -7.749186040019135e-002 4.874300606410653e-002 -5.122541025792089e-002 -1.517706610105555e-001 1.869645493039080e-001 -2.190199472850244e-001
