Main.Studies.MarkerTracking.t,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightArm.SternoClavicularProtraction,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightArm.SternoClavicularElevation,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightArm.SternoClavicularAxialRotation,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightArm.AcromioClavicularProtraction,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightArm.AcromioClavicularMedialRotation,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightArm.AcromioClavicularPosteriorTilt,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightArm.GlenohumeralFlexion,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightArm.GlenohumeralExternalRotation,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightArm.GlenohumeralAbduction,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightArm.ElbowFlexion,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightArm.ElbowPronation,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightArm.WristFlexion,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightArm.WristAbduction
  2.791890000000000e+00, -7.033235612873734e-01,  1.247555109597460e-01,  1.254841265745222e-02,  6.585768431241085e-01, -2.262206597061502e-01,  1.254841265744337e-02,  2.593372305163271e-01, -1.519520824274853e-01,  2.809521150286134e-01,  4.786599329984152e-01,  6.811086369479437e-01,  5.167338352253954e-01,  1.487661097580026e-01
  2.796057000000000e+00, -7.033710445576732e-01,  1.252777112736758e-01,  1.278089778287707e-02,  6.585423331141855e-01, -2.262841973034067e-01,  1.278089778287707e-02,  2.613991331527701e-01, -1.500443464797164e-01,  2.822295185755897e-01,  4.794639309387814e-01,  6.805607637895037e-01,  5.181163731382448e-01,  1.489876954251302e-01
  2.800224000000000e+00, -7.034282586486091e-01,  1.257622241467338e-01,  1.299738260872710e-02,  6.585093454819813e-01, -2.263436853154319e-01,  1.299738260870148e-02,  2.632392572207687e-01, -1.480047196205615e-01,  2.833686894630081e-01,  4.801793710262348e-01,  6.799624874334294e-01,  5.196168300148774e-01,  1.492158460088791e-01
  2.804391000000000e+00, -7.034948593492782e-01,  1.262002602518724e-01,  1.319390829048440e-02,  6.584783997044092e-01, -2.263980694553529e-01,  1.319390829047599e-02,  2.648559342230941e-01, -1.458432300769772e-01,  2.843692831607780e-01,  4.808137229300096e-01,  6.793146432016423e-01,  5.212303065346489e-01,  1.494494965666859e-01
  2.808558000000000e+00, -7.035703168737072e-01,  1.265843609601365e-01,  1.336708740069610e-02,  6.584499489881425e-01, -2.264464447033714e-01,  1.336708740073763e-02,  2.662470003770108e-01, -1.435702576336961e-01,  2.852316342210248e-01,  4.813741231306137e-01,  6.786184858548040e-01,  5.229513964957735e-01,  1.496875127017205e-01
  2.812725000000000e+00, -7.036552370459761e-01,  1.269086829841868e-01,  1.351428975465355e-02,  6.584242595377665e-01, -2.264881419244094e-01,  1.351428975463712e-02,  2.674107344096344e-01, -1.411964742468000e-01,  2.859571299737729e-01,  4.818670920499676e-01,  6.778758226216332e-01,  5.247742658554313e-01,  1.499286938750782e-01
  2.816892000000000e+00, -7.037495971171113e-01,  1.271689171602972e-01,  1.363354227549799e-02,  6.584015603375981e-01, -2.265226482118905e-01,  1.363354227553057e-02,  2.683446275754142e-01, -1.387329452690869e-01,  2.865475365008997e-01,  4.822986908230761e-01,  6.770888864701740e-01,  5.266925865643994e-01,  1.501718020456548e-01
  2.821059000000000e+00, -7.038537952073890e-01,  1.273624369342905e-01,  1.372364216402358e-02,  6.583819517411001e-01, -2.265496665296676e-01,  1.372364216400740e-02,  2.690462097370003e-01, -1.361910819842175e-01,  2.870052601356560e-01,  4.826742753996088e-01,  6.762604365384659e-01,  5.286996015616312e-01,  1.504155679078742e-01
  2.825226000000000e+00, -7.039683286507975e-01,  1.274882554677215e-01,  1.378412900438076e-02,  6.583654354776169e-01, -2.265690980029367e-01,  1.378412900438076e-02,  2.695129279467308e-01, -1.335826587359171e-01,  2.873331412960543e-01,  4.829984452185774e-01,  6.753937419020026e-01,  5.307881230874640e-01,  1.506587073293538e-01
  2.829393000000000e+00, -7.040937356812123e-01,  1.275469599709516e-01,  1.381525563176188e-02,  6.583519240508907e-01, -2.265810319443911e-01,  1.381525563172974e-02,  2.697422449470370e-01, -1.309198053785327e-01,  2.875343325759709e-01,  4.832749543631221e-01,  6.744925841084874e-01,  5.329505409600328e-01,  1.508999352159097e-01
