---- AnyBody Output File ---------------------------------
Study: Main.Studies.MotionOptimization
Operation: Main.Studies.MotionOptimization.Kinematics
----------------------------------------------------------
Constants (Name = Value): 
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile6.UpdData = 2
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile6.FileName = "..\Input\FullBody-GaitNormal_1-euler-leftarm.txt"
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile6.NumberFormat.Digits = 15
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile6.NumberFormat.Width = 23
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile6.NumberFormat.Style = ScientificNumber
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile6.NumberFormat.FormatStr = "%23.15e"
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile6.Values = 
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile6.Search = 
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile6.Format = 0
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile6.SepSign = " "
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile6.SepSpaceAutoOnOff = On
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile6.LineSepSign = ""
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile6.Header.TitleSectionOnOff = On
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile6.Header.ConstSectionOnOff = On
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile6.Header.ConstSectionSaveOptionsOnOff = On
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile6.Header.VarSectionOnOff = On
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile6.Header.ColumnNamesOnOff = On
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile6.Header.LinePrefix = ""
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile6.Header.ShortenNamesOnOff = Off
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile6.Header.ColumnIDString = "col"
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile6.ConstSectionSaveOptionsOnOff = On
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile6.SuppressTimeColumnOnOff = Off
----------------------------------------------------------
Variables (Column# Name): 
col0  Main.Studies.MotionOptimization.t
col1  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile6.SternoClavicularProtraction
col2  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile6.SternoClavicularElevation
col3  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile6.GlenohumeralFlexion
col4  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile6.GlenohumeralExternalRotation
col5  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile6.GlenohumeralAbduction
col6  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile6.ElbowFlexion
col7  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile6.ElbowPronation
col8  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile6.WristFlexion
col9  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile6.WristAbduction
----------------------------------------------------------
Main.Studies.MotionOptimization.t Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile6.SternoClavicularProtraction Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile6.SternoClavicularElevation Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile6.GlenohumeralFlexion Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile6.GlenohumeralExternalRotation Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile6.GlenohumeralAbduction Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile6.ElbowFlexion Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile6.ElbowPronation Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile6.WristFlexion Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile6.WristAbduction
2.137959183673469e+00 -6.669057800869310e-01 3.203824840659641e-01 -6.187496917638226e-01 -1.012864805408215e-01 1.465069295046647e-01 2.567333038203529e-01 6.722463710646261e-01 -1.082983562202997e-01 -3.936232855601485e-02
2.147755102040816e+00 -6.680006509097386e-01 3.196633845711454e-01 -6.220219367849046e-01 -1.019266466954892e-01 1.454070145659397e-01 2.569389312770374e-01 6.718266091757052e-01 -1.123620439079791e-01 -3.875256051905836e-02
2.157551020408163e+00 -6.688117607202619e-01 3.190715706701301e-01 -6.241931273801005e-01 -1.030782513351158e-01 1.450682028571799e-01 2.569447762349791e-01 6.719127657555922e-01 -1.160298027313991e-01 -3.810738821504408e-02
2.167346938775510e+00 -6.693465211171143e-01 3.186457018954982e-01 -6.251968012189995e-01 -1.046681145468391e-01 1.455363024929824e-01 2.567104315963826e-01 6.725404438787028e-01 -1.192248139970813e-01 -3.748166831665293e-02
2.177142857142857e+00 -6.696137799639744e-01 3.184237134021648e-01 -6.249709563309547e-01 -1.066073127270853e-01 1.468244984732150e-01 2.562328832234794e-01 6.737204641590026e-01 -1.218735128580231e-01 -3.693592348518735e-02
2.186938775510204e+00 -6.696198130103537e-01 3.184367681650468e-01 -6.234581042207437e-01 -1.087961989509195e-01 1.489127268477594e-01 2.555488794551827e-01 6.754486753397396e-01 -1.239138486908735e-01 -3.653280677402235e-02
2.196734693877551e+00 -6.693718957622264e-01 3.187059684021343e-01 -6.206073867853884e-01 -1.111309949985179e-01 1.517477365381718e-01 2.547372019019688e-01 6.777155530507489e-01 -1.253058451991051e-01 -3.633567431825462e-02
2.206530612244898e+00 -6.688891057655144e-01 3.192405348898015e-01 -6.163815904813960e-01 -1.135127943539829e-01 1.552412328495953e-01 2.539185404969503e-01 6.805058757819422e-01 -1.260384262724223e-01 -3.640398874636035e-02
2.216326530612245e+00 -6.682100784947715e-01 3.200355865979623e-01 -6.107695319549628e-01 -1.158585959827406e-01 1.592682373565457e-01 2.532507088673961e-01 6.837836555135812e-01 -1.261276643748541e-01 -3.678407150830419e-02
2.226122448979592e+00 -6.673896046530018e-01 3.210701698083867e-01 -6.037986231451805e-01 -1.181113481857096e-01 1.636726647188172e-01 2.529205038901048e-01 6.874668086077371e-01 -1.256061596756650e-01 -3.749961707270559e-02
2.235918367346939e+00 -6.664872382240571e-01 3.223086837792795e-01 -5.955384599851101e-01 -1.202483532021758e-01 1.682851046663111e-01 2.531337991838989e-01 6.914113320070558e-01 -1.245102813598609e-01 -3.854634996943396e-02
2.245714285714286e+00 -6.655546169604124e-01 3.237076657975886e-01 -5.860907539523698e-01 -1.222910906219286e-01 1.729498804045226e-01 2.541029703445995e-01 6.954174392382481e-01 -1.228716363513258e-01 -3.989082546445110e-02
2.255510204081633e+00 -6.646232923269041e-01 3.252258259417071e-01 -5.755702864039657e-01 -1.243144090453076e-01 1.775518699439444e-01 2.560307938410334e-01 6.992522109113409e-01 -1.207130713455760e-01 -4.147215040589746e-02
2.265306122448980e+00 -6.636954943295283e-01 3.268326055951318e-01 -5.640853275999527e-01 -1.264459050391383e-01 1.820329311404401e-01 2.590915975095432e-01 7.026837038417822e-01 -1.180476978758471e-01 -4.320618914023282e-02
2.275102040816327e+00 -6.627446962814032e-01 3.285122071976412e-01 -5.517223891746590e-01 -1.288520970798835e-01 1.863936102401401e-01 2.634116690617917e-01 7.055213646783531e-01 -1.148805279409972e-01 -4.499185286464977e-02
2.284897959183673e+00 -6.617291024118671e-01 3.302632419750959e-01 -5.385371244737260e-01 -1.317172198482577e-01 1.906833799481825e-01 2.690539877518908e-01 7.076492413487689e-01 -1.112127667137834e-01 -4.671982565603609e-02
2.294693877551020e+00 -6.606122604628681e-01 3.320950759381711e-01 -5.245530722054332e-01 -1.352180615044306e-01 1.949852842027119e-01 2.760144041321172e-01 7.090430996539121e-01 -1.070480602785604e-01 -4.828460795904533e-02
2.304489795918367e+00 -6.593813691520539e-01 3.340220459642613e-01 -5.097678999068709e-01 -1.394952877993638e-01 1.993991029556439e-01 2.842308016020596e-01 7.097715573075219e-01 -1.023972051582067e-01 -4.959912181111739e-02
2.314285714285714e+00 -6.580569483109420e-01 3.360576901218277e-01 -4.941629585739036e-01 -1.446267660265895e-01 2.040256202927647e-01 2.935982023439536e-01 7.099814995141149e-01 -9.727784678240803e-02 -5.060821506939460e-02
2.324081632653061e+00 -6.566924261055000e-01 3.382108230376055e-01 -4.777117810701625e-01 -1.506104109817839e-01 2.089535955879091e-01 3.039820166590494e-01 7.098710297468607e-01 -9.171024759840085e-02 -5.129628166370424e-02
2.333877551020408e+00 -6.553651596721619e-01 3.404836748478479e-01 -4.603869019693820e-01 -1.573580364333215e-01 2.142498017724156e-01 3.152277401970878e-01 7.096604501215290e-01 -8.571319495590912e-02 -5.168691835093042e-02
2.343673469387755e+00 -6.541619736085228e-01 3.428719623155212e-01 -4.421663044909843e-01 -1.647008039628142e-01 2.199531730929859e-01 3.271696616247672e-01 7.095681554929593e-01 -7.930331073448116e-02 -5.183675758902652e-02
2.353469387755102e+00 -6.531636265664555e-01 3.453670368414221e-01 -4.230391823395521e-01 -1.724145783001713e-01 2.260755406927562e-01 3.396400925691430e-01 7.097848719272484e-01 -7.249739954161560e-02 -5.182651922901554e-02
2.363265306122449e+00 -6.524322217710671e-01 3.479595604476520e-01 -4.030097840184856e-01 -1.802643168598715e-01 2.326082830137285e-01 3.524768234684509e-01 7.104417398799043e-01 -6.531495793476516e-02 -5.174921247139997e-02
2.373061224489796e+00 -6.520039317162195e-01 3.506431958434375e-01 -3.820997453450943e-01 -1.880430258552312e-01 2.395293264536411e-01 3.655264647440870e-01 7.115871829984114e-01 -5.778116092381058e-02 -5.169499071490095e-02
2.382857142857143e+00 -6.518882544507355e-01 3.534168241888915e-01 -3.603498200371473e-01 -1.955857349527598e-01 2.468069036495985e-01 3.786459417320700e-01 7.131881029504985e-01 -4.993283669584181e-02 -5.173618833019111e-02
2.392653061224490e+00 -6.520730058591468e-01 3.562851124561082e-01 -3.378193765443596e-01 -2.027658177220423e-01 2.544019350249265e-01 3.917042953893189e-01 7.151500894472284e-01 -4.182574208771372e-02 -5.191688835522774e-02
2.402448979591837e+00 -6.525320529865590e-01 3.592577302020175e-01 -3.145820816055516e-01 -2.094875736486556e-01 2.622711769268248e-01 4.045841710343855e-01 7.173438661123557e-01 -3.353892084953380e-02 -5.224979552881846e-02
2.412244897959184e+00 -6.532280120105781e-01 3.623498921033685e-01 -2.907252087316499e-01 -2.156703340671481e-01 2.703722865007246e-01 4.171871887602705e-01 7.196278369961314e-01 -2.519757306346904e-02 -5.272317480728569e-02
2.422040816326531e+00 -6.541377421037202e-01 3.655649859050465e-01 -2.663284889356476e-01 -2.212787184204932e-01 2.786604877236379e-01 4.294335486213119e-01 7.218883796771743e-01 -1.688508159367830e-02 -5.331603117019384e-02
2.431836734693878e+00 -6.552265145753976e-01 3.689093933886869e-01 -2.414878920580668e-01 -2.262649465569599e-01 2.870987247335760e-01 4.412777037060172e-01 7.240275348413684e-01 -8.771843572055182e-03 -5.401182307972075e-02
2.441632653061224e+00 -6.564656595906436e-01 3.723798963784510e-01 -2.162961175163836e-01 -2.306002030676776e-01 2.956519729081316e-01 4.526991707967687e-01 7.259789477233366e-01 -1.023118650585797e-03 -5.479936990726874e-02
2.451428571428572e+00 -6.578284742236180e-01 3.759672743787528e-01 -1.908434837169488e-01 -2.342691719201811e-01 3.042887071895974e-01 4.636977491131594e-01 7.276867285293780e-01 6.197141844526577e-03 -5.566823682525598e-02
2.461224489795919e+00 -6.592903656025362e-01 3.796573821214757e-01 -1.652160930018987e-01 -2.372767211355314e-01 3.129806109505201e-01 4.742882563081056e-01 7.290892486124448e-01 1.274827120353672e-02 -5.660863575902877e-02
2.471020408163265e+00 -6.608272486775055e-01 3.834322754791133e-01 -1.394955130383515e-01 -2.396523665383002e-01 3.217007870674528e-01 4.844975441647907e-01 7.301176258527489e-01 1.852911176511696e-02 -5.761673321410243e-02
2.480816326530612e+00 -6.624151882926804e-01 3.872712413348873e-01 -1.137597305221274e-01 -2.414485370660598e-01 3.304213556654993e-01 4.943623230276724e-01 7.307048367295068e-01 2.348431484226210e-02 -5.869741200848557e-02
2.490612244897959e+00 -6.640330256105588e-01 3.911519817781997e-01 -8.808552120084268e-02 -2.427353697057518e-01 3.391125962619670e-01 5.039277046282842e-01 7.307905179524056e-01 2.760490180938091e-02 -5.986144091805296e-02
2.500408163265306e+00 -6.656581172257011e-01 3.950578671130593e-01 -6.255871779235234e-02 -2.435851913363039e-01 3.477454724781370e-01 5.132503630153151e-01 7.303268923529891e-01 3.091554868216928e-02 -6.111939391928617e-02
2.510204081632653e+00 -6.672892849950524e-01 3.989600067939019e-01 -3.725311617172222e-02 -2.440995577156407e-01 3.562880915811364e-01 5.223913530664646e-01 7.292771983469652e-01 3.350383794964040e-02 -6.248471471878939e-02
2.520000000000000e+00 -6.689129208478848e-01 4.028455863398279e-01 -1.226648872221614e-02 -2.443520774948939e-01 3.647158077431711e-01 5.314323243051634e-01 7.276452678546556e-01 3.545205836422261e-02 -6.396393100688738e-02
2.529795918367347e+00 -6.705256659355044e-01 4.066976446621755e-01 1.230453078780491e-02 -2.444194525408281e-01 3.730079927122839e-01 5.404657621135965e-01 7.254651316143780e-01 3.686022756457730e-02 -6.556020726331402e-02
2.539591836734694e+00 -6.721282955778830e-01 4.104975873788388e-01 3.636349577574283e-02 -2.443765191857260e-01 3.811497080189035e-01 5.495925599198854e-01 7.227951432758878e-01 3.782624227806575e-02 -6.726981308532830e-02
2.549387755102041e+00 -6.737155847596473e-01 4.142293080931687e-01 5.981198889100203e-02 -2.442936578624281e-01 3.891312164145782e-01 5.589202039350780e-01 7.197135517180265e-01 3.843911320272042e-02 -6.908154865043391e-02
2.559183673469388e+00 -6.752909676794864e-01 4.178611190552453e-01 8.257392187637191e-02 -2.442627674403904e-01 3.969411494097655e-01 5.685491408581109e-01 7.162918578127430e-01 3.879372125647063e-02 -7.098040721529733e-02
2.568979591836735e+00 -6.768372531702704e-01 4.213708695331260e-01 1.045658253980271e-01 -2.443579802860086e-01 4.045699250751533e-01 5.785839154615341e-01 7.126112540614272e-01 3.896924125376944e-02 -7.294363326366367e-02
2.578775510204082e+00 -6.783362978593335e-01 4.247298742354606e-01 1.257182790391964e-01 -2.446535094780247e-01 4.120039900418533e-01 5.891194446457316e-01 7.087371195276096e-01 3.903633190000000e-02 -7.494209166630555e-02
2.588571428571429e+00 -6.797664175977464e-01 4.279071420253002e-01 1.459715879517609e-01 -2.452141291810809e-01 4.192250651122459e-01 6.002386285923924e-01 7.047193658639903e-01 3.904785805790523e-02 -7.694139897545947e-02
2.598367346938776e+00 -6.811055053282787e-01 4.308697351329511e-01 1.652756568112044e-01 -2.460923034079032e-01 4.262089396366304e-01 6.120076291332408e-01 7.005953301311437e-01 3.903924733372377e-02 -7.890519982461540e-02
2.608163265306122e+00 -6.823314630304472e-01 4.335882625775223e-01 1.835840349529563e-01 -2.473186496503361e-01 4.329267262975677e-01 6.244748435935805e-01 6.963992472051156e-01 3.903278128011167e-02 -8.079600625149472e-02
2.617959183673469e+00 -6.834447358569464e-01 4.360191494875394e-01 2.008768228982716e-01 -2.489190343465087e-01 4.393427439061457e-01 6.376566797677397e-01 6.921452887166807e-01 3.904966558467748e-02 -8.257530465121429e-02
2.627755102040816e+00 -6.844406133512417e-01 4.381351834068570e-01 2.171234499272263e-01 -2.508813531409109e-01 4.454221329009992e-01 6.515564732772368e-01 6.878628006013672e-01 3.910293225396377e-02 -8.420250585024218e-02
2.637551020408163e+00 -6.853230615835277e-01 4.399110684549088e-01 2.322977702219129e-01 -2.531800419864187e-01 4.511280914348546e-01 6.661570709966147e-01 6.835850126734839e-01 3.920498131894057e-02 -8.563649363432473e-02
2.647346938775510e+00 -6.860949525349413e-01 4.413313515799393e-01 2.463648900511091e-01 -2.557779650584125e-01 4.564232747111823e-01 6.814287089080386e-01 6.793607414220576e-01 3.936821345688268e-02 -8.683642775186957e-02
2.657142857142857e+00 -6.867529488997856e-01 4.423935787082727e-01 2.592763196532142e-01 -2.586341202544553e-01 4.612707073732117e-01 6.973325142925350e-01 6.752554694574112e-01 3.960835156820641e-02 -8.776427400294841e-02
2.666938775510204e+00 -6.872850494753009e-01 4.431095120549351e-01 2.709709117043455e-01 -2.617117476562647e-01 4.656345666138189e-01 7.138198635239862e-01 6.713429329438945e-01 3.994695926956648e-02 -8.838739200754631e-02
2.676734693877551e+00 -6.876713288319412e-01 4.435031185075913e-01 2.813801941843719e-01 -2.649850905485536e-01 4.694802530269142e-01 7.308286232642737e-01 6.676878297404173e-01 4.041050877955299e-02 -8.867832229350903e-02
2.686530612244898e+00 -6.878877088767820e-01 4.436057220173317e-01 2.904338688290773e-01 -2.684413368358965e-01 4.727746589495158e-01 7.482796852613570e-01 6.643273511558857e-01 4.102430541173474e-02 -8.861361770193481e-02
2.696326530612245e+00 -6.879118848243415e-01 4.434502862689296e-01 2.980624167486627e-01 -2.720762958840951e-01 4.754874916437670e-01 7.660758175342481e-01 6.612643095981116e-01 4.180296028805408e-02 -8.817542527742495e-02
2.706122448979592e+00 -6.877290293809594e-01 4.430664676165554e-01 3.041969586687010e-01 -2.758868738073577e-01 4.775931430306866e-01 7.841027750513888e-01 6.584767466258323e-01 4.274180944309625e-02 -8.735448810025957e-02
2.715918367346939e+00 -6.873350019879512e-01 4.424769689912589e-01 3.087681246500624e-01 -2.798644474601868e-01 4.790721437839641e-01 8.022319142815915e-01 6.559351200300830e-01 4.381276653963861e-02 -8.615104634333506e-02
2.725714285714286e+00 -6.867363583421635e-01 4.416958132201447e-01 3.117053114919255e-01 -2.839904605913346e-01 4.799116156489673e-01 8.203236873940218e-01 6.536164289861117e-01 4.496638937685549e-02 -8.457408124155312e-02
2.735510204081633e+00 -6.859477457477451e-01 4.407291843661427e-01 3.129373100137443e-01 -2.882343124975932e-01 4.801042829131973e-01 8.382308355368020e-01 6.515131279430504e-01 4.613964834524276e-02 -8.264152786039199e-02
2.745306122448979e+00 -6.849880822183262e-01 4.395783081386975e-01 3.123952538785923e-01 -2.925547739417702e-01 4.796457898320045e-01 8.557989040476955e-01 6.496381169751420e-01 4.726559527484664e-02 -8.038151910775962e-02
2.755102040816326e+00 -6.838770973795600e-01 4.382430866135225e-01 3.100181135753202e-01 -2.969057269654342e-01 4.785309471139438e-01 8.728628838090901e-01 6.480247761879042e-01 4.828127212106526e-02 -7.783196594774877e-02
2.764897959183673e+00 -6.826329143921875e-01 4.367254217368928e-01 3.057600829436944e-01 -3.012440616466145e-01 4.767499283649778e-01 8.892415363374064e-01 6.467220110649992e-01 4.913303749502074e-02 -7.503709783957654e-02
2.774693877551020e+00 -6.812706278559554e-01 4.350316142651236e-01 2.995989930780183e-01 -3.055359533677919e-01 4.742848536264056e-01 9.047314902709552e-01 6.457878745070292e-01 4.977970151501410e-02 -7.204367568689309e-02
2.784489795918367e+00 -6.798021477620531e-01 4.331739005887087e-01 2.915446035887299e-01 -3.097592302890594e-01 4.711074149509062e-01 9.191027239934531e-01 6.452857464720141e-01 5.019433719138044e-02 -6.890014032201253e-02
2.794285714285714e+00 -6.782372579419041e-01 4.311717824938852e-01 2.816450989115553e-01 -3.139016552928250e-01 4.671790062645623e-01 9.320976919733847e-01 6.452832355121294e-01 5.036521750018252e-02 -6.565825618233737e-02
2.804081632653062e+00 -6.765846291878721e-01 4.290538960317098e-01 2.699901880106741e-01 -3.179565934742491e-01 4.624545174396653e-01 9.434360561800148e-01 6.458501453404816e-01 5.029461147472714e-02 -6.237498559755796e-02
2.813877551020408e+00 -6.748507891269320e-01 4.268609614124355e-01 2.567100062958636e-01 -3.219194560003317e-01 4.568897435108448e-01 9.528246174989486e-01 6.470521607215851e-01 4.999488989981904e-02 -5.911304753399645e-02
2.823673469387755e+00 -6.730394773536790e-01 4.246444265372125e-01 2.419755908756906e-01 -3.257917367886615e-01 4.504502283836032e-01 9.599679312116040e-01 6.489355405772178e-01 4.948413682010511e-02 -5.593976220132794e-02
2.833469387755102e+00 -6.711250665636840e-01 4.224873591421576e-01 2.259678109472345e-01 -3.295718005468263e-01 4.431212426026255e-01 9.645923203140458e-01 6.515317141866297e-01 4.877479268440710e-02 -5.292136570599755e-02
2.843265306122449e+00 -6.690778080879741e-01 4.204658038828670e-01 2.089061613181953e-01 -3.332786030578873e-01 4.349094725124105e-01 9.664440398965044e-01 6.548225620825602e-01 4.787322207652056e-02 -5.012538731304583e-02
2.853061224489796e+00 -6.668549302148031e-01 4.186535986558375e-01 1.910212990198519e-01 -3.369336832925827e-01 4.258458197192349e-01 9.653095804109835e-01 6.587586325319841e-01 4.676981126002078e-02 -4.761680708044213e-02
2.862857142857143e+00 -6.644283118941020e-01 4.170978803650347e-01 1.725636594795297e-01 -3.405559844002235e-01 4.159826076316194e-01 9.610175130255569e-01 6.632600818323273e-01 4.543827813476731e-02 -4.545474362131872e-02
2.872653061224490e+00 -6.618063849591768e-01 4.158074368315892e-01 1.538045796298730e-01 -3.441514400858739e-01 4.053884162927647e-01 9.534409221705081e-01 6.682262698886215e-01 4.383575065424350e-02 -4.368756837543696e-02
2.882448979591837e+00 -6.590421089617224e-01 4.147527523189414e-01 1.350270583910713e-01 -3.477030297303747e-01 3.941405712407729e-01 9.425027396374110e-01 6.735491791130975e-01 4.190601999102261e-02 -4.235180383369998e-02
2.892244897959184e+00 -6.562268742224148e-01 4.138718933719121e-01 1.165068801335598e-01 -3.511644106617777e-01 3.823171473083478e-01 9.281848863064941e-01 6.791258248600835e-01 3.958933340359549e-02 -4.147568743980910e-02
2.902040816326531e+00 -6.534483670875690e-01 4.131041872798049e-01 9.845900586830258e-02 -3.544374700730408e-01 3.699958423556216e-01 9.105489621811973e-01 6.848897639168768e-01 3.683298881885855e-02 -4.107712555816117e-02
2.911836734693877e+00 -6.507963577365825e-01 4.123782196002272e-01 8.103944308590516e-02 -3.573902359591197e-01 3.572535112297768e-01 8.897361868103911e-01 6.907908960866556e-01 3.361808137360334e-02 -4.116756881708058e-02
2.921632653061224e+00 -6.483285844767741e-01 4.116414396496744e-01 6.430518229789639e-02 -3.598460265738612e-01 3.441759337226148e-01 8.659769227004283e-01 6.968044122608563e-01 2.997637092624661e-02 -4.174271802111820e-02
2.931428571428571e+00 -6.460738391522917e-01 4.108569575151753e-01 4.822118228434480e-02 -3.616007795873011e-01 3.308638492697094e-01 8.395788539196644e-01 7.029067627728076e-01 2.600733164979263e-02 -4.277973306188729e-02
2.941224489795919e+00 -6.440365781960283e-01 4.099989535832467e-01 3.267762132119412e-02 -3.624436690493525e-01 3.174355640889092e-01 8.109094837026732e-01 7.090543805686645e-01 2.188100878527943e-02 -4.423731160498329e-02
2.951020408163266e+00 -6.422097427803312e-01 4.090405513202533e-01 1.752106748498439e-02 -3.621847130359656e-01 3.040246312467688e-01 7.803762101218683e-01 7.151635759364812e-01 1.782460988844514e-02 -4.605971053467740e-02
2.960816326530612e+00 -6.405626519829792e-01 4.079665092845173e-01 2.557693174306763e-03 -3.606532867394258e-01 2.907801434437516e-01 7.484165580669758e-01 7.211301429457576e-01 1.408843529024217e-02 -4.817378548704274e-02
2.970612244897959e+00 -6.390853864588160e-01 4.067387424610260e-01 -1.238923123094438e-02 -3.577433855974103e-01 2.778543910671360e-01 7.154761827141570e-01 7.268060772803790e-01 1.091310643627130e-02 -5.050049831930591e-02
2.980408163265306e+00 -6.377718528010889e-01 4.053177494997753e-01 -2.748811726534428e-02 -3.534043128153879e-01 2.654002351851689e-01 6.820042116627171e-01 7.320353370918568e-01 8.488380951174879e-03 -5.295138605766714e-02
2.990204081632653e+00 -6.366266074949034e-01 4.036608821171539e-01 -4.288134952681100e-02 -3.476584586830180e-01 2.535624769406870e-01 6.484391388388764e-01 7.366605691442912e-01 6.925006949601187e-03 -5.543095946913710e-02
3.000000000000000e+00 -6.356603370081702e-01 4.017283554417233e-01 -5.867806246219542e-02 -3.406074017029794e-01 2.424699530626813e-01 6.151949477067985e-01 7.405418066667258e-01 6.232393253805979e-03 -5.783599325631918e-02
3.009795918367347e+00 -6.348829997873918e-01 3.994897484620425e-01 -7.495068704688701e-02 -3.324272269596983e-01 2.322283867186075e-01 5.826481601660493e-01 7.435835825632943e-01 6.306414696171769e-03 -6.005685599795182e-02
3.019591836734694e+00 -6.342980741922354e-01 3.969290168299002e-01 -9.173530631910509e-02 -3.233542506218077e-01 2.229157364240151e-01 5.511284464859405e-01 7.457624131716285e-01 6.934129175365289e-03 -6.198297865520365e-02
3.029387755102041e+00 -6.339003809114288e-01 3.940469791668573e-01 -1.090353260803034e-01 -3.136644588089898e-01 2.145802743300012e-01 5.209127493167558e-01 7.471382187587908e-01 7.817773572573072e-03 -6.351098817798605e-02
3.039183673469388e+00 -6.336778844605310e-01 3.908615739085333e-01 -1.268269019907931e-01 -3.036524128505220e-01 2.072407703609541e-01 4.922209722585033e-01 7.478313014827946e-01 8.616976915308827e-03 -6.455368822289516e-02
3.048979591836734e+00 -6.336210039431657e-01 3.874024578355302e-01 -1.450605191599019e-01 -2.936173045691601e-01 2.008865285649030e-01 4.652130317103690e-01 7.479695431060515e-01 8.997583889891025e-03 -6.505085989151814e-02
3.058775510204081e+00 -6.337019748839154e-01 3.837244516534215e-01 -1.636917845277086e-01 -2.838149797695317e-01 1.954874364462347e-01 4.400003873640611e-01 7.476921262351368e-01 8.680784039153844e-03 -6.497724389238577e-02
3.068571428571429e+00 -6.339109403537178e-01 3.798794617209214e-01 -1.826595935353259e-01 -2.744707883866576e-01 1.909873985739916e-01 4.166469187928088e-01 7.471078367205397e-01 7.454568715318466e-03 -6.436081561147790e-02
3.078367346938776e+00 -6.342316190005509e-01 3.759303553510678e-01 -2.019169495682445e-01 -2.657368318970900e-01 1.873167239145522e-01 3.951845216526071e-01 7.463266954010137e-01 5.197453771618621e-03 -6.327946327116429e-02
3.088163265306123e+00 -6.346496581552746e-01 3.719433095253963e-01 -2.214259178730629e-01 -2.576943896984897e-01 1.843963040274001e-01 3.756162846735498e-01 7.454320489125242e-01 1.887813920091519e-03 -6.184875130788233e-02
3.097959183673469e+00 -6.351559274703933e-01 3.679841841497902e-01 -2.411514672924560e-01 -2.503624067561708e-01 1.821428257446905e-01 3.579176671946366e-01 7.444554821669427e-01 -2.395035185653871e-03 -6.020087946092099e-02
3.107755102040816e+00 -6.357446352791591e-01 3.641138146232132e-01 -2.610531828983516e-01 -2.437174374294215e-01 1.804699967589732e-01 3.420344781176160e-01 7.433687382810888e-01 -7.484391613767016e-03 -5.846487833833654e-02
3.117551020408163e+00 -6.364007274230106e-01 3.603824360285111e-01 -2.810794769613394e-01 -2.377190088218512e-01 1.792852756374905e-01 3.278792398627102e-01 7.420999120219777e-01 -1.315359587407539e-02 -5.675177103409070e-02
3.127346938775510e+00 -6.370899791461063e-01 3.568253312879106e-01 -3.011662951287841e-01 -2.323263529066854e-01 1.784892172144681e-01 3.153328441593521e-01 7.405590470655943e-01 -1.915162181224517e-02 -5.514516009587640e-02
