Main.Studies.MarkerTracking.t,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_Trunk.PelvisPosX,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_Trunk.PelvisPosY,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_Trunk.PelvisPosZ,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_Trunk.PelvisRotX,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_Trunk.PelvisRotY,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_Trunk.PelvisRotZ,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_Trunk.PelvisThoraxExtension,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_Trunk.PelvisThoraxLateralBending,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_Trunk.PelvisThoraxRotation,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_Trunk.SkullThoraxFlexion,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_Trunk.SkullThoraxLateralBending,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_Trunk.SkullThoraxRotation
 5.620000000000000e+000, 5.573197632180509e-001, 7.552980698539540e-001, 1.143982082202251e+000, 1.544124722673750e+000, 2.175466474701127e-001,-1.103129980984640e+000,-1.284315572830458e-001, 4.973162411896680e-002,-1.750849163254303e-002, 0.000000000000000e+000, 5.551115123125782e-017,-1.110223024625156e-016
 5.630000000000000e+000, 5.571663662448285e-001, 7.556860634515045e-001, 1.143826618109221e+000, 1.543683345934398e+000, 2.166587618801557e-001,-1.103086571766391e+000,-1.302812687410600e-001, 5.052586497003289e-002,-1.712343477089785e-002, 5.551115123125782e-017,-1.110223024625156e-016, 1.110223024625156e-016
 5.640000000000000e+000, 5.569897127215565e-001, 7.561163785323926e-001, 1.143604596358087e+000, 1.543213669789123e+000, 2.158280589146560e-001,-1.103060237892964e+000,-1.322156241552513e-001, 5.131643337042423e-002,-1.677198437461798e-002, 0.000000000000000e+000,-1.665334536937735e-016,-2.220446049250313e-016
 5.650000000000000e+000, 5.567807206890051e-001, 7.566046522320253e-001, 1.143286044165466e+000, 1.542706928286201e+000, 2.150938551213257e-001,-1.103057969717369e+000,-1.342475645051308e-001, 5.209447174129130e-002,-1.647302616599129e-002,-5.551115123125784e-017, 1.665334536937735e-016, 1.110223024625157e-016
 5.660000000000000e+000, 5.565346928959094e-001, 7.571579107763410e-001, 1.142851258389193e+000, 1.542163819015064e+000, 2.144840782818676e-001,-1.103086540161222e+000,-1.363742209799091e-001, 5.284300655811026e-002,-1.623903569196926e-002, 5.551115123125783e-017,-1.110223024625157e-016, 1.110223024625157e-016
 5.670000000000000e+000, 5.562504526411060e-001, 7.577771365684971e-001, 1.142290292118873e+000, 1.541586271815816e+000, 2.140260911752572e-001,-1.103146845072584e+000,-1.385634895766255e-001, 5.355195267563951e-002,-1.607899934348101e-002, 5.551115123125782e-017,-1.110223024625156e-016,-1.110223024625156e-016
 5.680000000000000e+000, 5.559268698279682e-001, 7.584630726020929e-001, 1.141593109589932e+000, 1.540980636896960e+000, 2.137333600901576e-001,-1.103243409625850e+000,-1.407987451493143e-001, 5.420410447015897e-002,-1.599786979442781e-002, 1.665334536937735e-016, 5.551115123125783e-017, 2.220446049250313e-016
 5.690000000000000e+000, 5.555637396528366e-001, 7.592150378533156e-001, 1.140751836089682e+000, 1.540354018858356e+000, 2.136177635837828e-001,-1.103378566864384e+000,-1.430554199553026e-001, 5.478406065949631e-002,-1.599919097298602e-002,-1.665334536937734e-016, 5.551115123125780e-017, 0.000000000000000e+000
 5.700000000000000e+000, 5.551619278999920e-001, 7.600306393724140e-001, 1.139761490325497e+000, 1.539714802354512e+000, 2.136853508395216e-001,-1.103552953523535e+000,-1.453067149597108e-001, 5.527780771813574e-002,-1.608346835519196e-002, 0.000000000000000e+000,-1.665334536937735e-016,-1.110223024625157e-016
 5.710000000000000e+000, 5.547233157303002e-001, 7.609058548075620e-001, 1.138620169075482e+000, 1.539071787321659e+000, 2.139360881190910e-001,-1.103765199522509e+000,-1.475251263216261e-001, 5.567425199327326e-002,-1.624802486885485e-002,-1.110223024625156e-016, 5.551115123125782e-017, 2.220446049250313e-016
 5.720000000000000e+000, 5.542507014188973e-001, 7.618351976298572e-001, 1.137329104873593e+000, 1.538433716728024e+000, 2.143634172799747e-001,-1.104011942293542e+000,-1.496846605872243e-001, 5.596597429422138e-002,-1.648725181663026e-002,-2.220446049250313e-016, 1.110223024625156e-016,-3.330669073875469e-016
 5.730000000000000e+000, 5.537476933270020e-001, 7.628119285513626e-001, 1.135892592392330e+000, 1.537809379815575e+000, 2.149539757959489e-001,-1.104288170142423e+000,-1.517630677503516e-001, 5.614887351295664e-002,-1.679287444671455e-002,-1.665334536937735e-016, 5.551115123125782e-017,-1.110223024625156e-016
 5.740000000000000e+000, 5.532185823095063e-001, 7.638283064618692e-001, 1.134317768852126e+000, 1.537207762250852e+000, 2.156881163653173e-001,-1.104587702171281e+000,-1.537432314202289e-001, 5.622142874853819e-002,-1.715393050691012e-002, 1.110223024625157e-016,-4.440892098500627e-016,-1.110223024625157e-016
 5.750000000000000e+000, 5.526681616603653e-001, 7.648758986670519e-001, 1.132614234860875e+000, 1.536637688138425e+000, 2.165415308071850e-001,-1.104903645161146e+000,-1.556132707441273e-001, 5.618449338754408e-002,-1.755673653230616e-002,-2.220446049250313e-016,-3.330669073875469e-016,-3.330669073875469e-016
 5.760000000000000e+000, 5.521015033691749e-001, 7.659459466221250e-001, 1.130793530593451e+000, 1.536107257872827e+000, 2.174876806344839e-001,-1.105228743638984e+000,-1.573655780337786e-001, 5.604146634102636e-002,-1.798511788500612e-002, 0.000000000000000e+000,-1.110223024625156e-016,-4.440892098500625e-016
 5.770000000000001e+000, 5.515237413554660e-001, 7.670297536165057e-001, 1.128868514043136e+000, 1.535623796115295e+000, 2.185004983437027e-001,-1.105555534346537e+000,-1.589953021990561e-001, 5.579799440604309e-002,-1.842089650593815e-002, 0.000000000000000e+000, 0.000000000000000e+000,-1.110223024625156e-016
 5.780000000000000e+000, 5.509398934783006e-001, 7.681190637407858e-001, 1.126852701843465e+000, 1.535194212003131e+000, 2.195569227181808e-001,-1.105876349160628e+000,-1.604987109007045e-001, 5.546124020837297e-002,-1.884471553184466e-002,-5.551115123125782e-017, 0.000000000000000e+000,-2.220446049250313e-016
 5.790000000000000e+000, 5.503547158512343e-001, 7.692064062846364e-001, 1.124759644559461e+000, 1.534825159553626e+000, 2.206388560557899e-001,-1.106183331133836e+000,-1.618719086999565e-001, 5.503944233465889e-002,-1.923729352060478e-002,-5.551115123125783e-017, 1.665334536937735e-016, 0.000000000000000e+000
 5.800000000000000e+000, 5.497725737993665e-001, 7.702853656895176e-001, 1.122602411507205e+000, 1.534522766984410e+000, 2.217342222047147e-001,-1.106468571603813e+000,-1.631103230654704e-001, 5.454200907562798e-002,-1.958077581423134e-002, 4.440892098500626e-016,-3.885780586188048e-016, 0.000000000000000e+000
 5.810000000000001e+000, 5.491973343391844e-001, 7.713507336700411e-001, 1.120393222612792e+000, 1.534291948205513e+000, 2.228371509722016e-001,-1.106724422338604e+000,-1.642089195464562e-001, 5.398000406280227e-002,-1.985948764171047e-002, 5.551115123125783e-017, 0.000000000000000e+000,-1.110223024625157e-016
 5.820000000000000e+000, 5.486322999191927e-001, 7.723985318771747e-001, 1.118143211092379e+000, 1.534135466192484e+000, 2.239475346186028e-001,-1.106943996700800e+000,-1.651627817168930e-001, 5.336674905847931e-002,-2.005978776606544e-002,-5.551115123125782e-017, 1.110223024625156e-016, 2.220446049250313e-016
 5.830000000000000e+000, 5.480801811882172e-001, 7.734259358946389e-001, 1.115862292984097e+000, 1.534053203164961e+000, 2.250700927920568e-001,-1.107121742457810e+000,-1.659678815985407e-001, 5.271806145216204e-002,-2.016945541808679e-002, 0.000000000000000e+000,-2.775557561562891e-016,-1.110223024625157e-016
 5.840000000000000e+000, 5.475430877242687e-001, 7.744311491907288e-001, 1.113559127255226e+000, 1.534042039162515e+000, 2.262131303472355e-001,-1.107253957106653e+000,-1.666219263348398e-001, 5.205174835265235e-002,-2.017712321390786e-002,-2.220446049250313e-016, 2.220446049250313e-016, 0.000000000000000e+000
 5.850000000000000e+000, 5.470225313994162e-001, 7.754132736410976e-001, 1.111241128513301e+000, 1.534096376454345e+000, 2.273874066735702e-001,-1.107339238491117e+000,-1.671248752584102e-001, 5.138637411639709e-002,-2.007195921569387e-002,-1.665334536937735e-016, 1.110223024625157e-016,-1.110223024625157e-016
 5.860000000000000e+000, 5.465194493924389e-001, 7.763722089637669e-001, 1.108914491607390e+000, 1.534208996136192e+000, 2.286053713735634e-001,-1.107378808502487e+000,-1.674788950623516e-001, 5.073977366921863e-002,-1.984368841436465e-002, 5.551115123125782e-017,-1.387778780781445e-016, 0.000000000000000e+000
 5.870000000000000e+000, 5.460342473617215e-001, 7.773085784701480e-001, 1.106584209497228e+000, 1.534371877725917e+000, 2.298807801894578e-001,-1.107376552237338e+000,-1.676878530403527e-001, 5.012785195004441e-002,-1.948284072132313e-002,-2.220446049250312e-016,-1.110223024625156e-016,-2.220446049250312e-016
 5.880000000000000e+000, 5.455668631475501e-001, 7.782236606472874e-001, 1.104254084080222e+000, 1.534576912432337e+000, 2.312286252563411e-001,-1.107338675209299e+000,-1.677565255862358e-001, 4.956376665665693e-002,-1.898111794081787e-002, 0.000000000000000e+000, 0.000000000000000e+000,-1.110223024625157e-016
 5.890000000000000e+000, 5.451168509628085e-001, 7.791193258995138e-001, 1.101926753177211e+000, 1.534816624716792e+000, 2.326650620304593e-001,-1.107273004299461e+000,-1.676899362473546e-001, 4.905732599725927e-002,-1.833213767194085e-002, 0.000000000000000e+000,-1.387778780781445e-016, 2.220446049250313e-016
