Main.Studies.MarkerTracking.t,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_Trunk.PelvisPosX,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_Trunk.PelvisPosY,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_Trunk.PelvisPosZ,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_Trunk.PelvisRotX,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_Trunk.PelvisRotY,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_Trunk.PelvisRotZ,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_Trunk.PelvisThoraxExtension,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_Trunk.PelvisThoraxLateralBending,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_Trunk.PelvisThoraxRotation,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_Trunk.SkullThoraxFlexion,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_Trunk.SkullThoraxLateralBending,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_Trunk.SkullThoraxRotation
 1.000000000000000e-002, 6.075666006808188e-001, 7.106421579971690e-001, 1.182760339442365e+000, 1.563564050428564e+000, 1.029801518748448e-001,-9.352779676211205e-001,-2.613325569737034e-002, 4.083797876930269e-003, 5.368306060747387e-003, 0.000000000000000e+000, 0.000000000000000e+000,-5.551115123125780e-017
 2.000000000000000e-002, 6.075729686195357e-001, 7.105586141593405e-001, 1.182805877188031e+000, 1.563800496048929e+000, 1.022913605672875e-001,-9.353244582244946e-001,-2.720588045099688e-002, 3.640924520647471e-003, 5.610664855490812e-003, 5.551115123125780e-017,-2.498001805406601e-016,-1.110223024625156e-016
 3.000000000000000e-002, 6.075818909916808e-001, 7.104730478763591e-001, 1.182849797669926e+000, 1.564038928366497e+000, 1.016128279037782e-001,-9.353694525156875e-001,-2.826100455806265e-002, 3.196706918578741e-003, 5.845309143874154e-003,-5.551115123125782e-017,-2.775557561562891e-017,-1.110223024625156e-016
 4.000000000000000e-002, 6.075944175948371e-001, 7.103853739355421e-001, 1.182890205346456e+000, 1.564278148204308e+000, 1.009620362814570e-001,-9.354108496916840e-001,-2.927260083166351e-002, 2.755005773960970e-003, 6.067292647360500e-003, 1.110223024625156e-016,-1.110223024625156e-016, 5.551115123125780e-017
 5.000000000000000e-002, 6.076113759844330e-001, 7.102963810583672e-001, 1.182924994844929e+000, 1.564513817111606e+000, 1.003634268873410e-001,-9.354476785047359e-001,-3.020537269853704e-002, 2.324885431768912e-003, 6.270408606063315e-003,-5.551115123125783e-017,-2.775557561562891e-017,-5.551115123125783e-017
 6.000000000000000e-002, 6.076331888579594e-001, 7.102069012754898e-001, 1.182953184117179e+000, 1.564738627053781e+000, 9.983521890556557e-002,-9.354822198674132e-001,-3.103287186830701e-002, 1.917926193502481e-003, 6.448589441876974e-003, 1.110223024625156e-016,-1.110223024625156e-016, 5.551115123125780e-017
 6.999999999999999e-002, 6.076602104168726e-001, 7.101174566070170e-001, 1.182974593668949e+000, 1.564944778855619e+000, 9.938927134089481e-002,-9.355180434716897e-001,-3.173715739466860e-002, 1.545350668898427e-003, 6.595671371071084e-003,-1.665334536937734e-016,-5.551115123125780e-017, 0.000000000000000e+000
 7.999999999999999e-002, 6.076918798819837e-001, 7.100283519835606e-001, 1.182989303251941e+000, 1.565123366526367e+000, 9.903441754172859e-002,-9.355600900323462e-001,-3.230647317770981e-002, 1.217689086604142e-003, 6.707609750147225e-003, 1.110223024625157e-016, 1.942890293094024e-016,-5.551115123125783e-017
 9.000000000000000e-002, 6.077284425064895e-001, 7.099402854775959e-001, 1.182998946147795e+000, 1.565279264704967e+000, 9.875916773011739e-002,-9.356048973430242e-001,-3.275742492881371e-002, 9.308299372399833e-004, 6.786499509459727e-003,-5.551115123125782e-017,-2.775557561562891e-017,-1.110223024625156e-016
 9.999999999999999e-002, 6.077682886221807e-001, 7.098535451235322e-001, 1.183004031783175e+000, 1.565409381755922e+000, 9.856224537222436e-002,-9.356541551261863e-001,-3.309655016828915e-002, 6.864052953949652e-004, 6.836505626590901e-003, 0.000000000000000e+000,-1.387778780781446e-016, 5.551115123125783e-017
 1.100000000000000e-001, 6.078101551448177e-001, 7.097684641332940e-001, 1.183005519487230e+000, 1.565515272260209e+000, 9.843519887533203e-002,-9.357061009813394e-001,-3.334061915342537e-002, 4.805188508512690e-004, 6.862851828398291e-003,-1.110223024625157e-016,-5.551115123125783e-017, 0.000000000000000e+000
 1.200000000000000e-001, 6.078530200845203e-001, 7.096851849788226e-001, 1.183004431654745e+000, 1.565599649757629e+000, 9.836716721363370e-002,-9.357587364791736e-001,-3.350918193236071e-002, 3.073974603229714e-004, 6.870755614097930e-003,-1.110223024625156e-016, 1.110223024625156e-016,-5.551115123125780e-017
 1.300000000000000e-001, 6.078961497540550e-001, 7.096036558122183e-001, 1.183001763945797e+000, 1.565665945945911e+000, 9.834615272909897e-002,-9.358103928912215e-001,-3.362200096678829e-002, 1.601949748846982e-004, 6.865938578444710e-003, 0.000000000000000e+000, 5.273559366969493e-016, 2.220446049250313e-016
 1.400000000000000e-001, 6.079390563072991e-001, 7.095236978226410e-001, 1.182998380387689e+000, 1.565717773611741e+000, 9.836036379032764e-002,-9.358597913880625e-001,-3.369674530637826e-002, 3.185351627013884e-005, 6.854864706634066e-003, 1.110223024625157e-016,-4.718447854656915e-016,-1.665334536937735e-016
 1.500000000000000e-001, 6.079814317611042e-001, 7.094450731981460e-001, 1.182994956940175e+000, 1.565758251453909e+000, 9.839893542089184e-002,-9.359059946004842e-001,-3.374779682922279e-002,-8.402494389565509e-005, 6.843491816552141e-003, 0.000000000000000e+000, 2.775557561562891e-016, 1.110223024625157e-016
 1.600000000000000e-001, 6.080230829451018e-001, 7.093675264410986e-001, 1.182991964511863e+000, 1.565789618768791e+000, 9.845224757515725e-002,-9.359484392673197e-001,-3.378601103034390e-002,-1.927344159586073e-004, 6.835299867880192e-003,-1.110223024625156e-016, 5.551115123125782e-017,-1.665334536937735e-016
 1.700000000000000e-001, 6.080638719199825e-001, 7.092907893636073e-001, 1.182989658555668e+000, 1.565813423075650e+000, 9.851245238339068e-002,-9.359868675963511e-001,-3.381868752320492e-002,-2.984124432048266e-004, 6.831161616125979e-003, 1.665334536937734e-016,-3.330669073875468e-016, 1.110223024625156e-016
 1.800000000000000e-001, 6.081037020382627e-001, 7.092145607997336e-001, 1.182988105534656e+000, 1.565831021314925e+000, 9.857377949607749e-002,-9.360210825358666e-001,-3.385005833919640e-002,-4.037124999885637e-004, 6.831924897495508e-003,-3.885780586188047e-016, 3.608224830031758e-016, 1.110223024625156e-016
 1.900000000000000e-001, 6.081425621386876e-001, 7.091384932561669e-001, 1.182987260275598e+000, 1.565843731787324e+000, 9.863214726124703e-002,-9.360507146106465e-001,-3.388247727504964e-002,-5.092759336696999e-004, 6.840513782808960e-003, 2.220446049250313e-016,-1.665334536937735e-016,-3.330669073875469e-016
 2.000000000000000e-001, 6.081805586815382e-001, 7.090622326683582e-001, 1.182987042527197e+000, 1.565852510983216e+000, 9.868467662924152e-002,-9.360750437534168e-001,-3.391736034265434e-002,-6.138823910836413e-004, 6.860600945281612e-003, 2.220446049250313e-016,-3.053113317719180e-016, 2.220446049250313e-016
 2.100000000000000e-001, 6.082178799272987e-001, 7.089855265047699e-001, 1.182987362189170e+000, 1.565857807267894e+000, 9.872972725120821e-002,-9.360929338174944e-001,-3.395504681235062e-002,-7.152141391847561e-004, 6.893916738644593e-003,-5.551115123125783e-017, 1.387778780781446e-016,-5.551115123125783e-017
 2.200000000000000e-001, 6.082547295370853e-001, 7.089083096430482e-001, 1.182988088187698e+000, 1.565859885303764e+000, 9.876734050595215e-002,-9.361030314157273e-001,-3.399391252175091e-002,-8.105973361481010e-004, 6.940007417911098e-003,-5.551115123125783e-017,-2.775557561562891e-017, 1.110223024625157e-016
