Main.Studies.MarkerTracking.t,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_Trunk.PelvisPosX,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_Trunk.PelvisPosY,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_Trunk.PelvisPosZ,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_Trunk.PelvisRotX,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_Trunk.PelvisRotY,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_Trunk.PelvisRotZ,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_Trunk.PelvisThoraxExtension,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_Trunk.PelvisThoraxLateralBending,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_Trunk.PelvisThoraxRotation,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_Trunk.SkullThoraxFlexion,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_Trunk.SkullThoraxLateralBending,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_Trunk.SkullThoraxRotation
 5.620000000000000e+000, 5.573197667645468e-001, 7.552980590903579e-001, 1.143982097232368e+000, 1.544124752771104e+000, 2.175465000193804e-001,-1.103130020387828e+000,-1.284317338799103e-001, 4.973157128145175e-002,-1.750845118808662e-002, 1.665334536937735e-016,-5.551115123125783e-017, 1.110223024625157e-016
 5.630000000000000e+000, 5.571663662411209e-001, 7.556860634680627e-001, 1.143826618085081e+000, 1.543683345891224e+000, 2.166587620997089e-001,-1.103086571711740e+000,-1.302812684743075e-001, 5.052586505050355e-002,-1.712343483159024e-002, 1.665334536937735e-016,-5.551115123125782e-017,-2.220446049250313e-016
 5.640000000000000e+000, 5.569897127215665e-001, 7.561163785323711e-001, 1.143604596358118e+000, 1.543213669789212e+000, 2.158280589143509e-001,-1.103060237893049e+000,-1.322156241556138e-001, 5.131643337028757e-002,-1.677198437453170e-002,-1.665334536937735e-016, 0.000000000000000e+000, 0.000000000000000e+000
 5.650000000000000e+000, 5.567807206890051e-001, 7.566046522320254e-001, 1.143286044165466e+000, 1.542706928286199e+000, 2.150938551213262e-001,-1.103057969717369e+000,-1.342475645051300e-001, 5.209447174129225e-002,-1.647302616599051e-002, 0.000000000000000e+000, 2.775557561562891e-016, 1.110223024625156e-016
 5.660000000000000e+000, 5.565346928959094e-001, 7.571579107763411e-001, 1.142851258389193e+000, 1.542163819015064e+000, 2.144840782818673e-001,-1.103086540161222e+000,-1.363742209799099e-001, 5.284300655811065e-002,-1.623903569196981e-002, 0.000000000000000e+000,-4.440892098500625e-016, 0.000000000000000e+000
 5.670000000000000e+000, 5.562504526411058e-001, 7.577771365684971e-001, 1.142290292118873e+000, 1.541586271815816e+000, 2.140260911752576e-001,-1.103146845072585e+000,-1.385634895766245e-001, 5.355195267563890e-002,-1.607899934347956e-002,-5.551115123125783e-017, 0.000000000000000e+000, 3.330669073875470e-016
 5.680000000000000e+000, 5.559268698279680e-001, 7.584630726020930e-001, 1.141593109589932e+000, 1.540980636896961e+000, 2.137333600901583e-001,-1.103243409625851e+000,-1.407987451493139e-001, 5.420410447015864e-002,-1.599786979442714e-002, 5.551115123125780e-017, 1.665334536937734e-016, 4.440892098500624e-016
 5.690000000000000e+000, 5.555637396528366e-001, 7.592150378533157e-001, 1.140751836089682e+000, 1.540354018858356e+000, 2.136177635837830e-001,-1.103378566864384e+000,-1.430554199553029e-001, 5.478406065949566e-002,-1.599919097298525e-002, 5.551115123125783e-017,-1.110223024625157e-016,-1.110223024625157e-016
 5.700000000000000e+000, 5.551619278999920e-001, 7.600306393724140e-001, 1.139761490325497e+000, 1.539714802354511e+000, 2.136853508395218e-001,-1.103552953523535e+000,-1.453067149597109e-001, 5.527780771813640e-002,-1.608346835519085e-002, 0.000000000000000e+000,-1.665334536937735e-016,-1.110223024625157e-016
 5.710000000000000e+000, 5.547233157303002e-001, 7.609058548075620e-001, 1.138620169075482e+000, 1.539071787321660e+000, 2.139360881190908e-001,-1.103765199522508e+000,-1.475251263216269e-001, 5.567425199327205e-002,-1.624802486885452e-002,-3.330669073875470e-016, 1.665334536937735e-016, 1.110223024625157e-016
 5.720000000000000e+000, 5.542507014188975e-001, 7.618351976298573e-001, 1.137329104873593e+000, 1.538433716728024e+000, 2.143634172799760e-001,-1.104011942293542e+000,-1.496846605872235e-001, 5.596597429422064e-002,-1.648725181663015e-002,-1.110223024625156e-016, 0.000000000000000e+000,-2.220446049250313e-016
 5.730000000000000e+000, 5.537476933270022e-001, 7.628119285513625e-001, 1.135892592392330e+000, 1.537809379815574e+000, 2.149539757959480e-001,-1.104288170142424e+000,-1.517630677503520e-001, 5.614887351295748e-002,-1.679287444671411e-002,-5.551115123125783e-017, 2.775557561562891e-016, 0.000000000000000e+000
 5.740000000000000e+000, 5.532185823095064e-001, 7.638283064618692e-001, 1.134317768852126e+000, 1.537207762250851e+000, 2.156881163653175e-001,-1.104587702171282e+000,-1.537432314202289e-001, 5.622142874853830e-002,-1.715393050691001e-002, 1.665334536937735e-016,-3.885780586188048e-016,-2.220446049250313e-016
 5.750000000000000e+000, 5.526681616603653e-001, 7.648758986670518e-001, 1.132614234860875e+000, 1.536637688138426e+000, 2.165415308071839e-001,-1.104903645161146e+000,-1.556132707441281e-001, 5.618449338754348e-002,-1.755673653230683e-002, 5.551115123125782e-017,-2.775557561562891e-016,-2.220446049250313e-016
 5.760000000000000e+000, 5.521015033691747e-001, 7.659459466221250e-001, 1.130793530593451e+000, 1.536107257872828e+000, 2.174876806344837e-001,-1.105228743638984e+000,-1.573655780337793e-001, 5.604146634102485e-002,-1.798511788500578e-002,-5.551115123125782e-017, 2.220446049250313e-016, 1.110223024625156e-016
 5.770000000000001e+000, 5.515237413554659e-001, 7.670297536165058e-001, 1.128868514043136e+000, 1.535623796115296e+000, 2.185004983437029e-001,-1.105555534346538e+000,-1.589953021990568e-001, 5.579799440604140e-002,-1.842089650593658e-002, 5.551115123125782e-017,-1.110223024625156e-016,-1.110223024625156e-016
 5.780000000000000e+000, 5.509398934783006e-001, 7.681190637407858e-001, 1.126852701843465e+000, 1.535194212003131e+000, 2.195569227181797e-001,-1.105876349160628e+000,-1.604987109007057e-001, 5.546124020837272e-002,-1.884471553184488e-002,-5.551115123125782e-017, 0.000000000000000e+000,-3.330669073875469e-016
 5.790000000000000e+000, 5.503547158512344e-001, 7.692064062846363e-001, 1.124759644559461e+000, 1.534825159553625e+000, 2.206388560557890e-001,-1.106183331133836e+000,-1.618719086999580e-001, 5.503944233466144e-002,-1.923729352060433e-002,-1.110223024625157e-016, 1.110223024625157e-016,-1.110223024625157e-016
 5.800000000000000e+000, 5.497725737993666e-001, 7.702853656895176e-001, 1.122602411507205e+000, 1.534522766984411e+000, 2.217342222047138e-001,-1.106468571603813e+000,-1.631103230654711e-001, 5.454200907562765e-002,-1.958077581423168e-002, 2.775557561562891e-016, 0.000000000000000e+000, 0.000000000000000e+000
 5.810000000000001e+000, 5.491973343391843e-001, 7.713507336700410e-001, 1.120393222612792e+000, 1.534291948205513e+000, 2.228371509722018e-001,-1.106724422338604e+000,-1.642089195464558e-001, 5.398000406280155e-002,-1.985948764170903e-002,-1.110223024625157e-016,-5.551115123125783e-017,-3.330669073875470e-016
 5.820000000000000e+000, 5.486322999191927e-001, 7.723985318771748e-001, 1.118143211092379e+000, 1.534135466192485e+000, 2.239475346186035e-001,-1.106943996700800e+000,-1.651627817168938e-001, 5.336674905847803e-002,-2.005978776606477e-002, 0.000000000000000e+000,-5.551115123125780e-017, 2.220446049250312e-016
 5.830000000000000e+000, 5.480801811882174e-001, 7.734259358946390e-001, 1.115862292984097e+000, 1.534053203164961e+000, 2.250700927920573e-001,-1.107121742457810e+000,-1.659678815985401e-001, 5.271806145216236e-002,-2.016945541808768e-002, 5.551115123125782e-017,-4.440892098500625e-016, 0.000000000000000e+000
 5.840000000000000e+000, 5.475430877242687e-001, 7.744311491907288e-001, 1.113559127255226e+000, 1.534042039162515e+000, 2.262131303472357e-001,-1.107253957106653e+000,-1.666219263348396e-001, 5.205174835265287e-002,-2.017712321390708e-002,-5.551115123125783e-017,-5.551115123125783e-017, 0.000000000000000e+000
 5.850000000000000e+000, 5.470225313994160e-001, 7.754132736410977e-001, 1.111241128513301e+000, 1.534096376454347e+000, 2.273874066735699e-001,-1.107339238491116e+000,-1.671248752584110e-001, 5.138637411639559e-002,-2.007195921569565e-002, 5.551115123125780e-017,-1.110223024625156e-016, 0.000000000000000e+000
 5.860000000000000e+000, 5.465194493924388e-001, 7.763722089637670e-001, 1.108914491607390e+000, 1.534208996136192e+000, 2.286053713735634e-001,-1.107378808502488e+000,-1.674788950623510e-001, 5.073977366921964e-002,-1.984368841436465e-002, 1.110223024625157e-016,-8.326672684688674e-017, 3.330669073875470e-016
 5.870000000000000e+000, 5.460342473617215e-001, 7.773085784701481e-001, 1.106584209497228e+000, 1.534371877725917e+000, 2.298807801894582e-001,-1.107376552237338e+000,-1.676878530403529e-001, 5.012785195004559e-002,-1.948284072132347e-002,-1.665334536937735e-016, 1.942890293094024e-016,-2.220446049250313e-016
 5.880000000000000e+000, 5.455668631475502e-001, 7.782236606472873e-001, 1.104254084080222e+000, 1.534576912432336e+000, 2.312286252563411e-001,-1.107338675209299e+000,-1.677565255862353e-001, 4.956376665665718e-002,-1.898111794081775e-002, 5.551115123125782e-017,-1.110223024625156e-016,-1.110223024625156e-016
 5.890000000000000e+000, 5.451168509628084e-001, 7.791193258995137e-001, 1.101926753177211e+000, 1.534816624716793e+000, 2.326650620304589e-001,-1.107273004299462e+000,-1.676899362473553e-001, 4.905732599725872e-002,-1.833213767194086e-002,-1.110223024625156e-016,-5.551115123125782e-017, 1.110223024625156e-016
 5.900000000000000e+000, 5.446834641380324e-001, 7.799979811061393e-001, 1.099603760452331e+000, 1.535084799351038e+000, 2.342070445856961e-001,-1.107188126904636e+000,-1.674931710371880e-001, 4.861460650660381e-002,-1.753260202208589e-002,-2.220446049250313e-016, 3.053113317719180e-016, 2.220446049250313e-016
 5.910000000000000e+000, 5.442657087646056e-001, 7.808625050434124e-001, 1.097285675656343e+000, 1.535376745039238e+000, 2.358716716088787e-001,-1.107092634366715e+000,-1.671716390162399e-001, 4.823798328588678e-002,-1.658344004806431e-002,-2.220446049250313e-016, 1.665334536937735e-016,-2.220446049250313e-016
