Main.Studies.MarkerTracking.t,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_LeftLeg.HipFlexion,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_LeftLeg.HipAbduction,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_LeftLeg.HipExternalRotation,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_LeftLeg.KneeFlexion,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_LeftLeg.AnklePlantarFlexion,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_LeftLeg.SubTalarEversion
 5.620000000000000e+000, 5.264103357741263e-001, 1.229877904521821e-001,-1.987740543185119e-002, 6.172442567442122e-001,-2.417614048290242e-001,-1.264006848503564e-001
 5.630000000000000e+000, 5.253012802596434e-001, 1.229767498325738e-001,-2.029095857851838e-002, 6.166573146087229e-001,-2.416904205101560e-001,-1.251550988845891e-001
 5.640000000000000e+000, 5.245477934490479e-001, 1.230130897952679e-001,-2.069599866777949e-002, 6.165202974568809e-001,-2.417751513974785e-001,-1.241153466884249e-001
 5.650000000000000e+000, 5.244022889863111e-001, 1.231235720872170e-001,-2.108252251254834e-002, 6.171342815458952e-001,-2.421310248129987e-001,-1.234238335498757e-001
 5.660000000000000e+000, 5.250981327619900e-001, 1.233289772207746e-001,-2.143218753391150e-002, 6.187742593264758e-001,-2.428708479148518e-001,-1.232090851947308e-001
 5.670000000000000e+000, 5.267622533263352e-001, 1.236371740846840e-001,-2.171977688954035e-002, 6.215938901907000e-001,-2.440624062470314e-001,-1.235478977070332e-001
 5.680000000000000e+000, 5.294879210308382e-001, 1.240497197091666e-001,-2.191273959399797e-002, 6.257190873738353e-001,-2.457622072927873e-001,-1.245065317199311e-001
 5.690000000000000e+000, 5.333391879192959e-001, 1.245618937428235e-001,-2.198806658128108e-002, 6.312227909611223e-001,-2.480058848481821e-001,-1.261225321411811e-001
 5.700000000000000e+000, 5.383128298922117e-001, 1.251595335330029e-001,-2.193066848459249e-002, 6.381085843512655e-001,-2.508119546929960e-001,-1.283860392793941e-001
 5.710000000000000e+000, 5.443676923832601e-001, 1.258273979577316e-001,-2.174660505182863e-002, 6.463246318293778e-001,-2.541835782454134e-001,-1.312500900203031e-001
 5.720000000000000e+000, 5.514187025637335e-001, 1.265506090622954e-001,-2.146151557728697e-002, 6.557688494620002e-001,-2.581076497694412e-001,-1.346412484039571e-001
 5.730000000000000e+000, 5.593353042391728e-001, 1.273132423594503e-001,-2.111336592312208e-002, 6.662976322699802e-001,-2.625542435566163e-001,-1.384752103230592e-001
 5.740000000000000e+000, 5.679453960059299e-001, 1.280972753717320e-001,-2.074154092379497e-002, 6.777367345802446e-001,-2.674766952376017e-001,-1.426712977070456e-001
 5.750000000000000e+000, 5.770500661343049e-001, 1.288863468863228e-001,-2.037674454695115e-002, 6.898955538161559e-001,-2.728115486400191e-001,-1.471636547796058e-001
 5.760000000000000e+000, 5.864455506531633e-001, 1.296708517677085e-001,-2.003477220949294e-002, 7.025823555078782e-001,-2.784801492431624e-001,-1.519051326350785e-001
 5.770000000000001e+000, 5.959436620987990e-001, 1.304464116883295e-001,-1.971657941015293e-002, 7.156153074066236e-001,-2.843945247214728e-001,-1.568599782315932e-001
 5.780000000000000e+000, 6.053869144243167e-001, 1.312065867440055e-001,-1.941348357598939e-002, 7.288292139713558e-001,-2.904656713825189e-001,-1.619923469717505e-001
 5.790000000000000e+000, 6.146588859184625e-001, 1.319376961150769e-001,-1.911194647754986e-002, 7.420816233882154e-001,-2.966092699511064e-001,-1.672634519255703e-001
 5.800000000000000e+000, 6.236888123883512e-001, 1.326194579547551e-001,-1.879467603742275e-002, 7.552579403099737e-001,-3.027474209337207e-001,-1.726385212154648e-001
 5.810000000000001e+000, 6.324492994673686e-001, 1.332306489568915e-001,-1.844058354079456e-002, 7.682728795049013e-001,-3.088096457794988e-001,-1.780950043246689e-001
 5.820000000000000e+000, 6.409481725850731e-001, 1.337572455047362e-001,-1.802658488190165e-002, 7.810684804274977e-001,-3.147357566738852e-001,-1.836270739499105e-001
 5.830000000000000e+000, 6.492161993815010e-001, 1.341988883887122e-001,-1.753061973165386e-002, 7.936103902614117e-001,-3.204802380353980e-001,-1.892453501070375e-001
 5.840000000000000e+000, 6.572932102835658e-001, 1.345704200814604e-001,-1.693373639412549e-002, 8.058827749594192e-001,-3.260163216431130e-001,-1.949712452718076e-001
 5.850000000000000e+000, 6.652166944983784e-001, 1.348983933718009e-001,-1.622058902367152e-002, 8.178819241993430e-001,-3.313370974279541e-001,-2.008280467699495e-001
 5.860000000000000e+000, 6.730161265024169e-001, 1.352149462898256e-001,-1.537999013826517e-002, 8.296104563827860e-001,-3.364520596856316e-001,-2.068319710259101e-001
 5.870000000000000e+000, 6.807137726098939e-001, 1.355515661875220e-001,-1.440719504020100e-002, 8.410743224790602e-001,-3.413803903709409e-001,-2.129843859072477e-001
 5.880000000000000e+000, 6.883301179243077e-001, 1.359331785310214e-001,-1.330770084209857e-002, 8.522822190205566e-001,-3.461442535770701e-001,-2.192653749717547e-001
 5.890000000000000e+000, 6.958897601628102e-001, 1.363720510989304e-001,-1.210110833826278e-002, 8.632454272618545e-001,-3.507646558441244e-001,-2.256297313223465e-001
 5.900000000000000e+000, 7.034252060958890e-001, 1.368632528516978e-001,-1.082300528960668e-002, 8.739773992689576e-001,-3.552598734375619e-001,-2.320073911079845e-001
 5.910000000000000e+000, 7.109788565765964e-001, 1.373847696031589e-001,-9.523178682724306e-003, 8.844938589693494e-001,-3.596450626343103e-001,-2.383092682195137e-001
 5.920000000000000e+000, 7.186022832309879e-001, 1.379027207390451e-001,-8.259902841578223e-003, 8.948133940453402e-001,-3.639319864380228e-001,-2.444381142646596e-001
 5.930000000000000e+000, 7.263508587097349e-001, 1.383797283398223e-001,-7.091498648372066e-003, 9.049572814643435e-001,-3.681287031198630e-001,-2.503035491889608e-001
 5.940000000000000e+000, 7.342746103025782e-001, 1.387840583129192e-001,-6.067270252628312e-003, 9.149479594191389e-001,-3.722401528717615e-001,-2.558373006805132e-001
 5.950000000000000e+000, 7.424088702320806e-001, 1.390963477154863e-001,-5.219530383950692e-003, 9.248066354702820e-001,-3.762701380452412e-001,-2.610024348929573e-001
 5.960000000000000e+000, 7.507683279922097e-001, 1.393119936695797e-001,-4.557542388338140e-003, 9.345509839678264e-001,-3.802227269999968e-001,-2.657966580993327e-001
