Main.Studies.MarkerTracking.t,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightArm.SternoClavicularProtraction,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightArm.SternoClavicularElevation,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightArm.SternoClavicularAxialRotation,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightArm.AcromioClavicularProtraction,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightArm.AcromioClavicularMedialRotation,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightArm.AcromioClavicularPosteriorTilt,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightArm.GlenohumeralFlexion,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightArm.GlenohumeralExternalRotation,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightArm.GlenohumeralAbduction,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightArm.ElbowFlexion,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightArm.ElbowPronation,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightArm.WristFlexion,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightArm.WristAbduction
 1.907000000000000e+001,-2.719951280211526e-001, 3.110147537282597e-001,-3.490721574662136e-001, 5.896632329523868e-001,-3.648132207928971e-001, 3.507343970561362e-001, 5.235987755982987e-001,-1.221730476396030e+000, 0.000000000000000e+000, 2.094395102393194e+000, 0.000000000000000e+000, 0.000000000000000e+000, 0.000000000000000e+000
 1.908000000000000e+001,-2.702239925456657e-001, 3.141322789139884e-001,-3.490722946339352e-001, 5.893214730128015e-001,-3.652105710093576e-001, 3.524865265396517e-001, 5.235987755982987e-001,-1.221730476396031e+000, 0.000000000000000e+000, 2.094395102393196e+000, 0.000000000000000e+000, 0.000000000000000e+000, 0.000000000000000e+000
 1.909000000000000e+001,-2.684585419520375e-001, 3.171942884778700e-001,-3.490724290962242e-001, 5.889910013010986e-001,-3.655998663840339e-001, 3.542084277537285e-001, 5.235987755982987e-001,-1.221730476396030e+000, 0.000000000000000e+000, 2.094395102393196e+000, 0.000000000000000e+000, 2.220446049250313e-016, 0.000000000000000e+000
 1.910000000000000e+001,-2.668646986851912e-001, 3.199742050847558e-001,-3.490725509880290e-001, 5.886901707050113e-001,-3.659541963090371e-001, 3.557771375336763e-001, 5.235987755982992e-001,-1.221730476396031e+000, 0.000000000000000e+000, 2.094395102393196e+000, 0.000000000000000e+000, 2.220446049250313e-016, 0.000000000000000e+000
 1.911000000000000e+001,-2.655298172587373e-001, 3.223229881083796e-001,-3.490726538515090e-001, 5.884345225912141e-001,-3.662545289336370e-001, 3.571073762687363e-001, 5.235987755982992e-001,-1.221730476396031e+000, 0.000000000000000e+000, 2.094395102393195e+000, 0.000000000000000e+000,-2.220446049250313e-016, 0.000000000000000e+000
 1.912000000000000e+001,-2.644799130829833e-001, 3.241926514548263e-001,-3.490727357884312e-001, 5.882292101589071e-001,-3.664945026194530e-001, 3.581701823556794e-001, 5.235987755982992e-001,-1.221730476396031e+000, 0.000000000000000e+000, 2.094395102393196e+000, 0.000000000000000e+000, 0.000000000000000e+000, 0.000000000000000e+000
 1.913000000000000e+001,-2.637409075680932e-001, 3.255555311016363e-001,-3.490727960805170e-001, 5.880752688299511e-001,-3.666710127218318e-001, 3.589500216128367e-001, 5.235987755982992e-001,-1.221730476396031e+000, 0.000000000000000e+000, 2.094395102393195e+000, 0.000000000000000e+000, 0.000000000000000e+000, 0.000000000000000e+000
 1.914000000000000e+001,-2.632357477378658e-001, 3.264988963625544e-001,-3.490728378276526e-001, 5.879677205599331e-001,-3.667936018859437e-001, 3.594913490569843e-001, 5.235987755982987e-001,-1.221730476396031e+000, 0.000000000000000e+000, 2.094395102393196e+000, 0.000000000000000e+000, 0.000000000000000e+000, 0.000000000000000e+000
 1.915000000000000e+001,-2.629436049043379e-001, 3.270688438786662e-001,-3.490728634256727e-001, 5.879005615804807e-001,-3.668684188335303e-001, 3.598206107953287e-001, 5.235987755982992e-001,-1.221730476396031e+000, 0.000000000000000e+000, 2.094395102393195e+000, 0.000000000000000e+000, 0.000000000000000e+000, 0.000000000000000e+000
 1.916000000000000e+001,-2.628389905961807e-001, 3.273250061820889e-001,-3.490728762623743e-001, 5.878658531854960e-001,-3.669035451932361e-001, 3.599727132398928e-001, 5.235987755982992e-001,-1.221730476396031e+000, 0.000000000000000e+000, 2.094395102393196e+000, 0.000000000000000e+000, 2.220446049250313e-016, 0.000000000000000e+000
