Main.Studies.MarkerTracking.t,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_LeftArm.SternoClavicularProtraction,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_LeftArm.SternoClavicularElevation,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_LeftArm.SternoClavicularAxialRotation,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_LeftArm.AcromioClavicularProtraction,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_LeftArm.AcromioClavicularMedialRotation,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_LeftArm.AcromioClavicularPosteriorTilt,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_LeftArm.GlenohumeralFlexion,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_LeftArm.GlenohumeralExternalRotation,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_LeftArm.GlenohumeralAbduction,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_LeftArm.ElbowFlexion,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_LeftArm.ElbowPronation,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_LeftArm.WristFlexion,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_LeftArm.WristAbduction
 5.620000000000000e+000,-2.322190143443674e-001, 2.486260122014312e-001,-3.490634717407253e-001, 6.093712320563286e-001,-3.525851662861677e-001, 3.068961331807482e-001, 5.235987755982987e-001,-1.134464013796314e+000, 0.000000000000000e+000, 2.094395102393195e+000, 0.000000000000000e+000,-2.220446049250313e-016, 0.000000000000000e+000
 5.630000000000000e+000,-2.329028182556641e-001, 2.507082508133838e-001,-3.490635025443193e-001, 6.088183045142280e-001,-3.529572963387839e-001, 3.082016887605760e-001, 5.235987755982987e-001,-1.134464013796314e+000, 0.000000000000000e+000, 2.094395102393195e+000, 0.000000000000000e+000,-2.220446049250313e-016, 0.000000000000000e+000
 5.640000000000000e+000,-2.336044291560184e-001, 2.528277008349034e-001,-3.490635325470921e-001, 6.082548898196472e-001,-3.533363534374252e-001, 3.095357190771110e-001, 5.235987755982992e-001,-1.134464013796314e+000, 0.000000000000000e+000, 2.094395102393195e+000, 0.000000000000000e+000, 0.000000000000000e+000, 0.000000000000000e+000
 5.650000000000000e+000,-2.343195738156733e-001, 2.549710546413335e-001,-3.490635607520612e-001, 6.076845152552280e-001,-3.537199638316757e-001, 3.108900682440768e-001, 5.235987755982992e-001,-1.134464013796314e+000, 0.000000000000000e+000, 2.094395102393195e+000, 0.000000000000000e+000, 2.220446049250313e-016, 0.000000000000000e+000
 5.660000000000000e+000,-2.350304574978488e-001, 2.570981969502766e-001,-3.490635854442773e-001, 6.071186124473810e-001,-3.541006801568472e-001, 3.122388342531788e-001, 5.235987755982983e-001,-1.134464013796314e+000, 0.000000000000000e+000, 2.094395102393196e+000, 0.000000000000000e+000, 2.220446049250313e-016, 0.000000000000000e+000
 5.670000000000000e+000,-2.357119740773465e-001, 2.591578884046024e-001,-3.490636052896252e-001, 6.065721593839982e-001,-3.544688536025178e-001, 3.135481983055927e-001, 5.235987755982992e-001,-1.134464013796314e+000, 0.000000000000000e+000, 2.094395102393195e+000, 0.000000000000000e+000,-2.220446049250313e-016, 0.000000000000000e+000
 5.680000000000000e+000,-2.363313226220935e-001, 2.610940466386156e-001,-3.490636191395171e-001, 6.060624310070867e-001,-3.548136099733816e-001, 3.147800027565100e-001, 5.235987755982987e-001,-1.134464013796315e+000, 0.000000000000000e+000, 2.094395102393196e+000, 0.000000000000000e+000,-2.220446049250313e-016, 0.000000000000000e+000
 5.690000000000000e+000,-2.368505040380035e-001, 2.628512433932750e-001,-3.490636259273828e-001, 6.056074266681610e-001,-3.551238744347278e-001, 3.158953567361091e-001, 5.235987755982992e-001,-1.134464013796315e+000, 0.000000000000000e+000, 2.094395102393196e+000, 0.000000000000000e+000, 0.000000000000000e+000, 0.000000000000000e+000
 5.700000000000000e+000,-2.372284466926165e-001, 2.643806702657749e-001,-3.490636248253557e-001, 6.052242724662624e-001,-3.553894450682611e-001, 3.168585741297717e-001, 5.235987755982987e-001,-1.134464013796314e+000, 0.000000000000000e+000, 2.094395102393195e+000, 0.000000000000000e+000, 0.000000000000000e+000, 0.000000000000000e+000
 5.710000000000000e+000,-2.374286187036650e-001, 2.656433025550187e-001,-3.490636154179021e-001, 6.049272707910677e-001,-3.556019486967597e-001, 3.176402605952358e-001, 5.235987755982992e-001,-1.134464013796315e+000, 0.000000000000000e+000, 2.094395102393195e+000, 0.000000000000000e+000, 0.000000000000000e+000, 0.000000000000000e+000
