Main.Studies.MarkerTracking.t,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_LeftArm.SternoClavicularProtraction,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_LeftArm.SternoClavicularElevation,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_LeftArm.SternoClavicularAxialRotation,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_LeftArm.AcromioClavicularProtraction,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_LeftArm.AcromioClavicularMedialRotation,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_LeftArm.AcromioClavicularPosteriorTilt,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_LeftArm.GlenohumeralFlexion,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_LeftArm.GlenohumeralExternalRotation,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_LeftArm.GlenohumeralAbduction,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_LeftArm.ElbowFlexion,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_LeftArm.ElbowPronation,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_LeftArm.WristFlexion,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_LeftArm.WristAbduction
 1.000000000000000e-002,-2.425436520685799e-001, 2.173732151776711e-001,-3.490657786482588e-001, 6.141739919822314e-001,-3.482842322423148e-001, 2.903593949013278e-001, 5.235987755982987e-001,-1.134464013796315e+000, 0.000000000000000e+000, 2.094395102393195e+000, 0.000000000000000e+000, 0.000000000000000e+000, 0.000000000000000e+000
 2.000000000000000e-002,-2.425288283844506e-001, 2.176909135185727e-001,-3.490657884235576e-001, 6.141093070067488e-001,-3.483333498489205e-001, 2.905354167011650e-001, 5.235987755982992e-001,-1.134464013796314e+000, 0.000000000000000e+000, 2.094395102393195e+000, 0.000000000000000e+000,-2.220446049250313e-016, 0.000000000000000e+000
 3.000000000000000e-002,-2.425168130156039e-001, 2.180003730477531e-001,-3.490657986325270e-001, 6.140458928040729e-001,-3.483813457631557e-001, 2.907072513124218e-001, 5.235987755982983e-001,-1.134464013796314e+000, 0.000000000000000e+000, 2.094395102393196e+000, 0.000000000000000e+000, 0.000000000000000e+000, 0.000000000000000e+000
 4.000000000000000e-002,-2.425082663275910e-001, 2.182941447425693e-001,-3.490658093952482e-001, 6.139852113273948e-001,-3.484270873890547e-001, 2.908708002798268e-001, 5.235987755982992e-001,-1.134464013796314e+000, 0.000000000000000e+000, 2.094395102393196e+000, 0.000000000000000e+000,-2.220446049250313e-016, 0.000000000000000e+000
 5.000000000000000e-002,-2.425051265598379e-001, 2.185619134942647e-001,-3.490658207885362e-001, 6.139291114934401e-001,-3.484690695467299e-001, 2.910205096743338e-001, 5.235987755982983e-001,-1.134464013796315e+000, 0.000000000000000e+000, 2.094395102393196e+000, 0.000000000000000e+000, 0.000000000000000e+000, 0.000000000000000e+000
 6.000000000000000e-002,-2.425109887223325e-001, 2.187936927390304e-001,-3.490658327955602e-001, 6.138790886734070e-001,-3.485059409833897e-001, 2.911512072111991e-001, 5.235987755982992e-001,-1.134464013796314e+000, 0.000000000000000e+000, 2.094395102393195e+000, 0.000000000000000e+000, 0.000000000000000e+000, 0.000000000000000e+000
 6.999999999999999e-002,-2.425300633008306e-001, 2.189802366294853e-001,-3.490658452837190e-001, 6.138363759258523e-001,-3.485365049423250e-001, 2.912582076198998e-001, 5.235987755982992e-001,-1.134464013796314e+000, 0.000000000000000e+000, 2.094395102393195e+000, 0.000000000000000e+000, 2.220446049250313e-016, 0.000000000000000e+000
 7.999999999999999e-002,-2.425670979069438e-001, 2.191164502601430e-001,-3.490658474081608e-001, 6.138012398461624e-001,-3.485602460004129e-001, 2.913392135704970e-001, 5.235987755982987e-001,-1.134464013796314e+000, 0.000000000000000e+000, 2.094395102393196e+000, 0.000000000000000e+000, 0.000000000000000e+000, 0.000000000000000e+000
 9.000000000000000e-002,-2.426208579117762e-001, 2.192057989601033e-001,-3.490658633675901e-001, 6.137731499354973e-001,-3.485776472494899e-001, 2.913960181796592e-001, 5.235987755982992e-001,-1.134464013796314e+000, 0.000000000000000e+000, 2.094395102393195e+000, 0.000000000000000e+000,-2.220446049250313e-016, 0.000000000000000e+000
 9.999999999999999e-002,-2.426927597437733e-001, 2.192555471932114e-001,-3.490658772704801e-001, 6.137503315795694e-001,-3.485899301024511e-001, 2.914328482808628e-001, 5.235987755982992e-001,-1.134464013796315e+000, 0.000000000000000e+000, 2.094395102393196e+000, 0.000000000000000e+000, 2.220446049250313e-016, 0.000000000000000e+000
 1.100000000000000e-001,-2.427835050193548e-001, 2.192757130102137e-001,-3.490658888444064e-001, 6.137305470826394e-001,-3.485987158488526e-001, 2.914554074377126e-001, 5.235987755982983e-001,-1.134464013796314e+000, 0.000000000000000e+000, 2.094395102393195e+000, 0.000000000000000e+000, 2.220446049250313e-016, 0.000000000000000e+000
