Main.Studies.MarkerTracking.t,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightArm.SternoClavicularProtraction,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightArm.SternoClavicularElevation,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightArm.SternoClavicularAxialRotation,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightArm.AcromioClavicularProtraction,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightArm.AcromioClavicularMedialRotation,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightArm.AcromioClavicularPosteriorTilt,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightArm.GlenohumeralFlexion,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightArm.GlenohumeralExternalRotation,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightArm.GlenohumeralAbduction,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightArm.ElbowFlexion,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightArm.ElbowPronation,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightArm.WristFlexion,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightArm.WristAbduction
 5.620000000000000e+000,-4.921304654419234e-001, 4.563718276206741e-002,-3.490658503988401e-001, 6.123876183110535e-001,-3.358775743296891e-001, 2.257914156985340e-001, 5.235987755982983e-001,-1.221730476396032e+000, 0.000000000000000e+000, 2.094395102393195e+000, 0.000000000000000e+000, 2.220446049250313e-016, 0.000000000000000e+000
 5.630000000000000e+000,-4.932879149258412e-001, 4.588358258438197e-002,-3.490658504085173e-001, 6.121649831177510e-001,-3.359671463508951e-001, 2.259908533714663e-001, 5.235987755982983e-001,-1.221730476396031e+000, 0.000000000000000e+000, 2.094395102393195e+000, 0.000000000000000e+000,-2.220446049250313e-016, 0.000000000000000e+000
 5.640000000000000e+000,-4.937148164923436e-001, 4.659071233198664e-002,-3.490658504233503e-001, 6.119423684971184e-001,-3.360896602017811e-001, 2.263575963827811e-001, 5.235987755982987e-001,-1.221730476396032e+000, 0.000000000000000e+000, 2.094395102393195e+000, 0.000000000000000e+000, 0.000000000000000e+000, 0.000000000000000e+000
 5.650000000000000e+000,-4.960076191968953e-001, 4.767050013139040e-002,-3.490658504168727e-001, 6.113672180917267e-001,-3.363524126469801e-001, 2.270360402937181e-001, 5.235987755982987e-001,-1.221730476396030e+000, 0.000000000000000e+000, 2.094395102393195e+000, 0.000000000000000e+000, 0.000000000000000e+000, 0.000000000000000e+000
 5.660000000000000e+000,-4.976947746293737e-001, 4.971339762806282e-002,-3.490658504159934e-001, 6.106602894271676e-001,-3.367264703509243e-001, 2.281345704268935e-001, 5.235987755982992e-001,-1.221730476396030e+000, 0.000000000000000e+000, 2.094395102393196e+000, 0.000000000000000e+000,-2.220446049250313e-016, 0.000000000000000e+000
 5.670000000000000e+000,-4.967097962661707e-001, 5.308807007674887e-002,-3.490658504093185e-001, 6.100337897612921e-001,-3.371710338393823e-001, 2.296865979936493e-001, 5.235987755982983e-001,-1.221730476396031e+000, 0.000000000000000e+000, 2.094395102393195e+000, 0.000000000000000e+000,-2.220446049250313e-016, 0.000000000000000e+000
 5.680000000000000e+000,-5.002736469299784e-001, 5.701297017576668e-002,-3.490658503978423e-001, 6.086333272869746e-001,-3.379029165870373e-001, 2.318486402430182e-001, 5.235987755982987e-001,-1.221730476396031e+000, 0.000000000000000e+000, 2.094395102393195e+000, 0.000000000000000e+000, 0.000000000000000e+000, 0.000000000000000e+000
 5.690000000000000e+000,-4.999028492863655e-001, 6.212626640655339e-002,-3.490658503990882e-001, 6.075283018098736e-001,-3.386276753314843e-001, 2.343206452237251e-001, 5.235987755982992e-001,-1.221730476396031e+000, 0.000000000000000e+000, 2.094395102393195e+000, 0.000000000000000e+000, 2.220446049250313e-016, 0.000000000000000e+000
 5.700000000000000e+000,-5.048306384422420e-001, 7.015032366097640e-002,-3.490658503991378e-001, 6.050155345007989e-001,-3.400119872754250e-001, 2.386656468054634e-001, 5.235987755982992e-001,-1.221730476396031e+000, 0.000000000000000e+000, 2.094395102393195e+000, 0.000000000000000e+000, 0.000000000000000e+000, 0.000000000000000e+000
 5.710000000000000e+000,-5.079466236017184e-001, 7.489920764288982e-002,-3.490658503968919e-001, 6.035051864263320e-001,-3.408379972345588e-001, 2.412875186436234e-001, 5.235987755982983e-001,-1.221730476396031e+000, 0.000000000000000e+000, 2.094395102393196e+000, 0.000000000000000e+000, 0.000000000000000e+000, 0.000000000000000e+000
