t                       X                              Y                              Z
0.000000000000000      0.0000176269815606              0.000000000000000              0.000000000000000   
0.002000000000000      0.0011060186909202              0.000202991937533              0.000018692497460   
0.004000000000000      0.002200252888080               0.000405153390564              0.000040097870400   
0.006000000000000      0.003299742306940               0.000606460742637              0.000064186113730   
0.008000000000000      0.004403595240360               0.000806912766744              0.000090913844220   
0.010000000000000      0.005510809539480               0.001006525631257              0.000120221504320   
0.012000000000000      0.006620499377400               0.001205324483455              0.000152042055030   
0.014000000000000      0.007732176445250               0.001403335783917              0.000186306122000   
0.016000000000000      0.008845814494880               0.001600589902811              0.000222947311730   
0.018000000000000      0.009962333021070               0.001797125809561              0.000261900465510   
0.020000000000000      0.011087631201160               0.001992991456219              0.000303107384000   
0.022000000000000      0.012207001481170               0.002188246025739              0.000346518337990   
0.024000000000000      0.013323270333910               0.002382959823841              0.000392083932500   
0.026000000000000      0.014430930441780               0.002577210050166              0.000439753550550   
0.028000000000000      0.015527500343970               0.002771077895198              0.000489477695400   
0.030000000000000      0.016616229363380               0.002964650329842              0.000541211777580   
0.032000000000000      0.017700859994450               0.003158021876764              0.000594925460470   
0.034000000000000      0.018781836577090               0.003351275090903              0.000650620541660   
0.036000000000000      0.019855377970470               0.003544443411157              0.000708338480760   
0.038000000000000      0.020921174238920               0.003737476963762              0.000768209188060   
0.040000000000000      0.021983913130970               0.003930221221129              0.000830512020860   
0.042000000000000      0.023050410884570               0.004122342264988              0.000895750969540   
0.044000000000000      0.024124408207580               0.004313224032934              0.000964757310740   
0.046000000000000      0.025212585063870               0.004501791923882              0.001038690101080   
0.048000000000000      0.026321252037230               0.004686483507424              0.001118442952980   
0.050000000000000      0.027444525679430               0.004866659164255              0.001202388625520   
0.052000000000000      0.028543918777430               0.005057452421619              0.001294951593290   
0.054000000000000      0.029632040010940               0.005252687235052              0.001386814674020   
0.056000000000000      0.030705717569360               0.005452270090129              0.001476641562790   
0.058000000000000      0.031762941484690               0.005655531809885              0.001562918913520   
0.060000000000000      0.032798263350660               0.005861986412716              0.001643911860210   
0.062000000000000      0.033810570128490               0.006071259314274              0.001717996991710   
0.064000000000000      0.034803129035980               0.006281531292334              0.001783279666420   
0.066000000000000      0.035778609709660               0.006490087818110              0.001837821041320   
0.068000000000000      0.036735524791810               0.006695072742426              0.001879526398270   
0.070000000000000      0.037669200054350               0.006894903622863              0.001906065690550   
0.072000000000000      0.038575904624330               0.007087684077476              0.001915997948580   
0.074000000000000      0.039456368137010               0.007271633916223              0.001908673836900   
0.076000000000000      0.040314050199980               0.007445365031023              0.001883944656280   
0.078000000000000      0.041156704868710               0.007607532167504              0.001841991344150   
0.080000000000000      0.041991570032190               0.007756654898989              0.001782535759800   
0.082000000000000      0.042820673148580               0.007891395156464              0.001705122089290   
0.084000000000000      0.043643962139730               0.008010843244286              0.001609159852280   
0.086000000000000      0.044460121477980               0.008114179668529              0.001493569380050   
0.088000000000000      0.045268091012650               0.008200511748426              0.001357310444060   
0.090000000000000      0.046071514427330               0.008269356637927              0.001199850968190   
0.092000000000000      0.046872573314630               0.008320546670104              0.001021359858820   
0.094000000000000      0.047672890940510               0.008353958438094              0.000822210178830   
0.096000000000000      0.048474298583090               0.008369795239831              0.000602939074370   
0.098000000000000      0.049282346306560               0.008368386915378              0.000364140015180   
0.100000000000000      0.050100361245540               0.008350324125986              0.000106675187080   
0.102000000000000      0.050928034836810               0.008316960801735              -0.000168254315480  
0.104000000000000      0.051763139160880               0.008270309880915              -0.000459345153080  
0.106000000000000      0.052600690942400               0.008212457233568              -0.000764863063560  
0.108000000000000      0.053442243919610               0.008145394246686              -0.001082322031880  
0.110000000000000      0.054289667497040               0.008070496913576              -0.001409096367020  
0.112000000000000      0.055143725759780               0.007988743280801              -0.001742845000410  
0.114000000000000      0.056004953742660               0.007901140627916              -0.002082151329200  
0.116000000000000      0.056868786809610               0.007808586459776              -0.002426109695710  
0.118000000000000      0.057729731475050               0.007711902460881              -0.002774020443570  
0.120000000000000      0.058582823287450               0.007611158250571              -0.003125672983220  
0.122000000000000      0.059427514802250               0.007505371474861              -0.003480853027480  
0.124000000000000      0.060265021531170               0.007392979839268              -0.003838994331370  
0.126000000000000      0.061097109720310               0.007272016731229              -0.004199474049060  
0.128000000000000      0.061923660289910               0.007140348823015              -0.004561564695080  
0.130000000000000      0.062744138965760               0.006996366296609              -0.004924563744350  
0.132000000000000      0.063555651736950               0.006839904224094              -0.005287437058950  
0.134000000000000      0.064356653789620               0.006671672906001              -0.005648556115650  
0.136000000000000      0.065144257422260               0.006492996308762              -0.006006062966640  
0.138000000000000      0.065915166046990               0.006306186545762              -0.006357644034380  
0.140000000000000      0.066669524811790               0.006114779468058              -0.006700993726420  
0.142000000000000      0.067406964412140               0.005922476629484              -0.007034053292770  
0.144000000000000      0.068129819805100               0.005731980220439              -0.007355279634630  
0.146000000000000      0.068840372784600               0.005545192170067              -0.007663488908410  
0.148000000000000      0.069537078293980               0.005363207860251              -0.007957845729390  
0.150000000000000      0.070219482425940               0.005186282435824              -0.008237999921130  
0.152000000000000      0.070888166690200               0.005014027755179              -0.008503571232180  
0.154000000000000      0.071545509469940               0.004845878640715              -0.008753856110110  
0.156000000000000      0.072197413716470               0.004681297032349              -0.008987833372810  
0.158000000000000      0.072850091050210               0.004519540879198              -0.009204570393790  
0.160000000000000      0.073505868125820               0.004360044603174              -0.009403775159020  
0.162000000000000      0.074165939788850               0.004203616957243              -0.009584534274830  
0.164000000000000      0.074833389793920               0.004051018287372              -0.009745391939550  
0.166000000000000      0.075506507369020               0.003901809570303              -0.009884527913920  
0.168000000000000      0.076183810517550               0.003755789681165              -0.010000060654180  
0.170000000000000      0.076864505763310               0.003613233268253              -0.010090892860020  
0.172000000000000      0.077547718305380               0.003474044957437              -0.010156869978320  
0.174000000000000      0.078237757900460               0.003337764418458              -0.010197988891960  
0.176000000000000      0.078941519173690               0.003203630245178              -0.010214024715260  
0.178000000000000      0.079660856268680               0.003070994047304              -0.010204117828870  
0.180000000000000      0.080391652806900               0.002939475408753              -0.010167833228090  
0.182000000000000      0.081126327636300               0.002808309271855              -0.010105171359440  
0.184000000000000      0.081859499111230               0.002676154304961              -0.010016858218550  
0.186000000000000      0.082594534157820               0.002541197424774              -0.009904117138760  
0.188000000000000      0.083333474479650               0.002401384106003              -0.009768722368750  
0.190000000000000      0.084077450086820               0.002254975408224              -0.009612995394810  
0.192000000000000      0.084826083815260               0.002101454049742              -0.009438971418380  
0.194000000000000      0.085575133253170               0.001940875709119              -0.009247990603330  
0.196000000000000      0.086321689626970               0.001773408569921              -0.009040949628520  
0.198000000000000      0.087061829126290               0.001599624514052              -0.008817980474940  
0.200000000000000      0.087794814235600               0.001420692244839              -0.008578990170760  
0.202000000000000      0.088520918321620               0.001238191563427              -0.008324016373390  
0.204000000000000      0.089240707449230               0.001054049809007              -0.008053267561180  
0.206000000000000      0.089958358230820               0.000869865745073              -0.007767364945970  
0.208000000000000      0.090687745481580               0.000686906740614              -0.007467545379380  
0.210000000000000      0.091435704847060               0.000506144831593              -0.007155497307950  
0.212000000000000      0.092195900813460               0.000327677014269              -0.006832245166290  
0.214000000000000      0.092952209132350               0.000151157486501              -0.006498323510510  
0.216000000000000      0.093693128541090               -0.000024316129909             -0.006154032549060  
0.218000000000000      0.094417310523130               -0.000199618970157             -0.005799407787980  
0.220000000000000      0.095131782930280               -0.000375918161489             -0.005435304177260  
0.222000000000000      0.095841308400910               -0.000554144121476             -0.005063490365830  
0.224000000000000      0.096543948351620               -0.000734652227578             -0.004685754765260  
0.226000000000000      0.097236890990760               -0.000917762439379             -0.004303332983480  
0.228000000000000      0.097917622823750               -0.001103598933862             -0.003916882681430  
0.230000000000000      0.098582205770370               -0.001292083343772             -0.003526954193330  
0.232000000000000      0.099226880632340               -0.001482532458273             -0.003133712484240  
0.234000000000000      0.099851325090090               -0.001673953570871             -0.002737465714640  
0.236000000000000      0.100455904323460               -0.001865701422973             -0.002339854077990  
0.238000000000000      0.101040574829520               -0.002057590739010             -0.001943235148210  
0.240000000000000      0.101612262515720               -0.002249159138585             -0.001549576083780  
0.242000000000000      0.102177814444080               -0.002439515586605             -0.001161078873010  
0.244000000000000      0.102735322569410               -0.002627259490770             -0.000779769552470  
0.246000000000000      0.103275249838650               -0.002810990838487             -0.000406970881930  
0.248000000000000      0.103793212686600               -0.002989415590857             -0.000043506620320  
0.250000000000000      0.104290826615450               -0.003161021618526             0.000310125028070   
0.252000000000000      0.104771184449650               -0.003324456246905             0.000653747828540   
0.254000000000000      0.105233030418120               -0.003478355116246             0.000987258218630   
0.256000000000000      0.105679923982170               -0.003621516082345             0.001310532273240   
0.258000000000000      0.106115203384030               -0.003753213482612             0.001623675510890   
0.260000000000000      0.106540927464180               -0.003873272701983             0.001926063597990   
0.262000000000000      0.106960630520540               -0.003981068158951             0.002216610024880   
0.264000000000000      0.107377152712770               -0.004075814174170             0.002494397138680   
0.266000000000000      0.107789716216910               -0.004157237052640             0.002759787615300   
0.268000000000000      0.108202910425570               -0.004225568214379             0.003014183187060   
0.270000000000000      0.108619570815970               -0.004281179607042             0.003259513275840   
0.272000000000000      0.109040539032180               -0.004324284660005             0.003497487687600   
0.274000000000000      0.109469858734980               -0.004354594985150             0.003728757748370   
0.276000000000000      0.109911108126180               -0.004371817705653             0.003953047691640   
0.278000000000000      0.110363519873790               -0.004376073008588             0.004170087292840   
0.280000000000000      0.110820861290520               -0.004367330102458             0.004379802525670   
0.282000000000000      0.111280863091940               -0.004345060355624             0.004582815182280   
0.284000000000000      0.111747942105590               -0.004308735434663             0.004780206477990   
0.286000000000000      0.112226307669620               -0.004257808475349             0.004973645167370   
0.288000000000000      0.112720119214410               -0.004191983863141             0.005165203085600   
0.290000000000000      0.113233726186860               -0.004110867576834             0.005356418329130   
0.292000000000000      0.113767728978570               -0.004013107836213             0.005547321000990   
0.294000000000000      0.114317116410650               -0.003897018218979             0.005736702585590   
0.296000000000000      0.114877626992050               -0.003761860191477             0.005922855318390   
0.298000000000000      0.115442938367750               -0.003608613088698             0.006103721131440   
0.300000000000000      0.116005968076020               -0.003439149782182             0.006276795572160   
0.302000000000000      0.116564459148590               -0.003255599734971             0.006439457086670   
0.304000000000000      0.117120022864780               -0.003059761021189             0.006589627489510   
0.306000000000000      0.117670778162920               -0.002852198208559             0.006725920921110   
0.308000000000000      0.118213597475410               -0.002633131791578             0.006847562224510   
0.310000000000000      0.118741002128150               -0.002402666800497             0.006953610327790   
0.312000000000000      0.119248237667810               -0.002161441786398             0.007043064274520   
0.314000000000000      0.119731483203160               -0.001910801977976             0.007114659413890   
0.316000000000000      0.120186947838540               -0.001653118017207             0.007167020370920   
0.318000000000000      0.120624226468700               -0.001392047574251             0.007200076439720   
0.320000000000000      0.121056341372070               -0.001132398373714             0.007214447755730   
0.322000000000000      0.121487084007580               -0.000878691691076             0.007210970362120   
0.324000000000000      0.121918481710220               -0.000634521771635             0.007190835398600   
0.326000000000000      0.122356440107050               -0.000403310994778             0.007155560363340   
0.328000000000000      0.122803627254970               -0.000188668603044             0.007105683202040   
0.330000000000000      0.123258029693260               0.000006038093270              0.007040522181230   
0.332000000000000      0.123714333113480               0.000177731403777              0.006959067359590   
0.334000000000000      0.124171580790840               0.000324172638394              0.006860233765740   
0.336000000000000      0.124635505543250               0.000444192226595              0.006743149083300   
0.338000000000000      0.125111490163580               0.000537283942782              0.006607280578610   
0.340000000000000      0.125602021274900               0.000603708822768              0.006453322653960   
0.342000000000000      0.126107483529500               0.000644559681929              0.006282610868600   
0.344000000000000      0.126628342671010               0.000661902496691              0.006096079956680   
0.346000000000000      0.127165310494440               0.000658576675165              0.005894385599700   
0.348000000000000      0.127724672003730               0.000637525037705              0.005678273696440   
0.350000000000000      0.128308337869570               0.000601739176764              0.005448796888860   
