t  x	y	z                      
0.000000000000000   0             0               0                             
0.002000000000000   0             0               0                             
0.004000000000000   0             0               0                             
0.006000000000000   0             0               0                             
0.008000000000000   0             0               0                             
0.010000000000000   0             0               0                             
0.012000000000000   0             0               0                             
0.014000000000000   0             0               0                             
0.016000000000000   0             0               0                             
0.018000000000000   0             0               0                             
0.020000000000000   0             0               0                             
0.022000000000000   0             0               0                             
0.024000000000000   0             0               0                             
0.026000000000000   0             0               0                             
0.028000000000000   0             0               0                             
0.030000000000000   0             0               0                             
0.032000000000000   0             0               0                             
0.034000000000000   0             0               0                             
0.036000000000000   0             0               0                             
0.038000000000000   0             0               0                             
0.040000000000000   0             0               0                             
0.042000000000000   0             0               0                             
0.044000000000000   0             0               0                             
0.046000000000000   0             0               0                             
0.048000000000000   0             0               0                             
0.050000000000000   0             0               0                             
0.052000000000000   0             0               0                             
0.054000000000000   0             0               0                             
0.056000000000000   0             0               0                             
0.058000000000000   0             0               0                             
0.060000000000000   0             0               0                             
0.062000000000000   0             0               0                             
0.064000000000000   0             0               0                             
0.066000000000000   0             0               0                             
0.068000000000000   0             0               0                             
0.070000000000000   0             0               0                             
0.072000000000000   0             0               0                             
0.074000000000000   0             0               0                             
0.076000000000000   0             0               0                             
0.078000000000000   0             0               0                             
0.080000000000000   0             0               0                             
0.082000000000000   0             0               0                             
0.084000000000000   0             0               0                             
0.086000000000000   0             0               0                             
0.088000000000000   0             0               0                             
0.090000000000000   0             0               0                             
0.092000000000000   0             0               0                             
0.094000000000000   0             0               0                             
0.096000000000000   0             0               0                             
0.098000000000000   0             0               0                             
0.100000000000000   0             0               0                             
0.102000000000000   0             0               0                             
0.104000000000000   0             0               0                             
0.106000000000000   0             0               0                             
0.108000000000000   0             0               0                             
0.110000000000000   0             0               0                             
0.112000000000000   0             0               0                             
0.114000000000000   0             0               0                             
0.116000000000000   0             0               0                             
0.118000000000000   0             0               0                             
0.120000000000000   0             0               0                             
0.122000000000000   0             0               0                             
0.124000000000000   0             0               0                             
0.126000000000000   0             0               0                             
0.128000000000000   0             0               0                             
0.130000000000000   0             0               0                             
0.132000000000000   0             0               0                             
0.134000000000000   0             0               0                             
0.136000000000000   0             0               0                             
0.138000000000000   0             0               0                             
0.140000000000000   0             0               0                             
0.142000000000000   0             0               0                             
0.144000000000000   0             0               0                             
0.146000000000000   0             0               0                             
0.148000000000000   0             0               0                             
0.150000000000000   0             0               0                             
0.152000000000000   0             0               0                             
0.154000000000000   0             0               0                             
0.156000000000000   0             0               0                             
0.158000000000000   0             0               0                             
0.160000000000000   0             0               0                             
0.162000000000000   0             0               0                             
0.164000000000000   0             0               0                             
0.166000000000000   0             0               0                             
0.168000000000000   0             0               0                             
0.170000000000000   0             0               0                             
0.172000000000000   0             0               0                             
0.174000000000000   0             0               0                             
0.176000000000000   0             0               0                             
0.178000000000000   0             0               0                             
0.180000000000000   0             0               0                             
0.182000000000000   0             0               0                             
0.184000000000000   0             0               0                             
0.186000000000000   0             0               0                             
0.188000000000000   0             0               0                             
0.190000000000000   0             0               0                             
0.192000000000000   0             0               0                             
0.194000000000000   0             0               0                             
0.196000000000000   -0.0041077    -0.001578       0.0019055
0.198000000000000   -0.0040675    -0.001578       0.0019055
0.200000000000000   -0.0040272    -0.001578       0.0019055
0.202000000000000   -0.0039869    -0.001578       0.0019055
0.204000000000000   -0.0039466    -0.001578       0.0019055
0.206000000000000   -0.0039064    -0.001578       0.0019055
0.208000000000000   -0.0038661    -0.001578       0.0019055
0.210000000000000   -0.0038258    -0.001578       0.0019055
0.212000000000000   -0.0037856    -0.001578       0.0019055
0.214000000000000   -0.0037453    -0.001578       0.0019055
0.216000000000000   -0.0037050    -0.001578       0.0019055
0.218000000000000   -0.0036647    -0.001578       0.0019055
0.220000000000000   -0.0036245    -0.001578       0.0019055
0.222000000000000   -0.0035842    -0.001578       0.0019055
0.224000000000000   -0.0035439    -0.001578       0.0019055
0.226000000000000   -0.0035037    -0.001578       0.0019055
0.228000000000000   -0.0034634    -0.001578       0.0019055
0.230000000000000   -0.0034231    -0.001578       0.0019055
0.232000000000000   -0.0033828    -0.001578       0.0019055
0.234000000000000   -0.0033426    -0.001578       0.0019055
0.236000000000000   -0.0033023    -0.001578       0.0019055
0.238000000000000   -0.0032620    -0.001578       0.0019055
0.240000000000000   -0.0032218    -0.001578       0.0019055
0.242000000000000   -0.0031815    -0.001578       0.0019055
0.244000000000000   -0.0031412    -0.001578       0.0019055
0.246000000000000   -0.0031009    -0.001578       0.0019055
0.248000000000000   -0.0030607    -0.001578       0.0019055
0.250000000000000   -0.0030204    -0.001578       0.0019055
0.252000000000000   -0.0029801    -0.001578       0.0019055
0.254000000000000   -0.0029398    -0.001578       0.0019055
0.256000000000000   -0.0028996    -0.001578       0.0019055
0.258000000000000   -0.0028593    -0.001578       0.0019055
0.260000000000000   -0.0028190    -0.001578       0.0019055
0.262000000000000   -0.0027788    -0.001578       0.0019055
0.264000000000000   -0.0027385    -0.001578       0.0019055
0.266000000000000   -0.0026982    -0.001578       0.0019055
0.268000000000000   -0.0026579    -0.001578       0.0019055
0.270000000000000   -0.0026177    -0.001578       0.0019055
0.272000000000000   -0.0025774    -0.001578       0.0019055
0.274000000000000   -0.0025371    -0.001578       0.0019055
0.276000000000000   -0.0024969    -0.001578       0.0019055
0.278000000000000   -0.0024566    -0.001578       0.0019055
0.280000000000000   -0.0024163    -0.001578       0.0019055
0.282000000000000   -0.0023760    -0.001578       0.0019055
0.284000000000000   -0.0023358    -0.001578       0.0019055
0.286000000000000   -0.0022955    -0.001578       0.0019055
0.288000000000000   -0.0022552    -0.001578       0.0019055
0.290000000000000   -0.0022150    -0.001578       0.0019055
0.292000000000000   -0.0021747    -0.001578       0.0019055
0.294000000000000   -0.0021344    -0.001578       0.0019055
0.296000000000000   -0.0020941    -0.001578       0.0019055
0.298000000000000   -0.0020539    -0.001578       0.0019055
0.300000000000000   -0.0020136    -0.001578       0.0019055
