t                            ZRot
0.248000000000000          -0.13610
0.250000000000000          -0.13641
0.252000000000000          -0.13593
0.254000000000000          -0.13483
0.256000000000000          -0.13335
0.258000000000000          -0.13178
0.260000000000000          -0.13037
0.262000000000000          -0.12921
0.264000000000000          -0.12831
0.266000000000000          -0.12770
0.268000000000000          -0.12748
0.270000000000000          -0.12770
0.272000000000000          -0.12832
0.274000000000000          -0.12920
0.276000000000000          -0.13009
0.278000000000000          -0.13072
0.280000000000000          -0.13081
0.282000000000000          -0.13017
0.284000000000000          -0.12866
0.286000000000000          -0.12622
0.288000000000000          -0.12294
0.290000000000000          -0.11910
0.292000000000000          -0.11516
0.294000000000000          -0.11170
0.296000000000000          -0.10933
0.298000000000000          -0.10860
0.300000000000000          -0.10990
0.302000000000000          -0.11338
0.304000000000000          -0.11888
0.306000000000000          -0.12605
0.308000000000000          -0.13451
0.310000000000000          -0.14393
0.312000000000000          -0.15395
0.314000000000000          -0.16416
0.316000000000000          -0.17424
0.318000000000000          -0.18397
0.320000000000000          -0.19330
0.322000000000000          -0.20225
0.324000000000000          -0.21078
0.326000000000000          -0.21878
0.328000000000000          -0.22610
0.330000000000000          -0.23265
0.332000000000000          -0.23827
0.334000000000000          -0.24281
0.336000000000000          -0.24610
0.338000000000000          -0.24792
0.340000000000000          -0.24804
0.342000000000000          -0.24626
0.344000000000000          -0.24231
0.346000000000000          -0.23610
0.348000000000000          -0.22769
0.350000000000000          -0.21703
0.352000000000000          -0.20384
0.354000000000000          -0.19096
0.356000000000000          -0.17955
0.358000000000000          -0.16949
0.360000000000000          -0.16045
0.362000000000000          -0.15214
0.364000000000000          -0.14436
0.366000000000000          -0.13700
0.368000000000000          -0.12997
0.370000000000000          -0.12324
0.372000000000000          -0.11679
0.374000000000000          -0.11064
0.376000000000000          -0.10478
0.378000000000000          -0.09925
0.380000000000000          -0.09407
0.382000000000000          -0.08927
0.384000000000000          -0.08488
0.386000000000000          -0.08093
0.388000000000000          -0.07747
0.390000000000000          -0.07453
0.392000000000000          -0.07213
0.394000000000000          -0.07032
0.396000000000000          -0.06913
0.398000000000000          -0.06855
0.400000000000000          -0.06846
