t                            ZRot
0.000000000000000          -0.15727
0.002000000000000          -0.15851
0.004000000000000          -0.15953
0.006000000000000          -0.16027
0.008000000000000          -0.16073
0.010000000000000          -0.16092
0.012000000000000          -0.16086
0.014000000000000          -0.16057
0.016000000000000          -0.16006
0.018000000000000          -0.15936
0.020000000000000          -0.15846
0.022000000000000          -0.15740
0.024000000000000          -0.15617
0.026000000000000          -0.15479
0.028000000000000          -0.15327
0.030000000000000          -0.15161
0.032000000000000          -0.14981
0.034000000000000          -0.14786
0.036000000000000          -0.14576
0.038000000000000          -0.14346
0.040000000000000          -0.14091
0.042000000000000          -0.13804
0.044000000000000          -0.13473
0.046000000000000          -0.13084
0.048000000000000          -0.12634
0.050000000000000          -0.12189
0.052000000000000          -0.11886
0.054000000000000          -0.11634
0.056000000000000          -0.11409
0.058000000000000          -0.11218
0.060000000000000          -0.11061
0.062000000000000          -0.10925
0.064000000000000          -0.10798
0.066000000000000          -0.10672
0.068000000000000          -0.10538
0.070000000000000          -0.10386
0.072000000000000          -0.10198
0.074000000000000          -0.09948
0.076000000000000          -0.09601
0.078000000000000          -0.09118
0.080000000000000          -0.08476
0.082000000000000          -0.07667
0.084000000000000          -0.06696
0.086000000000000          -0.05570
0.088000000000000          -0.04299
0.090000000000000          -0.02899
0.092000000000000          -0.01391
0.094000000000000          0.00198 
0.096000000000000          0.01835 
0.098000000000000          0.03472 
0.100000000000000          0.05063 
0.102000000000000          0.06575 
0.104000000000000          0.07989 
0.106000000000000          0.09290 
0.108000000000000          0.10468 
0.110000000000000          0.11521 
0.112000000000000          0.12449 
0.114000000000000          0.13245 
0.116000000000000          0.13899 
0.118000000000000          0.14403 
0.120000000000000          0.14753 
0.122000000000000          0.14943 
0.124000000000000          0.14962 
0.126000000000000          0.14787 
0.128000000000000          0.14391 
0.130000000000000          0.13763 
0.132000000000000          0.12916 
0.134000000000000          0.11873 
0.136000000000000          0.10675 
0.138000000000000          0.09366 
0.140000000000000          0.07983 
0.142000000000000          0.06562 
0.144000000000000          0.05125 
0.146000000000000          0.03690 
0.148000000000000          0.02270 
0.150000000000000          0.00883 
0.152000000000000          -0.00455
0.154000000000000          -0.01721
0.156000000000000          -0.02892
0.158000000000000          -0.03953
0.160000000000000          -0.04902
0.162000000000000          -0.05742
0.164000000000000          -0.06473
0.166000000000000          -0.07095
0.168000000000000          -0.07600
0.170000000000000          -0.07981
0.172000000000000          -0.08234
0.174000000000000          -0.08368
0.176000000000000          -0.08398
0.178000000000000          -0.08332
0.180000000000000          -0.08176
0.182000000000000          -0.07934
0.184000000000000          -0.07624
0.186000000000000          -0.07267
0.188000000000000          -0.06889
0.190000000000000          -0.06519
0.192000000000000          -0.06182
0.194000000000000          -0.05898
0.196000000000000          -0.05677
0.198000000000000          -0.05522
0.200000000000000          -0.05437
0.202000000000000          -0.05420
0.204000000000000          -0.05468
0.206000000000000          -0.05575
0.208000000000000          -0.05740
0.210000000000000          -0.05957
0.212000000000000          -0.06214
0.214000000000000          -0.06503
0.216000000000000          -0.06826
0.218000000000000          -0.07184
0.220000000000000          -0.07585
0.222000000000000          -0.08031
0.224000000000000          -0.08517
0.226000000000000          -0.09033
0.228000000000000          -0.09571
0.230000000000000          -0.10120
0.232000000000000          -0.10667
0.234000000000000          -0.11201
0.236000000000000          -0.11715
0.238000000000000          -0.12199
0.240000000000000          -0.12635
0.242000000000000          -0.13004
0.244000000000000          -0.13292
0.246000000000000          -0.13494
