t                            ZRot
0.000000000000000          -0.41460
0.002000000000000          -0.41515
0.004000000000000          -0.41546
0.006000000000000          -0.41546
0.008000000000000          -0.41517
0.010000000000000          -0.41459
0.012000000000000          -0.41375
0.014000000000000          -0.41267
0.016000000000000          -0.41136
0.018000000000000          -0.40982
0.020000000000000          -0.40808
0.022000000000000          -0.40615
0.024000000000000          -0.40405
0.026000000000000          -0.40177
0.028000000000000          -0.39933
0.030000000000000          -0.39673
0.032000000000000          -0.39397
0.034000000000000          -0.39105
0.036000000000000          -0.38794
0.038000000000000          -0.38463
0.040000000000000          -0.38107
0.042000000000000          -0.37719
0.044000000000000          -0.37293
0.046000000000000          -0.36824
0.048000000000000          -0.36324
0.050000000000000          -0.35855
0.052000000000000          -0.35523
0.054000000000000          -0.35263
0.056000000000000          -0.35047
0.058000000000000          -0.34878
0.060000000000000          -0.34755
0.062000000000000          -0.34678
0.064000000000000          -0.34645
0.066000000000000          -0.34651
0.068000000000000          -0.34693
0.070000000000000          -0.34763
0.072000000000000          -0.34853
0.074000000000000          -0.34953
0.076000000000000          -0.35052
0.078000000000000          -0.35138
0.080000000000000          -0.35200
0.082000000000000          -0.35234
0.084000000000000          -0.35238
0.086000000000000          -0.35219
0.088000000000000          -0.35184
0.090000000000000          -0.35141
0.092000000000000          -0.35095
0.094000000000000          -0.35054
0.096000000000000          -0.35027
0.098000000000000          -0.35022
0.100000000000000          -0.35046
0.102000000000000          -0.35105
0.104000000000000          -0.35199
0.106000000000000          -0.35326
0.108000000000000          -0.35480
0.110000000000000          -0.35649
0.112000000000000          -0.35822
0.114000000000000          -0.35988
0.116000000000000          -0.36139
0.118000000000000          -0.36273
0.120000000000000          -0.36392
0.122000000000000          -0.36500
0.124000000000000          -0.36601
0.126000000000000          -0.36701
0.128000000000000          -0.36807
0.130000000000000          -0.36926
0.132000000000000          -0.37066
0.134000000000000          -0.37231
0.136000000000000          -0.37427
0.138000000000000          -0.37655
0.140000000000000          -0.37913
0.142000000000000          -0.38196
0.144000000000000          -0.38502
0.146000000000000          -0.38826
0.148000000000000          -0.39166
0.150000000000000          -0.39519
0.152000000000000          -0.39885
0.154000000000000          -0.40263
0.156000000000000          -0.40649
0.158000000000000          -0.41042
0.160000000000000          -0.41442
0.162000000000000          -0.41845
0.164000000000000          -0.42246
0.166000000000000          -0.42638
0.168000000000000          -0.43011
0.170000000000000          -0.43359
0.172000000000000          -0.43673
0.174000000000000          -0.43945
0.176000000000000          -0.44168
0.178000000000000          -0.44339
0.180000000000000          -0.44456
