t                            XRot
0.000000000000000           -0.00378            
0.002000000000000           -0.00318            
0.004000000000000           -0.00257            
0.006000000000000           -0.00196            
0.008000000000000           -0.00133            
0.010000000000000           -0.00068            
0.012000000000000           0.00000             
0.014000000000000           0.00070             
0.016000000000000           0.00144             
0.018000000000000           0.00221             
0.020000000000000           0.00303             
0.022000000000000           0.00389             
0.024000000000000           0.00481             
0.026000000000000           0.00579             
0.028000000000000           0.00682             
0.030000000000000           0.00792             
0.032000000000000           0.00909             
0.034000000000000           0.01033             
0.036000000000000           0.01164             
0.038000000000000           0.01304             
0.040000000000000           0.01454             
0.042000000000000           0.01614             
0.044000000000000           0.01788             
0.046000000000000           0.01979             
0.048000000000000           0.02192             
0.050000000000000           0.02431             
0.052000000000000           0.02693             
0.054000000000000           0.02970             
0.056000000000000           0.03257             
0.058000000000000           0.03550             
0.060000000000000           0.03846             
0.062000000000000           0.04141             
0.064000000000000           0.04431             
0.066000000000000           0.04715             
0.068000000000000           0.04989             
0.070000000000000           0.05255             
0.072000000000000           0.05517             
0.074000000000000           0.05776             
0.076000000000000           0.06035             
0.078000000000000           0.06297             
0.080000000000000           0.06560             
0.082000000000000           0.06823             
0.084000000000000           0.07084             
0.086000000000000           0.07342             
0.088000000000000           0.07597             
0.090000000000000           0.07848             
0.092000000000000           0.08092             
0.094000000000000           0.08327             
0.096000000000000           0.08551             
0.098000000000000           0.08761             
0.100000000000000           0.08954             
0.102000000000000           0.09131             
0.104000000000000           0.09292             
0.106000000000000           0.09440             
0.108000000000000           0.09575             
0.110000000000000           0.09702             
0.112000000000000           0.09820             
0.114000000000000           0.09932             
0.116000000000000           0.10039             
0.118000000000000           0.10146             
0.120000000000000           0.10256             
0.122000000000000           0.10372             
0.124000000000000           0.10493             
0.126000000000000           0.10615             
0.128000000000000           0.10734             
0.130000000000000           0.10843             
0.132000000000000           0.10941             
0.134000000000000           0.11025             
0.136000000000000           0.11096             
0.138000000000000           0.11159             
0.140000000000000           0.11218             
0.142000000000000           0.11277             
0.144000000000000           0.11338             
0.146000000000000           0.11402             
0.148000000000000           0.11467             
0.150000000000000           0.11528             
0.152000000000000           0.11582             
0.154000000000000           0.11626             
0.156000000000000           0.11658             
0.158000000000000           0.11677             
0.160000000000000           0.11682             
0.162000000000000           0.11673             
0.164000000000000           0.11648             
0.166000000000000           0.11608             
0.168000000000000           0.11550             
0.170000000000000           0.11474             
0.172000000000000           0.11381             
0.174000000000000           0.11273             
0.176000000000000           0.11158             
0.178000000000000           0.11041             
0.180000000000000           0.10933             
0.182000000000000           0.10841             
0.184000000000000           0.10771             
0.186000000000000           0.10729             
0.188000000000000           0.10716             
0.190000000000000           0.10732             
0.192000000000000           0.10774             
0.194000000000000           0.10839             
0.196000000000000           0.10923             
0.198000000000000           0.11017             
0.200000000000000           0.11115             
0.202000000000000           0.11207             
0.204000000000000           0.11290             
0.206000000000000           0.11362             
0.208000000000000           0.11421             
0.210000000000000           0.11469             
0.212000000000000           0.11507             
0.214000000000000           0.11535             
0.216000000000000           0.11553             
0.218000000000000           0.11557             
0.220000000000000           0.11543             
0.222000000000000           0.11507             
0.224000000000000           0.11450             
0.226000000000000           0.11371             
0.228000000000000           0.11274             
0.230000000000000           0.11163             
0.232000000000000           0.11046             
0.234000000000000           0.10928             
0.236000000000000           0.10817             
0.238000000000000           0.10717             
0.240000000000000           0.10634             
0.242000000000000           0.10574             
0.244000000000000           0.10538             
0.246000000000000           0.10526             
0.248000000000000           0.10538             
0.250000000000000           0.10573             
0.252000000000000           0.10630             
0.254000000000000           0.10705             
0.256000000000000           0.10792             
0.258000000000000           0.10882             
0.260000000000000           0.10971             
0.262000000000000           0.11055             
0.264000000000000           0.11134             
0.266000000000000           0.11202             
0.268000000000000           0.11249             
0.270000000000000           0.11258             
0.272000000000000           0.11210             
0.274000000000000           0.11091             
0.276000000000000           0.10891             
0.278000000000000           0.10600             
0.280000000000000           0.10214             
0.282000000000000           0.09736             
0.284000000000000           0.09172             
0.286000000000000           0.08529             
0.288000000000000           0.07814             
0.290000000000000           0.07035             
0.292000000000000           0.06201             
0.294000000000000           0.05326             
0.296000000000000           0.04432             
0.298000000000000           0.03549             
0.300000000000000           0.02714             
0.302000000000000           0.01964             
0.304000000000000           0.01330             
0.306000000000000           0.00830             
0.308000000000000           0.00461             
0.310000000000000           0.00205             
0.312000000000000           0.00037             
0.314000000000000           -0.00073            
0.316000000000000           -0.00149            
0.318000000000000           -0.00213            
0.320000000000000           -0.00274            
0.322000000000000           -0.00333            
0.324000000000000           -0.00389            
0.326000000000000           -0.00442            
0.328000000000000           -0.00491            
0.330000000000000           -0.00538            
0.332000000000000           -0.00581            
0.334000000000000           -0.00623            
0.336000000000000           -0.00667            
0.338000000000000           -0.00716            
0.340000000000000           -0.00776            
0.342000000000000           -0.00850            
0.344000000000000           -0.00938            
0.346000000000000           -0.01037            
0.348000000000000           -0.01142            
0.350000000000000           -0.01268            
0.352000000000000           -0.01478            
0.354000000000000           -0.01695            
0.356000000000000           -0.01882            
0.358000000000000           -0.02040            
0.360000000000000           -0.02175            
0.362000000000000           -0.02293            
0.364000000000000           -0.02400            
0.366000000000000           -0.02501            
0.368000000000000           -0.02598            
0.370000000000000           -0.02695            
0.372000000000000           -0.02794            
0.374000000000000           -0.02896            
0.376000000000000           -0.03002            
0.378000000000000           -0.03114            
0.380000000000000           -0.03231            
0.382000000000000           -0.03355            
0.384000000000000           -0.03485            
0.386000000000000           -0.03621            
0.388000000000000           -0.03761            
0.390000000000000           -0.03905            
0.392000000000000           -0.04052            
0.394000000000000           -0.04201            
0.396000000000000           -0.04351            
0.398000000000000           -0.04499            
0.400000000000000           -0.04646            
