t                            XRot
0.000000000000000           0.07252 
0.002000000000000           0.07015 
0.004000000000000           0.06773 
0.006000000000000           0.06523 
0.008000000000000           0.06267 
0.010000000000000           0.06004 
0.012000000000000           0.05736 
0.014000000000000           0.05462 
0.016000000000000           0.05183 
0.018000000000000           0.04900 
0.020000000000000           0.04612 
0.022000000000000           0.04320 
0.024000000000000           0.04022 
0.026000000000000           0.03720 
0.028000000000000           0.03412 
0.030000000000000           0.03097 
0.032000000000000           0.02775 
0.034000000000000           0.02444 
0.036000000000000           0.02102 
0.038000000000000           0.01748 
0.040000000000000           0.01379 
0.042000000000000           0.00993 
0.044000000000000           0.00587 
0.046000000000000           0.00159 
0.048000000000000           -0.00287
0.050000000000000           -0.00737
0.052000000000000           -0.01175
0.054000000000000           -0.01617
0.056000000000000           -0.02070
0.058000000000000           -0.02534
0.060000000000000           -0.03011
0.062000000000000           -0.03502
0.064000000000000           -0.04009
0.066000000000000           -0.04531
0.068000000000000           -0.05067
0.070000000000000           -0.05618
0.072000000000000           -0.06183
0.074000000000000           -0.06761
0.076000000000000           -0.07351
0.078000000000000           -0.07953
0.080000000000000           -0.08563
0.082000000000000           -0.09173
0.084000000000000           -0.09776
0.086000000000000           -0.10362
0.088000000000000           -0.10923
0.090000000000000           -0.11454
0.092000000000000           -0.11952
0.094000000000000           -0.12418
0.096000000000000           -0.12853
0.098000000000000           -0.13261
0.100000000000000           -0.13640
0.102000000000000           -0.13993
0.104000000000000           -0.14322
0.106000000000000           -0.14630
0.108000000000000           -0.14924
0.110000000000000           -0.15211
0.112000000000000           -0.15498
0.114000000000000           -0.15792
0.116000000000000           -0.16102
0.118000000000000           -0.16432
0.120000000000000           -0.16785
0.122000000000000           -0.17162
0.124000000000000           -0.17562
0.126000000000000           -0.17985
0.128000000000000           -0.18427
0.130000000000000           -0.18884
0.132000000000000           -0.19352
0.134000000000000           -0.19828
0.136000000000000           -0.20310
0.138000000000000           -0.20800
0.140000000000000           -0.21302
0.142000000000000           -0.21820
0.144000000000000           -0.22358
0.146000000000000           -0.22916
0.148000000000000           -0.23497
