t	                    X	                    Y	                            Z
0.000000000000000           0.00000                -0.52560                        0.16028 
0.002000000000000           0.00000                -0.52079                        0.15664 
0.004000000000000           0.00000                -0.51587                        0.15274 
0.006000000000000           0.00000                -0.51080                        0.14852 
0.008000000000000           0.00000                -0.50557                        0.14397 
0.010000000000000           0.00000                -0.50021                        0.13911 
0.012000000000000           0.00000                -0.49471                        0.13395 
0.014000000000000           0.00000                -0.48908                        0.12849 
0.016000000000000           0.00000                -0.48333                        0.12276 
0.018000000000000           0.00000                -0.47746                        0.11674 
0.020000000000000           0.00000                -0.47147                        0.11047 
0.022000000000000           0.00000                -0.46537                        0.10393 
0.024000000000000           0.00000                -0.45917                        0.09714 
0.026000000000000           0.00000                -0.45288                        0.09010 
0.028000000000000           0.00000                -0.44649                        0.08281 
0.030000000000000           0.00000                -0.44001                        0.07526 
0.032000000000000           0.00000                -0.43345                        0.06746 
0.034000000000000           0.00000                -0.42679                        0.05938 
0.036000000000000           0.00000                -0.42003                        0.05102 
0.038000000000000           0.00000                -0.41317                        0.04234 
0.040000000000000           0.00000                -0.40617                        0.03332 
0.042000000000000           0.00000                -0.39902                        0.02391 
0.044000000000000           0.00000                -0.39165                        0.01407 
0.046000000000000           0.00000                -0.38400                        0.00379 
0.048000000000000           0.00000                -0.37604                        -0.00684
0.050000000000000           0.00000                -0.36790                        -0.01745
0.052000000000000           0.00000                -0.35986                        -0.02759
0.054000000000000           0.00000                -0.35192                        -0.03758
0.056000000000000           0.00000                -0.34411                        -0.04753
0.058000000000000           0.00000                -0.33654                        -0.05742
0.060000000000000           0.00000                -0.32930                        -0.06722
0.062000000000000           0.00000                -0.32249                        -0.07692
0.064000000000000           0.00000                -0.31618                        -0.08649
0.066000000000000           0.00000                -0.31045                        -0.09590
0.068000000000000           0.00000                -0.30529                        -0.10511
0.070000000000000           0.00000                -0.30073                        -0.11413
0.072000000000000           0.00000                -0.29673                        -0.12294
0.074000000000000           0.00000                -0.29324                        -0.13155
0.076000000000000           0.00000                -0.29022                        -0.13997
0.078000000000000           0.00000                -0.28758                        -0.14821
0.080000000000000           0.00000                -0.28527                        -0.15623
0.082000000000000           0.00000                -0.28323                        -0.16397
0.084000000000000           0.00000                -0.28141                        -0.17134
0.086000000000000           0.00000                -0.27978                        -0.17822
0.088000000000000           0.00000                -0.27835                        -0.18451
0.090000000000000           0.00000                -0.27710                        -0.19015
0.092000000000000           0.00000                -0.27607                        -0.19514
0.094000000000000           0.00000                -0.27529                        -0.19947
0.096000000000000           0.00000                -0.27484                        -0.20318
0.098000000000000           0.00000                -0.27476                        -0.20627
0.100000000000000           0.00000                -0.27510                        -0.20877
0.102000000000000           0.00000                -0.27585                        -0.21070
0.104000000000000           0.00000                -0.27694                        -0.21213
0.106000000000000           0.00000                -0.27831                        -0.21316
0.108000000000000           0.00000                -0.27981                        -0.21389
0.110000000000000           0.00000                -0.28134                        -0.21448
0.112000000000000           0.00000                -0.28280                        -0.21505
0.114000000000000           0.00000                -0.28411                        -0.21574
0.116000000000000           0.00000                -0.28527                        -0.21665
0.118000000000000           0.00000                -0.28626                        -0.21783
0.120000000000000           0.00000                -0.28712                        -0.21931
0.122000000000000           0.00000                -0.28794                        -0.22106
0.124000000000000           0.00000                -0.28882                        -0.22306
0.126000000000000           0.00000                -0.28986                        -0.22524
0.128000000000000           0.00000                -0.29119                        -0.22754
0.130000000000000           0.00000                -0.29292                        -0.22988
0.132000000000000           0.00000                -0.29512                        -0.23218
0.134000000000000           0.00000                -0.29785                        -0.23439
