t                            YRot
0.000000000000000           1.89061
0.002000000000000           1.90161
0.004000000000000           1.91221
0.006000000000000           1.92235
0.008000000000000           1.93197
0.010000000000000           1.94112
0.012000000000000           1.94978
0.014000000000000           1.95795
0.016000000000000           1.96565
0.018000000000000           1.97286
0.020000000000000           1.97959
0.022000000000000           1.98585
0.024000000000000           1.99164
0.026000000000000           1.99696
0.028000000000000           2.00182
0.030000000000000           2.00623
0.032000000000000           2.01020
0.034000000000000           2.01374
0.036000000000000           2.01686
0.038000000000000           2.01957
0.040000000000000           2.02187
0.042000000000000           2.02378
0.044000000000000           2.02527
0.046000000000000           2.02631
0.048000000000000           2.02683
0.050000000000000           2.02663
0.052000000000000           2.02546
0.054000000000000           2.02370
0.056000000000000           2.02151
0.058000000000000           2.01895
0.060000000000000           2.01613
0.062000000000000           2.01312
0.064000000000000           2.01001
0.066000000000000           2.00686
0.068000000000000           2.00375
0.070000000000000           2.00077
0.072000000000000           1.99799
0.074000000000000           1.99548
0.076000000000000           1.99327
0.078000000000000           1.99140
0.080000000000000           1.98989
0.082000000000000           1.98874
0.084000000000000           1.98796
0.086000000000000           1.98757
0.088000000000000           1.98755
0.090000000000000           1.98790
0.092000000000000           1.98855
0.094000000000000           1.98946
0.096000000000000           1.99060
0.098000000000000           1.99196
0.100000000000000           1.99355
0.102000000000000           1.99541
0.104000000000000           1.99757
0.106000000000000           2.00004
0.108000000000000           2.00283
0.110000000000000           2.00591
0.112000000000000           2.00926
0.114000000000000           2.01285
0.116000000000000           2.01664
0.118000000000000           2.02057
0.120000000000000           2.02458
0.122000000000000           2.02860
0.124000000000000           2.03257
0.126000000000000           2.03643
0.128000000000000           2.04017
0.130000000000000           2.04378
0.132000000000000           2.04729
0.134000000000000           2.05071
0.136000000000000           2.05404
0.138000000000000           2.05731
0.140000000000000           2.06053
0.142000000000000           2.06367
0.144000000000000           2.06672
0.146000000000000           2.06962
0.148000000000000           2.07230
0.150000000000000           2.07466
0.152000000000000           2.07661
0.154000000000000           2.07804
0.156000000000000           2.07884
0.158000000000000           2.07897
0.160000000000000           2.07841
0.162000000000000           2.07721
0.164000000000000           2.07543
0.166000000000000           2.07315
0.168000000000000           2.07042
0.170000000000000           2.06731
0.172000000000000           2.06385
0.174000000000000           2.06006
0.176000000000000           2.05590
0.178000000000000           2.05134
0.180000000000000           2.04630
0.182000000000000           2.04072
0.184000000000000           2.03454
0.186000000000000           2.02770
0.188000000000000           2.02014
0.190000000000000           2.01183
0.192000000000000           2.00269
0.194000000000000           1.99272
0.196000000000000           1.98192
0.198000000000000           1.97029
0.200000000000000           1.95787
0.202000000000000           1.94467
0.204000000000000           1.93075
0.206000000000000           1.91618
0.208000000000000           1.90100
0.210000000000000           1.88528
0.212000000000000           1.86906
0.214000000000000           1.85240
0.216000000000000           1.83534
0.218000000000000           1.81795
0.220000000000000           1.80028
0.222000000000000           1.78237
0.224000000000000           1.76430
0.226000000000000           1.74612
0.228000000000000           1.72790
0.230000000000000           1.70971
0.232000000000000           1.69162
0.234000000000000           1.67370
0.236000000000000           1.65598
0.238000000000000           1.63848
0.240000000000000           1.62115
0.242000000000000           1.60393
0.244000000000000           1.58672
0.246000000000000           1.56946
0.248000000000000           1.55210
0.250000000000000           1.53462
0.252000000000000           1.51704
0.254000000000000           1.49937
0.256000000000000           1.48165
0.258000000000000           1.46394
0.260000000000000           1.44633
0.262000000000000           1.42898
0.264000000000000           1.41209
0.266000000000000           1.39588
0.268000000000000           1.38064
0.270000000000000           1.36665
0.272000000000000           1.35427
0.274000000000000           1.34390
0.276000000000000           1.33596
0.278000000000000           1.33089
0.280000000000000           1.32907
0.282000000000000           1.33082
0.284000000000000           1.33644
0.286000000000000           1.34615
0.288000000000000           1.36012
0.290000000000000           1.37841
0.292000000000000           1.40102
0.294000000000000           1.42786
0.296000000000000           1.45870
0.298000000000000           1.49322
0.300000000000000           1.53098
0.302000000000000           1.57149
0.304000000000000           1.61414
0.306000000000000           1.65832
0.308000000000000           1.70336
0.310000000000000           1.74861
0.312000000000000           1.79338
0.314000000000000           1.83700
0.316000000000000           1.87883
0.318000000000000           1.91825
0.320000000000000           1.95474
0.322000000000000           1.98779
0.324000000000000           2.01698
0.326000000000000           2.04192
0.328000000000000           2.06231
0.330000000000000           2.07792
0.332000000000000           2.08863
0.334000000000000           2.09446
0.336000000000000           2.09554
0.338000000000000           2.09209
0.340000000000000           2.08444
0.342000000000000           2.07300
0.344000000000000           2.05821
0.346000000000000           2.04056
0.348000000000000           2.02051
0.350000000000000           1.99857
0.352000000000000           1.97569
0.354000000000000           1.95337
0.356000000000000           1.93253
0.358000000000000           1.91310
0.360000000000000           1.89473
0.362000000000000           1.87708
0.364000000000000           1.85995
0.366000000000000           1.84317
0.368000000000000           1.82669
0.370000000000000           1.81043
0.372000000000000           1.79441
0.374000000000000           1.77861
0.376000000000000           1.76305
0.378000000000000           1.74776
0.380000000000000           1.73277
0.382000000000000           1.71812
0.384000000000000           1.70385
0.386000000000000           1.69000
0.388000000000000           1.67664
0.390000000000000           1.66379
0.392000000000000           1.65152
0.394000000000000           1.63988
0.396000000000000           1.62894
0.398000000000000           1.61871
0.400000000000000           1.60905
