t                            XRot
0.000000000000000           -0.27138
0.002000000000000           -0.27360
0.004000000000000           -0.27584
0.006000000000000           -0.27811
0.008000000000000           -0.28043
0.010000000000000           -0.28282
0.012000000000000           -0.28528
0.014000000000000           -0.28782
0.016000000000000           -0.29045
0.018000000000000           -0.29318
0.020000000000000           -0.29601
0.022000000000000           -0.29897
0.024000000000000           -0.30205
0.026000000000000           -0.30527
0.028000000000000           -0.30863
0.030000000000000           -0.31214
0.032000000000000           -0.31580
0.034000000000000           -0.31963
0.036000000000000           -0.32361
0.038000000000000           -0.32776
0.040000000000000           -0.33204
0.042000000000000           -0.33646
0.044000000000000           -0.34098
0.046000000000000           -0.34560
0.048000000000000           -0.35035
0.050000000000000           -0.35554
0.052000000000000           -0.36184
0.054000000000000           -0.36881
0.056000000000000           -0.37623
0.058000000000000           -0.38408
0.060000000000000           -0.39232
0.062000000000000           -0.40089
0.064000000000000           -0.40971
0.066000000000000           -0.41869
0.068000000000000           -0.42774
0.070000000000000           -0.43675
0.072000000000000           -0.44562
0.074000000000000           -0.45424
0.076000000000000           -0.46249
0.078000000000000           -0.47024
0.080000000000000           -0.47736
0.082000000000000           -0.48372
0.084000000000000           -0.48924
0.086000000000000           -0.49387
0.088000000000000           -0.49762
0.090000000000000           -0.50051
0.092000000000000           -0.50262
0.094000000000000           -0.50406
0.096000000000000           -0.50495
0.098000000000000           -0.50541
0.100000000000000           -0.50554
0.102000000000000           -0.50544
0.104000000000000           -0.50519
0.106000000000000           -0.50488
0.108000000000000           -0.50456
0.110000000000000           -0.50428
0.112000000000000           -0.50403
0.114000000000000           -0.50381
0.116000000000000           -0.50362
0.118000000000000           -0.50346
0.120000000000000           -0.50337
0.122000000000000           -0.50334
0.124000000000000           -0.50337
0.126000000000000           -0.50347
0.128000000000000           -0.50361
0.130000000000000           -0.50378
0.132000000000000           -0.50396
0.134000000000000           -0.50415
0.136000000000000           -0.50438
0.138000000000000           -0.50465
0.140000000000000           -0.50499
0.142000000000000           -0.50541
0.144000000000000           -0.50588
0.146000000000000           -0.50641
0.148000000000000           -0.50699
0.150000000000000           -0.50762
0.152000000000000           -0.50830
0.154000000000000           -0.50902
0.156000000000000           -0.50974
0.158000000000000           -0.51042
0.160000000000000           -0.51101
0.162000000000000           -0.51150
0.164000000000000           -0.51185
0.166000000000000           -0.51201
0.168000000000000           -0.51193
0.170000000000000           -0.51158
0.172000000000000           -0.51091
0.174000000000000           -0.50984
0.176000000000000           -0.50836
0.178000000000000           -0.50644
0.180000000000000           -0.50411
0.182000000000000           -0.50137
0.184000000000000           -0.49822
0.186000000000000           -0.49467
0.188000000000000           -0.49070
0.190000000000000           -0.48628
0.192000000000000           -0.48138
0.194000000000000           -0.47595
0.196000000000000           -0.46996
0.198000000000000           -0.46336
0.200000000000000           -0.45614
0.202000000000000           -0.44827
0.204000000000000           -0.43975
0.206000000000000           -0.43059
0.208000000000000           -0.42087
0.210000000000000           -0.41065
0.212000000000000           -0.40003
0.214000000000000           -0.38908
0.216000000000000           -0.37788
0.218000000000000           -0.36650
0.220000000000000           -0.35501
0.222000000000000           -0.34349
0.224000000000000           -0.33202
0.226000000000000           -0.32070
0.228000000000000           -0.30962
0.230000000000000           -0.29884
0.232000000000000           -0.28842
0.234000000000000           -0.27840
0.236000000000000           -0.26884
0.238000000000000           -0.25983
0.240000000000000           -0.25147
0.242000000000000           -0.24387
0.244000000000000           -0.23711
0.246000000000000           -0.23124
0.248000000000000           -0.22628
0.250000000000000           -0.22218
0.252000000000000           -0.21889
0.254000000000000           -0.21633
0.256000000000000           -0.21442
0.258000000000000           -0.21306
0.260000000000000           -0.21218
0.262000000000000           -0.21170
0.264000000000000           -0.21157
0.266000000000000           -0.21170
0.268000000000000           -0.21196
0.270000000000000           -0.21226
0.272000000000000           -0.21253
0.274000000000000           -0.21273
0.276000000000000           -0.21289
0.278000000000000           -0.21303
0.280000000000000           -0.21325
0.282000000000000           -0.21363
0.284000000000000           -0.21425
0.286000000000000           -0.21517
0.288000000000000           -0.21646
0.290000000000000           -0.21815
0.292000000000000           -0.22031
0.294000000000000           -0.22300
0.296000000000000           -0.22625
0.298000000000000           -0.23004
0.300000000000000           -0.23430
0.302000000000000           -0.23896
0.304000000000000           -0.24389
0.306000000000000           -0.24900
0.308000000000000           -0.25416
0.310000000000000           -0.25928
0.312000000000000           -0.26429
0.314000000000000           -0.26911
0.316000000000000           -0.27368
0.318000000000000           -0.27796
0.320000000000000           -0.28190
0.322000000000000           -0.28549
0.324000000000000           -0.28875
0.326000000000000           -0.29172
0.328000000000000           -0.29444
0.330000000000000           -0.29695
0.332000000000000           -0.29930
0.334000000000000           -0.30150
0.336000000000000           -0.30355
0.338000000000000           -0.30538
0.340000000000000           -0.30693
0.342000000000000           -0.30809
0.344000000000000           -0.30875
0.346000000000000           -0.30884
0.348000000000000           -0.30830
0.350000000000000           -0.30711
0.352000000000000           -0.30530
0.354000000000000           -0.30324
0.356000000000000           -0.30116
0.358000000000000           -0.29914
0.360000000000000           -0.29718
0.362000000000000           -0.29525
0.364000000000000           -0.29333
0.366000000000000           -0.29142
0.368000000000000           -0.28951
