t                            XRot
0.370000000000000           -0.28760
0.372000000000000           -0.28570
0.374000000000000           -0.28381
0.376000000000000           -0.28194
0.378000000000000           -0.28012
0.380000000000000           -0.27835
0.382000000000000           -0.27665
0.384000000000000           -0.27503
0.386000000000000           -0.27351
0.388000000000000           -0.27211
0.390000000000000           -0.27085
0.392000000000000           -0.26976
0.394000000000000           -0.26884
0.396000000000000           -0.26813
0.398000000000000           -0.26764
0.400000000000000           -0.26733
