t                            YRot
0.000000000000000           0.45291
0.002000000000000           0.44744
0.004000000000000           0.44216
0.006000000000000           0.43714
0.008000000000000           0.43240
0.010000000000000           0.42794
0.012000000000000           0.42376
0.014000000000000           0.41989
0.016000000000000           0.41632
0.018000000000000           0.41307
0.020000000000000           0.41014
0.022000000000000           0.40755
0.024000000000000           0.40529
0.026000000000000           0.40338
0.028000000000000           0.40182
0.030000000000000           0.40061
0.032000000000000           0.39975
0.034000000000000           0.39923
0.036000000000000           0.39903
0.038000000000000           0.39913
0.040000000000000           0.39951
0.042000000000000           0.40012
0.044000000000000           0.40089
0.046000000000000           0.40178
0.048000000000000           0.40277
0.050000000000000           0.40419
0.052000000000000           0.40672
0.054000000000000           0.41002
0.056000000000000           0.41395
0.058000000000000           0.41855
0.060000000000000           0.42383
0.062000000000000           0.42981
0.064000000000000           0.43649
0.066000000000000           0.44383
0.068000000000000           0.45176
0.070000000000000           0.46019
0.072000000000000           0.46903
0.074000000000000           0.47823
0.076000000000000           0.48769
0.078000000000000           0.49735
0.080000000000000           0.50712
0.082000000000000           0.51692
0.084000000000000           0.52670
0.086000000000000           0.53640
0.088000000000000           0.54605
0.090000000000000           0.55567
0.092000000000000           0.56532
0.094000000000000           0.57509
0.096000000000000           0.58510
0.098000000000000           0.59545
0.100000000000000           0.60619
0.102000000000000           0.61736
0.104000000000000           0.62894
0.106000000000000           0.64087
0.108000000000000           0.65307
0.110000000000000           0.66544
0.112000000000000           0.67791
0.114000000000000           0.69043
0.116000000000000           0.70294
0.118000000000000           0.71546
0.120000000000000           0.72800
0.122000000000000           0.74064
0.124000000000000           0.75345
0.126000000000000           0.76655
0.128000000000000           0.78008
0.130000000000000           0.79417
0.132000000000000           0.80894
0.134000000000000           0.82445
0.136000000000000           0.84071
0.138000000000000           0.85772
0.140000000000000           0.87540
0.142000000000000           0.89366
0.144000000000000           0.91240
0.146000000000000           0.93148
0.148000000000000           0.95077
0.150000000000000           0.97018
0.152000000000000           0.98962
0.154000000000000           1.00903
0.156000000000000           1.02840
0.158000000000000           1.04774
0.160000000000000           1.06705
0.162000000000000           1.08629
0.164000000000000           1.10540
0.166000000000000           1.12431
0.168000000000000           1.14293
0.170000000000000           1.16119
0.172000000000000           1.17900
0.174000000000000           1.19631
0.176000000000000           1.21308
0.178000000000000           1.22928
0.180000000000000           1.24493
0.182000000000000           1.26009
0.184000000000000           1.27488
0.186000000000000           1.28948
0.188000000000000           1.30410
0.190000000000000           1.31893
0.192000000000000           1.33414
0.194000000000000           1.34982
0.196000000000000           1.36602
0.198000000000000           1.38272
0.200000000000000           1.39989
0.202000000000000           1.41744
0.204000000000000           1.43522
0.206000000000000           1.45311
0.208000000000000           1.47099
0.210000000000000           1.48873
0.212000000000000           1.50622
0.214000000000000           1.52335
0.216000000000000           1.54003
0.218000000000000           1.55617
0.220000000000000           1.57177
0.222000000000000           1.58689
0.224000000000000           1.60161
0.226000000000000           1.61599
0.228000000000000           1.63012
0.230000000000000           1.64404
0.232000000000000           1.65779
0.234000000000000           1.67138
0.236000000000000           1.68486
0.238000000000000           1.69828
0.240000000000000           1.71167
0.242000000000000           1.72512
0.244000000000000           1.73870
0.246000000000000           1.75248
0.248000000000000           1.76652
0.250000000000000           1.78085
0.252000000000000           1.79552
0.254000000000000           1.81050
0.256000000000000           1.82574
0.258000000000000           1.84111
0.260000000000000           1.85650
0.262000000000000           1.87177
0.264000000000000           1.88673
0.266000000000000           1.90118
0.268000000000000           1.91488
0.270000000000000           1.92757
0.272000000000000           1.93901
0.274000000000000           1.94897
0.276000000000000           1.95724
0.278000000000000           1.96364
0.280000000000000           1.96801
0.282000000000000           1.97017
0.284000000000000           1.96992
0.286000000000000           1.96704
0.288000000000000           1.96131
0.290000000000000           1.95254
0.292000000000000           1.94056
0.294000000000000           1.92525
0.296000000000000           1.90653
0.298000000000000           1.88438
0.300000000000000           1.85887
0.302000000000000           1.83012
0.304000000000000           1.79825
0.306000000000000           1.76337
0.308000000000000           1.72560
0.310000000000000           1.68506
0.312000000000000           1.64187
0.314000000000000           1.59623
0.316000000000000           1.54837
0.318000000000000           1.49856
0.320000000000000           1.44716
0.322000000000000           1.39455
0.324000000000000           1.34107
0.326000000000000           1.28707
0.328000000000000           1.23295
0.330000000000000           1.17912
0.332000000000000           1.12598
0.334000000000000           1.07389
0.336000000000000           1.02318
0.338000000000000           0.97414
0.340000000000000           0.92696
0.342000000000000           0.88182
0.344000000000000           0.83885
0.346000000000000           0.79814
0.348000000000000           0.75977
0.350000000000000           0.72406
0.352000000000000           0.69189
0.354000000000000           0.66227
0.356000000000000           0.63472
0.358000000000000           0.60914
0.360000000000000           0.58549
0.362000000000000           0.56378
0.364000000000000           0.54404
0.366000000000000           0.52629
0.368000000000000           0.51056
0.370000000000000           0.49688
0.372000000000000           0.48527
0.374000000000000           0.47577
0.376000000000000           0.46840
0.378000000000000           0.46318
0.380000000000000           0.46013
0.382000000000000           0.45926
0.384000000000000           0.46060
0.386000000000000           0.46416
0.388000000000000           0.46993
0.390000000000000           0.47793
0.392000000000000           0.48816
0.394000000000000           0.50062
0.396000000000000           0.51538
0.398000000000000           0.53232
0.400000000000000           0.55094
