t                            XRot
0.000000000000000           -0.34441      
0.002000000000000           -0.34135      
0.004000000000000           -0.33847      
0.006000000000000           -0.33582      
0.008000000000000           -0.33342      
0.010000000000000           -0.33126      
0.012000000000000           -0.32933      
0.014000000000000           -0.32762      
0.016000000000000           -0.32615      
0.018000000000000           -0.32490      
0.020000000000000           -0.32386      
0.022000000000000           -0.32305      
0.024000000000000           -0.32245      
0.026000000000000           -0.32207      
0.028000000000000           -0.32191      
0.030000000000000           -0.32197      
0.032000000000000           -0.32226      
0.034000000000000           -0.32278      
0.036000000000000           -0.32355      
0.038000000000000           -0.32457      
0.040000000000000           -0.32587      
0.042000000000000           -0.32747      
0.044000000000000           -0.32942      
0.046000000000000           -0.33176      
0.048000000000000           -0.33452      
0.050000000000000           -0.33768      
0.052000000000000           -0.34124      
0.054000000000000           -0.34494      
0.056000000000000           -0.34861      
0.058000000000000           -0.35217      
0.060000000000000           -0.35557      
0.062000000000000           -0.35876      
0.064000000000000           -0.36170      
0.066000000000000           -0.36435      
0.068000000000000           -0.36670      
0.070000000000000           -0.36873      
0.072000000000000           -0.37045      
0.074000000000000           -0.37187      
0.076000000000000           -0.37302      
0.078000000000000           -0.37389      
0.080000000000000           -0.37445      
0.082000000000000           -0.37463      
0.084000000000000           -0.37440      
0.086000000000000           -0.37377      
0.088000000000000           -0.37272      
0.090000000000000           -0.37127      
0.092000000000000           -0.36944      
0.094000000000000           -0.36729      
0.096000000000000           -0.36488      
0.098000000000000           -0.36231      
0.100000000000000           -0.35967      
0.102000000000000           -0.35709      
0.104000000000000           -0.35466      
0.106000000000000           -0.35250      
0.108000000000000           -0.35071      
0.110000000000000           -0.34932      
0.112000000000000           -0.34835      
0.114000000000000           -0.34776      
0.116000000000000           -0.34749      
0.118000000000000           -0.34747      
0.120000000000000           -0.34763      
0.122000000000000           -0.34792      
0.124000000000000           -0.34827      
0.126000000000000           -0.34864      
0.128000000000000           -0.34898      
0.130000000000000           -0.34924      
0.132000000000000           -0.34940      
0.134000000000000           -0.34941      
0.136000000000000           -0.34925      
0.138000000000000           -0.34889      
0.140000000000000           -0.34830      
0.142000000000000           -0.34744      
0.144000000000000           -0.34625      
0.146000000000000           -0.34467      
0.148000000000000           -0.34266      
0.150000000000000           -0.34017      
0.152000000000000           -0.33719      
0.154000000000000           -0.33372      
0.156000000000000           -0.32978      
0.158000000000000           -0.32539      
0.160000000000000           -0.32063      
0.162000000000000           -0.31556      
0.164000000000000           -0.31026      
0.166000000000000           -0.30481      
0.168000000000000           -0.29926      
0.170000000000000           -0.29370      
0.172000000000000           -0.28813      
0.174000000000000           -0.28260      
0.176000000000000           -0.27713      
0.178000000000000           -0.27177      
0.180000000000000           -0.26656      
0.182000000000000           -0.26153      
0.184000000000000           -0.25672      
0.186000000000000           -0.25214      
0.188000000000000           -0.24781      
0.190000000000000           -0.24370      
0.192000000000000           -0.23976      
0.194000000000000           -0.23594      
0.196000000000000           -0.23220      
0.198000000000000           -0.22846      
0.200000000000000           -0.22465      
0.202000000000000           -0.22071      
0.204000000000000           -0.21661      
0.206000000000000           -0.21231      
0.208000000000000           -0.20782      
0.210000000000000           -0.20318      
0.212000000000000           -0.19841      
0.214000000000000           -0.19355      
0.216000000000000           -0.18865      
0.218000000000000           -0.18377      
0.220000000000000           -0.17896      
0.222000000000000           -0.17427      
0.224000000000000           -0.16976      
0.226000000000000           -0.16550      
0.228000000000000           -0.16156      
0.230000000000000           -0.15798      
0.232000000000000           -0.15481      
0.234000000000000           -0.15211      
0.236000000000000           -0.14990      
0.238000000000000           -0.14821      
0.240000000000000           -0.14708      
0.242000000000000           -0.14652      
0.244000000000000           -0.14654      
0.246000000000000           -0.14713      
0.248000000000000           -0.14827      
0.250000000000000           -0.14993      
0.252000000000000           -0.15208      
0.254000000000000           -0.15468      
0.256000000000000           -0.15770      
0.258000000000000           -0.16108      
0.260000000000000           -0.16478      
0.262000000000000           -0.16876      
0.264000000000000           -0.17293      
0.266000000000000           -0.17718      
0.268000000000000           -0.18137      
0.270000000000000           -0.18531      
0.272000000000000           -0.18882      
0.274000000000000           -0.19173      
0.276000000000000           -0.19387      
0.278000000000000           -0.19508      
0.280000000000000           -0.19524      
0.282000000000000           -0.19426      
0.284000000000000           -0.19210      
0.286000000000000           -0.18876      
0.288000000000000           -0.18427      
0.290000000000000           -0.17870      
0.292000000000000           -0.17215      
0.294000000000000           -0.16475      
0.296000000000000           -0.15661      
0.298000000000000           -0.14787      
0.300000000000000           -0.13864      
0.302000000000000           -0.12905      
0.304000000000000           -0.11923      
0.306000000000000           -0.10926      
0.308000000000000           -0.09924      
0.310000000000000           -0.08924      
0.312000000000000           -0.07935      
0.314000000000000           -0.06967      
0.316000000000000           -0.06030      
0.318000000000000           -0.05137      
0.320000000000000           -0.04304      
0.322000000000000           -0.03546      
0.324000000000000           -0.02877      
0.326000000000000           -0.02308      
0.328000000000000           -0.01847      
0.330000000000000           -0.01497      
0.332000000000000           -0.01259      
0.334000000000000           -0.01131      
0.336000000000000           -0.01112      
0.338000000000000           -0.01201      
0.340000000000000           -0.01400      
0.342000000000000           -0.01715      
0.344000000000000           -0.02149      
0.346000000000000           -0.02708      
0.348000000000000           -0.03395      
0.350000000000000           -0.04230      
0.352000000000000           -0.05255      
0.354000000000000           -0.06341      
0.356000000000000           -0.07421      
0.358000000000000           -0.08492      
0.360000000000000           -0.09567      
0.362000000000000           -0.10660      
0.364000000000000           -0.11779      
0.366000000000000           -0.12930      
0.368000000000000           -0.14115      
0.370000000000000           -0.15335      
0.372000000000000           -0.16588      
0.374000000000000           -0.17872      
0.376000000000000           -0.19181      
0.378000000000000           -0.20512      
0.380000000000000           -0.21857      
0.382000000000000           -0.23211      
0.384000000000000           -0.24565      
0.386000000000000           -0.25912      
0.388000000000000           -0.27246      
0.390000000000000           -0.28557      
0.392000000000000           -0.29839      
0.394000000000000           -0.31084      
0.396000000000000           -0.32285      
0.398000000000000           -0.33436      
0.400000000000000           -0.34531      
