t                            YRot
0.000000000000000          -0.64879
0.002000000000000          -0.64380
0.004000000000000          -0.63915
0.006000000000000          -0.63491
0.008000000000000          -0.63109
0.010000000000000          -0.62768
0.012000000000000          -0.62467
0.014000000000000          -0.62205
0.016000000000000          -0.61983
0.018000000000000          -0.61802
0.020000000000000          -0.61664
0.022000000000000          -0.61571
0.024000000000000          -0.61525
0.026000000000000          -0.61529
0.028000000000000          -0.61586
0.030000000000000          -0.61698
0.032000000000000          -0.61867
0.034000000000000          -0.62093
0.036000000000000          -0.62378
0.038000000000000          -0.62719
0.040000000000000          -0.63112
0.042000000000000          -0.63547
0.044000000000000          -0.64007
0.046000000000000          -0.64454
0.048000000000000          -0.64823
0.050000000000000          -0.65074
0.052000000000000          -0.65314
0.054000000000000          -0.65534
0.056000000000000          -0.65753
0.058000000000000          -0.66009
0.060000000000000          -0.66339
0.062000000000000          -0.66768
0.064000000000000          -0.67302
0.066000000000000          -0.67928
0.068000000000000          -0.68621
0.070000000000000          -0.69353
0.072000000000000          -0.70099
0.074000000000000          -0.70833
0.076000000000000          -0.71524
0.078000000000000          -0.72156
0.080000000000000          -0.72735
0.082000000000000          -0.73282
0.084000000000000          -0.73817
0.086000000000000          -0.74358
0.088000000000000          -0.74925
0.090000000000000          -0.75540
0.092000000000000          -0.76212
0.094000000000000          -0.76938
0.096000000000000          -0.77701
0.098000000000000          -0.78475
0.100000000000000          -0.79231
0.102000000000000          -0.79934
0.104000000000000          -0.80552
0.106000000000000          -0.81059
0.108000000000000          -0.81436
0.110000000000000          -0.81676
0.112000000000000          -0.81775
0.114000000000000          -0.81737
0.116000000000000          -0.81576
0.118000000000000          -0.81307
0.120000000000000          -0.80944
0.122000000000000          -0.80496
0.124000000000000          -0.79972
0.126000000000000          -0.79373
0.128000000000000          -0.78701
0.130000000000000          -0.77964
0.132000000000000          -0.77190
0.134000000000000          -0.76414
0.136000000000000          -0.75673
0.138000000000000          -0.74996
0.140000000000000          -0.74405
0.142000000000000          -0.73921
0.144000000000000          -0.73551
0.146000000000000          -0.73291
0.148000000000000          -0.73136
0.150000000000000          -0.73074
0.152000000000000          -0.73100
0.154000000000000          -0.73212
0.156000000000000          -0.73407
0.158000000000000          -0.73671
0.160000000000000          -0.73988
0.162000000000000          -0.74343
0.164000000000000          -0.74726
0.166000000000000          -0.75129
0.168000000000000          -0.75550
0.170000000000000          -0.75998
0.172000000000000          -0.76497
0.174000000000000          -0.77079
0.176000000000000          -0.77760
0.178000000000000          -0.78539
0.180000000000000          -0.79407
0.182000000000000          -0.80350
0.184000000000000          -0.81349
0.186000000000000          -0.82377
