t                            ZRot
0.156000000000000           0.21945 
0.158000000000000           0.21980 
0.160000000000000           0.21974 
0.162000000000000           0.21930 
0.164000000000000           0.21857 
0.166000000000000           0.21765 
0.168000000000000           0.21663 
0.170000000000000           0.21561 
0.172000000000000           0.21465 
0.174000000000000           0.21380 
0.176000000000000           0.21309 
0.178000000000000           0.21257 
0.180000000000000           0.21228 
0.182000000000000           0.21222 
0.184000000000000           0.21242 
0.186000000000000           0.21287 
0.188000000000000           0.21359 
0.190000000000000           0.21454 
0.192000000000000           0.21569 
0.194000000000000           0.21699 
0.196000000000000           0.21841 
0.198000000000000           0.21991 
0.200000000000000           0.22146 
0.202000000000000           0.22300 
0.204000000000000           0.22445 
0.206000000000000           0.22577 
0.208000000000000           0.22687 
0.210000000000000           0.22772 
0.212000000000000           0.22830 
0.214000000000000           0.22858 
0.216000000000000           0.22858 
0.218000000000000           0.22831 
0.220000000000000           0.22781 
0.222000000000000           0.22710 
0.224000000000000           0.22626 
0.226000000000000           0.22532 
0.228000000000000           0.22435 
0.230000000000000           0.22343 
0.232000000000000           0.22263 
0.234000000000000           0.22200 
0.236000000000000           0.22163 
0.238000000000000           0.22157 
0.240000000000000           0.22192 
0.242000000000000           0.22272 
0.244000000000000           0.22403 
0.246000000000000           0.22585 
0.248000000000000           0.22817 
0.250000000000000           0.23096 
0.252000000000000           0.23417 
0.254000000000000           0.23775 
0.256000000000000           0.24161 
0.258000000000000           0.24565 
0.260000000000000           0.24982 
0.262000000000000           0.25401 
0.264000000000000           0.25813 
0.266000000000000           0.26201 
0.268000000000000           0.26546 
0.270000000000000           0.26828 
0.272000000000000           0.27027 
0.274000000000000           0.27124 
0.276000000000000           0.27105 
0.278000000000000           0.26955 
0.280000000000000           0.26663 
0.282000000000000           0.26223 
0.284000000000000           0.25630 
0.286000000000000           0.24881 
0.288000000000000           0.23973 
0.290000000000000           0.22907 
0.292000000000000           0.21685 
0.294000000000000           0.20311 
0.296000000000000           0.18789 
0.298000000000000           0.17123 
0.300000000000000           0.15323 
0.302000000000000           0.13397 
0.304000000000000           0.11359 
0.306000000000000           0.09222 
0.308000000000000           0.07004 
0.310000000000000           0.04721 
0.312000000000000           0.02395 
0.314000000000000           0.00051 
0.316000000000000           -0.02283
0.318000000000000           -0.04575
0.320000000000000           -0.06784
0.322000000000000           -0.08870
0.324000000000000           -0.10789
0.326000000000000           -0.12498
0.328000000000000           -0.13955
0.330000000000000           -0.15126
0.332000000000000           -0.15983
0.334000000000000           -0.16505
0.336000000000000           -0.16683
0.338000000000000           -0.16510
0.340000000000000           -0.15990
0.342000000000000           -0.15134
0.344000000000000           -0.13962
0.346000000000000           -0.12501
0.348000000000000           -0.10789
0.350000000000000           -0.08845
0.352000000000000           -0.06682
0.354000000000000           -0.04538
0.356000000000000           -0.02523
0.358000000000000           -0.00627
0.360000000000000           0.01188 
0.362000000000000           0.02953 
0.364000000000000           0.04691 
0.366000000000000           0.06415 
0.368000000000000           0.08134 
0.370000000000000           0.09851 
0.372000000000000           0.11570 
0.374000000000000           0.13290 
0.376000000000000           0.15012 
0.378000000000000           0.16733 
0.380000000000000           0.18453 
0.382000000000000           0.20167 
0.384000000000000           0.21875 
0.386000000000000           0.23574 
0.388000000000000           0.25260 
0.390000000000000           0.26933 
0.392000000000000           0.28590 
0.394000000000000           0.30229 
0.396000000000000           0.31849 
0.398000000000000           0.33447 
0.400000000000000           0.35028 
