t                            ZRot
0.000000000000000           0.26421 
0.002000000000000           0.25753 
0.004000000000000           0.25105 
0.006000000000000           0.24486 
0.008000000000000           0.23897 
0.010000000000000           0.23338 
0.012000000000000           0.22809 
0.014000000000000           0.22308 
0.016000000000000           0.21837 
0.018000000000000           0.21394 
0.020000000000000           0.20980 
0.022000000000000           0.20595 
0.024000000000000           0.20239 
0.026000000000000           0.19911 
0.028000000000000           0.19612 
0.030000000000000           0.19343 
0.032000000000000           0.19103 
0.034000000000000           0.18894 
0.036000000000000           0.18716 
0.038000000000000           0.18572 
0.040000000000000           0.18464 
0.042000000000000           0.18395 
0.044000000000000           0.18371 
0.046000000000000           0.18400 
0.048000000000000           0.18485 
0.050000000000000           0.18621 
0.052000000000000           0.18802 
0.054000000000000           0.19001 
0.056000000000000           0.19206 
0.058000000000000           0.19409 
0.060000000000000           0.19601 
0.062000000000000           0.19779 
0.064000000000000           0.19938 
0.066000000000000           0.20075 
0.068000000000000           0.20189 
0.070000000000000           0.20276 
0.072000000000000           0.20336 
0.074000000000000           0.20371 
0.076000000000000           0.20383 
0.078000000000000           0.20371 
0.080000000000000           0.20333 
0.082000000000000           0.20264 
0.084000000000000           0.20161 
0.086000000000000           0.20023 
0.088000000000000           0.19848 
0.090000000000000           0.19638 
0.092000000000000           0.19396 
0.094000000000000           0.19130 
0.096000000000000           0.18849 
0.098000000000000           0.18562 
0.100000000000000           0.18279 
0.102000000000000           0.18013 
0.104000000000000           0.17773 
0.106000000000000           0.17570 
0.108000000000000           0.17414 
0.110000000000000           0.17313 
0.112000000000000           0.17270 
0.114000000000000           0.17283 
0.116000000000000           0.17349 
0.118000000000000           0.17462 
0.120000000000000           0.17614 
0.122000000000000           0.17798 
0.124000000000000           0.18009 
0.126000000000000           0.18242 
0.128000000000000           0.18495 
0.130000000000000           0.18765 
0.132000000000000           0.19048 
0.134000000000000           0.19341 
0.136000000000000           0.19642 
0.138000000000000           0.19947 
0.140000000000000           0.20253 
0.142000000000000           0.20555 
0.144000000000000           0.20846 
0.146000000000000           0.21117 
0.148000000000000           0.21360 
0.150000000000000           0.21569 
0.152000000000000           0.21739 
0.154000000000000           0.21864 
