t                            YRot
0.352000000000000           0.41255 
0.354000000000000           0.40233 
0.356000000000000           0.39416 
0.358000000000000           0.38694 
0.360000000000000           0.38030 
0.362000000000000           0.37420 
0.364000000000000           0.36870 
0.366000000000000           0.36387 
0.368000000000000           0.35983 
0.370000000000000           0.35662 
0.372000000000000           0.35433 
0.374000000000000           0.35300 
0.376000000000000           0.35267 
0.378000000000000           0.35334 
0.380000000000000           0.35502 
0.382000000000000           0.35769 
0.384000000000000           0.36132 
0.386000000000000           0.36587 
0.388000000000000           0.37130 
0.390000000000000           0.37755 
0.392000000000000           0.38457 
0.394000000000000           0.39231 
0.396000000000000           0.40073 
0.398000000000000           0.40973 
0.400000000000000           0.41917 
