---- AnyBody Output File ---------------------------------
Study: Main.Studies.MotionOptimization
Operation: Main.Studies.MotionOptimization.Kinematics
----------------------------------------------------------
Constants (Name = Value): 
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile9.FileName = "..\Input\BareFootWalk-output-euler-rightdetailedfoot.txt"
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile9.NumberFormat.Digits = 15
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile9.NumberFormat.Width = 22
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile9.NumberFormat.Style = ScientificNumber
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile9.NumberFormat.FormatStr = "%22.15e"
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile9.Search = 
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile9.SepSign = " "
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile9.LineSepSign = ""
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile9.Header.TitleSectionOnOff = On
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile9.Header.ConstSectionOnOff = On
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile9.Header.VarSectionOnOff = On
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile9.Header.ColumnNamesOnOff = On
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile9.Header.LinePrefix = ""
----------------------------------------------------------
Variables (Column# Name): 
col0  Main.Studies.MotionOptimization.t
col1  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile9.CalcaneoCuboidDorsiFlexion
col2  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile9.CalcaneoCuboidEversion
col3  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile9.TaloNavicularDorsiFlexion
col4  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile9.TaloNavicularAbduction
col5  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile9.TaloNavicularEversion
col6  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile9.NaviculoMedialCuneiformDorsiFlexion
col7  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile9.NaviculoMedialCuneiformAbduction
col8  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile9.NaviculoIntermediateCuneiformDorsiFlexion
col9  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile9.NaviculoLateralCuneiformDorsiFlexion
col10  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile9.TarsoMetatarsal1DorsiFlexion
col11  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile9.TarsoMetatarsal1Abduction
col12  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile9.TarsoMetatarsal2DorsiFlexion
col13  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile9.TarsoMetatarsal3DorsiFlexion
col14  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile9.TarsoMetatarsal4DorsiFlexion
col15  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile9.TarsoMetatarsal5SkewDorsiFlexion
col16  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile9.MetatarsoPhalangeal1DorsiFlexion
col17  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile9.MetatarsoPhalangeal1Abduction
col18  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile9.MetatarsoPhalangeal2DorsiFlexion
col19  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile9.MetatarsoPhalangeal2Abduction
col20  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile9.MetatarsoPhalangeal3DorsiFlexion
col21  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile9.MetatarsoPhalangeal3Abduction
col22  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile9.MetatarsoPhalangeal4DorsiFlexion
col23  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile9.MetatarsoPhalangeal4Abduction
col24  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile9.MetatarsoPhalangeal5DorsiFlexion
col25  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile9.MetatarsoPhalangeal5Abduction
col26  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile9.ProximoDistalPhalange1DorsiFlexion
col27  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile9.ProximoMedialPhalange2DorsiFlexion
col28  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile9.ProximoMedialPhalange3DorsiFlexion
col29  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile9.ProximoMedialPhalange4DorsiFlexion
col30  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile9.ProximoMedialPhalange5DorsiFlexion
col31  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile9.MedioDistalPhalange2DorsiFlexion
col32  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile9.MedioDistalPhalange3DorsiFlexion
col33  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile9.MedioDistalPhalange4DorsiFlexion
col34  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile9.MedioDistalPhalange5DorsiFlexion
----------------------------------------------------------
Main.Studies.MotionOptimization.t Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile9.CalcaneoCuboidDorsiFlexion Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile9.CalcaneoCuboidEversion Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile9.TaloNavicularDorsiFlexion Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile9.TaloNavicularAbduction Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile9.TaloNavicularEversion Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile9.NaviculoMedialCuneiformDorsiFlexion Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile9.NaviculoMedialCuneiformAbduction Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile9.NaviculoIntermediateCuneiformDorsiFlexion Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile9.NaviculoLateralCuneiformDorsiFlexion Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile9.TarsoMetatarsal1DorsiFlexion Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile9.TarsoMetatarsal1Abduction Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile9.TarsoMetatarsal2DorsiFlexion Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile9.TarsoMetatarsal3DorsiFlexion Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile9.TarsoMetatarsal4DorsiFlexion Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile9.TarsoMetatarsal5SkewDorsiFlexion Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile9.MetatarsoPhalangeal1DorsiFlexion Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile9.MetatarsoPhalangeal1Abduction Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile9.MetatarsoPhalangeal2DorsiFlexion Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile9.MetatarsoPhalangeal2Abduction Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile9.MetatarsoPhalangeal3DorsiFlexion Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile9.MetatarsoPhalangeal3Abduction Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile9.MetatarsoPhalangeal4DorsiFlexion Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile9.MetatarsoPhalangeal4Abduction Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile9.MetatarsoPhalangeal5DorsiFlexion Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile9.MetatarsoPhalangeal5Abduction Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile9.ProximoDistalPhalange1DorsiFlexion Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile9.ProximoMedialPhalange2DorsiFlexion Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile9.ProximoMedialPhalange3DorsiFlexion Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile9.ProximoMedialPhalange4DorsiFlexion Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile9.ProximoMedialPhalange5DorsiFlexion Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile9.MedioDistalPhalange2DorsiFlexion Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile9.MedioDistalPhalange3DorsiFlexion Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile9.MedioDistalPhalange4DorsiFlexion Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile9.MedioDistalPhalange5DorsiFlexion
1.347608695652172e+000 -2.017974666821685e-003 -8.952776259599003e-002 -1.481896676216635e-002 1.374229719398947e-001 2.169844389946140e-001 -8.891380057310999e-003 1.374229719398956e-002 -1.253035103175577e-002 -1.469619038475826e-002 -1.481896676278952e-003 1.374229719398956e-002 -1.253035103176462e-002 -1.469619038477337e-002 -2.210088087128255e-002 -2.017974666601618e-003 2.093072012033394e-001 -1.497367765531199e-001 1.273050209806489e-001 1.290029222742106e-002 4.530284040645319e-002 -1.247274562267298e-002 -3.669934035102035e-002 -1.145016626620101e-001 -1.187015207225341e-001 -1.184325616829316e-001 -4.263912487946535e-001 -1.548191606538283e-001 3.008797645565049e-002 1.845997034924458e-001 1.844872120311721e-001 -7.037234575172796e-002 1.367635293437195e-002 8.390895613293586e-002 8.385782365052741e-002
1.354619565217389e+000 -1.354177780182777e-003 -9.229141296103373e-002 -1.401206283925709e-002 1.357163573579088e-001 2.169498493030593e-001 -8.407237703550610e-003 1.357163573579090e-002 -1.230977975384298e-002 -1.482221933515310e-002 -1.401206283945696e-003 1.357163573579090e-002 -1.230977975386102e-002 -1.482221933516060e-002 -2.142484562106630e-002 -1.354177780100792e-003 2.109592218305579e-001 -1.487477228089225e-001 1.297271139515317e-001 1.293354168634231e-002 4.849500562545538e-002 -1.142044690103572e-002 -3.273710303103868e-002 -1.151428261887895e-001 -1.139692110554862e-001 -1.191574005226683e-001 -4.260177612352859e-001 -1.549413723531339e-001 2.991284845651228e-002 1.839795301974807e-001 1.853307280355866e-001 -7.042789652413767e-002 1.359674929836600e-002 8.362705918070026e-002 8.424124001612728e-002
1.361630434782606e+000 -7.114539018111494e-004 -9.553885132699592e-002 -1.314035145579537e-002 1.334904227143656e-001 2.168172707417833e-001 -7.884210873512640e-003 1.334904227143641e-002 -1.206329758569856e-002 -1.499436515352336e-002 -1.314035145584798e-003 1.334904227143663e-002 -1.206329758569856e-002 -1.499436515353076e-002 -2.071175695636695e-002 -7.114539021232492e-004 2.126939389780655e-001 -1.475694993295837e-001 1.323863808201651e-001 1.306660902689583e-002 5.207882212703147e-002 -1.015766737438795e-002 -2.822873711251901e-002 -1.158478498811804e-001 -1.085362953702808e-001 -1.201089341087944e-001 -4.253536776437429e-001 -1.552101238977516e-001 2.962807966195148e-002 1.833600028284707e-001 1.862203320245273e-001 -7.055005631714639e-002 1.346730893712116e-002 8.334545583119245e-002 8.464560546551868e-002
1.368641304347824e+000 -1.104691131024902e-004 -9.916102156962853e-002 -1.221334692768869e-002 1.307394336069971e-001 2.165841967882081e-001 -7.328008156627828e-003 1.307394336069945e-002 -1.178787996680485e-002 -1.520280526437445e-002 -1.221334692734063e-003 1.307394336069967e-002 -1.178787996681427e-002 -1.520280526437445e-002 -1.997756145278864e-002 -1.104691131024902e-004 2.146640058079372e-001 -1.461800027001809e-001 1.353928139522218e-001 1.334431578489670e-002 5.612162149165297e-002 -8.669203531375569e-003 -2.314957177923062e-002 -1.165835667098578e-001 -1.024207636563624e-001 -1.212601763291767e-001 -4.244492050467530e-001 -1.556211244297746e-001 2.923079794475943e-002 1.827817587577284e-001 1.871061990294054e-001 -7.073687474079862e-002 1.328672633826543e-002 8.308261761727818e-002 8.504827228570480e-002
1.375652173913041e+000 4.375216150835187e-004 -1.029766963939261e-001 -1.124848320233635e-002 1.274648999683117e-001 2.162461964713617e-001 -6.749089921425051e-003 1.274648999683126e-002 -1.149767101341336e-002 -1.544523487522304e-002 -1.124848320129331e-003 1.274648999683126e-002 -1.149767101342302e-002 -1.544523487520867e-002 -1.925177745172063e-002 4.375216153372714e-004 2.170606450408442e-001 -1.445494291336289e-001 1.388709633623332e-001 1.384104837587530e-002 6.068128103111792e-002 -6.933227031425293e-003 -1.750840238960268e-002 -1.173196137865000e-001 -9.569808400567423e-002 -1.225552811370485e-001 -4.234168408232665e-001 -1.560446470887619e-001 2.884011865842407e-002 1.823052399506868e-001 1.878744273106250e-001 -7.092938504035035e-002 1.310914484432648e-002 8.286601815959618e-002 8.539746695880345e-002
1.382663043478258e+000 9.248177099870615e-004 -1.068210095789882e-001 -1.026660113439423e-002 1.236747851916291e-001 2.158005889606407e-001 -6.159960680673575e-003 1.236747851916298e-002 -1.120665590839773e-002 -1.571957791719280e-002 -1.026660113740274e-003 1.236747851916276e-002 -1.120665590838782e-002 -1.571957791719987e-002 -1.856145766656724e-002 9.248177096269182e-004 2.200778348186545e-001 -1.426520446627393e-001 1.429453336245561e-001 1.463287389349000e-002 6.581283175174971e-002 -4.926997191856630e-003 -1.131967153984986e-002 -1.180381677049960e-001 -8.845217256033171e-002 -1.239440048747909e-001 -4.223673712842034e-001 -1.563493259820156e-001 2.858953463948305e-002 1.819994155452376e-001 1.884296443350595e-001 -7.106787544639583e-002 1.299524301733874e-002 8.272700706628956e-002 8.564983833338800e-002
1.389673913043476e+000 1.352607835612347e-003 -1.105494118616531e-001 -9.298446412395798e-003 1.193823005787200e-001 2.152463330434709e-001 -5.579067847432491e-003 1.193823005787187e-002 -1.092368620877520e-002 -1.601889638575615e-002 -9.298446412565899e-004 1.193823005787187e-002 -1.092368620875488e-002 -1.601889638576309e-002 -1.792581214638254e-002 1.352607835448187e-003 2.239315631241352e-001 -1.404660912675133e-001 1.477504304329456e-001 1.578650625537903e-002 7.156929706560425e-002 -2.635631513228987e-003 -4.611838166505608e-003 -1.187391758674032e-001 -8.079297049199832e-002 -1.253822051033664e-001 -4.214143782290308e-001 -1.564450667554462e-001 2.859707072479206e-002 1.819336110082735e-001 1.887143921075417e-001 -7.111139397981033e-002 1.299866851031618e-002 8.269709591324520e-002 8.577926913880501e-002
1.396684782608693e+000 1.725093071350705e-003 -1.140380928786612e-001 -8.377491513271310e-003 1.146046927449238e-001 2.145837834095707e-001 -5.026494907932445e-003 1.146046927449218e-002 -1.065648242681487e-002 -1.633608676817319e-002 -8.377491511679222e-004 1.146046927449196e-002 -1.065648242681487e-002 -1.633608676817999e-002 -1.736103429107694e-002 1.725093071093276e-003 2.288414392057366e-001 -1.379662838216154e-001 1.534251471014162e-001 1.736781159714274e-002 7.800885435472170e-002 -4.165954928359028e-005 2.592559126861191e-003 -1.194333719542700e-001 -7.282373229266777e-002 -1.268341688323491e-001 -4.206698840517597e-001 -1.562544333952305e-001 2.898126363685232e-002 1.821746041203613e-001 1.886825899640438e-001 -7.102474245250311e-002 1.317330165151059e-002 8.280663823711065e-002 8.576481361853883e-002
1.403695652173910e+000 2.045549492824033e-003 -1.171833662215238e-001 -7.542531368107531e-003 1.093621077756728e-001 2.138144356797831e-001 -4.525518820851283e-003 1.093621077756679e-002 -1.041276507916178e-002 -1.666489550586017e-002 -7.542531367580976e-004 1.093621077756724e-002 -1.041276507916178e-002 -1.666489550585351e-002 -1.688334674481291e-002 2.045549492769758e-003 2.350366775031437e-001 -1.351234599342490e-001 1.601189672238081e-001 1.943965871098174e-002 8.520125636859197e-002 2.873621675431481e-003 1.028354218535728e-002 -1.201441302213209e-001 -6.463416690141224e-002 -1.282793920932113e-001 -4.202454580825684e-001 -1.557113416420441e-001 2.986401963413071e-002 1.827890126041467e-001 1.882971050141510e-001 -7.077788256480305e-002 1.357455437628455e-002 8.308591482093826e-002 8.558959318574201e-002
1.410706521739128e+000 2.316534610672377e-003 -1.199003330788544e-001 -6.835383388364761e-003 1.036765879374102e-001 2.129406802403942e-001 -4.101230032961789e-003 1.036765879374002e-002 -1.020040668763452e-002 -1.700016083007715e-002 -6.835383387201652e-004 1.036765879374069e-002 -1.020040668763452e-002 -1.700016083009021e-002 -1.650889984687838e-002 2.316534610576525e-003 2.427529925301971e-001 -1.319075168733854e-001 1.679904979122297e-001 2.205938480203584e-002 9.322800281384965e-002 6.127759558194112e-003 1.846550326208522e-002 -1.209077133560170e-001 -5.629698940053351e-002 -1.297153775757451e-001 -4.202489448699877e-001 -1.547525166352561e-001 3.137527334809191e-002 1.838429842187112e-001 1.875206372675590e-001 -7.034205301645886e-002 1.426148788023512e-002 8.356499282796256e-002 8.523665329881118e-002
1.417717391304345e+000 2.536952630070220e-003 -1.221211080441872e-001 -6.298461748423803e-003 9.757122763884540e-002 2.119655779839408e-001 -3.779077049064154e-003 9.757122763883297e-003 -1.003357489560685e-002 -1.734354057133882e-002 -6.298461749688006e-004 9.757122763884185e-003 -1.003357489564005e-002 -1.734354057135162e-002 -1.625934678668052e-002 2.536952629982696e-003 2.522204030135369e-001 -1.282885048569258e-001 1.772025472035448e-001 2.528331327723987e-002 1.021846910206628e-001 9.739880516599797e-003 2.716682900358050e-002 -1.217756516514594e-001 -4.785102382467661e-002 -1.311635273140399e-001 -4.207851208592179e-001 -1.532763631572856e-001 3.368274254744164e-002 1.854024227255860e-001 1.862824345192359e-001 -6.967107416315807e-002 1.531033751220676e-002 8.427382851338623e-002 8.467383386403722e-002
1.424728260869562e+000 2.702251493284304e-003 -1.237928370352597e-001 -5.974932065830400e-003 9.106949331513725e-002 2.108926650120112e-001 -3.584959239507904e-003 9.106949331512348e-003 -9.934844531009153e-003 -1.770519156734217e-002 -5.974932063928190e-004 9.106949331512793e-003 -9.934844531020330e-003 -1.770519156735471e-002 -1.616334708475220e-002 2.702251493078879e-003 2.636597132299163e-001 -1.242409668848279e-001 1.879183946657965e-001 2.916364197849286e-002 1.121770758210641e-001 1.372693626185506e-002 3.643574957871246e-002 -1.228178725442619e-001 -3.930556476175407e-002 -1.326713642342112e-001 -4.219557846938153e-001 -1.511277341941902e-001 3.700566831082936e-002 1.875363334792422e-001 1.844723636719246e-001 -6.869442463496536e-002 1.682075830754376e-002 8.524378794733989e-002 8.385107438253377e-002
1.431739130434780e+000 2.798189686850565e-003 -1.248756780606154e-001 -5.907578507662322e-003 8.419469733048324e-002 2.097257887280432e-001 -3.544547104606097e-003 8.419469733046858e-003 -9.922741661787556e-003 -1.809337279684907e-002 -5.907578510011361e-004 8.419469733046858e-003 -9.922741661832312e-003 -1.809337279683679e-002 -1.625025097692255e-002 2.798189686731535e-003 2.772881968073521e-001 -1.197527184068972e-001 2.003038533343814e-001 3.372956798426241e-002 1.233195096360175e-001 1.809123068410479e-002 4.633515681957239e-002 -1.241089507294575e-001 -3.064918096430835e-002 -1.343059084029654e-001 -4.238417601012825e-001 -1.481720577775295e-001 4.154743514331614e-002 1.903160630095672e-001 1.819964555728573e-001 -6.735093535536921e-002 1.888519776786093e-002 8.650730137056960e-002 8.272566160228403e-002
1.438749999999997e+000 2.797098929296770e-003 -1.253408609317800e-001 -6.137748262683028e-003 7.696960781517093e-002 2.084689745855891e-001 -3.682648957615586e-003 7.696960781515383e-003 -1.000044070485110e-002 -1.850487315292911e-002 -6.137748261201415e-004 7.696960781515161e-003 -1.000044070490661e-002 -1.850487315289911e-002 -1.654357341612592e-002 2.797098929138002e-003 2.933274695241842e-001 -1.148351401622187e-001 2.145319286412059e-001 3.896853366800834e-002 1.357363875371572e-001 2.280673837724700e-002 5.694083545482858e-002 -1.257179713506171e-001 -2.185469799685220e-002 -1.361488264598418e-001 -4.264908680457668e-001 -1.443633369143309e-001 4.743189597146086e-002 1.938084969533510e-001 1.788169882853870e-001 -6.561969860034926e-002 2.155995267683432e-002 8.809477134503586e-002 8.128044918633047e-002
1.445760869565214e+000 2.653919396456351e-003 -1.251688969089297e-001 -6.706344628158416e-003 6.941617297227287e-002 2.071263208558850e-001 -4.023806776928472e-003 6.941617297227198e-003 -1.016897104930267e-002 -1.893670459153513e-002 -6.706344625150840e-004 6.941617297227198e-003 -1.016897104931359e-002 -1.893670459154099e-002 -1.707245626054228e-002 2.653919396372685e-003 3.119877757823723e-001 -1.095352012810025e-001 2.309692463582894e-001 4.481367920479795e-002 1.499507169548379e-001 2.779250259834432e-002 6.893218873623883e-002 -1.277319342399261e-001 -1.208633807956859e-002 -1.383411900530158e-001 -4.298792030905360e-001 -1.399518561640044e-001 5.408041496283279e-002 1.973264261164902e-001 1.736259899003556e-001 -6.361448007397809e-002 2.458200681486872e-002 8.969383005743954e-002 7.892090457191883e-002
1.452771739130432e+000 2.287207366633432e-003 -1.243479750089448e-001 -7.652935779067734e-003 6.155533821079096e-002 2.057019178349219e-001 -4.591761467446718e-003 6.155533821079251e-003 -1.043872722586176e-002 -1.939777402374721e-002 -7.652935778924567e-004 6.155533821078807e-003 -1.043872722585112e-002 -1.939777402375294e-002 -1.788822840121734e-002 2.287207366536351e-003 3.334572858234761e-001 -1.038851848512532e-001 2.494645781156451e-001 5.123896397533723e-002 1.654718703788021e-001 3.303660108554674e-002 8.147916456018682e-002 -1.302068598452368e-001 -2.513536920985962e-003 -1.409779155165489e-001 -4.341201817630584e-001 -1.343945297955215e-001 6.277696434559424e-002 2.022275776310793e-001 1.685360734507238e-001 -6.108842263217980e-002 2.853498384419776e-002 9.192162621228565e-002 7.660730636753321e-002
1.459782608695649e+000 1.600592172066470e-003 -1.228725575043672e-001 -9.016270186089746e-003 5.340693616511127e-002 2.041997876322900e-001 -5.409762111661437e-003 5.340693616511016e-003 -1.082510334053923e-002 -1.990319091904761e-002 -9.016270187623682e-004 5.340693616510572e-003 -1.082510334052898e-002 -1.990319091904761e-002 -1.905172085660202e-002 1.600592171997107e-003 3.579011953045662e-001 -9.798236465595078e-002 2.702879951190819e-001 5.812625005286942e-002 1.826747948790932e-001 3.841699770240514e-002 9.506159652576786e-002 -1.332502610436770e-001 7.448403556171794e-003 -1.442657842244366e-001 -4.392200351542567e-001 -1.277576098522744e-001 7.328781236052744e-002 2.081791027810682e-001 1.627709548737416e-001 -5.807164083943457e-002 3.331264204366252e-002 9.462686492038944e-002 7.398679797983232e-002
1.466793478260867e+000 4.611003772096664e-004 -1.207421712649352e-001 -1.083117834579736e-002 4.498963228039266e-002 2.026238408099456e-001 -6.498707007490437e-003 4.498963228039443e-003 -1.134354042015670e-002 -2.047205352533565e-002 -1.083117834605691e-003 4.498963228039221e-003 -1.134354042016649e-002 -2.047205352533565e-002 -2.063894820719079e-002 4.611003767281127e-004 3.854254368060859e-001 -9.193970291206055e-002 2.935981004734345e-001 6.533445251700987e-002 2.017707640932897e-001 4.379881061493873e-002 1.099434292202970e-001 -1.369453268740841e-001 1.811609955954395e-002 -1.484223598121808e-001 -4.451638155219452e-001 -1.200040907127635e-001 8.562755064815288e-002 2.151680340807477e-001 1.561181064514344e-001 -5.454731395832412e-002 3.892161398354257e-002 9.780365187201499e-002 7.096277592885240e-002
1.473804347826084e+000 -1.271845242997700e-003 -1.179603820580171e-001 -1.312754658816621e-002 3.632091154014172e-002 2.009778465013047e-001 -7.876527952895555e-003 3.632091154014194e-003 -1.200947795740067e-002 -2.112507884080465e-002 -1.312754658933750e-003 3.632091154013972e-003 -1.200947795739142e-002 -2.112507884079939e-002 -2.272799802012394e-002 -1.271845242823116e-003 4.160731771582818e-001 -8.590426291358266e-002 3.194883183931173e-001 7.267672025431793e-002 2.229034596117765e-001 4.900279870190150e-002 1.263186018139499e-001 -1.413772736762184e-001 2.973374813565935e-002 -1.536786040163891e-001 -4.519112921668856e-001 -1.110720326748769e-001 9.985146290482855e-002 2.232340284824257e-001 1.484674895990575e-001 -5.048728757830761e-002 4.538702862636029e-002 1.014700129574931e-001 6.748522271917574e-002
1.480815217391301e+000 -3.734302481301217e-003 -1.145339339396526e-001 -1.593197625478056e-002 2.741709470784293e-002 1.992654130939313e-001 -9.559185752847541e-003 2.741709470784448e-003 -1.283508206762833e-002 -2.188052935313312e-002 -1.593197625435273e-003 2.741709470784448e-003 -1.283508206761968e-002 -2.188052935312298e-002 -2.539153429020233e-002 -3.734302481301217e-003 4.498064671230009e-001 -8.005911632254059e-002 3.479757990973897e-001 7.991203911140743e-002 2.461451310890793e-001 5.379481908163153e-002 1.443144635875626e-001 -1.466335219250967e-001 4.248379861575290e-002 -1.602644338657693e-001 -4.593736720609383e-001 -1.009080362170446e-001 1.159952313088909e-001 2.324094771984792e-001 1.397428198506963e-001 -4.586728918910762e-002 5.272510515500093e-002 1.056406714586689e-001 6.351946364697464e-002
1.487826086956519e+000 -7.056750741555204e-003 -1.104720339505018e-001 -1.926182942743333e-002 1.829337495179706e-002 1.974899770341567e-001 -1.155709765648930e-002 1.829337495177441e-003 -1.382232962968988e-002 -2.274870680796181e-002 -1.926182942740366e-003 1.829337495174777e-003 -1.382232963026018e-002 -2.274870680780074e-002 -2.869065580710646e-002 -7.056750743191427e-003 4.864685951447277e-001 -7.461456270860212e-002 3.788517411750511e-001 8.675795038522138e-002 2.712348857704074e-001 5.790388846250361e-002 1.636180228047973e-001 -1.527851762661083e-001 5.600117467691519e-002 -1.683701778325542e-001 -4.674043758482203e-001 -8.933168250774867e-002 1.344663735072851e-001 2.431703781219843e-001 1.307437506589881e-001 -4.060531023395812e-002 6.112107883663078e-002 1.105319900548960e-001 5.942897756111861e-002
1.494836956521736e+000 -1.132806424378670e-002 -1.057857623569219e-001 -2.313338278045488e-002 8.963867844028917e-003 1.956547977584925e-001 -1.388002966831988e-002 8.963867843991835e-004 -1.497178071518429e-002 -2.373563607073748e-002 -2.313338278042874e-003 8.963867843976292e-004 -1.497178071585912e-002 -2.373563607075151e-002 -3.266607811191027e-002 -1.132806424538424e-002 5.257409788662396e-001 -6.982860588411910e-002 4.121719529916841e-001 9.282821145954179e-002 2.986029257568707e-001 6.093298545442316e-002 1.850338964959767e-001 -1.599100488910443e-001 7.146487101203713e-002 -1.781846630592929e-001 -4.756041986078705e-001 -7.672609462516573e-002 1.541163166759280e-001 2.542870532669068e-001 1.193922101740339e-001 -3.487549755746252e-002 7.005287121461279e-002 1.155850242125801e-001 5.426918644362070e-002
