0	-4.16E+00
0.022222222	-3.79E+00
0.044444444	-3.41E+00
0.066666667	-3.03E+00
0.088888889	-2.65E+00
0.111111111	-2.25E+00
0.133333333	-1.85E+00
0.155555556	-1.44E+00
0.177777778	-1.05E+00
0.2	-7.00E-01
0.222222222	-3.70E-01
0.244444444	-9.00E-02
0.266666667	1.60E-01
0.288888889	3.60E-01
0.311111111	5.20E-01
0.333333333	6.30E-01
0.355555556	7.00E-01
0.377777778	7.30E-01
0.4	7.20E-01
0.422222222	7.00E-01
0.444444444	6.70E-01
0.466666667	6.40E-01
0.488888889	6.30E-01
0.511111111	6.30E-01
0.533333333	6.60E-01
0.555555556	7.00E-01
0.577777778	7.60E-01
0.6	8.30E-01
0.622222222	9.10E-01
0.644444444	9.80E-01
0.666666667	1.01E+00
0.688888889	1.06E+00
0.711111111	1.08E+00
0.733333333	1.08E+00
0.755555556	1.06E+00
0.777777778	9.80E-01
0.8	7.60E-01
0.822222222	3.00E-01
0.844444444	-4.10E-01
0.866666667	-1.32E+00
0.888888889	-2.41E+00
0.911111111	-3.75E+00
0.933333333	-4.37E+00
0.955555556	-5.80E+00
0.977777778	-6.50E+00
1	-6.80E+00
