---- AnyBody Output File ---------------------------------
Study: Main.Studies.MotionOptimization
Operation: Main.Studies.MotionOptimization.Kinematics
----------------------------------------------------------
Constants (Name = Value): 
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.UpdData = 2
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.FileName = "..\Input\LowerBody-GaitNormal_1-euler-trunk.txt"
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.NumberFormat.Digits = 15
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.NumberFormat.Width = 23
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.NumberFormat.Style = ScientificNumber
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.NumberFormat.FormatStr = "%23.15e"
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.Values = 
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.Search = 
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.Format = 0
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.SepSign = " "
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.LineSepSign = ""
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.Header.TitleSectionOnOff = On
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.Header.ConstSectionOnOff = On
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.Header.ConstSectionSaveOptionsOnOff = On
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.Header.VarSectionOnOff = On
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.Header.ColumnNamesOnOff = On
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.Header.ColumnNamesShortenOnOff = Off
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.Header.LinePrefix = ""
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.ConstSectionSaveOptionsOnOff = On
----------------------------------------------------------
Variables (Column# Name): 
col0  Main.Studies.MotionOptimization.t
col1  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.PelvisPosX
col2  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.PelvisPosY
col3  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.PelvisPosZ
col4  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.PelvisRotX
col5  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.PelvisRotY
col6  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.PelvisRotZ
col7  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.PelvisThoraxExtension
col8  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.PelvisThoraxLateralBending
col9  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.PelvisThoraxRotation
col10  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.NeckLateralBending
col11  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.NeckRotation
col12  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.NeckExtension
----------------------------------------------------------
Main.Studies.MotionOptimization.t Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.PelvisPosX Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.PelvisPosY Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.PelvisPosZ Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.PelvisRotX Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.PelvisRotY Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.PelvisRotZ Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.PelvisThoraxExtension Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.PelvisThoraxLateralBending Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.PelvisThoraxRotation Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.NeckLateralBending Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.NeckRotation Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.NeckExtension
 1.560000000000000e+000 -1.693798383091712e-001  9.484392931624285e-001 -3.155191204373660e-001 -8.516701574414927e-003  1.120833686829041e-001 -2.866166518020268e-001  4.809748400052604e-001  2.802248666064153e-002 -1.445606486544770e-001 -2.168404344971009e-019 -9.215718466126788e-018  0.000000000000000e+000
 1.569795918367347e+000 -1.560031013389409e-001  9.473331819430256e-001 -3.148931001663186e-001 -1.226462606812835e-002  1.168126722439173e-001 -2.884216991145961e-001  4.843453737782214e-001  3.460450020573936e-002 -1.462247549816919e-001  0.000000000000000e+000  2.385244779468110e-018  0.000000000000000e+000
 1.579591836734694e+000 -1.423923719297829e-001  9.464103243533106e-001 -3.142682605774198e-001 -1.643057986522330e-002  1.207602398046335e-001 -2.902851029692308e-001  4.878969521986343e-001  4.192809137423904e-002 -1.476684258480627e-001  2.168404344971008e-019  7.697835424647080e-018  0.000000000000000e+000
 1.589387755102041e+000 -1.286135830358606e-001  9.457148665972361e-001 -3.136486611635019e-001 -2.101709565320085e-002  1.237733660920470e-001 -2.921427970501609e-001  4.915451091770905e-001  5.000637169985622e-002 -1.488199924170801e-001  0.000000000000000e+000  1.301042606982605e-018  0.000000000000000e+000
 1.599183673469388e+000 -1.147123330081909e-001  9.452883001940450e-001 -3.130370244716889e-001 -2.601433857878908e-002  1.257238434499470e-001 -2.939124525143677e-001  4.951769999418188e-001  5.883259560163800e-002 -1.496054740162460e-001  0.000000000000000e+000 -1.734723475976807e-018  0.000000000000000e+000
 1.608979591836735e+000 -1.007286136927345e-001  9.451624768128947e-001 -3.124340116125095e-001 -3.137975494466518e-002  1.265376578168103e-001 -2.954932129230387e-001  4.986472948094797e-001  6.834088735320007e-002 -1.499591887918052e-001  0.000000000000000e+000 -1.301042606982606e-018  0.000000000000000e+000
 1.618775510204082e+000 -8.669883273223000e-002  9.453577073203932e-001 -3.118371097756381e-001 -3.703428640082603e-002  1.262033645317300e-001 -2.967752382504597e-001  5.017936714892067e-001  7.839462687363351e-002 -1.498270010722164e-001  0.000000000000000e+000 -2.168404344971009e-019  0.000000000000000e+000
 1.628571428571429e+000 -7.265666289061624e-002  9.458814061606155e-001 -3.112397621148879e-001 -4.286357706847542e-002  1.247792485828867e-001 -2.976558562857405e-001  5.044619469709700e-001  8.878283047752360e-002 -1.491700657418004e-001  0.000000000000000e+000  2.168404344971009e-019  0.000000000000000e+000
 1.638367346938776e+000 -5.863332388587689e-002  9.467278920459460e-001 -3.106312978033022e-001 -4.872537584170535e-002  1.223954221262544e-001 -2.980593012393074e-001  5.065347917923557e-001  9.922938282827765e-002 -1.479712332542695e-001  0.000000000000000e+000 -1.084202172485505e-018  0.000000000000000e+000
 1.648163265306122e+000 -4.465783416947670e-002  9.478794737991102e-001 -3.099979815015288e-001 -5.446224211784474e-002  1.192459360795639e-001 -2.979509227380172e-001  5.079509254348262e-001  1.094162786847384e-001 -1.462415622402482e-001  0.000000000000000e+000 -1.734723475976807e-018  0.000000000000000e+000
 1.657959183673470e+000 -3.075747020379298e-002  9.493085274051051e-001 -3.093250961507589e-001 -5.991657386161104e-002  1.155695402727719e-001 -2.973399766409928e-001  5.087070490058117e-001  1.190163910645335e-001 -1.440204552645949e-001  0.000000000000000e+000  0.000000000000000e+000  0.000000000000000e+000
 1.667755102040816e+000 -1.695816543859630e-002  9.509802043410875e-001 -3.085996867771245e-001 -6.494601420466767e-002  1.116222125709054e-001 -2.962730492225360e-001  5.088469106327848e-001  1.277305419895804e-001 -1.413680804715892e-001  0.000000000000000e+000  1.301042606982605e-018  0.000000000000000e+000
 1.677551020408163e+000 -3.284440723605513e-003  9.528554207875823e-001 -3.078134144809703e-001 -6.943745992787948e-002  1.076466973595947e-001 -2.948230943681637e-001  5.084461739106008e-001  1.353230854736920e-001 -1.383549844653212e-001  0.000000000000000e+000  1.301042606982605e-018  0.000000000000000e+000
 1.687346938775510e+000  1.024133371587233e-002  9.548937860374875e-001 -3.069648124141992e-001 -7.331611303545739e-002  1.038448748968324e-001 -2.930779708795737e-001  5.075989583905047e-001  1.416464167495463e-001 -1.350502823267236e-001  0.000000000000000e+000 -2.602085213965211e-018  0.000000000000000e+000
 1.697142857142857e+000  2.360020772478861e-002  9.570561337945152e-001 -3.060601717357386e-001 -7.654620912828504e-002  1.003586599128674e-001 -2.911300063239697e-001  5.064073563377265e-001  1.466456373035499e-001 -1.315083223714251e-001  0.000000000000000e+000 -2.602085213965210e-018  0.000000000000000e+000
 1.706938775510204e+000  3.677798275533945e-002  9.593063955977506e-001 -3.051126755318397e-001 -7.912366504702283e-002  9.726287923786736e-002 -2.890663542734683e-001  5.049722538094174e-001  1.503435680260627e-001 -1.277586973724979e-001  0.000000000000000e+000  0.000000000000000e+000  0.000000000000000e+000
