---- AnyBody Output File ---------------------------------
Study: Main.Studies.MotionOptimization
Operation: Main.Studies.MotionOptimization.Kinematics
----------------------------------------------------------
Constants (Name = Value): 
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.FileName = "..\Input\FullBody-GaitNormal_1-euler-trunk.txt"
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.NumberFormat.Digits = 15
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.NumberFormat.Width = 22
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.NumberFormat.Style = ScientificNumber
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.NumberFormat.FormatStr = "%22.15e"
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.Search = 
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.Format = 0
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.SepSign = " "
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.LineSepSign = ""
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.Header.TitleSectionOnOff = On
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.Header.ConstSectionOnOff = On
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.Header.ConstSectionSaveOptionsOnOff = On
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.Header.VarSectionOnOff = On
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.Header.ColumnNamesOnOff = On
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.Header.LinePrefix = ""
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.ConstSectionSaveOptionsOnOff = On
----------------------------------------------------------
Variables (Column# Name): 
col0  Main.Studies.MotionOptimization.t
col1  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.PelvisPosX
col2  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.PelvisPosY
col3  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.PelvisPosZ
col4  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.PelvisRotX
col5  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.PelvisRotY
col6  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.PelvisRotZ
col7  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.PelvisThoraxExtension
col8  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.PelvisThoraxLateralBending
col9  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.PelvisThoraxRotation
col10  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.NeckExtension[0]
col11  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.NeckExtension[1]
col12  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.NeckExtension[2]
----------------------------------------------------------
Main.Studies.MotionOptimization.t Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.PelvisPosX Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.PelvisPosY Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.PelvisPosZ Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.PelvisRotX Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.PelvisRotY Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.PelvisRotZ Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.PelvisThoraxExtension Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.PelvisThoraxLateralBending Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.PelvisThoraxRotation Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.NeckExtension[0] Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.NeckExtension[1] Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.NeckExtension[2]
2.030204081632653e+000 3.993972066517752e-001 9.500358965530072e-001 -2.905714431712190e-001 3.907578586754798e-003 -3.019111855589496e-002 2.282816604056661e-001 -4.962534616776892e-001 -3.430239765994658e-003 5.249286253596278e-002 4.193681280908845e-003 -9.597044648958900e-003 2.416585252910869e-002
2.040000000000000e+000 4.105934519978630e-001 9.485325180391856e-001 -2.908865603802897e-001 3.014626343264259e-003 -3.565751513455751e-002 2.263720353742227e-001 -4.958324466197851e-001 -6.316346458212525e-003 5.549223574888237e-002 4.062745664262898e-003 -9.301994305876783e-003 2.425947523943811e-002
2.049795918367347e+000 4.219084135466169e-001 9.469175907247808e-001 -2.912623120588197e-001 1.581082768864458e-003 -4.116433826060950e-002 2.245699322969731e-001 -4.953517231522546e-001 -8.564315364696925e-003 5.830086412536868e-002 3.923521751783298e-003 -8.994534975525112e-003 2.429536276267560e-002
2.059591836734694e+000 4.333584775696462e-001 9.451944768758845e-001 -2.917018885809772e-001 -3.801014981216288e-004 -4.677490398378636e-002 2.229356027700836e-001 -4.948440598151134e-001 -1.020553315922538e-002 6.099680092954022e-002 3.776113793182477e-003 -8.679123535709149e-003 2.427289080784539e-002
2.069387755102041e+000 4.449575984113027e-001 9.433696157567124e-001 -2.922076597519696e-001 -2.824406548325851e-003 -5.254545091209550e-002 2.215165992964023e-001 -4.943352139175110e-001 -1.130895591271605e-002 6.365373973296881e-002 3.621494442779349e-003 -8.360487566706987e-003 2.419346750335967e-002
2.079183673469388e+000 4.567159956655329e-001 9.414551075137110e-001 -2.927800740656011e-001 -5.664801753197574e-003 -5.851488255740645e-002 2.203359495587851e-001 -4.938341903547471e-001 -1.199421281694020e-002 6.633220786241809e-002 3.462883234326235e-003 -8.043477549905026e-003 2.406062234586203e-002
2.088979591836734e+000 4.686393957530762e-001 9.394710685030148e-001 -2.934164588091426e-001 -8.762089098381954e-003 -6.469827527327099e-002 2.193845264805522e-001 -4.933267240243518e-001 -1.244449804726117e-002 6.907627623520771e-002 3.307688216720389e-003 -7.733179787564378e-003 2.387965926572800e-002
2.098775510204082e+000 4.807293738396851e-001 9.374467173564368e-001 -2.941101608354500e-001 -1.192382484165916e-002 -7.108742983008498e-002 2.186244991654832e-001 -4.927786277318361e-001 -1.291024872710112e-002 7.191762611360540e-002 3.169090184169793e-003 -7.435197585456630e-003 2.365701256698206e-002
2.108571428571429e+000 4.929849592151943e-001 9.354193579758265e-001 -2.948505513223438e-001 -1.491941520215109e-002 -7.765710666513526e-002 2.180033905604268e-001 -4.921475882998782e-001 -1.369224554628652e-002 7.488316005835990e-002 3.065708999652934e-003 -7.155673180497162e-003 2.339935312414262e-002
2.118367346938776e+000 5.054047463240708e-001 9.334315045523616e-001 -2.956241475186440e-001 -1.750756421890090e-002 -8.437287966411788e-002 2.174699897492387e-001 -4.913945619539799e-001 -1.510695583292491e-002 7.799918060798271e-002 3.019081392522179e-003 -6.900788633239099e-003 2.311251338585382e-002
2.128163265306123e+000 5.179882995231706e-001 9.315274725917775e-001 -2.964165335864624e-001 -1.946362032474324e-002 -9.119574841661304e-002 2.169818827627182e-001 -4.904862021176276e-001 -1.744883795382759e-002 8.128783931689892e-002 3.050291663817140e-003 -6.675990342597651e-003 2.280055142907429e-002
2.137959183673469e+000 5.307361851911021e-001 9.297507071913921e-001 -2.972143292673754e-001 -2.059901593997931e-002 -9.808111426297694e-002 2.165021078916899e-001 -4.893881662788464e-001 -2.096003946371043e-002 8.475829470832610e-002 3.177063894914085e-003 -6.485401902053808e-003 2.246526173251164e-002
2.147755102040816e+000 5.436488317545057e-001 9.281422555376219e-001 -2.980065496722801e-001 -2.077272045448010e-002 -1.049750094366766e-001 2.159928054792644e-001 -4.880588445300318e-001 -2.581033302072806e-002 8.839841893849891e-002 3.411757307141089e-003 -6.331605873845563e-003 2.210621077970459e-002
2.157551020408163e+000 5.567247793578182e-001 9.267401366394009e-001 -2.987852164281335e-001 -1.989702552749153e-002 -1.118124176182365e-001 2.154150095041361e-001 -4.864529685376697e-001 -3.208738415331494e-002 9.217038092270402e-002 3.760265915466446e-003 -6.215631448311975e-003 2.172127442026796e-002
2.167346938775510e+000 5.699587199892024e-001 9.255791782963543e-001 -2.995454442790883e-001 -1.793932076034195e-002 -1.185195873810618e-001 2.147355525320093e-001 -4.845349072418463e-001 -3.979584607933494e-002 9.601131056711297e-002 4.221663840923234e-003 -6.137024828259466e-003 2.130762248714975e-002
2.177142857142857e+000 5.833396808462918e-001 9.246908631247756e-001 -3.002852002296967e-001 -1.492117211928379e-002 -1.250194038783574e-001 2.139363866989170e-001 -4.822944958606653e-001 -4.886219567381052e-002 9.983968466691014e-002 4.788352960403167e-003 -6.094019080482058e-003 2.086287746707203e-002
2.186938775510204e+000 5.968498855314968e-001 9.241026687908328e-001 -3.010048990483859e-001 -1.091714314089539e-002 -1.312391400142410e-001 2.130232915842983e-001 -4.797595471746946e-001 -5.914122707281613e-002 1.035644670419549e-001 5.446409407807530e-003 -6.083558232194575e-003 2.038596719015533e-002
2.196734693877551e+000 6.104647057434706e-001 9.238364110100348e-001 -3.017071385076331e-001 -6.057057326763467e-003 -1.371203175980194e-001 2.120332131057529e-001 -4.770026734283580e-001 -7.041912405398763e-002 1.070912185712606e-001 6.175745335642037e-003 -6.100792750812426e-003 1.987743554909732e-002
2.206530612244898e+000 6.241536024504274e-001 9.239056572898916e-001 -3.023968131988775e-001 -5.316641385507774e-004 -1.426288160498082e-001 2.110371957869488e-001 -4.741397339335091e-001 -8.241178832706284e-002 1.103243275295287e-001 6.950173403084655e-003 -6.138265317965184e-003 1.933944295148534e-002
2.216326530612245e+000 6.378815690238154e-001 9.243132939495928e-001 -3.030814274108680e-001 5.407640843716462e-003 -1.477626992873251e-001 2.101340188685920e-001 -4.713171744411592e-001 -9.476848334655953e-002 1.131713156233715e-001 7.738348538919801e-003 -6.185560785676377e-003 1.877580524214891e-002
2.226122448979592e+000 6.516105996458694e-001 9.250505289294494e-001 -3.037711374747392e-001 1.146659450739550e-002 -1.525549944297437e-001 2.094339536393301e-001 -4.686905783302300e-001 -1.070944527172893e-001 1.155511876001621e-001 8.506333658792411e-003 -6.229832898714355e-003 1.819211131228970e-002
2.235918367346939e+000 6.653008913027189e-001 9.260975731033062e-001 -3.044781077237975e-001 1.734358425472473e-002 -1.570672808028442e-001 2.090377193978831e-001 -4.664012990637968e-001 -1.189926706944289e-001 1.173986553380732e-001 9.221186696812975e-003 -6.256952369864863e-003 1.759567281545330e-002
2.245714285714286e+000 6.789117653420470e-001 9.274253523400026e-001 -3.052149597654002e-001 2.277168617121706e-002 -1.613727376315421e-001 2.090171455358224e-001 -4.645575620717197e-001 -1.301116475657768e-001 1.186591924182741e-001 9.854442892298081e-003 -6.253034385756391e-003 1.699516183422584e-002
2.255510204081633e+000 6.924026950491383e-001 9.289976611655465e-001 -3.059924870364454e-001 2.755415534859089e-002 -1.655345295886992e-001 2.094032150152115e-001 -4.632242811084051e-001 -1.401852114863626e-001 1.192828416764567e-001 1.038489959345871e-002 -6.206358800456037e-003 1.639999383971970e-002
2.265306122448980e+000 7.057349502006685e-001 9.307735297929254e-001 -3.068172683921411e-001 3.158349165492085e-002 -1.695880013520950e-001 2.101851792604714e-001 -4.624232433335910e-001 -1.490541095417464e-001 1.192247118115657e-001 1.080032620026910e-002 -6.109295076664700e-003 1.581943815349050e-002
2.275102040816327e+000 7.188739132304605e-001 9.327097080288904e-001 -3.076899752374455e-001 3.483883620994065e-002 -1.735308064281753e-001 2.113198109437847e-001 -4.621410122647962e-001 -1.566633643356510e-001 1.184488050982819e-001 1.109760710964737e-002 -5.959388141207369e-003 1.526137444104329e-002
2.284897959183673e+000 7.317914943845659e-001 9.347631468429529e-001 -3.086050094378796e-001 3.736348826410302e-002 -1.773209200674766e-001 2.127453068981596e-001 -4.623390776621182e-001 -1.630361881686152e-001 1.169288273373382e-001 1.128119214493471e-002 -5.759154802469961e-003 1.473091374742255e-002
2.294693877551020e+000 7.444678798811371e-001 9.368933194263001e-001 -3.095516808964591e-001 3.923220166908547e-002 -1.808817416127844e-001 2.143936161970310e-001 -4.629620472302293e-001 -1.682347738757763e-001 1.146464155813574e-001 1.136051815671134e-002 -5.514924346120727e-003 1.422945276183165e-002
2.304489795918367e+000 7.568922606345150e-001 9.390641322453917e-001 -3.105165058994682e-001 4.052162927427746e-002 -1.841129485523187e-001 2.161977244918661e-001 -4.639425190604749e-001 -1.723241628606380e-001 1.115910972318677e-001 1.134757210833183e-002 -5.235417071637403e-003 1.375459901625241e-002
2.314285714285714e+000 7.690626991537021e-001 9.412450618046809e-001 -3.114857283683330e-001 4.129326450065415e-002 -1.869037602880974e-001 2.180950417095328e-001 -4.652047403860677e-001 -1.753516218322551e-001 1.077630037514246e-001 1.125546054505962e-002 -4.930558836521520e-003 1.330096555829384e-002
2.324081632653061e+000 7.809852848255411e-001 9.434112581366010e-001 -3.124471840534299e-001 4.158959447779090e-002 -1.891444739408565e-001 2.200313649359389e-001 -4.666721488888226e-001 -1.773435561233784e-001 1.031755366151249e-001 1.109799805857456e-002 -4.610631224946145e-003 1.286164613580989e-002
2.333877551020408e+000 7.926725741316258e-001 9.455427095725932e-001 -3.133912450360044e-001 4.143849667256176e-002 -1.907350612915608e-001 2.219678552177426e-001 -4.682810435940146e-001 -1.783140993505928e-001 9.785646127228398e-002 1.088971984036483e-002 -4.285644628810364e-003 1.243011295087072e-002
2.343673469387755e+000 8.041415667443422e-001 9.476229086080462e-001 -3.143111785171706e-001 4.086127526538776e-002 -1.915928261024014e-001 2.238875449957973e-001 -4.699943833235901e-001 -1.782785170134110e-001 9.184906770170971e-002 1.064577446807524e-002 -3.964865341269024e-003 1.200196798479263e-002
2.353469387755102e+000 8.154116983799942e-001 9.496375947491803e-001 -3.152030902292776e-001 3.988196246140389e-002 -1.916593755545124e-001 2.257947383430461e-001 -4.718052673001391e-001 -1.772665944586868e-001 8.521417479963775e-002 1.038157048313763e-002 -3.656548156370855e-003 1.157575221634770e-002
2.363265306122449e+000 8.265031898661073e-001 9.515739124703122e-001 -3.160653452524120e-001 3.853554457635474e-002 -1.909043369289249e-001 2.277048932333120e-001 -4.737254276498630e-001 -1.753320056655003e-001 7.803047503305384e-002 1.011220716673769e-002 -3.367884467711315e-003 1.115237018131213e-002
2.373061224489796e+000 8.374358597811351e-001 9.534199083853444e-001 -3.168976755828312e-001 3.687223380351373e-002 -1.893249721828123e-001 2.296301547560714e-001 -4.757651372093136e-001 -1.725548322283481e-001 7.039046269336292e-002 9.851609448054849e-003 -3.105003641417064e-003 1.073355742382327e-002
2.382857142857143e+000 8.482283246308237e-001 9.551642239175086e-001 -3.177003735067098e-001 3.495657495175353e-002 -1.869433829659748e-001 2.315681891291002e-001 -4.779162976182926e-001 -1.690378108385241e-001 6.239263279097337e-002 9.611496063576256e-003 -2.872924806779920e-003 1.032044963010173e-002
2.392653061224490e+000 8.588974555447008e-001 9.567960110774911e-001 -3.184736758606888e-001 3.286261878230761e-002 -1.838029967674206e-001 2.334992606505112e-001 -4.801473420179665e-001 -1.648996795489355e-001 5.413402014185968e-002 9.400645257076800e-003 -2.675537120734910e-003 9.913010270223783e-003
2.402448979591837e+000 8.694580068178224e-001 9.583050817562739e-001 -3.192172688057960e-001 3.066660469799279e-002 -1.799648017450024e-001 2.353931500713277e-001 -4.824127622406796e-001 -1.602691420277014e-001 4.570550345261777e-002 9.225721461120943e-003 -2.515237988744644e-003 9.510619085810260e-003
2.412244897959184e+000 8.799225462910900e-001 9.596824316469114e-001 -3.199298480967147e-001 2.843959425327971e-002 -1.755013907457712e-001 2.372137298550102e-001 -4.846588803016209e-001 -1.552695274691188e-001 3.719073693616681e-002 9.087257472227803e-003 -2.394310862738663e-003 9.111538212584452e-003
2.422040816326531e+000 8.903013104456454e-001 9.609205062238196e-001 -3.206091103918232e-001 2.623890380493931e-002 -1.704902777055219e-001 2.389330959773654e-001 -4.868458051544278e-001 -1.500171576713096e-001 2.865989882882233e-002 8.985831497050893e-003 -2.312567438620730e-003 8.715589873604410e-003
2.431836734693878e+000 9.006026354473100e-001 9.620135529155883e-001 -3.212520295019393e-001 2.410632029959128e-002 -1.650073292266558e-001 2.405312258694821e-001 -4.889465887191162e-001 -1.446087720643820e-001 2.016950479748315e-002 8.918071769177527e-003 -2.268867283655799e-003 8.323341103602611e-003
2.441632653061225e+000 9.108334601000707e-001 9.629576051830080e-001 -3.218555020704869e-001 2.206988110974709e-002 -1.591247983556858e-001 2.420001308770962e-001 -4.909527858677089e-001 -1.391230689671279e-001 1.176277324643565e-002 8.878215697250899e-003 -2.260855073903521e-003 7.936507394250404e-003
2.451428571428572e+000 9.209998609205907e-001 9.637504371210605e-001 -3.224169715090488e-001 2.014717178241180e-002 -1.529120589221009e-001 2.433441834830819e-001 -4.928740411192227e-001 -1.336233025138000e-001 3.472246290400354e-003 8.858905791500551e-003 -2.285083808559572e-003 7.557721017907471e-003
2.461224489795919e+000 9.311075733252305e-001 9.643914349837148e-001 -3.229348989652321e-001 1.834696560873491e-002 -1.464373633067693e-001 2.445771196930049e-001 -4.947330355962025e-001 -1.281578542082165e-001 -4.675371149251826e-003 8.851975714526160e-003 -2.337259783583631e-003 7.190044219684482e-003
2.471020408163265e+000 9.411625917277773e-001 9.648813468628050e-001 -3.234091061676013e-001 1.666894938539775e-002 -1.397704975356922e-001 2.457176409660584e-001 -4.965581972678212e-001 -1.227585738486696e-001 -1.265103123484439e-002 8.849123783587648e-003 -2.412753179698812e-003 6.836316753099921e-003
2.480816326530612e+000 9.511718233815660e-001 9.652219630590108e-001 -3.238408382636150e-001 1.510320995848422e-002 -1.329850442648188e-001 2.467858734260892e-001 -4.983772348994170e-001 -1.174399473784862e-001 -2.041633477514767e-002 8.842539859687455e-003 -2.507167579794076e-003 6.498567694523968e-003
2.490612244897959e+000 9.611435417998963e-001 9.654157118438298e-001 -3.242322587011576e-001 1.363159397044681e-002 -1.261572363475796e-001 2.478006174105630e-001 -5.002121092217039e-001 -1.122016919342180e-001 -2.792377188098683e-002 8.825496486945800e-003 -2.616689155393717e-003 6.177660716245117e-003
2.500408163265306e+000 9.710872939106182e-001 9.654652303733630e-001 -3.245854852568850e-001 1.223146054646926e-002 -1.193599858361738e-001 2.487751864713219e-001 -5.020734290713771e-001 -1.070340675054794e-001 -3.512474176640321e-002 8.792796556612711e-003 -2.738189276177111e-003 5.873131972719775e-003
2.510204081632653e+000 9.810133154192448e-001 9.653731514149072e-001 -3.249017241881360e-001 1.088078123307727e-002 -1.126545032867043e-001 2.497118789434995e-001 -5.039544311260817e-001 -1.019238416824786e-001 -4.198019642330564e-002 8.741104623394322e-003 -2.869227374530475e-003 5.583202226658836e-003
2.520000000000000e+000 9.909318711966316e-001 9.651422503256071e-001 -3.251809625735196e-001 9.562951972963345e-003 -1.060838580252106e-001 2.505994160553829e-001 -5.058296336775108e-001 -9.685954625146967e-002 -4.846759295878329e-002 8.669249120319191e-003 -3.008061896914741e-003 5.305126199543538e-003
2.529795918367347e+000 1.000852643573793e+000 9.647758059335024e-001 -3.254222504663600e-001 8.270153059582858e-003 -9.967144519003823e-002 2.514145636310871e-001 -5.076593836967569e-001 -9.183535798137936e-002 -5.458124339357676e-002 8.578430841736118e-003 -3.153646928357873e-003 5.035861716502442e-003
2.539591836734694e+000 1.010784164735123e+000 9.642778316925170e-001 -3.256242296608581e-001 7.005911150089452e-003 -9.342406131262848e-002 2.521240600917798e-001 -5.093944552753575e-001 -8.685449107771098e-002 -6.032739882247871e-002 8.472254954421532e-003 -3.305602989706863e-003 4.772660434504761e-003
2.549387755102041e+000 1.020733591982975e+000 9.636529416376174e-001 -3.257855888149418e-001 5.787004647293953e-003 -8.733619807764081e-002 2.526867486996312e-001 -5.109793690985125e-001 -8.193181123164620e-002 -6.571840919074683e-002 8.356400850619214e-003 -3.464198385981138e-003 4.513329285259686e-003
2.559183673469388e+000 1.030706966118526e+000 9.629059676043353e-001 -3.259054661058626e-001 4.642840542148551e-003 -8.139310198547278e-002 2.530585978861074e-001 -5.123580601903637e-001 -7.709301667929674e-002 -7.076951152597116e-002 8.237759355689607e-003 -3.630311138102274e-003 4.256337853013528e-003
2.568979591836735e+000 1.040709750819238e+000 9.620415459921787e-001 -3.259838386334736e-001 3.612101396916107e-003 -7.557345427634132e-002 2.531990447793495e-001 -5.134809135816781e-001 -7.237055724728912e-002 -7.549744976060360e-002 8.123333176858981e-003 -3.805335181826494e-003 4.000939240670785e-003
2.578775510204082e+000 1.050747496177189e+000 9.610637300418643e-001 -3.260217160326441e-001 2.738763820337600e-003 -6.985188515092644e-002 2.530759236338032e-001 -5.143097356034183e-001 -6.779919503050297e-002 -7.991977530620424e-002 8.019321398572848e-003 -3.991041816724449e-003 3.747192147714374e-003
2.588571428571429e+000 1.060826483973218e+000 9.599757009336193e-001 -3.260210717546180e-001 2.068250742550997e-003 -6.419945692242113e-002 2.526690165657855e-001 -5.148204275015509e-001 -6.341172157353398e-002 -8.405660567033910e-002 7.930462250137967e-003 -4.189376470798906e-003 3.495755601708932e-003
2.598367346938776e+000 1.070954176616563e+000 9.587797044351766e-001 -3.259846835465570e-001 1.643164323805861e-003 -5.858262228954048e-002 2.519734609761359e-001 -5.150054745391374e-001 -5.923432166482569e-002 -8.793450289594468e-002 7.859651244855917e-003 -4.402172600433082e-003 3.247602271860838e-003
2.608163265306122e+000 1.081139483301945e+000 9.574772047184262e-001 -3.259159389375136e-001 1.499235993936371e-003 -5.296359181832089e-002 2.510037802158725e-001 -5.148777339905004e-001 -5.528347694124045e-002 -9.158914235686386e-002 7.807942432346401e-003 -4.630857252598812e-003 3.003838798636574e-003
2.617959183673469e+000 1.091392969400087e+000 9.560691853941946e-001 -3.258184217672528e-001 1.662653191395348e-003 -4.730223721307736e-002 2.497976035829347e-001 -5.144742522813203e-001 -5.156599978931469e-002 -9.506582855800007e-002 7.774943806249388e-003 -4.876228434067151e-003 2.765584060423673e-003
2.627755102040816e+000 1.101726978686543e+000 9.545566377879117e-001 -3.256951683598556e-001 2.149188034746753e-003 -4.155764312925325e-002 2.484157234567155e-001 -5.138560423930256e-001 -4.808152163793301e-002 -9.841818272601347e-002 7.759614978979014e-003 -5.138304986305425e-003 2.533822765136098e-003
2.637551020408163e+000 1.112155479005897e+000 9.529413058250835e-001 -3.255477622102764e-001 2.964865996606815e-003 -3.568975373607453e-002 2.469356160075488e-001 -5.131004013453206e-001 -4.482627100494262e-002 -1.017040568408460e-001 7.761468880378101e-003 -5.416281016954436e-003 2.309221014188088e-003
2.647346938775510e+000 1.122693520203370e+000 9.512265741108839e-001 -3.253755690844956e-001 4.106874234504677e-003 -2.966220102684347e-002 2.454401464987555e-001 -5.122876365644985e-001 -4.179644781816125e-002 -1.049795915085114e-001 7.781863573702008e-003 -5.708633606503391e-003 2.091924069519372e-003
2.657142857142857e+000 1.133356365588799e+000 9.494182319339360e-001 -3.251753476561473e-001 5.563364912126454e-003 -2.344605795551624e-002 2.440057399453041e-001 -5.114876293043719e-001 -3.898931770152102e-002 -1.082932790427154e-001 7.824843819972149e-003 -6.013306882976365e-003 1.881502911976898e-003
2.666938775510204e+000 1.144158419260779e+000 9.475250017039693e-001 -3.249414180054580e-001 7.311852966400636e-003 -1.702493592690257e-002 2.426918651279206e-001 -5.107491250044332e-001 -3.640122029156451e-002 -1.116790024388570e-001 7.897112217678462e-003 -6.327882581162209e-003 1.677202535203230e-003
2.676734693877551e+000 1.155112157011430e+000 9.455589605210941e-001 -3.246665281894592e-001 9.316058711570046e-003 -1.040195263244059e-002 2.415318528377319e-001 -5.100917696661623e-001 -3.402203183061472e-002 -1.151475061574950e-001 8.006856594648150e-003 -6.649733658165230e-003 1.478410108707352e-003
2.686530612244898e+000 1.166227329832018e+000 9.435359164406034e-001 -3.243433338840686e-001 1.152123085310142e-002 -3.606249916109361e-003 2.405267303118523e-001 -5.095021041958987e-001 -3.182616961823236e-002 -1.186807848864751e-001 8.161392979762179e-003 -6.976047052120267e-003 1.285131594931739e-003
2.696326530612245e+000 1.177510536249604e+000 9.414755499469689e-001 -3.239660821491746e-001 1.384974083118647e-002 3.305392365630766e-003 2.396454247478462e-001 -5.089367073986389e-001 -2.976276102800557e-002 -1.222352375221956e-001 8.364157113394402e-003 -7.303545116466811e-003 1.098302573524844e-003
2.706122448979592e+000 1.188965221343755e+000 9.394010736394693e-001 -3.235319602128684e-001 1.619972494651865e-002 1.025419672234196e-002 2.388343455893634e-001 -5.083354532273566e-001 -2.774919568305361e-002 -1.257540444061011e-001 8.612065592406293e-003 -7.628027468886466e-003 9.199328565603441e-004
2.715918367346939e+000 1.200592366886367e+000 9.373383601154789e-001 -3.230417335610425e-001 1.844775383585755e-002 1.714994328525132e-002 2.380357979235820e-001 -5.076432587741292e-001 -2.567036893301367e-002 -1.291831101872527e-001 8.894122621039897e-003 -7.944063962157686e-003 7.531283146495546e-004
2.725714285714286e+000 1.212391860270120e+000 9.353147448614716e-001 -3.224995620852693e-001 2.045482493732875e-002 2.390125341803606e-002 2.372075926890821e-001 -5.068305226956360e-001 -2.338406216011443e-002 -1.324834259971894e-001 9.191607952676784e-003 -8.245049240224673e-003 6.017775539348296e-004
2.735510204081633e+000 1.224363865274657e+000 9.333578881613447e-001 -3.219121047279616e-001 2.207474493452684e-002 3.042195392422298e-002 2.363334724484760e-001 -5.059009571113952e-001 -2.073206091583920e-002 -1.356356104309988e-001 9.479676153791829e-003 -8.523682507165058e-003 4.696801181591171e-004
2.745306122448979e+000 1.236509508436499e+000 9.314950347788820e-001 -3.212872240369750e-001 2.316341445954927e-002 3.663384380937718e-002 2.354207867769564e-001 -5.048845327968665e-001 -1.755434117520425e-002 -1.386370350662744e-001 9.729940493464435e-003 -8.772759390495552e-003 3.592942614730058e-004
2.755102040816326e+000 1.248830788445670e+000 9.297527021700947e-001 -3.206326580331647e-001 2.358775276763842e-002 4.246820756693803e-002 2.344906009898040e-001 -5.038225554370376e-001 -1.370316886425870e-002 -1.414951140280102e-001 9.913714704142432e-003 -8.985902936040015e-003 2.705701424164520e-004
2.764897959183673e+000 1.261329857159240e+000 9.281566522895657e-001 -3.199548970360491e-001 2.323410575276365e-002 4.786737749540970e-002 2.335677992195672e-001 -5.027541490853349e-001 -9.056086698029535e-003 -1.442199515832849e-001 1.000560847983166e-002 -9.157932744069321e-003 2.002782881374663e-004
2.774693877551020e+000 1.274007702329634e+000 9.267321541812001e-001 -3.192584499359087e-001 2.201535991807413e-002 5.278545654494904e-002 2.326753613619879e-001 -5.017099011179178e-001 -3.526755222169043e-003 -1.468166780368936e-001 9.986835024097415e-003 -9.285007273259706e-003 1.420103877781979e-004
2.784489795918367e+000 1.286862399630188e+000 9.255044984364012e-001 -3.185456870455637e-001 1.987516841983832e-002 5.718638779829366e-002 2.318339595895834e-001 -5.007143889786413e-001 2.928332495449422e-003 -1.492765954226332e-001 9.847488545845278e-003 -9.364811815749221e-003 8.689212592894510e-005
2.794285714285715e+000 1.299887369259069e+000 9.244993126283572e-001 -3.178172486733008e-001 1.678980166228184e-002 6.103973733733081e-002 2.310669301231167e-001 -4.997965990352887e-001 1.030693355712061e-002 -1.515689346009830e-001 9.587475320815355e-003 -9.396795999224685e-003 2.493360838342948e-005
