---- AnyBody Output File ---------------------------------
Study: Main.Studies.MotionOptimization
Operation: Main.Studies.MotionOptimization.Kinematics
----------------------------------------------------------
Constants (Name = Value): 
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.FileName = "..\Input\FullBody-GaitNormal_1-euler-trunk.txt"
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.NumberFormat.Digits = 15
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.NumberFormat.Width = 22
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.NumberFormat.Style = ScientificNumber
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.NumberFormat.FormatStr = "%22.15e"
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.Search = 
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.Format = 0
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.SepSign = " "
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.LineSepSign = ""
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.Header.TitleSectionOnOff = On
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.Header.ConstSectionOnOff = On
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.Header.ConstSectionSaveOptionsOnOff = On
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.Header.VarSectionOnOff = On
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.Header.ColumnNamesOnOff = On
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.Header.LinePrefix = ""
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.ConstSectionSaveOptionsOnOff = On
----------------------------------------------------------
Variables (Column# Name): 
col0  Main.Studies.MotionOptimization.t
col1  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.PelvisPosX
col2  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.PelvisPosY
col3  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.PelvisPosZ
col4  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.PelvisRotX
col5  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.PelvisRotY
col6  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.PelvisRotZ
col7  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.PelvisThoraxExtension
col8  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.PelvisThoraxLateralBending
col9  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.PelvisThoraxRotation
col10  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.NeckExtension[0]
col11  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.NeckExtension[1]
col12  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.NeckExtension[2]
----------------------------------------------------------
Main.Studies.MotionOptimization.t Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.PelvisPosX Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.PelvisPosY Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.PelvisPosZ Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.PelvisRotX Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.PelvisRotY Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.PelvisRotZ Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.PelvisThoraxExtension Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.PelvisThoraxLateralBending Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.PelvisThoraxRotation Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.NeckExtension[0] Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.NeckExtension[1] Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.NeckExtension[2]
2.804081632653062e+000 1.313070128723474e+000 9.237420339843634e-001 -3.170727247193851e-001 1.277107711177686e-002 6.431740501827399e-002 2.304081175609850e-001 -4.990029191004137e-001 1.855806883925016e-002 -1.536373363600269e-001 9.216223269910137e-003 -9.382399156021310e-003 -5.341078772550287e-005
2.813877551020408e+000 1.326391979189135e+000 9.232561723175359e-001 -3.163111722931655e-001 7.873310477396421e-003 6.699475444336089e-002 2.299078004639681e-001 -4.984043312741895e-001 2.757567194189547e-002 -1.554034477022457e-001 8.751451636256041e-003 -9.325349001158478e-003 -1.560699349349194e-004
2.823673469387755e+000 1.339828688574675e+000 9.230605678442058e-001 -3.155311881390410e-001 2.202524438843476e-003 6.905832348983565e-002 2.296328150729898e-001 -4.980925180619190e-001 3.719188271014644e-002 -1.567770509519852e-001 8.217214126730665e-003 -9.232006671811597e-003 -2.886968258427962e-004
2.833469387755102e+000 1.353351551319868e+000 9.231665573508578e-001 -3.147307261093095e-001 -4.078735523154757e-003 7.051952958528585e-002 2.296586205070269e-001 -4.981650728319322e-001 4.717886826098854e-002 -1.576706638346751e-001 7.641282570588185e-003 -9.111464122388221e-003 -4.542015656801760e-004
2.843265306122449e+000 1.366928112761829e+000 9.235762699656913e-001 -3.139071658405885e-001 -1.075732244988684e-002 7.142887853567781e-002 2.300530706792119e-001 -4.987034714360535e-001 5.726495384179616e-002 -1.580155585790736e-001 7.052087717752672e-003 -8.975059813501380e-003 -6.524417693573365e-004
2.853061224489796e+000 1.380522446850911e+000 9.242826456414142e-001 -3.130579296141725e-001 -1.758735976570278e-002 7.188225248107738e-002 2.308562574069352e-001 -4.997506227507503e-001 6.716206315984687e-002 -1.577745096820928e-001 6.475816784995657e-003 -8.835236952852233e-003 -8.804159018166335e-004
2.862857142857143e+000 1.394095405205245e+000 9.252707583461132e-001 -3.121816049989480e-001 -2.431708386999091e-002 7.201475083108533e-002 2.320645482342866e-001 -5.012965077211284e-001 7.659857075039438e-002 -1.569462199797193e-001 5.934193652316842e-003 -8.704085153298104e-003 -1.133039885962691e-003
2.872653061224490e+000 1.407605547337998e+000 9.265196102855490e-001 -3.112793552419175e-001 -3.071938765353421e-002 7.198431689756291e-002 2.336255970861624e-001 -5.032769835974422e-001 8.535294845966820e-002 -1.555595131972141e-001 5.442966201837580e-003 -8.592088289996953e-003 -1.404181661312348e-003
2.882448979591837e+000 1.421011245866734e+000 9.280038142095302e-001 -3.103562833335614e-001 -3.661777023185874e-002 7.194930813969847e-002 2.354471323823970e-001 -5.055863304348258e-001 9.327995230970604e-002 -1.536596812154223e-001 5.011024586161683e-003 -8.507298318166925e-003 -1.687559640333002e-003
2.892244897959184e+000 1.434273660571514e+000 9.296950163768328e-001 -3.094222694630333e-001 -4.189878111332703e-002 7.204359420069384e-002 2.374178691652938e-001 -5.081011632227587e-001 1.003179606650732e-001 -1.512918571132907e-001 4.640547710414176e-003 -8.454886648960842e-003 -1.977227641742360e-003
2.902040816326531e+000 1.447359812351279e+000 9.315631838302012e-001 -3.084917385198625e-001 -4.650727478813000e-002 7.235451775119683e-002 2.394334034855810e-001 -5.107083439640215e-001 1.064724298236491e-001 -1.484870495541961e-001 4.328650219212386e-003 -8.437098348550748e-003 -2.267659113058058e-003
2.911836734693877e+000 1.460245117163573e+000 9.335778476441952e-001 -3.075821884424659e-001 -5.042854711367158e-002 7.290939588440426e-002 2.414171636459847e-001 -5.133261680168888e-001 1.117823378546483e-001 -1.452554495483845e-001 4.070060819782223e-003 -8.453548797374602e-003 -2.553768628341412e-003
2.921632653061224e+000 1.472914879034214e+000 9.357092191671917e-001 -3.067119615806104e-001 -5.366644090024807e-002 7.367315637259542e-002 2.433298532509682e-001 -5.159121650869843e-001 1.162844187155498e-001 -1.415882575943365e-001 3.859588127033830e-003 -8.501647757182049e-003 -2.831183508158539e-003
2.931428571428572e+000 1.485364372618080e+000 9.379290024565786e-001 -3.058980474259043e-001 -5.622618383742249e-002 7.455608316358364e-002 2.451667173792221e-001 -5.184579977356399e-001 1.199888035242136e-001 -1.374649317651918e-001 3.693474904739550e-003 -8.577108327315064e-003 -3.096712426383965e-003
2.941224489795919e+000 1.497597533517633e+000 9.402108033444403e-001 -3.051545427700779e-001 -5.810659879188460e-002 7.542819324427930e-002 2.469453251058671e-001 -5.209752603515342e-001 1.228722151946364e-001 -1.328612627682234e-001 3.569375194998565e-003 -8.674566178850249e-003 -3.348751489639741e-003
2.951020408163266e+000 1.509624757737097e+000 9.425302174103961e-001 -3.044919581802321e-001 -5.930208646971739e-002 7.613700128960810e-002 2.486883844756433e-001 -5.234772750947283e-001 1.248874839083897e-001 -1.277569835872616e-001 3.485168190550918e-003 -8.788147337423150e-003 -3.587470996169993e-003
2.960816326530612e+000 1.521460540848785e+000 9.448647092002691e-001 -3.039170455449754e-001 -5.981112370937681e-002 7.652787019336471e-002 2.504079632442584e-001 -5.259637422185730e-001 1.259826838816872e-001 -1.221454726992893e-001 3.437432837577739e-003 -8.911836089013244e-003 -3.814703605080017e-003
2.970612244897959e+000 1.533121574932445e+000 9.471932321196857e-001 -3.034326450281450e-001 -5.964498468417144e-002 7.646566465685578e-002 2.520972071482580e-001 -5.284142257404847e-001 1.261196942113347e-001 -1.160456951133861e-001 3.420705304851262e-003 -9.039690864593025e-003 -4.033486583951204e-003
2.980408163265306e+000 1.544625546363344e+000 9.494955641598427e-001 -3.030374694132906e-001 -5.883188847914484e-002 7.585209637821144e-002 2.537326177024009e-001 -5.307929063941872e-001 1.252848089656465e-001 -1.095098659188519e-001 3.428023103066712e-003 -9.166018288273712e-003 -4.247313209194873e-003
2.990204081632653e+000 1.555990331163045e+000 9.517516453776962e-001 -3.027262938742819e-001 -5.741756594125370e-002 7.463332021781199e-002 2.552838847425090e-001 -5.330613286122846e-001 1.234929881684078e-001 -1.026208325084228e-001 3.452119732192702e-003 -9.285567479705147e-003 -4.459226924548468e-003
3.000000000000000e+000 1.567233002428472e+000 9.539412789174212e-001 -3.024909576006942e-001 -5.546543158387036e-002 7.279776331161791e-002 2.567235645086820e-001 -5.351913143006769e-001 1.207910219851188e-001 -9.548024335701970e-002 3.486291032961753e-003 -9.393772902375065e-003 -4.670892563131882e-003
3.009795918367347e+000 1.578368482418965e+000 9.560442842949587e-001 -3.023218862279705e-001 -5.305634298212844e-002 7.036756174740688e-002 2.580315891966425e-001 -5.371722714551643e-001 1.172593534386216e-001 -8.819269221890179e-002 3.524786875179523e-003 -9.487014771120123e-003 -4.881852306879661e-003
3.019591836734694e+000 1.589408332811257e+000 9.580410102029695e-001 -3.022093588337440e-001 -5.028645799986083e-002 6.738856625245404e-002 2.591945332657071e-001 -5.390114108139998e-001 1.130094035393159e-001 -8.085236011171545e-002 3.563193524313642e-003 -9.562804692497739e-003 -5.089298922053897e-003
3.029387755102041e+000 1.600360404797808e+000 9.599130151689035e-001 -3.021441286447266e-001 -4.726276933689106e-002 6.392188234100948e-002 2.602034847444501e-001 -5.407299966659922e-001 1.081754678812875e-001 -7.353581543947629e-002 3.598998034951454e-003 -9.619819282178721e-003 -5.288505587640570e-003
3.039183673469388e+000 1.611229716438615e+000 9.616436958492211e-001 -3.021177032220607e-001 -4.409561291256335e-002 6.003467134695484e-002 2.610559958571289e-001 -5.423617894879265e-001 1.029008751856427e-001 -6.629855377767366e-002 3.632131415516619e-003 -9.657779912902715e-003 -5.473713034749198e-003
3.048979591836734e+000 1.622020009255257e+000 9.632188628294924e-001 -3.021226045216007e-001 -4.088888404037022e-002 5.579049073151721e-002 2.617597130967660e-001 -5.439521250157821e-001 9.732120405238463e-002 -5.917433384312720e-002 3.665110601203403e-003 -9.677224623411302e-003 -5.639244160983357e-003
3.058775510204081e+000 1.632734984653637e+000 9.646273628839274e-001 -3.021525136006754e-001 -3.773121047580937e-002 5.124482751805881e-002 2.623286596960363e-001 -5.455488367777491e-001 9.155097318590209e-002 -5.218011265348245e-002 3.702579805411392e-003 -9.679230724878977e-003 -5.780682713120550e-003
3.068571428571429e+000 1.643379037137591e+000 9.658615762833930e-001 -3.022021831757424e-001 -3.469000220193081e-002 4.644689174224936e-002 2.627728059851918e-001 -5.471863807065215e-001 8.567638036562093e-002 -4.532521587498455e-002 3.750451631989591e-003 -9.665144292120611e-003 -5.895870347597462e-003
3.078367346938776e+000 1.653957848625401e+000 9.669174270420333e-001 -3.022672048917995e-001 -3.180817878722147e-002 4.144294054953690e-002 2.630917128567311e-001 -5.488759403818008e-001 7.975205183655110e-002 -3.862085578198604e-002 3.814890341091249e-003 -9.636253365739823e-003 -5.985424781867710e-003
3.088163265306123e+000 1.664478809127124e+000 9.677938374677718e-001 -3.023437915655998e-001 -2.910324419393344e-002 3.627754188088872e-002 2.632772008921831e-001 -5.506078519260795e-001 7.380019376523327e-002 -3.208782944053292e-002 3.901316410347209e-003 -9.593312451150990e-003 -6.052644113921091e-003
3.097959183673469e+000 1.674951150247036e+000 9.684919460468784e-001 -3.024287347789557e-001 -2.656927063316347e-002 3.099242741604824e-002 2.633208076849545e-001 -5.523612020925358e-001 6.781334472753220e-002 -2.575970887989639e-002 4.013619409937614e-003 -9.536104616172518e-003 -6.102944371800427e-003
3.107755102040816e+000 1.685385946257768e+000 9.690143821083600e-001 -3.025196346313867e-001 -2.418309349214961e-002 2.562481857266707e-002 2.632207583935995e-001 -5.541133680529586e-001 6.176443639854086e-002 -1.967545148694029e-002 4.153759965313345e-003 -9.463680306088986e-003 -6.143075390669768e-003
3.117551020408163e+000 1.695796034795815e+000 9.693646949734330e-001 -3.026153712402447e-001 -2.191418339008606e-002 2.020628935826685e-002 2.629858839486322e-001 -5.558461538585413e-001 5.562439634615193e-002 -1.385786365298734e-002 4.321920457222835e-003 -9.375659884893925e-003 -6.180216819510820e-003
3.127346938775510e+000 1.706195535184295e+000 9.695469305361131e-001 -3.027165470809903e-001 -1.973508008110759e-002 1.476119357040528e-002 2.626368951287561e-001 -5.575501937253972e-001 4.937872460522573e-002 -8.295016559155705e-003 4.516812679697602e-003 -9.273360269912150e-003 -6.220998483030039e-003
3.137142857142857e+000 1.716598724242329e+000 9.695653043899305e-001 -3.028255184125461e-001 -1.762999217945768e-002 9.305037391434290e-003 2.622057403577117e-001 -5.592288471700939e-001 4.303487259946125e-002 -2.947103575889764e-003 4.735571554982491e-003 -9.159253898038424e-003 -6.270648329199864e-003
3.146938775510204e+000 1.727018755124481e+000 9.694239706654863e-001 -3.029459654757519e-001 -1.560014428382525e-002 3.844758033951568e-003 2.617318828085015e-001 -5.608978275379131e-001 3.662174887325621e-002 2.230751317486986e-003 4.973620457264886e-003 -9.035595733987847e-003 -6.332557078283001e-003
3.156734693877551e+000 1.737466898474207e+000 9.691269452288257e-001 -3.030822727692725e-001 -1.366359968327346e-002 -1.618771103418792e-003 2.612557667988238e-001 -5.625788111454537e-001 3.018472593811642e-002 7.273321134199724e-003 5.225200939760711e-003 -8.903813030501147e-003 -6.408329774258594e-003
3.166530612244898e+000 1.747952352306323e+000 9.686781958919348e-001 -3.032389251615546e-001 -1.184982527262583e-002 -7.087371959463740e-003 2.608118962281167e-001 -5.642905715078728e-001 2.377752812218037e-002 1.220132706628051e-002 5.484375772582548e-003 -8.764683777934459e-003 -6.498136572885050e-003
3.176326530612245e+000 1.758482454454036e+000 9.680817853125212e-001 -3.034200064784854e-001 -1.019331728303075e-002 -1.256291797566367e-002 2.604237431795533e-001 -5.660414831608789e-001 1.745448108405497e-002 1.702212140010313e-002 5.745819447509203e-003 -8.618656064025270e-003 -6.601166104462774e-003
3.186122448979592e+000 1.769063368815701e+000 9.673418646308813e-001 -3.036288616193338e-001 -8.729434701912049e-003 -1.804642349277108e-002 2.601028435191928e-001 -5.678265657651673e-001 1.126589890946639e-002 2.173297857324542e-002 6.005136347610918e-003 -8.466062696569830e-003 -6.716001418962457e-003
3.195918367346939e+000 1.779701085553696e+000 9.664624733585323e-001 -3.038679193615372e-001 -7.492309547000205e-003 -2.353856573818169e-002 2.598526601074886e-001 -5.696301780394685e-001 5.256135387718111e-003 2.632656407482101e-002 6.258915179549567e-003 -8.307227906199749e-003 -6.840810296999957e-003
3.205714285714286e+000 1.790402213640858e+000 9.654474128704192e-001 -3.041386453233313e-001 -6.514044968204740e-003 -2.904075772505066e-002 2.596737735039181e-001 -5.714307710917290e-001 -5.366046626454822e-004 3.079703044782356e-002 6.504675773020875e-003 -8.142534828775682e-003 -6.973505501102807e-003
3.215510204081633e+000 1.801174336068295e+000 9.643004746134978e-001 -3.044416655741691e-001 -5.824748852677312e-003 -3.455655318083828e-002 2.595668348958371e-001 -5.732033973175571e-001 -6.079243395377465e-003 3.514502384053184e-002 6.740720475797419e-003 -7.972508892195645e-003 -7.112107242500949e-003
3.225306122448980e+000 1.812026207598131e+000 9.630260140489609e-001 -3.047771159103064e-001 -5.452782279721635e-003 -4.009342946766670e-002 2.595329741328012e-001 -5.749190970146412e-001 -1.134245815684666e-002 3.938066016755279e-002 6.965895290907711e-003 -7.797901814293512e-003 -7.255349322982343e-003
3.235102040816327e+000 1.822967917399910e+000 9.616297344812684e-001 -3.051450642870305e-001 -5.423622342037095e-003 -4.566349475100773e-002 2.595726290160926e-001 -5.765426136522523e-001 -1.630078295798420e-002 4.352350306171059e-002 7.179348466218137e-003 -7.619746715337881e-003 -7.403291510208774e-003
3.244897959183674e+000 1.834010676148395e+000 9.601196817178553e-001 -3.055456619196883e-001 -5.754705446470740e-003 -5.128053212698958e-002 2.596829949970781e-001 -5.780301864449959e-001 -2.093737281595980e-002 4.759780443262596e-002 7.380650386775291e-003 -7.439340581476449e-003 -7.557518852926004e-003
3.254693877551021e+000 1.845166054388448e+000 9.585075370244736e-001 -3.059789544948561e-001 -6.445217693268840e-003 -5.695409919324290e-002 2.598539536606610e-001 -5.793279614193416e-001 -2.525517514612665e-002 5.162429782654650e-002 7.570605226385552e-003 -7.258137938405219e-003 -7.720790173022246e-003
3.264489795918367e+000 1.856444967823214e+000 9.568101376812310e-001 -3.064446275128107e-001 -7.463011468065496e-003 -6.268512694636397e-002 2.600635306646255e-001 -5.803713002266774e-001 -2.929249302702922e-002 5.561403060685292e-002 7.752563881761510e-003 -7.077681455138860e-003 -7.896402128696257e-003
3.274285714285715e+000 1.867856744601293e+000 9.550508688956895e-001 -3.069417153570964e-001 -8.732327895085263e-003 -6.846474539574565e-002 2.602761039914829e-001 -5.810877143972985e-001 -3.313872397629828e-002 5.956702269946762e-002 7.933758914851600e-003 -6.899717190877444e-003 -8.087458150203371e-003
3.284081632653061e+000 1.879408521097929e+000 9.532603929677332e-001 -3.074680733478853e-001 -1.012665643551760e-002 -7.427426723442099e-002 2.604465292222425e-001 -5.814062004658016e-001 -3.694473823384860e-002 6.347347612338716e-002 8.126188774393169e-003 -6.726425111000211e-003 -8.296061865319797e-003
3.293877551020408e+000 1.891105218117265e+000 9.514762882472944e-001 -3.080197617869105e-001 -1.147125012777810e-002 -8.008554337345841e-002 2.605291883857897e-001 -5.812703220288745e-001 -4.092166972857365e-002 6.731596842269112e-002 8.346577874742746e-003 -6.560579739363012e-003 -8.522607260720218e-003
3.303673469387755e+000 1.902950097259327e+000 9.497415566542536e-001 -3.085907471954658e-001 -1.255696462235139e-002 -8.586212597106258e-002 2.604869305437011e-001 -5.806482291231851e-001 -4.532499866374497e-002 7.107310575221863e-002 8.615182521375961e-003 -6.405600807078497e-003 -8.765428389107870e-003
3.313469387755102e+000 1.914945562928061e+000 9.481023246162236e-001 -3.091731108070295e-001 -1.316252552066405e-002 -9.155977679328142e-002 2.602954588568988e-001 -5.795349626692536e-001 -5.042624737333849e-002 7.472308141291897e-002 8.953594863504989e-003 -6.265542877859312e-003 -9.020897832330854e-003
3.323265306122449e+000 1.927093846415571e+000 9.466051908502707e-001 -3.097577256923139e-001 -1.307980925546317e-002 -9.712424673338371e-002 2.599421494112703e-001 -5.779469948469056e-001 -5.647813968747700e-002 7.824352603271011e-002 9.381814382313400e-003 -6.145020935607206e-003 -9.283945967262675e-003
3.333061224489796e+000 1.939397315926158e+000 9.452946843197477e-001 -3.103353091621983e-001 -1.213662840509709e-002 -1.024872213123564e-001 2.594214861381402e-001 -5.759126899839007e-001 -6.368065241048555e-002 8.160699961240206e-002 9.915000056399498e-003 -6.049052657382645e-003 -9.548892339871527e-003
3.342857142857143e+000 1.951858231893664e+000 9.442111935053659e-001 -3.108976565498664e-001 -1.021332127267011e-002 -1.075643474027050e-001 2.587311328102446e-001 -5.734646507151376e-001 -7.215497028731170e-002 8.477606736931977e-002 1.056071711764090e-002 -5.982696120993167e-003 -9.810172557500451e-003
3.352653061224490e+000 1.964477907288860e+000 9.433894486668558e-001 -3.114387314456804e-001 -7.252702932069521e-003 -1.122580795497863e-001 2.578715630629030e-001 -5.706381305272963e-001 -8.192851650627557e-002 8.770129682273525e-002 1.131742431533762e-002 -5.950276013679753e-003 -1.006244617684581e-002
3.362448979591837e+000 1.977255384857102e+000 9.428574160064807e-001 -3.119554174630482e-001 -3.265071228046764e-003 -1.164650242347771e-001 2.568488040697649e-001 -5.674744193142539e-001 -9.292994030884146e-002 9.032219975454869e-002 1.217412471450469e-002 -5.954309264758671e-003 -1.030011200139409e-002
3.372244897959184e+000 1.990185872097571e+000 9.426353922011548e-001 -3.124480706846577e-001 1.670431771167451e-003 -1.200870721905687e-001 2.556780809685960e-001 -5.640250710801059e-001 -1.049918794347271e-001 9.257102789285367e-002 1.311065781292457e-002 -5.994562901845426e-003 -1.051675039360223e-002
3.382040816326531e+000 2.003259265381840e+000 9.427349806206036e-001 -3.129210749260035e-001 7.408017218642217e-003 -1.230457241450855e-001 2.543871513727498e-001 -5.603542703823623e-001 -1.178602174930507e-001 9.437952070038770e-002 1.409857423233202e-002 -6.067471610724468e-003 -1.070484264942925e-002
3.391836734693878e+000 2.016458817694398e+000 9.431577377394753e-001 -3.133832919064269e-001 1.374146033112164e-002 -1.252972134032169e-001 2.530182015970382e-001 -5.565381485383826e-001 -1.312091087248362e-001 9.568711670986199e-002 1.510283203510498e-002 -6.165915662732910e-003 -1.085579987883268e-002
3.401632653061224e+000 2.029759470157350e+000 9.438938597513287e-001 -3.138480736526951e-001 2.041514213901596e-002 -1.268450971955069e-001 2.516254171102745e-001 -5.526593610464705e-001 -1.446614694652002e-001 9.644943241271363e-002 1.608421866598191e-002 -6.279517857508458e-003 -1.096036126694394e-002
3.411428571428572e+000 2.043125337222704e+000 9.449216536600572e-001 -3.143325660277552e-001 2.714161986139217e-002 -1.277473455331535e-001 2.502664412621464e-001 -5.487966169247911e-001 -1.578155228352500e-001 9.664644917627598e-002 1.700227469585300e-002 -6.395583717648091e-003 -1.100946032072337e-002
3.421224489795918e+000 2.056506362294380e+000 9.462081714206341e-001 -3.148561300028458e-001 3.362773845872084e-002 -1.281150044788957e-001 2.489902210675090e-001 -5.450126031737999e-001 -1.702784588458520e-001 9.628856103296124e-002 1.781881592855849e-002 -6.500410788540534e-003 -1.099539923025025e-002
3.431020408163265e+000 2.069834642687655e+000 9.477107623550490e-001 -3.154377725693129e-001 3.960840210537092e-002 -1.281003862610399e-001 2.478264245884221e-001 -5.413456363158672e-001 -1.817060885033164e-001 9.541840037818462e-002 1.850201692101802e-002 -6.580730813667080e-003 -1.091305098666692e-002
3.440816326530612e+000 2.083021075695505e+000 9.493789590117172e-001 -3.160926110839393e-001 4.488070502926377e-002 -1.278748581409053e-001 2.467814853147275e-001 -5.378093830735917e-001 -1.918412724529732e-001 9.410718014939420e-002 1.903029171024865e-002 -6.625397643807630e-003 -1.076102372826729e-002
3.450612244897959e+000 2.095952687954166e+000 9.511563294915819e-001 -3.168278193967534e-001 4.932662457316667e-002 -1.276004550916847e-001 2.458433875477641e-001 -5.344017234389482e-001 -2.005388040351068e-001 9.244618184131766e-002 1.939497892810289e-002 -6.627148860831160e-003 -1.054266834262768e-002
3.460408163265306e+000 2.108490661717683e+000 9.529825217930427e-001 -3.176392866356932e-001 5.291593595156526e-002 -1.274047282215680e-001 2.449918894925713e-001 -5.311188905664317e-001 -2.077677374159045e-001 9.053726053634802e-002 1.960126022375470e-002 -6.583760782335174e-003 -1.026649422316519e-002
3.470204081632653e+000 2.120469458757356e+000 9.547957824676258e-001 -3.185102557462837e-001 5.569102450515015e-002 -1.273664966636938e-001 2.442085600619756e-001 -5.279689243437428e-001 -2.135929749337752e-001 8.848561101965673e-002 1.966710651810895e-002 -6.498203848735627e-003 -9.945735752825088e-003
3.480000000000000e+000 2.131661924570751e+000 9.565318858976218e-001 -3.194119709672377e-001 5.771885939665617e-002 -1.275180450331483e-001 2.434906568586994e-001 -5.249962634902521e-001 -2.181037805538853e-001 8.639536649807537e-002 1.961713920919030e-002 -6.377161833005767e-003 -9.596851513484822e-003
