---- AnyBody Output File ---------------------------------
Study: Main.Studies.MotionOptimization
Operation: Main.Studies.MotionOptimization.Kinematics
----------------------------------------------------------
Constants (Name = Value): 
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile7.UpdData = 2
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile7.FileName = "..\Input\FullBody-GaitNormal_1-euler-rightarm.txt"
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile7.NumberFormat.Digits = 15
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile7.NumberFormat.Width = 23
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile7.NumberFormat.Style = ScientificNumber
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile7.NumberFormat.FormatStr = "%23.15e"
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile7.Values = 
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile7.Search = 
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile7.Format = 0
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile7.SepSign = " "
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile7.LineSepSign = ""
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile7.Header.TitleSectionOnOff = On
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile7.Header.ConstSectionOnOff = On
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile7.Header.ConstSectionSaveOptionsOnOff = On
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile7.Header.VarSectionOnOff = On
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile7.Header.ColumnNamesOnOff = On
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile7.Header.ColumnNamesShortenOnOff = Off
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile7.Header.LinePrefix = ""
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile7.ConstSectionSaveOptionsOnOff = On
----------------------------------------------------------
Variables (Column# Name): 
col0  Main.Studies.MotionOptimization.t
col1  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile7.SternoClavicularProtraction
col2  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile7.SternoClavicularElevation
col3  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile7.SternoClavicularAxialRotation
col4  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile7.GlenohumeralFlexion
col5  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile7.GlenohumeralExternalRotation
col6  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile7.GlenohumeralAbduction
col7  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile7.ElbowFlexion
col8  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile7.ElbowPronation
col9  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile7.WristFlexion
col10  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile7.WristAbduction
----------------------------------------------------------
Main.Studies.MotionOptimization.t Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile7.SternoClavicularProtraction Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile7.SternoClavicularElevation Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile7.SternoClavicularAxialRotation Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile7.GlenohumeralFlexion Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile7.GlenohumeralExternalRotation Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile7.GlenohumeralAbduction Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile7.ElbowFlexion Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile7.ElbowPronation Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile7.WristFlexion Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile7.WristAbduction
 1.560000000000000e+000 -6.900687770999433e-001  3.335479106050610e-002 -3.490658503988658e-001 -1.680957680896917e-001 -5.705853572424772e-001  3.281168082969651e-001  3.695236433595875e-001 -2.574360906085775e-002  4.249260569445434e-001  3.010299785492034e-001
 1.569795918367347e+000 -6.912301350624314e-001  3.295543358637310e-002 -3.490658504164667e-001 -1.659568211291296e-001 -5.721501460381085e-001  3.284427048102195e-001  3.635624923957960e-001 -2.986623074535057e-002  4.253485243796389e-001  3.013020243486733e-001
 1.579591836734694e+000 -6.919320954724288e-001  3.277066229358550e-002 -3.490658504163738e-001 -1.634449944157645e-001 -5.745295390463778e-001  3.290167826874582e-001  3.573873323743805e-001 -3.402556904696375e-002  4.257664645113937e-001  3.015242532840357e-001
 1.589387755102041e+000 -6.921254064102206e-001  3.283114252604702e-002 -3.490658504159330e-001 -1.604820353295033e-001 -5.777862678524843e-001  3.298325948608502e-001  3.510213213419237e-001 -3.819634921811722e-002  4.261899349018614e-001  3.016979618608988e-001
 1.599183673469388e+000 -6.917816510062330e-001  3.316543715913811e-002 -3.490658504152283e-001 -1.569796204658291e-001 -5.819562290330237e-001  3.308686832632339e-001  3.444885275444761e-001 -4.236182198344131e-002  4.266371096301551e-001  3.018297008289519e-001
 1.608979591836735e+000 -6.909058119439271e-001  3.379671614225632e-002 -3.490658504143411e-001 -1.528597442287967e-001 -5.870156028648862e-001  3.320793487758025e-001  3.378323106496097e-001 -4.650505459352600e-002  4.271337913627971e-001  3.019301442445569e-001
 1.618775510204082e+000 -6.895356224085883e-001  3.474055997188641e-002 -3.490658504133530e-001 -1.480683581729094e-001 -5.928672362497368e-001  3.333946908950469e-001  3.311268701751345e-001 -5.059231653551460e-002  4.277129650151252e-001  3.020100814398364e-001
 1.628571428571429e+000 -6.877392593958910e-001  3.600103963503876e-002 -3.490658504123406e-001 -1.425892179632389e-001 -5.993279338205932e-001  3.347258132145055e-001  3.244893753880399e-001 -5.455260948795712e-002  4.284117141669441e-001  3.020762304914582e-001
 1.638367346938776e+000 -6.856081645520433e-001  3.756397071601025e-002 -3.490658504113606e-001 -1.364537862217679e-001 -6.061266280060318e-001  3.359753635301792e-001  3.180895559835311e-001 -5.826845622319864e-002  4.292658803592762e-001  3.021298729980037e-001
 1.648163265306122e+000 -6.832429173736595e-001  3.939134755913387e-002 -3.490658504104598e-001 -1.297429859162951e-001 -6.129233678344860e-001  3.370505681104856e-001  3.121505202976293e-001 -6.158882856269599e-002  4.303071308361064e-001  3.021704121535470e-001
 1.657959183673470e+000 -6.807377367087408e-001  4.142266643701031e-002 -3.490658504096726e-001 -1.225777280995248e-001 -6.193493965806618e-001  3.378761779609407e-001  3.069360854269155e-001 -6.435953447647803e-002  4.315622793098264e-001  3.022020536376052e-001
 1.667755102040816e+000 -6.781699045513617e-001  4.358488384264514e-002 -3.490658504090182e-001 -1.150997822218733e-001 -6.250569066024160e-001  3.384065399155575e-001  3.027269909433529e-001 -6.645189292498981e-002  4.330507281889888e-001  3.022383028774446e-001
 1.677551020408163e+000 -6.755936043983927e-001  4.580792886668594e-002 -3.490658504085017e-001 -1.074488844389427e-001 -6.297647997303629e-001  3.386348616410220e-001  2.997923083590997e-001 -6.777340692141003e-002  4.347793898270602e-001  3.023018528116770e-001
 1.687346938775510e+000 -6.730383340295022e-001  4.803935173525997e-002 -3.490658504081220e-001 -9.974307613194267e-002 -6.332915274941987e-001  3.385967260634737e-001  2.983623708849885e-001 -6.826346601318714e-002  4.367374321725328e-001  3.024217575243796e-001
 1.697142857142857e+000 -6.705141999434444e-001  5.025154038439195e-002 -3.490658504078671e-001 -9.206644690180021e-002 -6.355710349118150e-001  3.383661427910301e-001  2.986077951431443e-001 -6.788579496281828e-002  4.388949066985144e-001  3.026289130454237e-001
 1.706938775510204e+000 -6.680217820917889e-001  5.243887455358243e-002 -3.490658504077182e-001 -8.446389632536921e-002 -6.366520405097434e-001  3.380446787253775e-001  3.006259582093827e-001 -6.662257058439119e-002  4.412079799424107e-001  3.029501084281405e-001
 1.716734693877551e+000 -6.655613454649941e-001  5.460719188519247e-002 -3.490658504076523e-001 -7.694166874473019e-002 -6.366829390910938e-001  3.377465143219061e-001  3.044351481016204e-001 -6.446790341969587e-002  4.436307589442481e-001  3.034034636305844e-001
