Main.Studies.MarkerTracking.t,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile2.HipFlexion,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile2.HipAbduction,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile2.HipExternalRotation,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile2.KneeFlexion,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile2.AnklePlantarFlexion,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile2.SubTalarEversion
 7.500600000000000e+000, 3.152482813524746e-001,-1.683348305713772e-002, 9.827756790947133e-001, 2.788170326678412e-002,-1.272240041438980e-002, 1.106171645851703e-001
 7.504766999999999e+000, 3.139604461309660e-001,-1.746146468166576e-002, 9.817092649189816e-001, 2.758512876105482e-002,-1.242689838397563e-002, 1.150350129725046e-001
 7.508933999999999e+000, 3.126257497727467e-001,-1.812165855192727e-002, 9.802786435316004e-001, 2.745090478207164e-002,-1.207292204876650e-002, 1.196175291599548e-001
 7.513101000000000e+000, 3.112464432650299e-001,-1.881601134853361e-002, 9.784805358079812e-001, 2.748087922662170e-002,-1.165889164356377e-002, 1.243582078200979e-001
 7.517268000000000e+000, 3.098244182398002e-001,-1.954693039461874e-002, 9.763123789709383e-001, 2.767636129535814e-002,-1.118386957286996e-002, 1.292506773671149e-001
 7.521434999999999e+000, 3.083620574732345e-001,-2.031639705551269e-002, 9.737731658259934e-001, 2.803808275298811e-002,-1.064775409171171e-002, 1.342863952852460e-001
 7.525601999999999e+000, 3.068618766201860e-001,-2.112656349316811e-002, 9.708635628062389e-001, 2.856615022415797e-002,-1.005140638377588e-002, 1.394549569233811e-001
 7.529768999999999e+000, 3.053258698646916e-001,-2.197973174049905e-002, 9.675844287120076e-001, 2.926025309127344e-002,-9.396324435757648e-003, 1.447466525676094e-001
 7.533936000000000e+000, 3.037565034618978e-001,-2.287783421605760e-002, 9.639389414950391e-001, 3.011925272636017e-002,-8.685102859037513e-003, 1.501486875354605e-001
 7.538103000000000e+000, 3.021556467654753e-001,-2.382296718711308e-002, 9.599305462822863e-001, 3.114155084087296e-002,-7.921005231606878e-003, 1.556486528966993e-001
 7.542269999999999e+000, 3.005254663688856e-001,-2.481682796870333e-002, 9.555652621072218e-001, 3.232448084901717e-002,-7.108360308390016e-003, 1.612312694781940e-001
 7.546436999999999e+000, 2.988673565991809e-001,-2.586131270161873e-002, 9.508492277564965e-001, 3.366486634463663e-002,-6.252009179560219e-003, 1.668819075764021e-001
 7.550604000000000e+000, 2.971828451599416e-001,-2.695794563699483e-002, 9.457913173393482e-001, 3.515825594476747e-002,-5.357682624879311e-003, 1.725833667490686e-001
 7.554771000000000e+000, 2.954732724049199e-001,-2.810803850853083e-002, 9.404026733068016e-001, 3.679895642040072e-002,-4.431776459992320e-003, 1.783169296167889e-001
 7.558938000000000e+000, 2.937390101165806e-001,-2.931322538433401e-002, 9.346943549527101e-001, 3.858073065208519e-002,-3.480857370833667e-003, 1.840649545077050e-001
 7.563104999999999e+000, 2.919806422810899e-001,-3.057469365915377e-002, 9.286811444261569e-001, 4.049562509501433e-002,-2.512286331830003e-003, 1.898069402720652e-001
 7.567271999999999e+000, 2.901977822952829e-001,-3.189404958522069e-002, 9.223776305251378e-001, 4.253518529735515e-002,-1.533606329486998e-003, 1.955235133169537e-001
 7.571439000000000e+000, 2.883900410530469e-001,-3.327267311961757e-002, 9.158013643413019e-001, 4.468946854670065e-002,-5.531123481124971e-004, 2.011933062880612e-001
 7.575606000000000e+000, 2.865568899311332e-001,-3.471184662725935e-002, 9.089717513728761e-001, 4.694740058239501e-002, 4.202598755303693e-004, 2.067940713410093e-001
 7.579772999999999e+000, 2.846967250996667e-001,-3.621348378156841e-002, 9.019066260191706e-001, 4.929795961006159e-002, 1.377474704313062e-003, 2.123053993557262e-001
 7.583939999999999e+000, 2.828083206170163e-001,-3.777903246032688e-002, 8.946266495593666e-001, 5.172877591369569e-002, 2.308760088026373e-003, 2.177050144464715e-001
 7.588106999999999e+000, 2.808896942773615e-001,-3.941038413924414e-002, 8.871505138004202e-001, 5.422778947941617e-002, 3.204353632579874e-003, 2.229725358019223e-001
 7.592274000000000e+000, 2.789392592413429e-001,-4.110891509424630e-002, 8.794987862891168e-001, 5.678203958826401e-002, 4.054134661487388e-003, 2.280866241204056e-001
 7.596441000000000e+000, 2.769547306807484e-001,-4.287640453729780e-002, 8.716891602064337e-001, 5.937932376305075e-002, 4.848335433601672e-003, 2.330283087865827e-001
 7.600607999999999e+000, 2.749342053916329e-001,-4.471407889718870e-002, 8.637403054882546e-001, 6.200698446897886e-002, 5.577255956293768e-003, 2.377783437574032e-001
 7.604774999999999e+000, 2.728759681112487e-001,-4.662271849320065e-002, 8.556708693058195e-001, 6.465232818486535e-002, 6.231574409049700e-003, 2.423180500396094e-001
 7.608941999999999e+000, 2.707775280893288e-001,-4.860351412221942e-002, 8.474955978739680e-001, 6.730397650021273e-002, 6.802769247301803e-003, 2.466314538353063e-001
 7.613109000000000e+000, 2.686370565357055e-001,-5.065668794622757e-002, 8.392310073026885e-001, 6.995009156204805e-002, 7.282740022357658e-003, 2.507021025648035e-001
 7.617276000000000e+000, 2.664520913669434e-001,-5.278266461925796e-002, 8.308904457114221e-001, 7.258005966946739e-002, 7.664213847917538e-003, 2.545157174107015e-001
 7.621442999999999e+000, 2.642207092512106e-001,-5.498091242126546e-002, 8.224887272082234e-001, 7.518307744570478e-002, 7.940496275377084e-003, 2.580578798985928e-001
 7.625609999999999e+000, 2.619402716712921e-001,-5.725114308558799e-002, 8.140374580718927e-001, 7.774967690557656e-002, 8.105669872895849e-003, 2.613161028211468e-001
 7.629777000000000e+000, 2.596085442810100e-001,-5.959220950199340e-002, 8.055493478545908e-001, 8.027042561745312e-002, 8.154405245665542e-003, 2.642779135310999e-001
 7.633944000000000e+000, 2.572235502179680e-001,-6.200224480276084e-002, 7.970375645019426e-001, 8.273620474369445e-002, 8.082039846497004e-003, 2.669313415963363e-001
 7.638110999999999e+000, 2.547824231962920e-001,-6.447984840761367e-002, 7.885116132309066e-001, 8.513942142902796e-002, 7.884499980026431e-003, 2.692661611584439e-001
 7.642277999999999e+000, 2.522830905526496e-001,-6.702242286941429e-002, 7.799832590507759e-001, 8.747229971858582e-002, 7.558312692578431e-003, 2.712720195817780e-001
 7.646444999999999e+000, 2.497228166452959e-001,-6.962769522078705e-002, 7.714612960565733e-001, 8.972836306676368e-002, 7.100471496881063e-003, 2.729399229615742e-001
 7.650612000000000e+000, 2.470994263497999e-001,-7.229252699914235e-002, 7.629556277811881e-001, 9.190130023039717e-002, 6.508539388654241e-003, 2.742612535913213e-001
 7.654779000000000e+000, 2.444112347764976e-001,-7.501304618213545e-002, 7.544767224155863e-001, 9.398516864962166e-002, 5.780705130685632e-003, 2.752282389955822e-001
 7.658945999999999e+000, 2.416557340689232e-001,-7.778603573733456e-002, 7.460313760866706e-001, 9.597542040316916e-002, 4.915384375859454e-003, 2.758344975240736e-001
