---- AnyBody Output File ---------------------------------
Study: Main.Studies.MotionOptimization
Operation: Main.Studies.MotionOptimization.Kinematics
----------------------------------------------------------
Constants (Name = Value): 
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.FileName = "GaitFast0001-processed-output-euler-trunk.txt"
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.NumberFormat.Digits = 15
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.NumberFormat.Width = 22
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.NumberFormat.Style = ScientificNumber
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.NumberFormat.FormatStr = "%22.15e"
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.Search = 
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.SepSign = " "
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.LineSepSign = ""
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.Header.TitleSectionOnOff = On
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.Header.ConstSectionOnOff = On
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.Header.VarSectionOnOff = On
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.Header.ColumnNamesOnOff = On
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.Header.LinePrefix = ""
----------------------------------------------------------
Variables (Column# Name): 
col0  Main.Studies.MotionOptimization.t
col1  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.PelvisPosX
col2  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.PelvisPosY
col3  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.PelvisPosZ
col4  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.PelvisRotX
col5  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.PelvisRotY
col6  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.PelvisRotZ
col7  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.PelvisThoraxExtension
col8  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.PelvisThoraxLateralBending
col9  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.PelvisThoraxRotation
col10  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.NeckExtension
----------------------------------------------------------
Main.Studies.MotionOptimization.t Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.PelvisPosX Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.PelvisPosY Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.PelvisPosZ Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.PelvisRotX Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.PelvisRotY Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.PelvisRotZ Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.PelvisThoraxExtension Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.PelvisThoraxLateralBending Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.PelvisThoraxRotation Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.NeckExtension
1.260000000000000e+000 -2.130176153675742e-001 9.052171786514707e-001 -3.261346123622965e-001 1.667457861875148e-002 8.021010116915561e-002 -5.892496780803117e-002 -1.389829613763302e-001 7.177105792815201e-002 -2.995894180316126e-001 -1.143450428202662e-001
1.269760479041916e+000 -1.950931275038820e-001 9.051861132087881e-001 -3.247224628135887e-001 7.854024807734700e-003 8.094514513489037e-002 -6.152120934707486e-002 -1.348816960367902e-001 8.427811105200449e-002 -2.959838376142916e-001 -1.138093244425037e-001
1.279520958083832e+000 -1.770903103751519e-001 9.053439692370361e-001 -3.232736159611588e-001 -1.071196198447647e-003 8.099388889784986e-002 -6.338831643044628e-002 -1.317662596768539e-001 9.657638922586737e-002 -2.918002360294764e-001 -1.132470442938748e-001
1.289281437125748e+000 -1.591386645725707e-001 9.057332495241234e-001 -3.218071299814574e-001 -9.972349772868152e-003 8.029526707337920e-002 -6.440220495632588e-002 -1.298247908728216e-001 1.084916370470817e-001 -2.870034302995749e-001 -1.126535412865576e-001
1.299041916167665e+000 -1.413395754459157e-001 9.063919239443572e-001 -3.203405440660656e-001 -1.873355181863560e-002 7.884591352006165e-002 -6.451842937032409e-002 -1.291568369865432e-001 1.198795583124260e-001 -2.815960622652138e-001 -1.120169583711063e-001
1.308802395209581e+000 -1.237758790983389e-001 9.073437349394266e-001 -3.188903404959285e-001 -2.725543425508754e-002 7.672491199097764e-002 -6.380991750135949e-002 -1.297216736176241e-001 1.306348419395836e-001 -2.756420487803841e-001 -1.113177568859404e-001
1.318562874251497e+000 -1.065125226626035e-001 9.085988822234804e-001 -3.174720082311433e-001 -3.545559728043370e-002 7.405976613919552e-002 -6.245776120842072e-002 -1.313452586577717e-001 1.406856539274011e-001 -2.692348087704590e-001 -1.105412278158198e-001
1.328323353293413e+000 -8.959567268439682e-002 9.101558377870007e-001 -3.161001691065802e-001 -4.326642361497514e-002 7.098357468696115e-002 -6.070313245285525e-002 -1.337701555114500e-001 1.499837808155243e-001 -2.624598923113406e-001 -1.096909358558150e-001
1.338083832335329e+000 -7.305162155107399e-002 9.120040894366503e-001 -3.147884607435921e-001 -5.063294715792433e-002 6.759993179697710e-002 -5.878125505074869e-002 -1.367265740259047e-001 1.584953881701877e-001 -2.553682435379326e-001 -1.087967919129965e-001
1.347844311377245e+000 -5.688667192467331e-002 9.141271380189150e-001 -3.135488655318774e-001 -5.751147337845400e-002 6.396637659802473e-002 -5.686626638028709e-002 -1.399927788166213e-001 1.661943381547258e-001 -2.479681938584718e-001 -1.079161459497672e-001
1.357604790419161e+000 -4.108861381810968e-002 9.165047173625714e-001 -3.123904774999476e-001 -6.386663693254552e-002 6.009855170953760e-002 -5.504425887834958e-002 -1.434256120982444e-001 1.730558238069372e-001 -2.402358711143859e-001 -1.071286326265765e-001
1.367365269461077e+000 -2.563014190853711e-002 9.191136650387595e-001 -3.113179815835644e-001 -6.966524032218857e-002 5.599022499443884e-002 -5.331700471083515e-002 -1.469594959186336e-001 1.790484953039868e-001 -2.321396103753049e-001 -1.065249582617098e-001
1.377125748502994e+000 -1.047392491653049e-002 9.219276474792717e-001 -3.103304260258571e-001 -7.486938650724362e-002 5.163898001876466e-002 -5.162844782952890e-002 -1.505834692863899e-001 1.841278386465661e-001 -2.236686504111783e-001 -1.061911392755452e-001
1.386886227544910e+000 4.421920019403670e-003 9.249164401088149e-001 -3.094209723459616e-001 -7.943342088291515e-002 4.706512413682606e-002 -4.989985989534350e-002 -1.543102619532736e-001 1.882353972828365e-001 -2.148522524465233e-001 -1.061933703654213e-001
