---- AnyBody Output File ---------------------------------
Study: Main.Studies.MotionOptimization
Operation: Main.Studies.MotionOptimization.Kinematics
----------------------------------------------------------
Constants (Name = Value): 
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile6.FileName = "GaitNormal0001-processed-output-euler-leftarm.txt"
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile6.NumberFormat.Digits = 15
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile6.NumberFormat.Width = 22
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile6.NumberFormat.Style = ScientificNumber
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile6.NumberFormat.FormatStr = "%22.15e"
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile6.Search = 
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile6.SepSign = " "
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile6.LineSepSign = ""
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile6.Header.TitleSectionOnOff = On
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile6.Header.ConstSectionOnOff = On
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile6.Header.VarSectionOnOff = On
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile6.Header.ColumnNamesOnOff = On
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile6.Header.LinePrefix = ""
----------------------------------------------------------
Variables (Column# Name): 
col0  Main.Studies.MotionOptimization.t
col1  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile6.SternoClavicularProtraction
col2  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile6.SternoClavicularElevation
col3  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile6.SternoClavicularAxialRotation
col4  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile6.GlenohumeralFlexion
col5  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile6.GlenohumeralExternalRotation
col6  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile6.GlenohumeralAbduction
col7  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile6.ElbowFlexion
col8  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile6.ElbowPronation
col9  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile6.WristFlexion
col10  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile6.WristAbduction
----------------------------------------------------------
Main.Studies.MotionOptimization.t Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile6.SternoClavicularProtraction Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile6.SternoClavicularElevation Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile6.SternoClavicularAxialRotation Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile6.GlenohumeralFlexion Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile6.GlenohumeralExternalRotation Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile6.GlenohumeralAbduction Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile6.ElbowFlexion Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile6.ElbowPronation Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile6.WristFlexion Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile6.WristAbduction
1.560000000000000e+000 -5.365538891296123e-001 3.391185449294840e-001 -5.235987755983254e-001 1.292548064343908e-001 -1.502629746806903e-001 3.793180542627048e-001 1.093358416259127e+000 6.586614603162110e-001 8.902600371638370e-003 -7.232509641552420e-002
1.569795918367347e+000 -5.356008847182053e-001 3.366873317899974e-001 -5.235987756007341e-001 1.247677858401264e-001 -1.541696291677463e-001 3.746140754453300e-001 1.096420946938960e+000 6.600051791800426e-001 8.516823720986277e-003 -7.030487567553903e-002
1.579591836734694e+000 -5.344468447161798e-001 3.339066336747618e-001 -5.235987756005132e-001 1.190814113948624e-001 -1.578171184440859e-001 3.692281328692391e-001 1.098957031988757e+000 6.617422225631090e-001 7.674603236373478e-003 -6.821816965795566e-002
1.589387755102041e+000 -5.330575437140657e-001 3.307609024791482e-001 -5.235987756002594e-001 1.120536305593225e-001 -1.611381277713328e-001 3.631319694345492e-001 1.100823080341332e+000 6.638947038939849e-001 6.390190595317202e-003 -6.610308384017054e-002
1.599183673469387e+000 -5.314007301742405e-001 3.272476783292266e-001 -5.235987755999978e-001 1.035652280037422e-001 -1.640686735711716e-001 3.563063077500192e-001 1.101859887684885e+000 6.664559136769115e-001 4.715659139593820e-003 -6.399982126363606e-002
1.608979591836734e+000 -5.294625649993828e-001 3.233974922486689e-001 -5.235987755997460e-001 9.356210655711816e-002 -1.665579400599638e-001 3.487680081686222e-001 1.101904415871997e+000 6.693723176429889e-001 2.755477466531264e-003 -6.195875828755983e-002
1.618775510204081e+000 -5.272506861637831e-001 3.192718352790642e-001 -5.235987755995177e-001 8.205719298226555e-002 -1.685711929699784e-001 3.405712959889122e-001 1.100791951028525e+000 6.725386580629060e-001 6.518806448203574e-004 -6.004616731361871e-002
1.628571428571428e+000 -5.247922838849087e-001 3.149524274273643e-001 -5.235987755993183e-001 6.912880587326464e-002 -1.700899416577365e-001 3.318021807146849e-001 1.098361006500175e+000 6.757970611662392e-001 -1.444396306113260e-003 -5.834637400430560e-002
1.638367346938775e+000 -5.221317270582061e-001 3.105225217880632e-001 -5.235987755991476e-001 5.491610017880211e-002 -1.711101922416293e-001 3.225682038508928e-001 1.094460365866821e+000 6.789492987228255e-001 -3.406385379002286e-003 -5.695918966852041e-002
1.648163265306122e+000 -5.193305841949562e-001 3.060492597035216e-001 -5.235987755990066e-001 3.961086543430681e-002 -1.716404538385397e-001 3.129874110710060e-001 1.088956620122636e+000 6.817848578790186e-001 -5.152056168148844e-003 -5.599353220348165e-002
1.657959183673468e+000 -5.164680230256583e-001 3.015760720921223e-001 -5.235987755988920e-001 2.344549450800004e-002 -1.717000314641571e-001 3.031782470306250e-001 1.081740652967466e+000 6.841165938617659e-001 -6.650218432582511e-003 -5.555555991146371e-002
1.667755102040815e+000 -5.136407908087731e-001 2.971248115591125e-001 -5.235987756086709e-001 6.677396127513724e-003 -1.713152772812612e-001 2.932504665689822e-001 1.072734106025840e+000 6.858154955756538e-001 -7.914267154096377e-003 -5.573369091724131e-002
1.677551020408162e+000 -5.109555575787905e-001 2.927050086683496e-001 -5.235987756071592e-001 -1.043299918857343e-002 -1.705143339447016e-001 2.832963591831756e-001 1.061896691480831e+000 6.868376919336745e-001 -8.992384447459090e-003 -5.658496379080953e-002
1.687346938775509e+000 -5.085311850236218e-001 2.883159452080955e-001 -5.235987756059997e-001 -2.763712526555984e-002 -1.693191119136303e-001 2.733863945160702e-001 1.049231628349800e+000 6.872403296594031e-001 -9.948196974976620e-003 -5.812686464127896e-002
1.697142857142856e+000 -5.064821709917000e-001 2.839529068501130e-001 -5.235987756051306e-001 -4.471780596710562e-002 -1.677432030236611e-001 2.635659304258166e-001 1.034788287040532e+000 6.871872257915055e-001 -1.084950551780817e-002 -6.033209992885825e-002
