---- AnyBody Output File ---------------------------------
Study: Main.Studies.MotionOptimization
Operation: Main.Studies.MotionOptimization.Kinematics
----------------------------------------------------------
Constants (Name = Value): 
Main.Studies.KinematicStudyForParamterIdentification.JointAngleOutputs.OutputFile1.FileName = "GaitNormal0002-processed-output-euler-trunk.txt"
Main.Studies.KinematicStudyForParamterIdentification.JointAngleOutputs.OutputFile1.NumberFormat.Digits = 15
Main.Studies.KinematicStudyForParamterIdentification.JointAngleOutputs.OutputFile1.NumberFormat.Width = 22
Main.Studies.KinematicStudyForParamterIdentification.JointAngleOutputs.OutputFile1.NumberFormat.Style = ScientificNumber
Main.Studies.KinematicStudyForParamterIdentification.JointAngleOutputs.OutputFile1.NumberFormat.FormatStr = "%22.15e"
Main.Studies.KinematicStudyForParamterIdentification.JointAngleOutputs.OutputFile1.Search = 
Main.Studies.KinematicStudyForParamterIdentification.JointAngleOutputs.OutputFile1.SepSign = " "
Main.Studies.KinematicStudyForParamterIdentification.JointAngleOutputs.OutputFile1.LineSepSign = ""
Main.Studies.KinematicStudyForParamterIdentification.JointAngleOutputs.OutputFile1.Header.TitleSectionOnOff = On
Main.Studies.KinematicStudyForParamterIdentification.JointAngleOutputs.OutputFile1.Header.ConstSectionOnOff = On
Main.Studies.KinematicStudyForParamterIdentification.JointAngleOutputs.OutputFile1.Header.VarSectionOnOff = On
Main.Studies.KinematicStudyForParamterIdentification.JointAngleOutputs.OutputFile1.Header.ColumnNamesOnOff = On
Main.Studies.KinematicStudyForParamterIdentification.JointAngleOutputs.OutputFile1.Header.LinePrefix = ""
----------------------------------------------------------
Variables (Column# Name): 
col0  Main.Studies.MotionOptimization.t
col1  Main.Studies.KinematicStudyForParamterIdentification.JointAngleOutputs.OutputFile1.PelvisPosX
col2  Main.Studies.KinematicStudyForParamterIdentification.JointAngleOutputs.OutputFile1.PelvisPosY
col3  Main.Studies.KinematicStudyForParamterIdentification.JointAngleOutputs.OutputFile1.PelvisPosZ
col4  Main.Studies.KinematicStudyForParamterIdentification.JointAngleOutputs.OutputFile1.PelvisRotX
col5  Main.Studies.KinematicStudyForParamterIdentification.JointAngleOutputs.OutputFile1.PelvisRotY
col6  Main.Studies.KinematicStudyForParamterIdentification.JointAngleOutputs.OutputFile1.PelvisRotZ
col7  Main.Studies.KinematicStudyForParamterIdentification.JointAngleOutputs.OutputFile1.PelvisThoraxExtension
col8  Main.Studies.KinematicStudyForParamterIdentification.JointAngleOutputs.OutputFile1.PelvisThoraxLateralBending
col9  Main.Studies.KinematicStudyForParamterIdentification.JointAngleOutputs.OutputFile1.PelvisThoraxRotation
----------------------------------------------------------
Main.Studies.MotionOptimization.t Main.Studies.KinematicStudyForParamterIdentification.JointAngleOutputs.OutputFile1.PelvisPosX Main.Studies.KinematicStudyForParamterIdentification.JointAngleOutputs.OutputFile1.PelvisPosY Main.Studies.KinematicStudyForParamterIdentification.JointAngleOutputs.OutputFile1.PelvisPosZ Main.Studies.KinematicStudyForParamterIdentification.JointAngleOutputs.OutputFile1.PelvisRotX Main.Studies.KinematicStudyForParamterIdentification.JointAngleOutputs.OutputFile1.PelvisRotY Main.Studies.KinematicStudyForParamterIdentification.JointAngleOutputs.OutputFile1.PelvisRotZ Main.Studies.KinematicStudyForParamterIdentification.JointAngleOutputs.OutputFile1.PelvisThoraxExtension Main.Studies.KinematicStudyForParamterIdentification.JointAngleOutputs.OutputFile1.PelvisThoraxLateralBending Main.Studies.KinematicStudyForParamterIdentification.JointAngleOutputs.OutputFile1.PelvisThoraxRotation
1.970000000000000e+000 -1.533583272393327e-001 9.433709418735107e-001 -3.505160390920760e-001 3.759277135647710e-003 -2.317823001102259e-002 1.257765640804867e-001 -3.206524470637741e-001 1.024998663005578e-002 -2.391320073119098e-001
1.979842931937173e+000 -1.412244644681041e-001 9.420927560440411e-001 -3.496990787144976e-001 1.004020049541649e-003 -1.891419256777427e-002 1.256738060258759e-001 -3.195843566607775e-001 1.771985599324062e-002 -2.413533432931185e-001
1.989685863874345e+000 -1.289130857905944e-001 9.409807423122292e-001 -3.488538682405298e-001 -2.398769805800629e-003 -1.486926878453443e-002 1.252426888374774e-001 -3.180747927828866e-001 2.591435283102312e-002 -2.431978132313675e-001
1.999528795811518e+000 -1.164801910720546e-001 9.400803458095228e-001 -3.479805252209732e-001 -6.438115982626778e-003 -1.113259391257926e-002 1.245169187829691e-001 -3.161565268319031e-001 3.475475034774352e-002 -2.445935349382013e-001
2.009371727748691e+000 -1.039583217558508e-001 9.394337285957223e-001 -3.470766468619540e-001 -1.107326970648640e-002 -7.780423637574696e-003 1.235572298176032e-001 -3.138887246626221e-001 4.412906067948728e-002 -2.454831309486683e-001
2.019214659685864e+000 -9.137017127257491e-002 9.390728274285196e-001 -3.461388864686598e-001 -1.621246974588821e-002 -4.864425054549759e-003 1.224551425756907e-001 -3.113656089529235e-001 5.386958396325197e-002 -2.458342824537412e-001
2.029057591623036e+000 -7.873266310101863e-002 9.390172129665291e-001 -3.451633264847764e-001 -2.171430818022315e-002 -2.409201067694822e-003 1.213318271942114e-001 -3.087165330738414e-001 6.375583868241853e-002 -2.456368990753564e-001
2.038900523560209e+000 -6.606026524098152e-002 9.392726481588706e-001 -3.441456138229249e-001 -2.740124713867874e-002 -4.076127849099720e-004 1.203320633757056e-001 -3.061016039656001e-001 7.353280605353371e-002 -2.449019121049911e-001
2.048743455497382e+000 -5.336745372386711e-002 9.398311409581974e-001 -3.430813070808554e-001 -3.308191211287663e-002 1.181403060517061e-003 1.196070938799573e-001 -3.036930423994165e-001 8.294063794219807e-002 -2.436590366328217e-001
2.058586387434554e+000 -4.067176188413366e-002 9.406718859172599e-001 -3.419668650343909e-001 -3.857753043364075e-002 2.427718619541386e-003 1.192997003774472e-001 -3.016717258726276e-001 9.174956039263021e-002 -2.419462797288064e-001
2.068429319371727e+000 -2.799419036251015e-002 9.417643878019805e-001 -3.407999686130845e-001 -4.373918734501047e-002 3.418162831213101e-003 1.195063446975023e-001 -3.001723066702507e-001 9.978064462579728e-002 -2.398005618223263e-001
2.078272251308900e+000 -1.535951823902584e-002 9.430714660123970e-001 -3.395802275109884e-001 -4.845605428241663e-002 4.243172190013800e-003 1.202565390679809e-001 -2.992566794273065e-001 1.069148258875086e-001 -2.372469532367796e-001
2.088115183246072e+000 -2.796324804359368e-003 9.445517516932438e-001 -3.383104083658676e-001 -5.265670823299930e-002 4.984346616340618e-003 1.215180615858996e-001 -2.989276199621969e-001 1.130928819797319e-001 -2.342896651777206e-001
2.097958115183245e+000 9.666099939393357e-003 9.461632833877309e-001 -3.369969236062283e-001 -5.630291215731595e-002 5.704016511578924e-003 1.231983622015670e-001 -2.991141963941401e-001 1.183034507631709e-001 -2.309146337340571e-001
2.107801047120418e+000 2.200023730762353e-002 9.478661860534504e-001 -3.356500913243492e-001 -5.938351166591888e-002 6.440382907266118e-003 1.251700599871923e-001 -2.996993347469257e-001 1.225707157590433e-001 -2.270954120183375e-001
