---- AnyBody Output File ---------------------------------
Study: Main.Studies.MotionOptimization
Operation: Main.Studies.MotionOptimization.Kinematics
----------------------------------------------------------
Constants (Name = Value): 
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile7.FileName = "GaitNormal0003-processed-output-euler-rightarm.txt"
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile7.NumberFormat.Digits = 15
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile7.NumberFormat.Width = 22
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile7.NumberFormat.Style = ScientificNumber
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile7.NumberFormat.FormatStr = "%22.15e"
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile7.Search = 
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile7.SepSign = " "
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile7.LineSepSign = ""
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile7.Header.TitleSectionOnOff = On
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile7.Header.ConstSectionOnOff = On
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile7.Header.VarSectionOnOff = On
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile7.Header.ColumnNamesOnOff = On
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile7.Header.LinePrefix = ""
----------------------------------------------------------
Variables (Column# Name): 
col0  Main.Studies.MotionOptimization.t
col1  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile7.GlenohumeralFlexion
col2  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile7.GlenohumeralExternalRotation
col3  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile7.GlenohumeralAbduction
col4  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile7.ElbowFlexion
col5  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile7.ElbowPronation
col6  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile7.WristFlexion
col7  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile7.WristAbduction
----------------------------------------------------------
Main.Studies.MotionOptimization.t Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile7.GlenohumeralFlexion Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile7.GlenohumeralExternalRotation Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile7.GlenohumeralAbduction Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile7.ElbowFlexion Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile7.ElbowPronation Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile7.WristFlexion Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile7.WristAbduction
2.152908163265304e+000 1.303979115420451e-001 -5.043970500273560e-001 3.141335318697169e-001 9.929670375405041e-001 6.647089856221804e-001 4.157175434863980e-001 9.146192753221515e-002
2.162244897959182e+000 1.190131605873601e-001 -5.051295598917300e-001 3.100885599055093e-001 9.869420862593781e-001 6.657254254751073e-001 4.170629889989610e-001 9.207626404996942e-002
2.171581632653060e+000 1.068161278497664e-001 -5.057258871023789e-001 3.059836359318430e-001 9.796836295076836e-001 6.663848704529360e-001 4.185363756867619e-001 9.255775089142007e-002
2.180918367346937e+000 9.395109594707796e-002 -5.062239504977375e-001 3.019153999941268e-001 9.712927046891791e-001 6.666394997399845e-001 4.199962776691162e-001 9.291473332147815e-002
2.190255102040815e+000 8.055743825666073e-002 -5.066588092099923e-001 2.979817622352503e-001 9.619080361781472e-001 6.664577983048637e-001 4.212779642320466e-001 9.316607800211145e-002
2.199591836734692e+000 6.677115029988956e-002 -5.070564555904327e-001 2.942759279151997e-001 9.516971024610483e-001 6.658340349243423e-001 4.222172079093152e-001 9.333604167546125e-002
2.208928571428570e+000 5.271458915465632e-002 -5.074255837119742e-001 2.908785767390665e-001 9.408432535944425e-001 6.648012338296774e-001 4.226738595258310e-001 9.344702164818537e-002
2.218265306122447e+000 3.849265964926696e-002 -5.077516267574253e-001 2.878543243069034e-001 9.295305164178425e-001 6.634332412717465e-001 4.225554318892035e-001 9.351417979932240e-002
2.227602040816325e+000 2.418914028202823e-002 -5.079966843681768e-001 2.852517809158867e-001 9.179279905497418e-001 6.618345519513517e-001 4.218381353767085e-001 9.354370118442203e-002
2.236938775510202e+000 9.864930449272391e-003 -5.081032774887361e-001 2.831047672898742e-001 9.061758793271534e-001 6.601255415199915e-001 4.205809213435925e-001 9.353199169275774e-002
2.246275510204080e+000 -4.441558892194664e-003 -5.079972821747535e-001 2.814319384893453e-001 8.943762637222295e-001 6.584270968067153e-001 4.189242693755639e-001 9.346530756732394e-002
2.255612244897957e+000 -1.871181023647384e-002 -5.075905020374470e-001 2.802359703574655e-001 8.825916073476194e-001 6.568421660657879e-001 4.170696487168148e-001 9.332161449938378e-002
2.264948979591835e+000 -3.294302964642482e-002 -5.067866191749835e-001 2.795051250351642e-001 8.708512379038718e-001 6.554352723237710e-001 4.152458105191803e-001 9.307518338033223e-002
2.274285714285712e+000 -4.714336780803619e-002 -5.054912500889881e-001 2.792173641161461e-001 8.591626319344700e-001 6.542165517262634e-001 4.136723620135170e-001 9.270197420360699e-002
2.283622448979590e+000 -6.132717108472119e-002 -5.036233018326607e-001 2.793446918335443e-001 8.475229645818451e-001 6.531348263674230e-001 4.125279042766437e-001 9.218385945570976e-002
2.292959183673467e+000 -7.551053501591776e-002 -5.011249744424112e-001 2.798560887809012e-001 8.359277007335672e-001 6.520798116805897e-001 4.119274604778527e-001 9.151172512838941e-002
2.302295918367345e+000 -8.970741047047137e-002 -4.979696705144587e-001 2.807197469256738e-001 8.243758071038403e-001 6.508942018705682e-001 4.119132002990356e-001 9.068701546577081e-002
2.311632653061222e+000 -1.039266269734565e-001 -4.941675208933347e-001 2.819060768394898e-001 8.128729247292371e-001 6.493969818671759e-001 4.124589092015301e-001 8.971934768472381e-002
2.320969387755100e+000 -1.181700521874582e-001 -4.897673054628683e-001 2.833912638852204e-001 8.014330902786903e-001 6.474128756048438e-001 4.134838996157477e-001 8.862062450364266e-002
2.330306122448977e+000 -1.324318160190885e-001 -4.848539128877440e-001 2.851598829203275e-001 7.900786094789390e-001 6.447968700157222e-001 4.148712934853469e-001 8.740088442112734e-002
2.339642857142855e+000 -1.466985403951111e-001 -4.795421728264862e-001 2.872060024123858e-001 7.788387087226713e-001 6.414479490738557e-001 4.164868478017445e-001 8.606868806358721e-002
2.348979591836732e+000 -1.609502423416598e-001 -4.739679673678144e-001 2.895326821968361e-001 7.677480227383648e-001 6.373154782736221e-001 4.181946826460476e-001 8.463334139195561e-002
2.358316326530610e+000 -1.751610197411946e-001 -4.682771545359257e-001 2.921492749365765e-001 7.568443352839127e-001 6.324046720600163e-001 4.198696915236155e-001 8.310664635512810e-002
2.367653061224488e+000 -1.893002754097131e-001 -4.626141364452870e-001 2.950667550992803e-001 7.461647275371178e-001 6.267846383237192e-001 4.214084636976816e-001 8.150506529338489e-002
2.376989795918365e+000 -2.033310991999866e-001 -4.571084056230470e-001 2.982927034783105e-001 7.357418390232132e-001 6.205937192024558e-001 4.227356678826735e-001 7.985291437668132e-002
2.386326530612243e+000 -2.172168997833091e-001 -4.518677031028384e-001 3.018267716008426e-001 7.256002354439491e-001 6.140333280003687e-001 4.238028939757834e-001 7.818515752140731e-002
2.395663265306120e+000 -2.309204301759842e-001 -4.469725259020867e-001 3.056577811723533e-001 7.157555803997302e-001 6.073419454540880e-001 4.245887610722190e-001 7.654549557757782e-002
2.404999999999998e+000 -2.444060171571136e-001 -4.424805589381289e-001 3.097622640137195e-001 7.062160250059978e-001 6.007559857129829e-001 4.251011860083271e-001 7.498029289886311e-002
2.414336734693875e+000 -2.576409855103803e-001 -4.384340719314863e-001 3.141049494692408e-001 6.969859608972019e-001 5.944730730181383e-001 4.253746642055689e-001 7.353080761366866e-002
2.423673469387753e+000 -2.705973075599730e-001 -4.348651687961416e-001 3.186408780150693e-001 6.880699297784708e-001 5.886303449666376e-001 4.254586338761572e-001 7.222762413043923e-002
2.433010204081630e+000 -2.832534536709319e-001 -4.317973427700935e-001 3.233182482597525e-001 6.794752101465668e-001 5.832977873555274e-001 4.254024417936877e-001 7.108994396007677e-002
2.442346938775508e+000 -2.955961521790516e-001 -4.292448102310145e-001 3.280814297386824e-001 6.712132727636609e-001 5.784813850096133e-001 4.252432903612327e-001 7.012920620592153e-002
2.451683673469385e+000 -3.076214725195905e-001 -4.272105899981351e-001 3.328740616206293e-001 6.633002578972678e-001 5.741338215716448e-001 4.249993811529305e-001 6.935308769572762e-002
2.461020408163263e+000 -3.193347696697453e-001 -4.256835574978748e-001 3.376417709535198e-001 6.557560726159742e-001 5.701719067763409e-001 4.246690375480853e-001 6.876571232571545e-002
2.470357142857140e+000 -3.307495750803684e-001 -4.246358352720614e-001 3.423337602598013e-001 6.486025974496744e-001 5.664978390548744e-001 4.242359696433697e-001 6.836451353198209e-002
2.479693877551018e+000 -3.418856793478484e-001 -4.240224803339694e-001 3.469033146619038e-001 6.418621953664749e-001 5.630185364822492e-001 4.236776989722819e-001 6.813881699122824e-002
2.489030612244895e+000 -3.527665258912778e-001 -4.237834531540207e-001 3.513078905297018e-001 6.355568756138259e-001 5.596571497617081e-001 4.229721526837107e-001 6.807257008340426e-002
2.498367346938773e+000 -3.634164767474526e-001 -4.238464137201529e-001 3.555091832356859e-001 6.297079146425852e-001 5.563560349024894e-001 4.221015920414974e-001 6.814790339413397e-002
2.507704081632650e+000 -3.738589935288870e-001 -4.241286879998343e-001 3.594730371466513e-001 6.243358001709771e-001 5.530766423895552e-001 4.210569163372855e-001 6.834654765046493e-002
2.517040816326528e+000 -3.841160372239882e-001 -4.245380462552010e-001 3.631690967445014e-001 6.194601306445657e-001 5.497993832971883e-001 4.198420586169136e-001 6.865036230704405e-002
2.526377551020405e+000 -3.942075959249378e-001 -4.249757927749723e-001 3.665708672876000e-001 6.150992445271724e-001 5.465186129394929e-001 4.184757369254142e-001 6.904304211982835e-002
2.535714285714283e+000 -4.041499836849123e-001 -4.253447499728029e-001 3.696563917120838e-001 6.112692268662312e-001 5.432314673223869e-001 4.169901051679681e-001 6.951213447086654e-002
2.545051020408160e+000 -4.139525988881943e-001 -4.255589512210702e-001 3.724084380174824e-001 6.079812642953998e-001 5.399290845353985e-001 4.154274873430786e-001 7.004911376603271e-002
2.554387755102038e+000 -4.236140837317186e-001 -4.255504427003690e-001 3.748134313301251e-001 6.052369582232513e-001 5.365962908129461e-001 4.138365304697895e-001 7.064737488770470e-002
2.563724489795916e+000 -4.331194333432935e-001 -4.252721104942745e-001 3.768599276347549e-001 6.030231197520825e-001 5.332167966925391e-001 4.122686336642472e-001 7.130034222063574e-002
2.573061224489793e+000 -4.424393439548977e-001 -4.246983271105824e-001 3.785381328477119e-001 6.013082453722175e-001 5.297790933381321e-001 4.107741243838476e-001 7.200114579850256e-002
2.582397959183671e+000 -4.515322417615775e-001 -4.238253882024750e-001 3.798415331261557e-001 6.000418192214817e-001 5.262810532234560e-001 4.093969338034054e-001 7.274283191849816e-002
2.591734693877548e+000 -4.603482531175582e-001 -4.226724470898800e-001 3.807709802221600e-001 5.991565737677947e-001 5.227320506759146e-001 4.081678388001393e-001 7.351772903273060e-002
2.601071428571426e+000 -4.688333145369548e-001 -4.212824864092830e-001 3.813407054938818e-001 5.985731866844016e-001 5.191518500254032e-001 4.070984425158404e-001 7.431666067027211e-002
2.610408163265303e+000 -4.769317179506816e-001 -4.197227162569002e-001 3.815847269478263e-001 5.982060927756717e-001 5.155668086288804e-001 4.061790697011278e-001 7.512949152854193e-002
2.619744897959181e+000 -4.845868526219794e-001 -4.180837426152904e-001 3.815615652585064e-001 5.979692786886655e-001 5.120047041465059e-001 4.053821011740404e-001 7.594667066785413e-002
2.629081632653058e+000 -4.917411509145375e-001 -4.164760320603061e-001 3.813552156561387e-001 5.977818414169456e-001 5.084910873211028e-001 4.046684025597094e-001 7.675996553300564e-002
2.638418367346936e+000 -4.983362165169507e-001 -4.150227963249639e-001 3.810709566026476e-001 5.975725447660887e-001 5.050504066532009e-001 4.039936964265058e-001 7.756159786994543e-002
2.647755102040813e+000 -5.043135819445364e-001 -4.138508962252193e-001 3.808262939971170e-001 5.972821688230331e-001 5.017115881858001e-001 4.033149309579165e-001 7.834199684965675e-002
2.657091836734691e+000 -5.096161586790331e-001 -4.130809939141267e-001 3.807387579050447e-001 5.968639158974112e-001 4.985159512822861e-001 4.025968633799237e-001 7.908633416867948e-002
2.666428571428568e+000 -5.141899438090825e-001 -4.128162485906406e-001 3.809123159254439e-001 5.962828104157416e-001 4.955243741926191e-001 4.018166589424024e-001 7.977158525797999e-002
2.675765306122446e+000 -5.179853064984150e-001 -4.131304114706222e-001 3.814242715527507e-001 5.955144389717909e-001 4.928177455518988e-001 4.009651746728415e-001 8.036677975097022e-002
2.685102040816323e+000 -5.209574020430374e-001 -4.140579436929309e-001 3.823149719738911e-001 5.945434226259878e-001 4.904885872829202e-001 4.000460933064063e-001 8.083688417081493e-002
2.694438775510201e+000 -5.230654951237967e-001 -4.155881348541808e-001 3.835824166671399e-001 5.933622933637252e-001 4.886285451096983e-001 3.990748699591771e-001 8.114830584959761e-002
2.703775510204078e+000 -5.242712449299705e-001 -4.176644642087984e-001 3.851826523818660e-001 5.919711577151193e-001 4.873163547997977e-001 3.980784217296527e-001 8.127388482039245e-002
2.713112244897956e+000 -5.245367242923389e-001 -4.201891161442238e-001 3.870350407595585e-001 5.903783602164612e-001 4.866096000616314e-001 3.970943045051913e-001 8.119624689190072e-002
2.722448979591833e+000 -5.238239563322398e-001 -4.230299915830864e-001 3.890300459520835e-001 5.886025842770011e-001 4.865448651166729e-001 3.961669247269573e-001 8.090831046479396e-002
2.731785714285711e+000 -5.220980624357492e-001 -4.260273826373538e-001 3.910375952649781e-001 5.866768370954006e-001 4.871465422032370e-001 3.953407161110802e-001 8.041034802308342e-002
2.741122448979589e+000 -5.193348491385177e-001 -4.290014589086065e-001 3.929164112688169e-001 5.846544857707563e-001 4.884345510483826e-001 3.946546117604337e-001 7.970635992866604e-002
2.750459183673466e+000 -5.155310725700724e-001 -4.317650753886681e-001 3.945261796093407e-001 5.826167416171959e-001 4.904190082519290e-001 3.941426945523381e-001 7.880395346374375e-002
2.759795918367344e+000 -5.107130674586999e-001 -4.341444810894169e-001 3.957424963182229e-001 5.806789088675606e-001 4.930803978217221e-001 3.938401464243284e-001 7.771760640298944e-002
2.769132653061221e+000 -5.049389975015104e-001 -4.360047369108065e-001 3.964713497333180e-001 5.789908395839364e-001 4.963463022239699e-001 3.937882901602028e-001 7.647247009182910e-002
2.778469387755099e+000 -4.982930648350428e-001 -4.372723387085043e-001 3.966593079510722e-001 5.777285438891380e-001 5.000790678099802e-001 3.940346372318808e-001 7.510780476736757e-002
2.787806122448976e+000 -4.908739725700757e-001 -4.379485438351443e-001 3.962978239559472e-001 5.770780526814552e-001 5.040827652206298e-001 3.946286350540817e-001 7.367844118027506e-002
2.797142857142854e+000 -4.827806139125370e-001 -4.381116791096827e-001 3.954225255562833e-001 5.772153185828792e-001 5.081287353296700e-001 3.956147170134023e-001 7.225147695723497e-002
2.806479591836731e+000 -4.740961131173245e-001 -4.379101550270054e-001 3.941087839867362e-001 5.782861997579931e-001 5.119911698865339e-001 3.970236556285878e-001 7.089851114429346e-002
2.815816326530609e+000 -4.648796774863890e-001 -4.375445471438725e-001 3.924614560812501e-001 5.803894001747033e-001 5.154814589492990e-001 3.988638756382210e-001 6.968691908169958e-002
2.825153061224486e+000 -4.551533140585433e-001 -4.372450255863522e-001 3.906032610339862e-001 5.835676484624573e-001 5.184725585983686e-001 4.011146338654605e-001 6.867204534359063e-002
2.834489795918364e+000 -4.449066232759764e-001 -4.372392543499936e-001 3.886578625312492e-001 5.878055075082644e-001 5.209139163389349e-001 4.037212538763717e-001 6.789191190526316e-002
2.843826530612241e+000 -4.341021307029238e-001 -4.377232541926319e-001 3.867357200974141e-001 5.930349589636924e-001 5.228373173460041e-001 4.065943802445347e-001 6.736312367276279e-002
2.853163265306119e+000 -4.226850129240329e-001 -4.388387181866795e-001 3.849238948230064e-001 5.991457151030467e-001 5.243542518707507e-001 4.096148630181802e-001 6.707793608615768e-002
2.862499999999996e+000 -4.105933555338572e-001 -4.406592835126739e-001 3.832808833657029e-001 6.059980289497452e-001 5.256433435296373e-001 4.126435603001288e-001 6.700407121059288e-002
2.871836734693874e+000 -3.977674958153608e-001 -4.431856173131486e-001 3.818353357718015e-001 6.134353722486869e-001 5.269277789847090e-001 4.155341228836342e-001 6.708929121675407e-002
2.881173469387751e+000 -3.841578389205815e-001 -4.463490547745833e-001 3.805875594323024e-001 6.212948097665043e-001 5.284468463257080e-001 4.181478491569648e-001 6.727001655827197e-002
2.890510204081629e+000 -3.697303415294502e-001 -4.500235906952776e-001 3.795140368474012e-001 6.294149946446541e-001 5.304282430795611e-001 4.203689122554197e-001 6.748110734626381e-002
2.899846938775506e+000 -3.544689872189226e-001 -4.540446681669464e-001 3.785749977061379e-001 6.376433485187921e-001 5.330655228069892e-001 4.221166468251336e-001 6.766452225530410e-002
2.909183673469384e+000 -3.383758901887586e-001 -4.582295833722933e-001 3.777229787932111e-001 6.458431072328580e-001 5.365017737992917e-001 4.233524056242530e-001 6.777626392269878e-002
2.918520408163261e+000 -3.214708240173567e-001 -4.623934174822392e-001 3.769098880714041e-001 6.538997904518819e-001 5.408194676813509e-001 4.240801683792159e-001 6.779220587879947e-002
2.927857142857139e+000 -3.037912014251452e-001 -4.663604482022373e-001 3.760922395729493e-001 6.617265309982299e-001 5.460342842904818e-001 4.243415064369132e-001 6.771225536029112e-002
2.937193877551017e+000 -2.853919428648226e-001 -4.699748146760458e-001 3.752352301988527e-001 6.692671288840857e-001 5.520897572119948e-001 4.242062835786864e-001 6.756082995537804e-002
2.946530612244894e+000 -2.663443398435086e-001 -4.731099294648299e-001 3.743153481208561e-001 6.764955335768239e-001 5.588563402516611e-001 4.237594983366662e-001 6.737967596318846e-002
2.955867346938772e+000 -2.467341072160116e-001 -4.756733068137073e-001 3.733208235068052e-001 6.834120666361656e-001 5.661415143527053e-001 4.230856055741079e-001 6.721014958859685e-002
2.965204081632649e+000 -2.266604660757456e-001 -4.776069901578181e-001 3.722500269724481e-001 6.900387310243918e-001 5.737072848578418e-001 4.222572825606716e-001 6.707332553459960e-002
2.974540816326527e+000 -2.062282887962434e-001 -4.788897937252569e-001 3.711101739074613e-001 6.964158042950325e-001 5.812885967026594e-001 4.213354767419593e-001 6.696162717963096e-002
2.983877551020404e+000 -1.855498988191857e-001 -4.795332055761218e-001 3.699142772547078e-001 7.025977303692080e-001 5.886202017610197e-001 4.203759863230869e-001 6.684627582201298e-002
2.993214285714282e+000 -1.647342063393680e-001 -4.795782693961089e-001 3.686802884921026e-001 7.086475201619790e-001 5.954740660426090e-001 4.194327183750652e-001 6.669255829037586e-002
3.002551020408159e+000 -1.438836937064325e-001 -4.790858792161230e-001 3.674291978618373e-001 7.146307285215878e-001 6.016915722050237e-001 4.185550223496624e-001 6.647465516558997e-002
3.011887755102037e+000 -1.230928431768317e-001 -4.781273674443411e-001 3.661835530978427e-001 7.206124756713384e-001 6.071915537517806e-001 4.177840195603149e-001 6.618241096836382e-002
3.021224489795914e+000 -1.024471859316465e-001 -4.767785277029895e-001 3.649665100317797e-001 7.266568795786143e-001 6.119571379356553e-001 4.171510769168423e-001 6.581821803247685e-002
3.030561224489792e+000 -8.202211745924526e-002 -4.751173636672260e-001 3.638012779461132e-001 7.328256962252453e-001 6.160163274241003e-001 4.166774353131963e-001 6.538986307137421e-002
3.039897959183669e+000 -6.188234157168981e-002 -4.732228832559525e-001 3.627106088229601e-001 7.391748522379560e-001 6.194257586597819e-001 4.163726202655864e-001 6.490620854463301e-002
3.049234693877547e+000 -4.208226962267103e-002 -4.711731868245789e-001 3.617159570362795e-001 7.457502232377928e-001 6.222588851793611e-001 4.162322899429671e-001 6.437699315173082e-002
3.058571428571424e+000 -2.266739389923855e-002 -4.690439478659457e-001 3.608362594722764e-001 7.525850358239627e-001 6.245943243957888e-001 4.162392420321925e-001 6.381379377414920e-002
3.067908163265302e+000 -3.676715447646695e-003 -4.669079368447060e-001 3.600872124674197e-001 7.596999782368085e-001 6.265043327764035e-001 4.163674132623565e-001 6.323068365674509e-002
3.077244897959179e+000 1.485482878421829e-002 -4.648344566328270e-001 3.594817538426013e-001 7.671048743916289e-001 6.280505023191640e-001 4.165850942648490e-001 6.264592798192034e-002
3.086581632653057e+000 3.289492277076112e-002 -4.628880269385634e-001 3.590310994223621e-001 7.748011348803910e-001 6.292875545021236e-001 4.168568200756504e-001 6.208462439167180e-002
3.095918367346934e+000 5.041222940733769e-002 -4.611266440345886e-001 3.587459095575974e-001 7.827856586775736e-001 6.302679538283861e-001 4.171463036111571e-001 6.157942895304999e-002
3.105255102040812e+000 6.737287725949814e-002 -4.596002387919312e-001 3.586381243618997e-001 7.910560672241099e-001 6.310429741099269e-001 4.174210954390885e-001 6.116732406706615e-002
3.114591836734689e+000 8.373584002378665e-002 -4.583495479738832e-001 3.587232762883569e-001 7.996154756082969e-001 6.316608139262244e-001 4.176567949385621e-001 6.088428731306435e-002
3.123928571428567e+000 9.944948572937373e-002 -4.574049119643845e-001 3.590220767580705e-001 8.084750568214287e-001 6.321629745070365e-001 4.178381924768011e-001 6.076058979756186e-002
3.133265306122445e+000 1.144502169181434e-001 -4.567846479622267e-001 3.595605404584796e-001 8.176540277849789e-001 6.325808126815746e-001 4.179570650587579e-001 6.081705862065899e-002
3.142602040816322e+000 1.286628337373865e-001 -4.564936646174671e-001 3.603685948040581e-001 8.271773196097246e-001 6.329354181782354e-001 4.180089959935953e-001 6.106283376187995e-002
3.151938775510200e+000 1.420028645990545e-001 -4.565236415966532e-001 3.614766093537237e-001 8.370707336438019e-001 6.332415944190186e-001 4.179918716719313e-001 6.149639845663438e-002
3.161275510204077e+000 1.543811023090309e-001 -4.568548023753391e-001 3.629087966321294e-001 8.473538170441712e-001 6.335128340456965e-001 4.179063476150997e-001 6.210902849029429e-002
3.170612244897955e+000 1.657097102467671e-001 -4.574571431708897e-001 3.646730203536451e-001 8.580321377054274e-001 6.337648899527294e-001 4.177561898830584e-001 6.288751861841456e-002
3.179948979591832e+000 1.759102712297749e-001 -4.582898619934006e-001 3.667477782783981e-001 8.690902886750062e-001 6.340192677924567e-001 4.175472073920445e-001 6.381562061488572e-002
3.189285714285710e+000 1.849229582207410e-001 -4.593003223437708e-001 3.690704838039214e-001 8.804859236095031e-001 6.343069005830732e-001 4.172866857696007e-001 6.487567756009255e-002
3.198622448979587e+000 1.927108086880611e-001 -4.604234984284476e-001 3.715345638087681e-001 8.921468468505224e-001 6.346680057791722e-001 4.169851256673260e-001 6.605097203148251e-002
3.207959183673465e+000 1.992554989937476e-001 -4.615841424466337e-001 3.739982551261997e-001 9.039736334011033e-001 6.351463266456132e-001 4.166579350323658e-001 6.732773898005462e-002
3.217295918367342e+000 2.045474787852415e-001 -4.627043648660073e-001 3.763010963327290e-001 9.158475408115687e-001 6.357809847839375e-001 4.163238194674439e-001 6.869501713899558e-002
3.226632653061220e+000 2.085736109280028e-001 -4.637137261056413e-001 3.782834929645975e-001 9.276413883206998e-001 6.365988425631027e-001 4.160010519332826e-001 7.014247418905413e-002
3.235969387755097e+000 2.113062090410747e-001 -4.645575236829743e-001 3.798049326506230e-001 9.392297131149726e-001 6.376084676678575e-001 4.157055023511096e-001 7.165825122645507e-002
3.245306122448975e+000 2.126982886212530e-001 -4.652023746947899e-001 3.807566389190981e-001 9.504947274236838e-001 6.387967014346362e-001 4.154519560598911e-001 7.322819023027181e-002
3.254642857142852e+000 2.126862829102718e-001 -4.656389538063937e-001 3.810672129950792e-001 9.613274172776052e-001 6.401283078143367e-001 4.152568533812115e-001 7.483679800084722e-002
3.263979591836730e+000 2.111978282827609e-001 -4.658812513358285e-001 3.807025134333661e-001 9.716257537944089e-001 6.415484929845589e-001 4.151397740661322e-001 7.646924844688356e-002
3.273316326530607e+000 2.081622005663333e-001 -4.659627725906361e-001 3.796615627951956e-001 9.812921248337222e-001 6.429881638997204e-001 4.151225485347327e-001 7.811273700932694e-002
3.282653061224485e+000 2.035221234839533e-001 -4.659317685070800e-001 3.779700009859591e-001 9.902307995552853e-001 6.443707610799427e-001 4.152264376411281e-001 7.975636595353598e-002
3.291989795918362e+000 1.972469355513042e-001 -4.658486976689177e-001 3.756732895346261e-001 9.983454025427367e-001 6.456176538058711e-001 4.154686000340144e-001 8.139043976526943e-002
3.301326530612240e+000 1.893365231515827e-001 -4.657846924728922e-001 3.728311279084799e-001 1.005537540962979e+000 6.466515707466549e-001 4.158576891102883e-001 8.300684646240504e-002
3.310663265306117e+000 1.798373707934411e-001 -4.658259074133423e-001 3.695166002234710e-001 1.011705726972153e+000 6.473972508238082e-001 4.163922029614131e-001 8.459910677479844e-002
3.319999999999995e+000 1.688408073125793e-001 -4.660715525777403e-001 3.658151084346228e-001 1.016747888948908e+000 6.477859120835058e-001 4.170569159750626e-001 8.616471148668953e-002
