---- AnyBody Output File ---------------------------------
Study: Main.Studies.MotionOptimization
Operation: Main.Studies.MotionOptimization.Kinematics
----------------------------------------------------------
Constants (Name = Value): 
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile6.FileName = "GaitNormal0003-processed-output-euler-leftarm.txt"
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile6.NumberFormat.Digits = 15
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile6.NumberFormat.Width = 22
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile6.NumberFormat.Style = ScientificNumber
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile6.NumberFormat.FormatStr = "%22.15e"
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile6.Search = 
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile6.SepSign = " "
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile6.LineSepSign = ""
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile6.Header.TitleSectionOnOff = On
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile6.Header.ConstSectionOnOff = On
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile6.Header.VarSectionOnOff = On
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile6.Header.ColumnNamesOnOff = On
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile6.Header.LinePrefix = ""
----------------------------------------------------------
Variables (Column# Name): 
col0  Main.Studies.MotionOptimization.t
col1  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile6.GlenohumeralFlexion
col2  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile6.GlenohumeralExternalRotation
col3  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile6.GlenohumeralAbduction
col4  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile6.ElbowFlexion
col5  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile6.ElbowPronation
col6  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile6.WristFlexion
col7  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile6.WristAbduction
----------------------------------------------------------
Main.Studies.MotionOptimization.t Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile6.GlenohumeralFlexion Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile6.GlenohumeralExternalRotation Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile6.GlenohumeralAbduction Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile6.ElbowFlexion Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile6.ElbowPronation Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile6.WristFlexion Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile6.WristAbduction
2.124897959183672e+000 -6.067640095457105e-001 -5.760699377565150e-002 5.507860540355165e-002 5.370876271070624e-001 6.221962265104196e-001 -1.557091310665331e-001 -1.118779664895560e-001
2.134234693877549e+000 -6.063978289825145e-001 -6.223561214364198e-002 6.038337677887117e-002 5.383744695656372e-001 6.195600900105648e-001 -1.557609144012806e-001 -1.115747941168191e-001
2.143571428571427e+000 -6.052381770047777e-001 -6.711067968830739e-002 6.633491014349524e-002 5.397574530076523e-001 6.172046269788327e-001 -1.551332878897098e-001 -1.114715896473713e-001
2.152908163265304e+000 -6.032201610062390e-001 -7.206945100462467e-002 7.281090750318296e-002 5.412503503614190e-001 6.152669715187733e-001 -1.539073841933394e-001 -1.115874238747678e-001
2.162244897959182e+000 -6.002898739151594e-001 -7.693603100087770e-002 7.967673793485219e-002 5.428873609881670e-001 6.138730869655893e-001 -1.521979549412442e-001 -1.119385447384824e-001
2.171581632653060e+000 -5.964126735034450e-001 -8.154028905518940e-002 8.679520398901705e-002 5.447223855505541e-001 6.131141174119211e-001 -1.501391839300688e-001 -1.125351114878269e-001
2.180918367346937e+000 -5.915761150090813e-001 -8.573810734966705e-002 9.403867532822050e-002 5.468243340269237e-001 6.130263899822476e-001 -1.478625234364810e-001 -1.133780168036410e-001
2.190255102040815e+000 -5.857916652986642e-001 -8.942785226968518e-002 1.013008470476021e-001 5.492687201498402e-001 6.135960764962606e-001 -1.454615269186679e-001 -1.144561855140347e-001
2.199591836734692e+000 -5.790827841956104e-001 -9.255476800318563e-002 1.085017783780179e-001 5.521286141147872e-001 6.147600121846574e-001 -1.429897207499613e-001 -1.157451458727411e-001
2.208928571428570e+000 -5.714788915647411e-001 -9.511069018579589e-002 1.155908764203057e-001 5.554644769923004e-001 6.164335533474056e-001 -1.404550893643806e-001 -1.172054160388495e-001
2.218265306122447e+000 -5.630052392161815e-001 -9.712372152241841e-002 1.225437492800915e-001 5.593152687187390e-001 6.185330314479041e-001 -1.378371470449442e-001 -1.187814473784297e-001
2.227602040816325e+000 -5.536774905482838e-001 -9.864062981343405e-002 1.293546343908782e-001 5.636931375965623e-001 6.210019392006987e-001 -1.351038840298191e-001 -1.204024624614313e-001
2.236938775510202e+000 -5.435011091511974e-001 -9.970978142819406e-002 1.360281519104300e-001 5.685837069963696e-001 6.238251455663345e-001 -1.322235493362882e-001 -1.219893864394852e-001
2.246275510204080e+000 -5.324739372476490e-001 -1.003739295252253e-001 1.425750680180501e-001 5.739514087234451e-001 6.270178193529002e-001 -1.291698561846886e-001 -1.234683232819675e-001
2.255612244897957e+000 -5.205905075985602e-001 -1.006718888077182e-001 1.490115023708568e-001 5.797472762603780e-001 6.305984716599768e-001 -1.259214693599737e-001 -1.247848067913150e-001
2.264948979591835e+000 -5.078478009131620e-001 -1.006397848330097e-001 1.553574184338707e-001 5.859166344410568e-001 6.345662856618796e-001 -1.224581226720625e-001 -1.259122387450779e-001
2.274285714285712e+000 -4.942517552415906e-001 -1.003082048628753e-001 1.616331194129635e-001 5.924053300620120e-001 6.388882265826924e-001 -1.187558495197436e-001 -1.268522518417254e-001
2.283622448979590e+000 -4.798231963029618e-001 -9.970201229721894e-002 1.678567388927049e-001 5.991643759404185e-001 6.434875228253669e-001 -1.147811727995063e-001 -1.276286625512786e-001
2.292959183673467e+000 -4.646023687277849e-001 -9.884702709722476e-002 1.740449609366525e-001 6.061538863846243e-001 6.482337657628315e-001 -1.104854889882914e-001 -1.282787317252609e-001
2.302295918367345e+000 -4.486514315756389e-001 -9.777548021879472e-002 1.802147882091519e-001 6.133467348820781e-001 6.529501824162409e-001 -1.058066353180571e-001 -1.288456048369262e-001
2.311632653061222e+000 -4.320536527041359e-001 -9.652139043861048e-002 1.863829895005716e-001 6.207304329295328e-001 6.574460890385530e-001 -1.006825350003842e-001 -1.293728825295253e-001
2.320969387755100e+000 -4.149088125735179e-001 -9.511157542569806e-002 1.925638604689529e-001 6.283058195133998e-001 6.615558546973517e-001 -9.506997226189040e-002 -1.298986246739503e-001
2.330306122448977e+000 -3.973266076197795e-001 -9.356407423601909e-002 1.987684141773072e-001 6.360841874233112e-001 6.651592131324703e-001 -8.895691578680021e-002 -1.304473556741591e-001
2.339642857142855e+000 -3.794202217293443e-001 -9.189237236985545e-002 2.050047893124384e-001 6.440846674761878e-001 6.681814278693675e-001 -8.236606678959779e-002 -1.310226440877746e-001
2.348979591836732e+000 -3.612999687750507e-001 -9.010606623792143e-002 2.112776485560345e-001 6.523301750227207e-001 6.705877807382058e-001 -7.535399088672201e-002 -1.316032138983779e-001
2.358316326530610e+000 -3.430665471463352e-001 -8.821102228113316e-002 2.175883469623562e-001 6.608417732451917e-001 6.723781958318984e-001 -6.800672262126395e-002 -1.321454313378588e-001
2.367653061224488e+000 -3.248059596133448e-001 -8.621616776075267e-002 2.239384437090750e-001 6.696352402642571e-001 6.735776314453266e-001 -6.043217865756612e-002 -1.325930748711251e-001
2.376989795918365e+000 -3.065884661215350e-001 -8.414159574832024e-002 2.303340287112879e-001 6.787197599936143e-001 6.742215192829419e-001 -5.275215325179850e-002 -1.328881571943500e-001
2.386326530612243e+000 -2.884641754616171e-001 -8.202244433549680e-002 2.367881012872604e-001 6.880955338187579e-001 6.743409813274393e-001 -4.509798555656297e-002 -1.329771188218841e-001
2.395663265306120e+000 -2.704684855839219e-001 -7.990253742942627e-002 2.433190016105515e-001 6.977501028648331e-001 6.739646183835412e-001 -3.760354832184620e-002 -1.328151802042389e-001
2.404999999999998e+000 -2.526192945796124e-001 -7.782801449452305e-002 2.499492002546006e-001 7.076578125922151e-001 6.731222629874607e-001 -3.040637582669858e-002 -1.323725627582682e-001
2.414336734693875e+000 -2.349207016806647e-001 -7.584017326622611e-002 2.567039737849175e-001 7.177823331330195e-001 6.718517696444107e-001 -2.364770173539865e-002 -1.316418774324826e-001
2.423673469387753e+000 -2.173667107882309e-001 -7.397110149813295e-002 2.636103102810267e-001 7.280799199441320e-001 6.702037994207085e-001 -1.746903616836959e-002 -1.306416482987655e-001
2.433010204081630e+000 -1.999456941364599e-001 -7.224031399261609e-002 2.706948823885598e-001 7.385016644827412e-001 6.682482501544717e-001 -1.200130558245727e-002 -1.294129538778357e-001
2.442346938775508e+000 -1.826458382673846e-001 -7.065236991932426e-002 2.779810860617473e-001 7.489956155214299e-001 6.660806660983130e-001 -7.349973840527602e-003 -1.280120443162947e-001
2.451683673469385e+000 -1.654602927389732e-001 -6.919829499453144e-002 2.854861680221144e-001 7.595097184831966e-001 6.638223684272471e-001 -3.583132915037091e-003 -1.265037266410848e-001
2.461020408163263e+000 -1.483903410279237e-001 -6.786158662688258e-002 2.932192868203636e-001 7.699951317270297e-001 6.616122625661379e-001 -7.267745678620763e-004 -1.249563247389489e-001
2.470357142857140e+000 -1.314469735465056e-001 -6.662505308236105e-002 3.011807073095025e-001 7.804095063859113e-001 6.595951500100512e-001 1.233153684700339e-003 -1.234362484772376e-001
2.479693877551018e+000 -1.146518774831611e-001 -6.547486890217218e-002 3.093617865316872e-001 7.907199905913704e-001 6.579107792143598e-001 2.345671804154348e-003 -1.220015623927116e-001
2.489030612244895e+000 -9.803731275732974e-002 -6.440211524797333e-002 3.177452109772098e-001 8.009050548291116e-001 6.566833162035870e-001 2.690155075819600e-003 -1.206962217574998e-001
2.498367346938773e+000 -8.164432935604493e-002 -6.340312326929057e-002 3.263051792047561e-001 8.109544713083853e-001 6.560105344261801e-001 2.371272230726307e-003 -1.195472859206776e-001
2.507704081632650e+000 -6.552034869443779e-002 -6.247905780857124e-002 3.350075238862817e-001 8.208679021050899e-001 6.559531032422017e-001 1.511901830327123e-003 -1.185650659603323e-001
2.517040816326528e+000 -4.971739598177205e-002 -6.163594979849100e-002 3.438099769206985e-001 8.306533910427810e-001 6.565236584061671e-001 2.462897515869145e-004 -1.177448550009770e-001
2.526377551020405e+000 -3.429101945016222e-002 -6.088631438330546e-002 3.526631039983835e-001 8.403263968260359e-001 6.576756259463502e-001 -1.283394479363542e-003 -1.170697744452707e-001
2.535714285714283e+000 -1.929927000226361e-002 -6.025058585884613e-002 3.615123648870705e-001 8.499086958735818e-001 6.592979789200729e-001 -2.928432997526986e-003 -1.165137542665388e-001
2.545051020408160e+000 -4.802181847247233e-003 -5.975409677761542e-002 3.703008399083023e-001 8.594269065965016e-001 6.612282912329549e-001 -4.539433614255906e-003 -1.160437631621933e-001
2.554387755102038e+000 9.137480047587188e-003 -5.941905482144797e-002 3.789715866799114e-001 8.689112828068697e-001 6.632847903858170e-001 -5.979720972325131e-003 -1.156220971517670e-001
2.563724489795916e+000 2.245301414997525e-002 -5.925722668997117e-002 3.874690106156589e-001 8.783945175372653e-001 6.652988829908799e-001 -7.139761783119925e-003 -1.152090093682849e-001
2.573061224489793e+000 3.507343666004625e-002 -5.926850289554384e-002 3.957390937213630e-001 8.879093198421345e-001 6.671315128721038e-001 -7.944587695814853e-003 -1.147642415721003e-001
2.582397959183671e+000 4.692401977707261e-002 -5.944477723390480e-002 4.037281870044397e-001 8.974846371066014e-001 6.686755114507792e-001 -8.353796264007229e-003 -1.142472122598749e-001
2.591734693877548e+000 5.792723909388764e-002 -5.977556330576464e-002 4.113800217009884e-001 9.071420050276736e-001 6.698549106379920e-001 -8.357861458601512e-003 -1.136179421247896e-001
2.601071428571426e+000 6.800447978307789e-002 -6.025240957777019e-002 4.186312058345551e-001 9.168931406363451e-001 6.706257854127657e-001 -7.972309353112106e-003 -1.128398919392740e-001
2.610408163265303e+000 7.707892596977128e-002 -6.087023775185387e-002 4.254062132080884e-001 9.267383750954885e-001 6.709768789537749e-001 -7.231236287575271e-003 -1.118831508837672e-001
2.619744897959181e+000 8.507904912681696e-002 -6.162524407801714e-002 4.316133975162775e-001 9.366652087035686e-001 6.709272991446342e-001 -6.183072606979811e-003 -1.107260352422942e-001
2.629081632653058e+000 9.194159551972692e-002 -6.251134790744314e-002 4.371442210093391e-001 9.466473024942701e-001 6.705208730134483e-001 -4.888659045399590e-003 -1.093548850282311e-001
2.638418367346936e+000 9.761298770121707e-002 -6.351770493776561e-002 4.418777299645979e-001 9.566447895583796e-001 6.698199180736811e-001 -3.419720466718346e-003 -1.077626324889608e-001
2.647755102040813e+000 1.020483280671520e-001 -6.462842917389454e-002 4.456900857678665e-001 9.666064418289846e-001 6.689011668711948e-001 -1.856730437912679e-003 -1.059466585800674e-001
2.657091836734691e+000 1.052084001838733e-001 -6.582451513010833e-002 4.484668386041984e-001 9.764733564808958e-001 6.678521761281938e-001 -2.845868028973353e-004 -1.039070006409580e-001
2.666428571428568e+000 1.070567237165785e-001 -6.708748112934880e-002 4.501150690890990e-001 9.861829874079969e-001 6.667663542063245e-001 1.214847365216487e-003 -1.016465589974285e-001
2.675765306122446e+000 1.075585010724340e-001 -6.840350576450933e-002 4.505726265748997e-001 9.956721619119954e-001 6.657376228563569e-001 2.571347573763649e-003 -9.917315695583744e-002
2.685102040816323e+000 1.066818466362376e-001 -6.976621958362034e-002 4.498125215899502e-001 1.004877874686396e+000 6.648543660067003e-001 3.733080038370140e-003 -9.650094806020899e-002
2.694438775510201e+000 1.044010633229795e-001 -7.117671918156412e-002 4.478420303341220e-001 1.013735378514164e+000 6.641924199957101e-001 4.670549814666414e-003 -9.365033748294635e-002
2.703775510204078e+000 1.007013813429292e-001 -7.264069923746490e-002 4.446975952699726e-001 1.022174382539763e+000 6.638100220603349e-001 5.378611525655996e-003 -9.064831617615861e-002
2.713112244897956e+000 9.558423796143045e-002 -7.416450335677875e-002 4.404379795362609e-001 1.030115017128943e+000 6.637462306390238e-001 5.876958249362962e-003 -8.752970287090787e-002
2.722448979591833e+000 8.907238484074798e-002 -7.575335670145740e-002 4.351387266647143e-001 1.037465042372439e+000 6.640187176663138e-001 6.208600812008136e-003 -8.433740300834479e-002
2.731785714285711e+000 8.121433670236411e-002 -7.741382648663737e-002 4.288895681203971e-001 1.044119058094096e+000 6.646181008123517e-001 6.435211157480136e-003 -8.112124586120996e-002
2.741122448979589e+000 7.208750179300227e-002 -7.915858630611328e-002 4.217933511406138e-001 1.049959961661776e+000 6.655050762587862e-001 6.626950002655452e-003 -7.793694932153301e-002
2.750459183673466e+000 6.179946760914867e-002 -8.100911820718428e-002 4.139635178418851e-001 1.054862710981239e+000 6.666179974024087e-001 6.845044130047828e-003 -7.484554253582015e-002
2.759795918367344e+000 5.048734707428038e-002 -8.299405904424302e-002 4.055193065188396e-001 1.058699911679019e+000 6.678869331807199e-001 7.120218284854429e-003 -7.191215509276436e-002
2.769132653061221e+000 3.831512430906470e-002 -8.514401182398292e-002 3.965803046532245e-001 1.061347980660820e+000 6.692449686257830e-001 7.434317064843876e-003 -6.920355328441827e-002
2.778469387755099e+000 2.546852076696826e-002 -8.748444642170206e-002 3.872613651315313e-001 1.062692914068253e+000 6.706360471061904e-001 7.711431387555923e-003 -6.678447663006137e-002
2.787806122448976e+000 1.214674746974365e-002 -9.002830872356221e-002 3.776675346582032e-001 1.062635596640058e+000 6.720224758697845e-001 7.820622154174339e-003 -6.471314827563886e-002
2.797142857142854e+000 -1.448649355510367e-003 -9.276903029393624e-002 3.678885784580237e-001 1.061097013523181e+000 6.733921672828949e-001 7.588700713661911e-003 -6.303698292457015e-002
2.806479591836731e+000 -1.512542603344436e-002 -9.567388363827278e-002 3.579941414736492e-001 1.058023275180745e+000 6.747647387267893e-001 6.821732482554355e-003 -6.179067064770919e-002
2.815816326530609e+000 -2.871662765281013e-002 -9.868292102539036e-002 3.480302384638214e-001 1.053390330997108e+000 6.761938489342859e-001 5.329217100358052e-003 -6.099633310874187e-002
2.825153061224486e+000 -4.208572524567367e-002 -1.017062681834299e-001 3.380226409755256e-001 1.047205833308506e+000 6.777602892985238e-001 2.958268553548082e-003 -6.066712077795710e-002
2.834489795918364e+000 -5.513945062550518e-002 -1.046300635455873e-001 3.279813717288886e-001 1.039509460680596e+000 6.795575014892560e-001 -3.820459865375714e-004 -6.080824158140813e-002
2.843826530612241e+000 -6.783184553456301e-002 -1.073227759113330e-001 3.179087256553385e-001 1.030369702653062e+000 6.816701641231436e-001 -4.699064777452522e-003 -6.141923433461489e-002
2.853163265306119e+000 -8.016346828627219e-002 -1.096455535619629e-001 3.078068938877680e-001 1.019878223093147e+000 6.841506321694610e-001 -9.904100087013923e-003 -6.249670789591295e-002
2.862499999999996e+000 -9.217448286392904e-002 -1.114644476766021e-001 2.976838148135218e-001 1.008143015296803e+000 6.869996974240696e-001 -1.581140381104484e-002 -6.403625577880634e-002
2.871836734693874e+000 -1.039336388064078e-001 -1.126621197885958e-001 2.875566548986667e-001 9.952819441863987e-001 6.901571431042290e-001 -2.215066961115153e-002 -6.603172818531315e-002
2.881173469387751e+000 -1.155259399059967e-001 -1.131476076245018e-001 2.774527876221019e-001 9.814175662929773e-001 6.935024670106695e-001 -2.859166362564714e-002 -6.847173215099239e-002
2.890510204081629e+000 -1.270412297544052e-001 -1.128617474320647e-001 2.674077226936050e-001 9.666729223817452e-001 6.968647492634266e-001 -3.477685395344388e-002 -7.133440866090106e-002
2.899846938775506e+000 -1.385650164961390e-001 -1.117750733564568e-001 2.574599814346676e-001 9.511676095000973e-001 7.000422928745447e-001 -4.035698810291466e-002 -7.458135391317394e-002
2.909183673469384e+000 -1.501718886509957e-001 -1.098802506216440e-001 2.476453104162750e-001 9.350147552604601e-001 7.028309357031587e-001 -4.502403110685949e-002 -7.815237115756880e-002
2.918520408163261e+000 -1.619208787495825e-001 -1.071862857823356e-001 2.379935003307584e-001 9.183200441596087e-001 7.050565063262192e-001 -4.853778994164770e-002 -8.196409269067859e-002
2.927857142857139e+000 -1.738524471856238e-001 -1.037170828044336e-001 2.285282577093493e-001 9.011822585858276e-001 7.066034321620808e-001 -5.074699305398300e-002 -8.591422250994456e-002
2.937193877551017e+000 -1.859877324741399e-001 -9.951206189647904e-002 2.192686718401385e-001 8.836941855969813e-001 7.074255737386849e-001 -5.160482154442381e-002 -8.989134701707846e-002
2.946530612244894e+000 -1.983302972229917e-001 -9.462819333283588e-002 2.102314093746143e-001 8.659435269096960e-001 7.075316961918997e-001 -5.117207303538218e-002 -9.378871623998464e-002
2.955867346938772e+000 -2.108695930786868e-001 -8.914269249341024e-002 2.014328480532543e-001 8.480136218048664e-001 7.069592788422482e-001 -4.960468517391692e-002 -9.751723729372393e-002
2.965204081632649e+000 -2.235858447860866e-001 -8.315401320184378e-002 1.928904854360913e-001 8.299837530366000e-001 7.057569350961888e-001 -4.713496854329136e-002 -1.010129771819286e-001
2.974540816326527e+000 -2.364507754555580e-001 -7.677441458833288e-002 1.846229100736856e-001 8.119299550330916e-001 7.039836453720275e-001 -4.405012520845508e-002 -1.042395304265700e-001
2.983877551020404e+000 -2.494357788321782e-001 -7.012399582413025e-002 1.766488744622230e-001 7.939256425959106e-001 7.017152190273136e-001 -4.067857172611911e-002 -1.071863154361101e-001
2.993214285714282e+000 -2.625122906490405e-001 -6.331767989623878e-002 1.689850047177484e-001 7.760439646454745e-001 6.990520150447067e-001 -3.736466465521904e-002 -1.098667482638101e-001
3.002551020408159e+000 -2.756550082444287e-001 -5.645982117092645e-002 1.616438002947344e-001 7.583591540610138e-001 6.961169525288485e-001 -3.444404738841334e-002 -1.123142609831888e-001
3.011887755102037e+000 -2.888422163856299e-001 -4.964381632789312e-002 1.546323370513965e-001 7.409461797814277e-001 6.930455370495456e-001 -3.221747214407311e-002 -1.145757584865773e-001
3.021224489795914e+000 -3.020549297939947e-001 -4.295452208572534e-002 1.479518962005558e-001 7.238795531034611e-001 6.899748377638861e-001 -3.092752498004403e-002 -1.167035366645323e-001
3.030561224489792e+000 -3.152769860710007e-001 -3.647124906057774e-002 1.415985298654066e-001 7.072329393842506e-001 6.870372358843518e-001 -3.074236165570365e-002 -1.187487445875340e-001
3.039897959183669e+000 -3.284957764547773e-001 -3.027288866495322e-002 1.355647776076190e-001 6.910787553214094e-001 6.843547763491981e-001 -3.174746941716555e-002 -1.207577513455195e-001
3.049234693877547e+000 -3.417015809210902e-001 -2.444719005171415e-002 1.298428478962992e-001 6.754856671225938e-001 6.820231678221514e-001 -3.394295422482685e-002 -1.227689453089175e-001
3.058571428571424e+000 -3.548859280564787e-001 -1.909849562150595e-002 1.244276362819635e-001 6.605146405927318e-001 6.800863349724893e-001 -3.724701554747334e-002 -1.248066860053036e-001
3.067908163265302e+000 -3.680410041807902e-001 -1.434250268510528e-002 1.193160934628933e-001 6.462165308056339e-001 6.785208817224278e-001 -4.151090311504446e-002 -1.268739244632043e-001
3.077244897959179e+000 -3.811600063466383e-001 -1.028757859651823e-002 1.145028255014052e-001 6.326323755736772e-001 6.772435838194911e-001 -4.654518261704133e-002 -1.289493128043981e-001
3.086581632653057e+000 -3.942369625032876e-001 -7.015732452128077e-003 1.099758158505765e-001 6.197949003986650e-001 6.761319480302490e-001 -5.214844852039557e-002 -1.309913377093044e-001
3.095918367346934e+000 -4.072656336085800e-001 -4.572510617610359e-003 1.057143657248833e-001 6.077295944337439e-001 6.750430489274844e-001 -5.813035896914554e-002 -1.329466096730304e-001
3.105255102040812e+000 -4.202381374752460e-001 -2.964760234770687e-003 1.016885207401260e-001 5.964546464115843e-001 6.738287683129545e-001 -6.432623627135392e-002 -1.347586253471849e-001
3.114591836734689e+000 -4.331437760731991e-001 -2.162265766238209e-003 9.785926294103250e-002 5.859797426301624e-001 6.723528182267993e-001 -7.060182790245650e-002 -1.363746158712103e-001
3.123928571428567e+000 -4.459681571912619e-001 -2.101081981801802e-003 9.417935256691239e-002 5.763047286396318e-001 6.705095310142455e-001 -7.684889549649432e-002 -1.377495620102417e-001
3.133265306122445e+000 -4.586926444846333e-001 -2.688149272241912e-003 9.059493055931973e-002 5.674193554101997e-001 6.682374661088752e-001 -8.297753921250051e-002 -1.388485263759878e-001
3.142602040816322e+000 -4.712940949146782e-001 -3.806873808626315e-003 8.704808150244268e-002 5.593040563100455e-001 6.655222642182244e-001 -8.891145176527671e-002 -1.396487533254204e-001
3.151938775510200e+000 -4.837447869894118e-001 -5.323294825292401e-003 8.348072300261085e-002 5.519309395287643e-001 6.623890368580297e-001 -9.458624777512559e-002 -1.401412684815869e-001
3.161275510204077e+000 -4.960124509351143e-001 -7.094829439439847e-003 7.984104931490546e-002 5.452647161129756e-001 6.588874522523112e-001 -9.994810803022647e-002 -1.403311200955559e-001
3.170612244897955e+000 -5.080593676410430e-001 -8.985714343024519e-003 7.609469300336326e-002 5.392632590060298e-001 6.550740556694765e-001 -1.049528691686303e-001 -1.402359897494618e-001
3.179948979591832e+000 -5.198385088036102e-001 -1.088900114068992e-002 7.224090539574549e-002 5.338773607933016e-001 6.509980313836038e-001 -1.095671245265475e-001 -1.398829910202497e-001
3.189285714285710e+000 -5.312872925058259e-001 -1.274888753037009e-002 6.832909875309341e-002 5.290507139769815e-001 6.466934052616596e-001 -1.137706765444764e-001 -1.393049184560375e-001
3.198622448979587e+000 -5.423238308522960e-001 -1.457558660144774e-002 6.446742259573010e-002 5.247218561240705e-001 6.421761724047296e-001 -1.175587812772740e-001 -1.385386505284323e-001
3.207959183673465e+000 -5.528495043855684e-001 -1.644310498480734e-002 6.081633624618293e-002 5.208281534842428e-001 6.374469823998384e-001 -1.209449590272849e-001 -1.376257024768779e-001
3.217295918367342e+000 -5.627572458490233e-001 -1.846529927482493e-002 5.756695035992016e-002 5.173101830286163e-001 6.325030068009686e-001 -1.239661690436908e-001 -1.366123208173125e-001
3.226632653061220e+000 -5.719425078728884e-001 -2.076175758244324e-002 5.491257303257417e-002 5.141149989207489e-001 6.273567125987226e-001 -1.266882671056988e-001 -1.355481162703178e-001
3.235969387755097e+000 -5.803131727796378e-001 -2.343011832500621e-002 5.302364483252413e-002 5.111979134026098e-001 6.220507500627228e-001 -1.292048934629753e-001 -1.344840967121961e-001
3.245306122448975e+000 -5.877957226955264e-001 -2.652950982563425e-002 5.203040573107471e-002 5.085236941313935e-001 6.166615740801705e-001 -1.316247001835496e-001 -1.334710069690882e-001
3.254642857142852e+000 -5.943374836548159e-001 -3.007047858075288e-002 5.201267953449366e-002 5.060689067690348e-001 6.112951452825649e-001 -1.340495464057430e-001 -1.325586866340542e-001
3.263979591836730e+000 -5.999058878873282e-001 -3.400826950880397e-002 5.299559313910512e-002 5.038255631092166e-001 6.060811290814693e-001 -1.365510275637603e-001 -1.317965067350871e-001
3.273316326530607e+000 -6.044851418325373e-001 -3.824100732177222e-002 5.495114790868586e-002 5.018036813440441e-001 6.011677334019587e-001 -1.391504313414917e-001 -1.312337643614853e-001
3.282653061224485e+000 -6.080709155697979e-001 -4.261683481191350e-002 5.780568437635984e-002 5.000309375788322e-001 5.967150121859032e-001 -1.418056056206207e-001 -1.309185828004196e-001
3.291989795918362e+000 -6.106643686264498e-001 -4.695117117596773e-002 6.145060924153126e-002 4.985506128048249e-001 5.928824613448400e-001 -1.444134408107587e-001 -1.308941812383722e-001
3.301326530612240e+000 -6.122730292723120e-001 -5.105309878046462e-002 6.575503961190710e-002 4.974188399832912e-001 5.898141254353235e-001 -1.468309726521504e-001 -1.311919315137402e-001
3.310663265306117e+000 -6.129073545195799e-001 -5.473589830454662e-002 7.056856168286135e-002 4.967043811529162e-001 5.876193423152157e-001 -1.489131774566301e-001 -1.318246685624697e-001
3.319999999999995e+000 -6.125885121934587e-001 -5.782352748246306e-002 7.572714547633311e-002 4.964870383455986e-001 5.863671288391759e-001 -1.505361187867291e-001 -1.327835040708154e-001
