---- AnyBody Output File ---------------------------------
Study: Main.Studies.MotionOptimization
Operation: Main.Studies.MotionOptimization.Kinematics
----------------------------------------------------------
Constants (Name = Value): 
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile7.FileName = "GaitNormal0001-processed-output-euler-rightarm.txt"
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile7.NumberFormat.Digits = 15
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile7.NumberFormat.Width = 22
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile7.NumberFormat.Style = ScientificNumber
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile7.NumberFormat.FormatStr = "%22.15e"
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile7.Search = 
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile7.SepSign = " "
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile7.LineSepSign = ""
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile7.Header.TitleSectionOnOff = On
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile7.Header.ConstSectionOnOff = On
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile7.Header.VarSectionOnOff = On
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile7.Header.ColumnNamesOnOff = On
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile7.Header.LinePrefix = ""
----------------------------------------------------------
Variables (Column# Name): 
col0  Main.Studies.MotionOptimization.t
col1  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile7.SternoClavicularProtraction
col2  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile7.SternoClavicularElevation
col3  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile7.SternoClavicularAxialRotation
col4  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile7.GlenohumeralFlexion
col5  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile7.GlenohumeralExternalRotation
col6  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile7.GlenohumeralAbduction
col7  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile7.ElbowFlexion
col8  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile7.ElbowPronation
col9  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile7.WristFlexion
col10  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile7.WristAbduction
----------------------------------------------------------
Main.Studies.MotionOptimization.t Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile7.SternoClavicularProtraction Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile7.SternoClavicularElevation Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile7.SternoClavicularAxialRotation Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile7.GlenohumeralFlexion Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile7.GlenohumeralExternalRotation Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile7.GlenohumeralAbduction Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile7.ElbowFlexion Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile7.ElbowPronation Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile7.WristFlexion Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile7.WristAbduction
1.560000000000000e+000 -3.626785222676430e-001 1.675831662924721e-001 -5.235987755983100e-001 -3.801465290961428e-001 -3.541825687577599e-001 3.386106969917726e-001 6.655137190780065e-001 3.728222598669408e-001 4.223218311325034e-001 1.358385270986773e-001
1.569795918367347e+000 -3.625902896919939e-001 1.685764885119725e-001 -5.235987755985485e-001 -3.784526816157368e-001 -3.526105861758410e-001 3.395139590338713e-001 6.602899662356278e-001 3.734976728721048e-001 4.241245122338779e-001 1.349583514068258e-001
1.579591836734694e+000 -3.622935137715950e-001 1.697566750736643e-001 -5.235987755985221e-001 -3.765195844812073e-001 -3.514867138734265e-001 3.406795487589354e-001 6.549323450514915e-001 3.742872269159279e-001 4.259579297512495e-001 1.339889697529359e-001
1.589387755102041e+000 -3.617718124126486e-001 1.711293050870255e-001 -5.235987755984932e-001 -3.742850316866333e-001 -3.508411055025392e-001 3.420717198378927e-001 6.494672167334032e-001 3.752271168980662e-001 4.278245177562279e-001 1.329279646741681e-001
1.599183673469387e+000 -3.610147474241904e-001 1.727061928531490e-001 -5.235987755984612e-001 -3.716736452288025e-001 -3.506801361251614e-001 3.436363001779998e-001 6.439189994298528e-001 3.763595433624764e-001 4.297352741358620e-001 1.317760536346775e-001
1.608979591836734e+000 -3.600225371784233e-001 1.745071795822315e-001 -5.235987755984313e-001 -3.686124164253690e-001 -3.509778173820206e-001 3.452952252840032e-001 6.383243850803398e-001 3.777191989529975e-001 4.317059010135629e-001 1.305420695841608e-001
1.618775510204081e+000 -3.588034010160298e-001 1.765565720515905e-001 -5.235987755984026e-001 -3.650417253120275e-001 -3.516795567306371e-001 3.469508081662286e-001 6.327435289029475e-001 3.793278391446196e-001 4.337524921503322e-001 1.292434952969884e-001
1.628571428571428e+000 -3.573704224402944e-001 1.788735294098820e-001 -5.235987755983802e-001 -3.609266691142099e-001 -3.527086394226336e-001 3.484959959894880e-001 6.272739566443851e-001 3.811928474200918e-001 4.358840556785086e-001 1.279053066705378e-001
1.638367346938775e+000 -3.557368128616117e-001 1.814578637634008e-001 -5.235987755983613e-001 -3.562653381613885e-001 -3.539791091917171e-001 3.498298863475058e-001 6.220628687823270e-001 3.833002683655408e-001 4.380952334079642e-001 1.265592785328095e-001
1.648163265306122e+000 -3.539079421745150e-001 1.842790741687466e-001 -5.235987755983458e-001 -3.510916972341194e-001 -3.554168172314001e-001 3.508736972958435e-001 6.173103000005581e-001 3.855980361951643e-001 4.403662456967306e-001 1.252453673765645e-001
1.657959183673468e+000 -3.518744420025585e-001 1.872769088313362e-001 -5.235987755983345e-001 -3.454717521082338e-001 -3.569816252017008e-001 3.515819847320780e-001 6.132580695606248e-001 3.879818042865293e-001 4.426693949701335e-001 1.240129851980742e-001
1.667755102040815e+000 -3.496120630341397e-001 1.903740192717633e-001 -5.235987755981750e-001 -3.394924014624683e-001 -3.586814912945540e-001 3.519480937582352e-001 6.101670600709518e-001 3.902975149560912e-001 4.449740654883279e-001 1.229194648502781e-001
1.677551020408162e+000 -3.470874614358390e-001 1.934953384624745e-001 -5.235987755981224e-001 -3.332495827123174e-001 -3.605724000476767e-001 3.520041364062005e-001 6.082894551401854e-001 3.923654291417556e-001 4.472455184757802e-001 1.220262148631488e-001
1.687346938775509e+000 -3.442659318853653e-001 1.965827743324733e-001 -5.235987755980889e-001 -3.268291862701231e-001 -3.627497151599908e-001 3.518193789738704e-001 6.078432915082298e-001 3.940163425652685e-001 4.494411028095895e-001 1.213935695433860e-001
1.697142857142856e+000 -3.411226616186346e-001 1.996033328513853e-001 -5.235987755980722e-001 -3.202984499204200e-001 -3.653276440947733e-001 3.514918925598242e-001 6.089910489896684e-001 3.951278132915831e-001 4.515090198680842e-001 1.210749566711738e-001
