---- AnyBody Output File ---------------------------------
Study: Main.Studies.MotionOptimization
Operation: Main.Studies.MotionOptimization.Kinematics
----------------------------------------------------------
Constants (Name = Value): 
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile6.FileName = "..\Input\FullBody-GaitUniMiami-euler-leftarm.txt"
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile6.NumberFormat.Digits = 15
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile6.NumberFormat.Width = 22
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile6.NumberFormat.Style = ScientificNumber
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile6.NumberFormat.FormatStr = "%22.15e"
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile6.Search = 
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile6.SepSign = " "
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile6.LineSepSign = ""
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile6.Header.TitleSectionOnOff = On
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile6.Header.ConstSectionOnOff = On
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile6.Header.VarSectionOnOff = On
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile6.Header.ColumnNamesOnOff = On
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile6.Header.LinePrefix = ""
----------------------------------------------------------
Variables (Column# Name): 
col0  Main.Studies.MotionOptimization.t
col1  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile6.SternoClavicularProtraction
col2  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile6.SternoClavicularElevation
col3  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile6.SternoClavicularAxialRotation
col4  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile6.GlenohumeralFlexion
col5  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile6.GlenohumeralExternalRotation
col6  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile6.GlenohumeralAbduction
col7  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile6.ElbowFlexion
col8  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile6.ElbowPronation
col9  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile6.WristFlexion
col10  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile6.WristAbduction
----------------------------------------------------------
Main.Studies.MotionOptimization.t Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile6.SternoClavicularProtraction Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile6.SternoClavicularElevation Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile6.SternoClavicularAxialRotation Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile6.GlenohumeralFlexion Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile6.GlenohumeralExternalRotation Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile6.GlenohumeralAbduction Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile6.ElbowFlexion Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile6.ElbowPronation Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile6.WristFlexion Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile6.WristAbduction
3.128333333333333e+000 -4.714528581637852e-001 3.074982108768625e-001 -3.490658503988866e-001 1.130342482203148e-001 -1.380603588763743e-001 2.217671065004900e-001 3.278422570507412e-001 8.137559989821915e-001 7.882911852573904e-002 3.799830718644903e-001
3.136458333333334e+000 -4.711052680620311e-001 3.085230826539596e-001 -3.490658503990090e-001 1.040241180920427e-001 -1.303881967802083e-001 2.227635356481143e-001 3.118133845583808e-001 8.248707991196568e-001 7.891176001663625e-002 3.782642851866490e-001
3.144583333333334e+000 -4.707189098223105e-001 3.096601735026940e-001 -3.490658503989934e-001 9.465399403312658e-002 -1.218545190052279e-001 2.240360996667089e-001 2.960730691393177e-001 8.360166500962105e-001 7.926915991498085e-002 3.764383323012152e-001
3.152708333333334e+000 -4.703246259482733e-001 3.108846191079513e-001 -3.490658503989745e-001 8.495070459248022e-002 -1.125460101863685e-001 2.255806206576055e-001 2.806555970124092e-001 8.471340763625502e-001 7.985816823855285e-002 3.744908640816420e-001
3.160833333333334e+000 -4.699537099525796e-001 3.121671733699072e-001 -3.490658503989596e-001 7.495333411276994e-002 -1.025759607963591e-001 2.273837237553985e-001 2.655841998354918e-001 8.581542443135343e-001 8.064623957603678e-002 3.724266972797642e-001
3.168958333333334e+000 -4.696387482276693e-001 3.134769191199580e-001 -3.490658503989421e-001 6.470913887487662e-002 -9.207601134589220e-002 2.294261407108628e-001 2.508741072670214e-001 8.690015271533177e-001 8.161518423184955e-002 3.702702613724739e-001
3.177083333333334e+000 -4.694140535110365e-001 3.147827954472426e-001 -3.490658503989281e-001 5.426797464806654e-002 -8.118597606056922e-002 2.316861972399571e-001 2.365387050893709e-001 8.796055734733583e-001 8.275763698804273e-002 3.680563725531225e-001
3.185208333333335e+000 -4.693144797978590e-001 3.160531420434527e-001 -3.490658503989135e-001 4.367634035303802e-002 -7.004716853299337e-002 2.341410948558704e-001 2.225970474603514e-001 8.899123342727047e-001 8.407144557859980e-002 3.658175348255853e-001
3.193333333333335e+000 -4.693726561915704e-001 3.172533141957847e-001 -3.490658503989051e-001 3.297275363108176e-002 -5.880068876616210e-002 2.367647026440107e-001 2.090798169962312e-001 8.998844949062097e-001 8.555671533356701e-002 3.635764336686666e-001
3.201458333333335e+000 -4.696155345093288e-001 3.183438134240832e-001 -3.490658503988953e-001 2.218512290920049e-002 -4.758745462494383e-002 2.395239585384074e-001 1.960320557132794e-001 9.094933181931966e-001 8.721417194593140e-002 3.613455451360098e-001
3.209583333333335e+000 -4.700614386286567e-001 3.192818388374790e-001 -3.490658503988892e-001 1.132995480450538e-002 -3.654636135343541e-002 2.423774469216551e-001 1.835127693796211e-001 9.187111238239848e-001 8.903966128996532e-002 3.591298597326523e-001
3.217708333333335e+000 -4.707191163023600e-001 3.200262175496740e-001 -3.490658503988833e-001 4.130143052489821e-004 -2.581012272931661e-002 2.452772292565409e-001 1.715921852325571e-001 9.275087945950670e-001 9.101475642683665e-002 3.569292807624399e-001
3.225833333333335e+000 -4.715892818080827e-001 3.205431006894586e-001 -3.490658503988788e-001 -1.056916651306272e-002 -1.549950314958469e-002 2.481723000075859e-001 1.603472250631871e-001 9.358564256906827e-001 9.309960791147565e-002 3.547399989800953e-001
3.233958333333336e+000 -4.726671824144914e-001 3.208105820846039e-001 -3.490658503988758e-001 -2.162717114743762e-002 -5.715157280703828e-003 2.510121310764368e-001 1.498556975701172e-001 9.437267408543093e-001 9.522986222709307e-002 3.525555008410628e-001
3.242083333333336e+000 -4.739446559895043e-001 3.208211077378869e-001 -3.490658503988742e-001 -3.277558691483606e-002 3.472507160327980e-003 2.537496652065140e-001 1.401906604650409e-001 9.511037799450350e-001 9.731067923463987e-002 3.503681769982667e-001
