Main.Studies.MarkerTracking.t,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightDetailedHand.CMC1Flexion,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightDetailedHand.CMC1Abduction,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightDetailedHand.MCP1Flexion,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightDetailedHand.MCP1Abduction,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightDetailedHand.DIPFlexion1,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightDetailedHand.CMC2Flexion,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightDetailedHand.CMC2Abduction,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightDetailedHand.MCP2Flexion,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightDetailedHand.MCP2Abduction,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightDetailedHand.PIP2Flexion,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightDetailedHand.DIP2Flexion,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightDetailedHand.CMC3Flexion,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightDetailedHand.CMC3Abduction,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightDetailedHand.MCP3Flexion,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightDetailedHand.MCP3Abduction,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightDetailedHand.PIP3Flexion,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightDetailedHand.DIP3Flexion,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightDetailedHand.CMC4Flexion,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightDetailedHand.CMC4Abduction,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightDetailedHand.MCP4Flexion,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightDetailedHand.MCP4Abduction,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightDetailedHand.PIP4Flexion,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightDetailedHand.DIP4Flexion,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightDetailedHand.CMC5Flexion,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightDetailedHand.CMC5Abduction,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightDetailedHand.MCP5Flexion,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightDetailedHand.MCP5Abduction,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightDetailedHand.PIP5Flexion,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightDetailedHand.DIP5Flexion
  9.000000000000000e-01,  7.110144681959870e-01, -3.152706444940166e-01, -4.120565345453224e-02,  2.747932138322335e-01,  1.133887308266951e-01, -3.856061445307398e-04, -3.338059481243490e-02,  1.179650750420043e-01,  2.002752630210933e-01,  1.165126280769460e-01,  5.251605022037062e-03, -6.419851560120061e-05,  1.668456357672910e-04,  3.680408501901284e-02,  1.644868667954034e-01,  3.379718189891755e-01,  5.251605022037062e-03, -4.732231495535723e-04,  9.917026619976180e-02,  4.066652542482168e-01,  9.820741813253955e-03, -2.314912549734833e-02, -4.667209259312134e-02,  3.369396224278288e-04,  6.674744892820304e-02,  4.968091804481588e-01, -1.658275961259469e-01, -8.974934348123381e-02,  3.194561490894673e-01
  9.099999999999999e-01,  6.992815094635190e-01, -3.269478891246840e-01, -4.237326706323775e-02,  2.707089177437361e-01,  1.072291931713238e-01, -3.934173245850899e-04, -3.201608344965386e-02,  1.051204447556848e-01,  1.942701658564334e-01,  1.065433088741338e-01,  3.956105659277785e-03, -6.745093531986766e-05,  1.714153161281448e-04,  2.701885281989275e-02,  1.628486199087377e-01,  3.359987255351827e-01,  3.956105659277785e-03, -4.701878605350351e-04,  9.995413907265074e-02,  3.988195584716017e-01,  7.768516733972784e-03, -2.901855080906947e-02, -4.953583790629904e-02,  3.384911353265717e-04,  6.757532716094421e-02,  4.945820353232642e-01, -1.654607055755578e-01, -9.628463231606664e-02,  3.168881235432848e-01
  9.199999999999999e-01,  6.892409903921480e-01, -3.369903171395252e-01, -4.294752527067711e-02,  2.675313739579521e-01,  1.024354792943190e-01, -4.009691185583474e-04, -3.081470579331804e-02,  9.382137225872349e-02,  1.890791745408872e-01,  9.973693544455074e-02,  3.055183151349161e-03, -7.040188558767533e-05,  1.760001768172333e-04,  1.827807422881161e-02,  1.613346408846888e-01,  3.337702075371091e-01,  3.055183151349161e-03, -4.665097726609090e-04,  1.007017630953098e-01,  3.907922873906560e-01,  5.939835285672056e-03, -3.436978864645127e-02, -5.201452561989021e-02,  3.393110590904800e-04,  6.842220454356097e-02,  4.924679285593451e-01, -1.647991192990144e-01, -1.017077037309146e-01,  3.149875680649902e-01
  9.299999999999999e-01,  6.808731603380694e-01, -3.453093027914738e-01, -4.294737330199837e-02,  2.652885928189001e-01,  9.892960418432953e-02, -4.080604150708676e-04, -2.977771115754048e-02,  8.397593247793599e-02,  1.846893574503657e-01,  9.573572264507035e-02,  2.612421393380458e-03, -7.310415829102735e-05,  1.805727437856735e-04,  1.049390181345797e-02,  1.599406589710332e-01,  3.312675488336700e-01,  2.612421393380458e-03, -4.621345981198921e-04,  1.014025976847468e-01,  3.826865164986113e-01,  4.294969586193629e-03, -3.911532747894423e-02, -5.407759908935782e-02,  3.393133939758853e-04,  6.928997457072576e-02,  4.905971579052832e-01, -1.640376566904589e-01, -1.062776665380721e-01,  3.138114847222698e-01
  9.399999999999999e-01,  6.741755068288483e-01, -3.518342094965177e-01, -4.241624755408886e-02,  2.640018087270996e-01,  9.665327025435913e-02, -4.144735084009713e-04, -2.893614975162973e-02,  7.571310033914321e-02,  1.811040999040738e-01,  9.404464391413618e-02,  2.679740322830186e-03, -7.553398757940245e-05,  1.850901732586297e-04,  3.684166837387515e-03,  1.586831109706723e-01,  3.284847767707152e-01,  2.679740322830186e-03, -4.570209625210690e-04,  1.020403243365784e-01,  3.746753146506753e-01,  2.853881147300369e-03, -4.313819569083653e-02, -5.568799002182235e-02,  3.383503378825289e-04,  7.017240381749604e-02,  4.890768775122109e-01, -1.633120107567627e-01, -1.100642048290695e-01,  3.135669631215555e-01
  9.500000000000000e-01,  6.691740155581839e-01, -3.564406302467752e-01, -4.136852644789610e-02,  2.636539398661180e-01,  9.554218860972090e-02, -4.199559692616819e-04, -2.835172091939595e-02,  6.932249636088816e-02,  1.783675537929529e-01,  9.429111552726750e-02,  3.294946749079085e-03, -7.764718432816539e-05,  1.895164446278136e-04, -2.027928834520192e-03,  1.576137861567456e-01,  3.254547739304955e-01,  3.294946749079085e-03, -4.511490356762230e-04,  1.025927253641261e-01,  3.670166723760315e-01,  1.688732905870165e-03, -4.628790225796699e-02, -5.681208671710546e-02,  3.362698011913260e-04,  7.104767436800198e-02,  4.879887862772355e-01, -1.626789785176911e-01, -1.129049903625830e-01,  3.146362899364503e-01
  9.600000000000000e-01,  6.659988832015870e-01, -3.589162835431138e-01, -3.980484854736883e-02,  2.642107741547142e-01,  9.555725599405022e-02, -4.241742439540866e-04, -2.812352434361675e-02,  6.528899336145623e-02,  1.766147545490291e-01,  9.622106378476467e-02,  4.472238482408298e-03, -7.933551749463121e-05,  1.937794455428060e-04, -6.384717920352879e-03,  1.568258905553417e-01,  3.222738722805288e-01,  4.472238482408298e-03, -4.445696482087024e-04,  1.030262540232535e-01,  3.600796623277502e-01,  9.162780283848208e-04, -4.838142413235303e-02, -5.742105937004412e-02,  3.329091545382357e-04,  7.186911275219690e-02,  4.873682547978159e-01, -1.620953871029157e-01, -1.143389755370534e-01,  3.176049961931059e-01
  9.700000000000000e-01,  6.649716738765398e-01, -3.588937576739801e-01, -3.768458671192589e-02,  2.656295401859107e-01,  9.665683366013481e-02, -4.267036246360392e-04, -2.839453444355916e-02,  6.432045193101278e-02,  1.761436040369553e-01,  9.979084637032581e-02,  6.194700193950016e-03, -8.036515775082193e-05,  1.977095684048835e-04, -8.962035691131839e-03,  1.564608732663051e-01,  3.191286596792480e-01,  6.194700193950016e-03, -4.374643271607629e-04,  1.032895000259352e-01,  3.543648874992944e-01,  7.111847228583532e-04, -4.919579964068646e-02, -5.748774394225142e-02,  3.280983632092629e-04,  7.255231984990369e-02,  4.871748109058189e-01, -1.613934441429198e-01, -1.135323950514381e-01,  3.233047439392735e-01
  9.800000000000000e-01,  6.667163908940303e-01, -3.558545032089052e-01, -3.505687064166546e-02,  2.679483061957263e-01,  9.905691437064588e-02, -4.270995663044652e-04, -2.937129084776265e-02,  6.740685681819979e-02,  1.774993359721748e-01,  1.053398416954527e-01,  8.398792514257522e-03, -8.021198877655219e-05,  2.009310118636680e-04, -9.105680918386382e-03,  1.567020115685083e-01,  3.163259036832187e-01,  8.398792514257522e-03, -4.301997343087136e-04,  1.033059005237255e-01,  3.505463636569558e-01,  1.327041469125002e-03, -4.847682692211491e-02, -5.697735508216423e-02,  3.216610616275858e-04,  7.296408334588654e-02,  4.872533309000228e-01, -1.602639931506041e-01, -1.091757272305970e-01,  3.328760156894923e-01
  9.900000000000000e-01,  6.721996456150654e-01, -3.490707650929561e-01, -3.186110156643168e-02,  2.712185812183405e-01,  1.028762159641582e-01, -4.250817122813493e-04, -3.133693879517679e-02,  7.585849114996598e-02,  1.815360833504303e-01,  1.137929424729354e-01,  1.098757368958771e-02, -7.792126805647886e-05,  2.027865661499458e-04, -5.892151295690550e-03,  1.577862835235017e-01,  3.143061616262550e-01,  1.098757368958771e-02, -4.234260104228695e-04,  1.029674247464058e-01,  3.494786279523552e-01,  3.129296180402836e-03, -4.589709806103554e-02, -5.584027377179095e-02,  3.134101929868560e-04,  7.291296049816617e-02,  4.872484114972772e-01, -1.582293826379705e-01, -9.936004092037806e-02,  3.478895935178449e-01
  1.000000000000000e+00,  6.827778641229030e-01, -3.377533727576089e-01, -2.805666745797190e-02,  2.755788674751475e-01,  1.083501744192904e-01, -4.208750938332803e-04, -3.468914755439351e-02,  9.138152685984717e-02,  1.894599759542752e-01,  1.269790322985503e-01,  1.382548029710681e-02, -7.180559275019418e-05,  2.022045377184596e-04,  1.959219987621061e-03,  1.599916953996277e-01,  3.136633119594465e-01,  1.382548029710681e-02, -4.181933885680850e-04,  1.021287194251882e-01,  3.522569107466025e-01,  6.611804839988820e-03, -4.103542130947754e-02, -5.400112589185106e-02,  3.031566302986154e-04,  7.215759565542738e-02,  4.865147448718367e-01, -1.546461155413610e-01, -8.140376369083682e-02,  3.704781141433420e-01
  1.010000000000000e+00,  7.001813627266233e-01, -3.213484730522947e-01, -2.375328523872086e-02,  2.814015730181536e-01,  1.159271529721353e-01, -4.155544605849727e-04, -3.996585899691703e-02,  1.161069379825410e-01,  2.028181207046982e-01,  1.482441754973980e-01,  1.671367383418492e-02, -5.916136702344579e-05,  1.975505452785499e-04,  1.618982956793126e-02,  1.636182626210924e-01,  3.151759255610121e-01,  1.671367383418492e-02, -4.161785688421878e-04,  1.006054719717878e-01,  3.603108102513047e-01,  1.241083695161556e-02, -3.334508187910955e-02, -5.129902717634911e-02,  2.908234364790667e-04,  7.043757984156405e-02,  4.840778534297389e-01, -1.487358521043338e-01, -5.171352327825347e-02,  4.033849803937541e-01
  1.020000000000000e+00,  7.262436911811153e-01, -2.997271181767677e-01, -1.914299285558641e-02,  2.893533554133486e-01,  1.261121958296603e-01, -4.108620152944126e-04, -4.773322560479205e-02,  1.521426213504358e-01,  2.232385462962915e-01,  1.838746246423329e-01,  1.935055818273144e-02, -3.667159118940155e-05,  1.866266773675554e-04,  3.892853282247228e-02,  1.689951070329933e-01,  3.199065088932200e-01,  1.935055818273144e-02, -4.201369774465937e-04,  9.817859950816678e-02,  3.754239982446224e-01,  2.131522509960823e-02, -2.205134373904017e-02, -4.756807757184328e-02,  2.769594303614002e-04,  6.753267850692014e-02,  4.788197397719302e-01, -1.396754843337683e-01, -6.004624976852174e-03,  4.495173026657298e-01
  1.030000000000000e+00,  7.621596697148030e-01, -2.732785333176215e-01, -1.457302744409217e-02,  3.007178098001490e-01,  1.395712569089438e-01, -4.074331955295556e-04, -5.802832707067901e-02,  2.005347614235569e-01,  2.511955390445540e-01,  2.432381787830979e-01,  2.113848375707476e-02, -2.462256260602482e-06,  1.671520209144422e-04,  7.221016626992086e-02,  1.764323257886957e-01,  3.295193820799084e-01,  2.113848375707476e-02, -4.345754773250009e-04,  9.466526349396255e-02,  3.996702666668300e-01,  3.402990254069735e-02, -6.053588438394186e-03, -4.276099973047437e-02,  2.642969111411645e-04,  6.340235175402062e-02,  4.703995701657434e-01, -1.269595110650161e-01,  5.932985900688031e-02,  5.098749158521823e-01
  1.040000000000000e+00,  8.074140018009387e-01, -2.437683911658593e-01, -1.164267359977451e-02,  3.188970316589634e-01,  1.578753844605115e-01, -4.059369404547493e-04, -6.691406319932330e-02,  2.904294392452029e-01,  2.776419408355116e-01,  1.453911935918071e-01,  1.995846563180403e-02,  4.099517167380311e-05,  1.379244655236415e-04,  1.172087881365449e-01,  1.855657088024165e-01,  3.473459763159745e-01,  1.995846563180403e-02, -4.646757734853721e-04,  9.031460915887475e-02,  4.359354523698390e-01,  4.972080018410953e-02,  1.564113455005757e-02, -3.768576654660786e-02,  2.617433479157031e-04,  5.889892992727781e-02,  4.624128463973679e-01, -1.122009992196596e-01,  1.423601211172777e-01,  5.801573141666077e-01
  1.050000000000000e+00,  8.580704880683480e-01, -2.094148591775425e-01, -9.187181730100450e-03,  3.443208285814580e-01,  1.813820105592056e-01, -3.914233326066605e-04, -7.116072688783164e-02,  3.947311174001757e-01,  2.953700255974729e-01,  1.249036140062168e-01,  1.347501931124018e-02,  7.806550110709510e-05,  1.042599822844800e-04,  1.723229355227347e-01,  1.961538235825693e-01,  3.767301721106732e-01,  1.347501931124018e-02, -5.173018745086574e-04,  8.576855393677268e-02,  4.849040361868769e-01,  6.659488536913745e-02,  4.647965702608744e-02, -3.553317610993069e-02,  2.799400286552467e-04,  5.497849480972333e-02,  4.605944223146740e-01, -9.771888113054632e-02,  2.348035526631080e-01,  6.490852149259096e-01
  1.060000000000000e+00,  9.127270487212106e-01, -1.685964118995692e-01, -3.706169431797498e-03,  3.722858992707540e-01,  2.059999447421807e-01, -3.640628272123150e-04, -7.336724977590445e-02,  5.003252564608968e-01,  3.087282429611127e-01,  2.263929698365164e-01,  2.160003651079755e-03,  1.065578880534122e-04,  7.326561683936101e-05,  2.407200467794036e-01,  2.088754535463871e-01,  4.134449934150581e-01,  2.160003651079755e-03, -5.894605186015078e-04,  8.098559062690233e-02,  5.469656445422350e-01,  8.587270965588756e-02,  9.445987722629738e-02, -4.901750229315262e-02,  3.157570394584756e-04,  5.186023097230162e-02,  4.686082328698375e-01, -8.296361696493887e-02,  3.284207254138576e-01,  7.064286677540523e-01
  1.070000000000000e+00,  9.689257504119305e-01, -1.214389610941672e-01,  6.603473181917858e-03,  3.994817633496250e-01,  2.264290862305728e-01, -3.249620819787833e-04, -7.299522465855296e-02,  6.120979461974164e-01,  3.134987267335267e-01,  3.708049260931744e-01, -1.234946999690880e-02,  1.206639431287005e-04,  4.973754039754167e-05,  3.224566639314873e-01,  2.220624748633117e-01,  4.519848879838978e-01, -1.234946999690880e-02, -6.685376419601971e-04,  7.659131283867672e-02,  6.180816496588086e-01,  1.053023588252138e-01,  1.846087732143157e-01, -1.500611532652772e-01,  3.621214107080006e-04,  5.021861360862490e-02,  4.870620861136874e-01, -7.014399552058122e-02,  4.159280795563315e-01,  7.459846655833750e-01
  1.080000000000000e+00,  1.024870753232823e+00, -6.790561697929133e-02,  2.288137911184029e-02,  4.217097223017615e-01,  2.370209851863943e-01, -2.788039268677882e-04, -7.043810546171911e-02,  7.286817314601456e-01,  3.087104832309022e-01,  5.054374127261612e-01, -2.452582294260289e-02,  1.136162192545880e-04,  3.685787085366007e-05,  4.148466614525197e-01,  2.339592343409034e-01,  4.840116861755417e-01, -2.452582294260289e-02, -7.258994491918216e-04,  7.384625185300438e-02,  6.960624168707352e-01,  1.214470721548186e-01,  3.167021173488923e-01, -3.810918986944492e-01,  4.012123994719611e-04,  5.022119984242086e-02,  5.104918021991132e-01, -6.076243765638005e-02,  4.962351686741973e-01,  7.670303090607540e-01
  1.090000000000000e+00,  1.076781133732854e+00, -1.006037992486003e-02,  4.513597185732562e-02,  4.345793386403958e-01,  2.356497588597883e-01, -2.247345967910851e-04, -6.649683874017845e-02,  8.472869335859623e-01,  2.917871647522989e-01,  5.953838008928977e-01, -2.507594884458724e-02,  9.316075130915569e-05,  3.235889998240974e-05,  5.165536046675376e-01,  2.386601418010268e-01,  4.962439190706405e-01, -2.507594884458724e-02, -7.777367513312078e-04,  7.215564637915825e-02,  7.939332092452556e-01,  1.295731256646307e-01,  3.741664708400704e-01, -4.729325464677925e-01,  4.416268519303194e-04,  5.033498764793077e-02,  5.397382308756866e-01, -5.688484853409002e-02,  5.601998257397631e-01,  7.671475955029643e-01
  1.100000000000000e+00,  1.122376438052208e+00,  4.905446083617706e-02,  7.160227342990121e-02,  4.361872130769276e-01,  2.249135294752082e-01, -1.677932023369573e-04, -6.270183035886036e-02,  9.635566201664000e-01,  2.651724623657772e-01,  6.022284372114991e-01, -1.347719284637188e-02,  6.978995395426671e-05,  3.268792436612754e-05,  6.218636747474403e-01,  2.329179645629705e-01,  4.842430901196624e-01, -1.347719284637188e-02, -8.309508744058365e-04,  7.086101987387274e-02,  9.059794407609492e-01,  1.272609769066509e-01,  3.451620388845658e-01, -4.147727909947032e-01,  4.855198625898076e-04,  4.943050433738345e-02,  5.728330314040709e-01, -5.953449158278892e-02,  6.033329829120201e-01,  7.528963465848744e-01
  1.110000000000000e+00,  1.161583746774960e+00,  1.061357139832247e-01,  9.905252970624502e-02,  4.280891888613690e-01,  2.096533712086303e-01, -1.193893198952272e-04, -6.059780720448574e-02,  1.063286996460564e+00,  2.360126043275930e-01,  5.610448991409769e-01,  2.092758407899372e-03,  5.255472456908779e-05,  3.402026151274417e-05,  7.219173551431589e-01,  2.186325340685525e-01,  4.542668951141278e-01,  2.092758407899372e-03, -8.729809514633011e-04,  6.977896611185702e-02,  1.023637576095574e+00,  1.162760926582347e-01,  2.317798917991350e-01, -2.157231327741002e-01,  5.219883406134655e-04,  4.726463145435215e-02,  6.040318884150960e-01, -6.761966735906744e-02,  6.293753523448382e-01,  7.332409504874022e-01
  1.120000000000000e+00,  1.196103206782785e+00,  1.589169358975559e-01,  1.232071604387202e-01,  4.141946176015988e-01,  1.938958587367944e-01, -9.050685389811312e-05, -6.052563786835920e-02,  1.139606753956376e+00,  2.116180603387154e-01,  5.097247590257608e-01,  1.357743869875515e-02,  3.781870676803272e-05,  3.068339781238114e-05,  8.073444098456563e-01,  2.018654733927341e-01,  4.185604081021067e-01,  1.357743869875515e-02, -8.677904164153381e-04,  6.868751209210863e-02,  1.128329607109225e+00,  1.027807845938866e-01,  1.056855863733640e-01, -3.472417322005837e-02,  5.275179255876051e-04,  4.409930029452430e-02,  6.240035189129605e-01, -7.813167272251766e-02,  6.493140235598934e-01,  7.149115078789403e-01
  1.130000000000000e+00,  1.225841633621493e+00,  2.041969769564456e-01,  1.417604531224640e-01,  3.985900156944489e-01,  1.798061366954085e-01, -8.122867490886546e-05, -6.216797429075835e-02,  1.193915477393809e+00,  1.942831225571195e-01,  4.614821737732370e-01,  2.022178500978925e-02,  3.045917634003617e-05,  1.885337878877255e-05,  8.757065786066659e-01,  1.860783862226726e-01,  3.827676486328175e-01,  2.022178500978925e-02, -8.269958130924963e-04,  6.644658940462338e-02,  1.204954318160151e+00,  9.162770404711734e-02,  3.658615215966721e-02,  4.411458731440897e-03,  5.065677875028689e-04,  3.975747824351502e-02,  6.324271641361330e-01, -8.859355339686180e-02,  6.650144287441887e-01,  6.992718011911124e-01
  1.140000000000000e+00,  1.249718155101437e+00,  2.388337102940467e-01,  1.548168072827112e-01,  3.851210442473715e-01,  1.681244167798540e-01, -8.659680824185500e-05, -6.467525842794861e-02,  1.230090437191786e+00,  1.834598678745120e-01,  4.196052698163804e-01,  2.333563534976826e-02,  3.736310394966445e-05,  9.980441361451772e-07,  9.284855567966843e-01,  1.729916211589274e-01,  3.485978492591542e-01,  2.333563534976826e-02, -7.814482998892598e-04,  6.290581410787499e-02,  1.259704763220634e+00,  8.440461864885845e-02, -1.082301944081673e-02,  7.205496919072574e-03,  4.761971697888751e-04,  3.454850507851984e-02,  6.343285539853188e-01, -9.751810474185785e-02,  6.734686968530696e-01,  6.861547899978117e-01
  1.150000000000000e+00,  1.267083867058133e+00,  2.614289164000013e-01,  1.629481892506821e-01,  3.764876814801159e-01,  1.586837592038425e-01, -1.013252971903588e-04, -6.727230344778029e-02,  1.251682799336420e+00,  1.788536650223841e-01,  3.841459010779994e-01,  2.393147220247016e-02,  5.635062411723978e-05, -1.934007698795360e-05,  9.670994707742521e-01,  1.641137377552713e-01,  3.174852877415013e-01,  2.393147220247016e-02, -7.454360866991930e-04,  5.845714865974495e-02,  1.296530070916603e+00,  8.194075138515171e-02, -4.895087673726561e-02,  2.719923658054464e-03,  4.462682899345246e-04,  2.887783893742287e-02,  6.330998243968778e-01, -1.035906566138422e-01,  6.735905512511755e-01,  6.753853203834979e-01
  1.160000000000000e+00,  1.277566473446720e+00,  2.716971251045546e-01,  1.666882253444702e-01,  3.741407588467509e-01,  1.509813351196354e-01, -1.202868602103206e-04, -6.948887194093220e-02,  1.261310028251432e+00,  1.802106984388786e-01,  3.540405858838980e-01,  2.305855349882107e-02,  8.217372310272375e-05, -3.919929950385826e-05,  9.929020716092091e-01,  1.602319068138166e-01,  2.899308915943497e-01,  2.305855349882107e-02, -7.253827730355260e-04,  5.347621301208880e-02,  1.318067705706407e+00,  8.454756515766074e-02, -8.279358706014735e-02, -8.307165460321270e-04,  4.228170088580464e-04,  2.301520770468697e-02,  6.312029866115435e-01, -1.058993651950965e-01,  6.648928893668770e-01,  6.664942604718240e-01
  1.170000000000000e+00,  1.281095090262184e+00,  2.700358800496412e-01,  1.662858821219552e-01,  3.785017154349963e-01,  1.444037844945768e-01, -1.395327723962843e-04, -7.120933185011981e-02,  1.260388642219827e+00,  1.874427082431433e-01,  3.281710206660174e-01,  2.180393757712839e-02,  1.095449985079949e-04, -5.704040717359222e-05,  1.006748245173942e+00,  1.615930377595481e-01,  2.660180142024658e-01,  2.180393757712839e-02, -7.222604347199069e-04,  4.816358043894291e-02,  1.325849791309750e+00,  9.232991870009703e-02, -1.149810757758705e-01,  2.543130515134710e-04,  4.084629382122332e-04,  1.711115678622848e-02,  6.300079146686476e-01, -1.039635918081414e-01,  6.475819363941572e-01,  6.587319967047830e-01
  1.180000000000000e+00,  1.277903055391156e+00,  2.573191245650788e-01,  1.616546539490852e-01,  3.890157841610404e-01,  1.382971916975849e-01, -1.566947589597693e-04, -7.262496955001356e-02,  1.249036912026522e+00,  2.006236583476312e-01,  3.058227276579938e-01,  2.135924145180653e-02,  1.344725189363314e-04, -7.274868986044534e-05,  1.008634178432377e+00,  1.680574856377088e-01,  2.460597308380981e-01,  2.135924145180653e-02, -7.331932475825824e-04,  4.259113949830847e-02,  1.320201900626604e+00,  1.052363414508142e-01, -1.465767647096960e-01,  9.723110381727506e-03,  4.029816227771195e-04,  1.128696187658253e-02,  6.297120641903662e-01, -9.777710163736296e-02,  6.226933266734764e-01,  6.510122221079871e-01
  1.190000000000000e+00,  1.268457464205254e+00,  2.349733410585574e-01,  1.525447223066564e-01,  4.039073411662455e-01,  1.319681435962272e-01, -1.708202634142418e-04, -7.412998509850061e-02,  1.225933353184271e+00,  2.197910700164616e-01,  2.871853280051861e-01,  2.303180788470657e-02,  1.544585498561953e-04, -8.706674402986778e-05,  9.973762336211768e-01,  1.790783780226680e-01,  2.313003120436140e-01,  2.303180788470657e-02, -7.527040388499939e-04,  3.686459711448554e-02,  1.299931270028344e+00,  1.227937799644508e-01, -1.760556339076178e-01,  3.115987645826155e-02,  4.040592961840060e-04,  5.738355587495131e-03,  6.293565172673768e-01, -8.791786584644655e-02,  5.921890194433583e-01,  6.418951205908147e-01
  1.200000000000000e+00,  1.253287970294794e+00,  2.052938582351442e-01,  1.389903771871160e-01,  4.197266997267455e-01,  1.247040908346886e-01, -1.822001109977212e-04, -7.614012186256515e-02,  1.188058142480698e+00,  2.444823833537642e-01,  2.743354865610889e-01,  2.792951716621703e-02,  1.684003916452590e-04, -1.004302249417334e-04,  9.703704043578731e-01,  1.934933846262203e-01,  2.246804333831178e-01,  2.792951716621703e-02, -7.740599437503257e-04,  3.142348929067269e-02,  1.261874789468859e+00,  1.434068606762716e-01, -1.965686253895954e-01,  6.425151240287082e-02,  4.084115687125868e-04,  8.627807831392995e-04,  6.270370410980640e-01, -7.577009858688911e-02,  5.588816234144657e-01,  6.297177051297672e-01
  1.210000000000000e+00,  1.232684004575149e+00,  1.717450166925181e-01,  1.220135555476354e-01,  4.312251260504141e-01,  1.158109406704160e-01, -1.919589612195905e-04, -7.882191097494778e-02,  1.130437005900574e+00,  2.730924951453082e-01,  2.730990338393929e-01,  3.637609821149445e-02,  1.765107099447186e-04, -1.114299489006651e-04,  9.237353820035741e-01,  2.093198629944807e-01,  2.312537673046859e-01,  3.637609821149445e-02, -7.910293680806508e-04,  2.733037501311574e-02,  1.200881775500576e+00,  1.635778758354540e-01, -1.930398731998589e-01,  9.720257258434785e-02,  4.129079337193297e-04, -2.587632129411477e-03,  6.203459813372225e-01, -6.377020737572604e-02,  5.261793197134851e-01,  6.130328474675076e-01
  1.220000000000000e+00,  1.206455670614197e+00,  1.388220424798064e-01,  1.040771751709125e-01,  4.324017354520731e-01,  1.048328109074017e-01, -2.017358048872184e-04, -8.175376386306421e-02,  1.046564565463140e+00,  3.023811128674748e-01,  2.947238584965331e-01,  4.743758918869815e-02,  1.788592035291417e-04, -1.151078331878589e-04,  8.534010276999502e-01,  2.239994918001464e-01,  2.573470125409330e-01,  4.743758918869815e-02, -7.969529805553618e-04,  2.651634860008695e-02,  1.111526624105403e+00,  1.776377711429413e-01, -1.447285691198189e-01,  1.059919786315009e-01,  4.142931852841124e-04, -3.263301600333542e-03,  6.068997919234200e-01, -5.548992004088175e-02,  4.979466357382860e-01,  5.915256318616674e-01
  1.230000000000000e+00,  1.174258348767831e+00,  1.108695701956751e-01,  8.851931223882292e-02,  4.194143317317842e-01,  9.196032342751526e-02, -2.136188968267430e-04, -8.362104741541403e-02,  9.318170968948277e-01,  3.276335621088475e-01,  3.497971816409587e-01,  6.000476338621923e-02,  1.711746674405054e-04, -1.012571238005197e-04,  7.578988491255992e-01,  2.356677787345285e-01,  3.071296225157810e-01,  6.000476338621923e-02, -7.784731360710220e-04,  3.193837325920384e-02,  9.942167300813818e-01,  1.788154906705725e-01, -4.464469716048014e-02,  7.932908018451010e-02,  4.062045418081987e-04,  1.206913561468769e-03,  5.850373939390201e-01, -5.522317326593736e-02,  4.787017693726737e-01,  5.674115583786000e-01
