Main.Studies.MarkerTracking.t,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightDetailedHand.CMC1Flexion,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightDetailedHand.CMC1Abduction,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightDetailedHand.MCP1Flexion,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightDetailedHand.MCP1Abduction,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightDetailedHand.DIPFlexion1,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightDetailedHand.CMC2Flexion,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightDetailedHand.CMC2Abduction,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightDetailedHand.MCP2Flexion,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightDetailedHand.MCP2Abduction,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightDetailedHand.PIP2Flexion,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightDetailedHand.DIP2Flexion,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightDetailedHand.CMC3Flexion,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightDetailedHand.CMC3Abduction,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightDetailedHand.MCP3Flexion,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightDetailedHand.MCP3Abduction,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightDetailedHand.PIP3Flexion,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightDetailedHand.DIP3Flexion,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightDetailedHand.CMC4Flexion,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightDetailedHand.CMC4Abduction,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightDetailedHand.MCP4Flexion,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightDetailedHand.MCP4Abduction,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightDetailedHand.PIP4Flexion,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightDetailedHand.DIP4Flexion,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightDetailedHand.CMC5Flexion,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightDetailedHand.CMC5Abduction,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightDetailedHand.MCP5Flexion,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightDetailedHand.MCP5Abduction,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightDetailedHand.PIP5Flexion,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightDetailedHand.DIP5Flexion
  7.000000000000000e-01,  9.028241929980468e-01, -1.433109815472726e-01,  2.949818033920973e-02,  3.563683465649808e-01,  2.401339939549393e-01, -3.420077975459744e-04, -5.698915639202794e-02,  4.896144221676152e-01,  2.434237434947198e-01,  6.620712934745209e-01,  8.538982456048071e-03, -3.472142588944282e-05,  1.029881248824514e-04,  2.774872424039082e-01,  1.818719194731714e-01,  3.382781547557989e-01,  8.538982456048071e-03, -4.873483347977091e-04,  9.497931362025333e-02,  4.295613396531131e-01,  1.093266598569924e-01,  1.124230304575247e-02, -2.559837429459778e-02,  3.250495898958042e-04,  6.487244658197971e-02,  4.959701749774052e-01, -7.016814896759699e-02,  1.239509196268920e-01,  4.150470142356930e-01
  7.100000000000000e-01,  9.039080386468670e-01, -1.425697282153256e-01,  2.901919270646290e-02,  3.555412260760286e-01,  2.401213063348064e-01, -3.416563049160217e-04, -5.682449263027948e-02,  4.838080994481018e-01,  2.439201276172839e-01,  6.579890291370228e-01,  8.926367022512479e-03, -3.430118489148364e-05,  1.021225619465902e-04,  2.726373571816115e-01,  1.814319782481327e-01,  3.387833667020447e-01,  8.926367022512479e-03, -4.870710817085920e-04,  9.461555179333124e-02,  4.293204819514846e-01,  1.067530679953334e-01,  1.224528696113312e-02, -2.514884622379764e-02,  3.247072432557514e-04,  6.438405646727066e-02,  4.956299099483318e-01, -7.089749681494505e-02,  1.232465656787168e-01,  4.151412334693548e-01
  7.200000000000000e-01,  9.046572053320899e-01, -1.417114746244637e-01,  2.828513609376483e-02,  3.551608208346049e-01,  2.398240213147869e-01, -3.409135377620037e-04, -5.653202923696143e-02,  4.765269596439511e-01,  2.453157407922083e-01,  6.519185891924217e-01,  9.504284944743830e-03, -3.306981638910020e-05,  1.016485286181967e-04,  2.672598025446954e-01,  1.813819561375024e-01,  3.392044923584831e-01,  9.504284944743830e-03, -4.862773266359902e-04,  9.397555596159952e-02,  4.291670573594447e-01,  1.039102839312995e-01,  1.381774856961200e-02, -2.441701298297899e-02,  3.237742738999107e-04,  6.332770738168057e-02,  4.949746354162127e-01, -7.145151060858645e-02,  1.220418155891517e-01,  4.149500322597089e-01
  7.300000000000000e-01,  9.047166465627541e-01, -1.411291749285956e-01,  2.719534901638591e-02,  3.548796932800060e-01,  2.390934881904615e-01, -3.401657276951778e-04, -5.618574208162277e-02,  4.674584693834842e-01,  2.474231945751847e-01,  6.431440122435687e-01,  1.029063648263003e-02, -3.125889291517551e-05,  1.017372347693548e-04,  2.612410336073878e-01,  1.815861391181899e-01,  3.396675068293447e-01,  1.029063648263003e-02, -4.852848660608937e-04,  9.323777901530558e-02,  4.295017677453284e-01,  1.004346445521074e-01,  1.596740461968284e-02, -2.340088808580409e-02,  3.224976188865629e-04,  6.205893013544957e-02,  4.943278297369907e-01, -7.242444600730215e-02,  1.201315902640188e-01,  4.143468127269222e-01
  7.400000000000000e-01,  9.037842383873258e-01, -1.411555267295642e-01,  2.564618513229411e-02,  3.543755769374350e-01,  2.377855012705021e-01, -3.396994754702162e-04, -5.583491143814531e-02,  4.562720918979079e-01,  2.500670892718672e-01,  6.309097155167591e-01,  1.128325806884315e-02, -2.906794535226555e-05,  1.024748554619854e-04,  2.544326366226704e-01,  1.819259005436865e-01,  3.402472325034051e-01,  1.128325806884315e-02, -4.842574418748562e-04,  9.252950754075759e-02,  4.305870284431290e-01,  9.610470993268055e-02,  1.862313048256670e-02, -2.213104587133554e-02,  3.210047690057698e-04,  6.083252808017246e-02,  4.939372939896767e-01, -7.428992251113122e-02,  1.172719051797250e-01,  4.132245541339730e-01
  7.500000000000000e-01,  9.015953323678650e-01, -1.420538733701477e-01,  2.354332019467882e-02,  3.533506251965945e-01,  2.358414666198050e-01, -3.397729691708419e-04, -5.549733054738970e-02,  4.426688540920063e-01,  2.530647765496932e-01,  6.144728414346541e-01,  1.245433828689053e-02, -2.671946489370813e-05,  1.039341797481708e-04,  2.466641401281389e-01,  1.823044447764140e-01,  3.409694894672886e-01,  1.245433828689053e-02, -4.831789593896398e-04,  9.193850585942090e-02,  4.325178110829407e-01,  9.085116561811821e-02,  2.161139479129412e-02, -2.069854059123027e-02,  3.193932534377622e-04,  5.981374333130036e-02,  4.939832680469373e-01, -7.738691788298496e-02,  1.131590510460170e-01,  4.114789871913876e-01
  7.600000000000000e-01,  8.979941279412870e-01, -1.441325116320777e-01,  2.080923710170002e-02,  3.516460216106373e-01,  2.329962788810572e-01, -3.402717399996729e-04, -5.517309770531034e-02,  4.265429727701625e-01,  2.562533512008831e-01,  5.931259839080623e-01,  1.374673064659707e-02, -2.436007632404035e-05,  1.060509623138027e-04,  2.378024700137322e-01,  1.826499544260228e-01,  3.418051965278780e-01,  1.374673064659707e-02, -4.821183183105171e-04,  9.150709029908902e-02,  4.352022979351396e-01,  8.478402852034711e-02,  2.466900640627566e-02, -1.920207247869786e-02,  3.175479020307115e-04,  5.908351711172055e-02,  4.944893046702362e-01, -8.188571425886339e-02,  1.075341028239060e-01,  4.090167364310101e-01
  7.700000000000000e-01,  8.928020713975123e-01, -1.476093288388768e-01,  1.742000474162807e-02,  3.490843096941521e-01,  2.291957636588562e-01, -3.412383622590280e-04, -5.482291002769017e-02,  4.078776708714479e-01,  2.593969143542643e-01,  5.663591444818832e-01,  1.507639524601062e-02, -2.227676253196641e-05,  1.088646427973864e-04,  2.276984041447555e-01,  1.829033340355807e-01,  3.427041741184890e-01,  1.507639524601062e-02, -4.809898307803015e-04,  9.126436322577623e-02,  4.383994512873755e-01,  7.810412461825784e-02,  2.745152349177111e-02, -1.783196804736838e-02,  3.155686014790548e-04,  5.867380758683275e-02,  4.954612998898581e-01, -8.783525375289258e-02,  1.000443379690040e-01,  4.057125713003411e-01
  7.800000000000000e-01,  8.858994386255354e-01, -1.527098913315217e-01,  1.339664869106546e-02,  3.455857702456616e-01,  2.242744574357766e-01, -3.424695287354813e-04, -5.438550648306260e-02,  3.868597517595472e-01,  2.621930436305893e-01,  5.339201951413689e-01,  1.633900875611783e-02, -2.075273329880207e-05,  1.123254868745389e-04,  2.162434606474518e-01,  1.830057519200217e-01,  3.435900703775005e-01,  1.633900875611783e-02, -4.798744371879176e-04,  9.121264935010923e-02,  4.417463811368892e-01,  7.107761479135298e-02,  2.959854858604181e-02, -1.677798003246897e-02,  3.135406953193347e-04,  5.857015150453649e-02,  4.968034680796616e-01, -9.514412879734331e-02,  9.039444426022708e-02,  4.014393420789075e-01
  7.900000000000000e-01,  8.771648608051529e-01, -1.596211128736550e-01,  8.739399789321773e-03,  3.411746666979774e-01,  2.182889049173148e-01, -3.438815193624640e-04, -5.376993470585512e-02,  3.637790675269679e-01,  2.642017097808990e-01,  4.960632042830705e-01,  1.740493824875550e-02, -2.013961257941562e-05,  1.163987379839851e-04,  2.033671038049814e-01,  1.828760926710539e-01,  3.443909593904430e-01,  1.740493824875550e-02, -4.788007728809115e-04,  9.134999236433092e-02,  4.448424858617722e-01,  6.392419035589669e-02,  3.075899866952313e-02, -1.626705051104680e-02,  3.118378643929668e-04,  5.874242496530611e-02,  4.984440229150578e-01, -1.036241236331875e-01,  7.829899302316419e-02,  3.960514331684334e-01
  7.999999999999999e-01,  8.665554266589396e-01, -1.684614148870502e-01,  3.560611404981396e-03,  3.359431307707193e-01,  2.111099370034338e-01, -3.452156478689585e-04, -5.287813727992719e-02,  3.390806317717004e-01,  2.649238367147539e-01,  4.535580999189192e-01,  1.814768199898647e-02, -2.072814189588901e-05,  1.209405085585457e-04,  1.890796234854658e-01,  1.824378128029989e-01,  3.450329362879275e-01,  1.814768199898647e-02, -4.779833176393233e-04,  9.165854068030803e-02,  4.472510373028796e-01,  5.683394247031702e-02,  3.067217158490326e-02, -1.645441147569617e-02,  3.107635253869617e-04,  5.913718956176351e-02,  5.002148849013039e-01, -1.129299664630797e-01,  6.370721508485706e-02,  3.894717199746072e-01
  8.100000000000001e-01,  8.540949064203864e-01, -1.792477393515077e-01, -2.001639364727558e-03,  3.300617931782382e-01,  2.027576896852433e-01, -3.463851634167696e-04, -5.162080028806613e-02,  3.132860513453753e-01,  2.638689852475309e-01,  4.078402469459853e-01,  1.845128979940916e-02, -2.272587813542140e-05,  1.257915448001186e-04,  1.734953617828700e-01,  1.816246292073921e-01,  3.454639201234408e-01,  1.845128979940916e-02, -4.775620631261466e-04,  9.212046636247997e-02,  4.485853550944677e-01,  4.993486946750542e-02,  2.918247703355764e-02, -1.744287802008428e-02,  3.106726360331402e-04,  5.969990704024940e-02,  5.019400989925874e-01, -1.225955517240690e-01,  4.682644230664181e-02,  3.817374751726423e-01
  8.200000000000001e-01,  8.399113446777302e-01, -1.918886232623271e-01, -7.780258717243777e-03,  3.237503529609815e-01,  1.933547105560602e-01, -3.474830772232099e-04, -4.995451072335480e-02,  2.869757275791903e-01,  2.607230695363457e-01,  3.608607501220016e-01,  1.823830545272898e-02, -2.614296513913068e-05,  1.307709912568584e-04,  1.568607939556080e-01,  1.804036236473182e-01,  3.456493185256878e-01,  1.823830545272898e-02, -4.775854683603504e-04,  9.271423688980590e-02,  4.485630951941521e-01,  4.333106994986857e-02,  2.626381703913746e-02, -1.925044539803116e-02,  3.117878537203501e-04,  6.037830658489770e-02,  5.034270516192433e-01, -1.320769990467007e-01,  2.820374106809275e-02,  3.730704517937241e-01
  8.300000000000000e-01,  8.242494053800380e-01, -2.061796215263101e-01, -1.359557791639403e-02,  3.172221201938492e-01,  1.831126304451879e-01, -3.487954520363776e-04, -4.791122887108665e-02,  2.607433662923652e-01,  2.554842565160307e-01,  3.147708411136898e-01,  1.749071041800151e-02, -3.074512213322842e-05,  1.357058609224618e-04,  1.395565225661499e-01,  1.787906524096496e-01,  3.455668705599156e-01,  1.749071041800151e-02, -4.779753562060768e-04,  9.341314542958064e-02,  4.470526439083206e-01,  3.712592894979535e-02,  2.201529453564780e-02, -2.180938080774335e-02,  3.141000119117240e-04,  6.112742821956566e-02,  5.044936417264859e-01, -1.408466174219137e-01,  8.682163959480193e-03,  3.638854831748341e-01
  8.400000000000000e-01,  8.074746235510734e-01, -2.217915124002978e-01, -1.925926975816663e-02,  3.106311349626476e-01,  1.722943785183685e-01, -3.507374634342825e-04, -4.560251378731275e-02,  2.351701476175633e-01,  2.484916347500691e-01,  2.715554771726575e-01,  1.625420731227473e-02, -3.610027657134022e-05,  1.404669909713572e-04,  1.220759762450423e-01,  1.768554131071739e-01,  3.452071159822316e-01,  1.625420731227473e-02, -4.785304416249000e-04,  9.418656706212489e-02,  4.440829409720781e-01,  3.142585913177666e-02,  1.664222507269877e-02, -2.497961109763563e-02,  3.173556556337525e-04,  6.191307389279250e-02,  5.050006846757252e-01, -1.484810868543489e-01, -1.073797081883491e-02,  3.547261524983489e-01
  8.500000000000001e-01,  7.900614059957514e-01, -2.382663166867252e-01, -2.457474263506471e-02,  3.040626053476619e-01,  1.611964002603571e-01, -3.537235622498735e-04, -4.318961289606996e-02,  2.108100926515758e-01,  2.403244486447203e-01,  2.327271107114943e-01,  1.462641422616354e-02, -4.170525431220685e-05,  1.450039416213476e-04,  1.049647248857149e-01,  1.747105160110310e-01,  3.445760427008922e-01,  1.462641422616354e-02, -4.789752169673276e-04,  9.500475603429688e-02,  4.398119982017163e-01,  2.632691491565407e-02,  1.042855084459776e-02, -2.857225570078071e-02,  3.211445139382328e-04,  6.271316944223126e-02,  5.048766037281011e-01, -1.547119662743606e-01, -2.908961111757817e-02,  3.461412937657352e-01
  8.600000000000000e-01,  7.725474245951112e-01, -2.550552890225859e-01, -2.935489803014528e-02,  2.975736515993094e-01,  1.501531302819087e-01, -3.580162025393691e-04, -4.083150954254999e-02,  1.881389659290691e-01,  2.316262720162102e-01,  1.991491144108946e-01,  1.273685967237398e-02, -4.713376967644563e-05,  1.493583372020618e-04,  8.871684738199177e-02,  1.724842224954860e-01,  3.436917660311647e-01,  1.273685967237398e-02, -4.790433555291404e-04,  9.584414900022738e-02,  4.344685322241327e-01,  2.188713238964808e-02,  3.694722694000763e-03, -3.238319759386910e-02,  3.250419075505320e-04,  6.351663084136625e-02,  5.041257495439619e-01, -1.594400843865253e-01, -4.562648368770618e-02,  3.385468275647943e-01
  8.700000000000000e-01,  7.554669215434644e-01, -2.715955648316383e-01, -3.345486136181074e-02,  2.912482164239036e-01,  1.395285394360836e-01, -3.636310977298099e-04, -3.864083481030942e-02,  1.674774450653299e-01,  2.229512991331943e-01,  1.710546279392467e-01,  1.072625749257812e-02, -5.213034891632140e-05,  1.536348627888615e-04,  7.367974275882101e-02,  1.702895281065492e-01,  3.425765325084646e-01,  1.072625749257812e-02, -4.785506879642364e-04,  9.668922587145833e-02,  4.282932031712297e-01,  1.809968118682192e-02, -3.252656844545943e-03, -3.622690511150343e-02,  3.287228340519855e-04,  6.432016129674197e-02,  5.028183921384165e-01, -1.627190109862550e-01, -5.993303041435885e-02,  3.321428070693829e-01
  8.800000000000000e-01,  7.392921332830247e-01, -2.873853784936050e-01, -3.679596336832015e-02,  2.852241416496460e-01,  1.296786068946804e-01, -3.703480352818796e-04, -3.666987371872985e-02,  1.489501147305063e-01,  2.146947916510722e-01,  1.482294510573831e-01,  8.730576362058234e-03, -5.661244329389940e-05,  1.579423345664179e-04,  6.002197126207188e-02,  1.682044876160574e-01,  3.412485670479153e-01,  8.730576362058234e-03, -4.774165301968224e-04,  9.753024958138545e-02,  4.214989498213089e-01,  1.489365665063808e-02, -1.015850913818700e-02, -3.995571482098522e-02,  3.319931136137624e-04,  6.512456827197996e-02,  5.010697722609616e-01, -1.647158441300386e-01, -7.192125438089315e-02,  3.269235559055268e-01
  8.899999999999999e-01,  7.243929316474675e-01, -3.020321563628410e-01, -3.936688628466785e-02,  2.796794227480330e-01,  1.208999618923682e-01, -3.778036558452377e-04, -3.492329577872549e-02,  1.325036786528394e-01,  2.070964225578792e-01,  1.302264356098675e-01,  6.871391486023927e-03, -6.061026022572827e-05,  1.623440037626185e-04,  4.775933276151737e-02,  1.662679813764785e-01,  3.397156439860050e-01,  6.871391486023927e-03, -4.756344497941493e-04,  9.835971050709034e-02,  4.142513658444713e-01,  1.216701650688052e-02, -1.683355032282611e-02, -4.346210613672777e-02,  3.347525736491593e-04,  6.593237684443455e-02,  4.990184868725632e-01, -1.656650876776956e-01, -8.175421321773037e-02,  3.227533340561600e-01
