Main.Studies.MarkerTracking.t,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_LeftLeg.HipFlexion,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_LeftLeg.HipAbduction,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_LeftLeg.HipExternalRotation,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_LeftLeg.KneeFlexion,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_LeftLeg.AnklePlantarFlexion,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_LeftLeg.SubTalarEversion
 2.791890000000000e+000, 2.919043944032890e-001, 1.912961736399723e-001, 6.163706036793873e-001, 1.764956330708276e-001,-1.984446505834557e-002, 1.021556190518326e-001
 2.796057000000000e+000, 2.918110920383207e-001, 1.930201914608698e-001, 6.256544805909456e-001, 1.619744048759763e-001,-1.801242861457195e-002, 9.380591946855169e-002
 2.800224000000000e+000, 2.919210982230998e-001, 1.945244121251919e-001, 6.340162115249192e-001, 1.487626149813178e-001,-1.637206160986159e-002, 8.599130563284872e-002
 2.804391000000000e+000, 2.922095778777999e-001, 1.958168589777223e-001, 6.414904476834220e-001, 1.368812492333660e-001,-1.497375046272628e-002, 7.876104531566196e-002
 2.808558000000000e+000, 2.926523605216135e-001, 1.969042663222971e-001, 6.481284725475426e-001, 1.263452016510542e-001,-1.385888559571452e-002, 7.214443068313670e-002
 2.812725000000000e+000, 2.932263915623912e-001, 1.977917146768626e-001, 6.539900855084352e-001, 1.171623796650255e-001,-1.305834640278701e-002, 6.615744451048661e-002
 2.816892000000000e+000, 2.939102944762897e-001, 1.984828163917325e-001, 6.591364461630305e-001, 1.093331035818267e-001,-1.259178150052449e-002, 6.080873895135833e-002
 2.821059000000000e+000, 2.946845827663069e-001, 1.989800862676878e-001, 6.636243074472938e-001, 1.028496085334820e-001,-1.246740500616031e-002, 5.610471952195603e-002
 2.825226000000000e+000, 2.955316542180390e-001, 1.992853752473012e-001, 6.675016615853017e-001, 9.769574589568807e-002,-1.268227338906514e-002, 5.205341696572698e-002
 2.829393000000000e+000, 2.964356944069801e-001, 1.994002712988272e-001, 6.708046536688342e-001, 9.384695107738912e-002,-1.322298869942791e-002, 4.866706585435309e-002
 2.833560000000000e+000, 2.973825909144741e-001, 1.993263992018637e-001, 6.735555551233559e-001, 9.127051594338979e-002,-1.406674763731080e-002, 4.596345616894616e-002
 2.837727000000000e+000, 2.983599235062818e-001, 1.990655766542138e-001, 6.757616170728967e-001, 8.992616727265802e-002,-1.518262639643159e-002, 4.396620795679235e-002
 2.841894000000000e+000, 2.993570594390939e-001, 1.986198117003508e-001, 6.774146881948846e-001, 8.976691389279749e-002,-1.653297349300341e-002, 4.270415984293609e-002
 2.846061000000000e+000, 3.003653511479843e-001, 1.979911519255084e-001, 6.784915383278525e-001, 9.074009597874000e-002,-1.807479055022784e-002, 4.221006992604479e-002
 2.850228000000000e+000, 3.013784053497229e-001, 1.971814131676128e-001, 6.789548638545642e-001, 9.278855500313818e-002,-1.976101225925218e-002, 4.251880758097545e-002
 2.854395000000000e+000, 3.023923704131727e-001, 1.961918252814521e-001, 6.787549635846880e-001, 9.585184222842515e-002,-2.154164003926239e-002, 4.366517535073230e-002
 2.858562000000000e+000, 3.034061775069522e-001, 1.950226400804263e-001, 6.778320741167846e-001, 9.986739536025929e-002,-2.336473470616284e-002, 4.568146121947129e-002
 2.862729000000000e+000, 3.044216727771018e-001, 1.936727549404489e-001, 6.761193506970123e-001, 1.047716304967128e-001,-2.517732485848997e-002, 4.859480135410821e-002
 2.866896000000000e+000, 3.054435899552478e-001, 1.921394094894586e-001, 6.735464667661856e-001, 1.105009122057748e-001,-2.692631759005635e-002, 5.242443595194031e-002
 2.871063000000000e+000, 3.064793268509669e-001, 1.904180089277363e-001, 6.700437755480971e-001, 1.169923789929414e-001,-2.855949347012238e-002, 5.717895959978970e-002
 2.875230000000000e+000, 3.075384972850179e-001, 1.885021192900520e-001, 6.655469337554962e-001, 1.241846159203311e-001,-3.002664171344235e-002, 6.285369374070741e-002
 2.879397000000000e+000, 3.086330276082047e-001, 1.863839894025376e-001, 6.600015463081502e-001, 1.320187664749708e-001,-3.128131077193341e-002, 6.942733213397659e-002
 2.883564000000000e+000, 3.097729986173499e-001, 1.840536615556638e-001, 6.533693114798416e-001, 1.404364143357652e-001,-3.228042547632207e-002, 7.686413513015832e-002
 2.887731000000000e+000, 3.109704636622280e-001, 1.815016216539300e-001, 6.456310293009777e-001, 1.493833625867774e-001,-3.298854978231700e-002, 8.510653859539671e-002
 2.891898000000000e+000, 3.122348109328966e-001, 1.787182566299053e-001, 6.367919077991926e-001, 1.588069682638153e-001,-3.337758058584802e-002, 9.407898493760947e-002
 2.896065000000000e+000, 3.135723264264518e-001, 1.756951491539769e-001, 6.268843313988772e-001, 1.686563567712520e-001,-3.342862949399123e-002, 1.036875941357452e-001
 2.900232000000000e+000, 3.149849856738354e-001, 1.724260802332507e-001, 6.159694109305984e-001, 1.788818198297810e-001,-3.313321949956866e-002, 1.138221140769128e-001
 2.904399000000000e+000, 3.164694802741854e-001, 1.689080097056415e-001, 6.041366311467010e-001, 1.894341326726799e-001,-3.249412097660845e-002, 1.243591770294766e-001
 2.908566000000000e+000, 3.180166133558968e-001, 1.651419430686096e-001, 5.915014469748890e-001, 2.002639086394222e-001,-3.152569330449999e-002, 1.351667602373439e-001
 2.912733000000000e+000, 3.196111390905470e-001, 1.611335922866306e-001, 5.782010063646697e-001, 2.113210804462443e-001,-3.025363287637203e-002, 1.461095162667468e-001
 2.916900000000000e+000, 3.212320425409311e-001, 1.568937577041940e-001, 5.643884355999043e-001, 2.225545575899104e-001,-2.871410346543060e-002, 1.570544518676154e-001
 2.921067000000000e+000, 3.228531905720379e-001, 1.524383947063011e-001, 5.502262659751660e-001, 2.339120746763899e-001,-2.695230757439116e-002, 1.678763589417098e-001
 2.925234000000000e+000, 3.244442491029128e-001, 1.477883699480647e-001, 5.358796306940143e-001, 2.453402240557073e-001,-2.502061462985976e-002, 1.784624720385185e-001
 2.929401000000000e+000, 3.259717598130605e-001, 1.429689357746691e-001, 5.215098013926737e-001, 2.567846655781663e-001,-2.297638502511625e-002, 1.887160240000882e-001
 2.933568000000000e+000, 3.274002856954816e-001, 1.380089576910524e-001, 5.072684915467415e-001, 2.681905108818490e-001,-2.087962228291871e-002, 1.985585900868913e-001
 2.937735000000000e+000, 3.286935271946970e-001, 1.329399353652407e-001, 4.932933340075887e-001, 2.795027446810333e-001,-1.879043241072335e-002, 2.079314134623762e-001
 2.941902000000000e+000, 3.298155360106100e-001, 1.277948233337360e-001, 4.797039674022092e-001, 2.906673684184495e-001,-1.676735988688720e-002, 2.167947724973769e-001
 2.946069000000000e+000, 3.307315959143998e-001, 1.226066930820267e-001, 4.666004998081050e-001, 3.016314031487173e-001,-1.486456985460392e-002, 2.251279744747373e-001
 2.950236000000000e+000, 3.314093477373890e-001, 1.174072786247178e-001, 4.540618456603473e-001, 3.123441366749665e-001,-1.313094841763854e-002, 2.329267361616649e-001
 2.954403000000000e+000, 3.318196254425809e-001, 1.122256160730430e-001, 4.421456425460276e-001, 3.227577538606924e-001,-1.160884080278867e-002, 2.402007325471956e-001
 2.958570000000000e+000, 3.319371109078265e-001, 1.070869597582418e-001, 4.308889937533337e-001, 3.328280240993544e-001,-1.033324886472442e-002, 2.469705996251243e-001
 2.962737000000000e+000, 3.317407409823620e-001, 1.020120636785395e-001, 4.203100566002721e-001, 3.425148618233873e-001,-9.331356832377930e-003, 2.532648357899995e-001
 2.966904000000000e+000, 3.312138758214190e-001, 9.701685934669957e-002, 4.104102829617840e-001, 3.517827138717921e-001,-8.622416487145899e-003, 2.591168344257515e-001
 2.971071000000000e+000, 3.303442591191145e-001, 9.211253373880779e-002, 4.011770637102730e-001, 3.606007600565091e-001,-8.217973674302187e-003, 2.645622470477878e-001
 2.975238000000000e+000, 3.291238127612391e-001, 8.730595134801167e-002, 3.925865317898477e-001, 3.689429417069622e-001,-8.122373471835160e-003, 2.696368089780926e-001
 2.979405000000000e+000, 3.275483079929068e-001, 8.260030970373866e-002, 3.846063187887140e-001, 3.767878451452329e-001,-8.333465559945349e-003, 2.743746604796655e-001
 2.983572000000000e+000, 3.256169468222162e-001, 7.799591945291473e-002, 3.771981106682142e-001, 3.841184705027375e-001,-8.843444038687184e-003, 2.788071233452951e-001
 2.987739000000000e+000, 3.233318823397119e-001, 7.349103255903833e-002, 3.703199139951741e-001, 3.909219214974112e-001,-9.639773847025950e-003, 2.829618897321004e-001
 2.991906000000000e+000, 3.206977103985151e-001, 6.908265424672133e-002, 3.639280150287502e-001, 3.971890552020661e-001,-1.070615522363184e-002, 2.868625999391451e-001
 2.996073000000000e+000, 3.177209720907178e-001, 6.476727008078886e-002, 3.579786461038216e-001, 4.029141249237711e-001,-1.202346859337946e-002, 2.905287589128821e-001
 3.000240000000000e+000, 3.144097057657001e-001, 6.054143334398243e-002, 3.524293630585058e-001, 4.080944374228940e-001,-1.357064935299090e-002, 2.939758961493951e-001
 3.004407000000000e+000, 3.107730763477820e-001, 5.640218779303918e-002, 3.472401247210236e-001, 4.127300347063635e-001,-1.532546555101718e-002, 2.972158658531257e-001
 3.008574000000000e+000, 3.068210895401998e-001, 5.234732857483393e-002, 3.423740713856965e-001, 4.168234020139076e-001,-1.726519395715645e-002, 3.002572082644452e-001
