---- AnyBody Output File ---------------------------------
Study: Main.Studies.MotionOptimization
Operation: Main.Studies.MotionOptimization.Kinematics
----------------------------------------------------------
Constants (Name = Value): 
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.FileName = "GaitNormal0003-processed-output-euler-trunk.txt"
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.NumberFormat.Digits = 15
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.NumberFormat.Width = 22
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.NumberFormat.Style = ScientificNumber
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.NumberFormat.FormatStr = "%22.15e"
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.Search = 
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.SepSign = " "
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.LineSepSign = ""
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.Header.TitleSectionOnOff = On
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.Header.ConstSectionOnOff = On
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.Header.VarSectionOnOff = On
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.Header.ColumnNamesOnOff = On
Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.Header.LinePrefix = ""
----------------------------------------------------------
Variables (Column# Name): 
col0  Main.Studies.MotionOptimization.t
col1  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.PelvisPosX
col2  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.PelvisPosY
col3  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.PelvisPosZ
col4  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.PelvisRotX
col5  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.PelvisRotY
col6  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.PelvisRotZ
col7  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.PelvisThoraxExtension
col8  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.PelvisThoraxLateralBending
col9  Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.PelvisThoraxRotation
----------------------------------------------------------
Main.Studies.MotionOptimization.t Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.PelvisPosX Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.PelvisPosY Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.PelvisPosZ Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.PelvisRotX Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.PelvisRotY Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.PelvisRotZ Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.PelvisThoraxExtension Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.PelvisThoraxLateralBending Main.Studies.KinematicStudyForParameterIdentification.JointAngleOutputs.OutputFile1.PelvisThoraxRotation
1.490000000000000e+000 -1.415601652256399e-001 9.337463044310395e-001 -3.594867814217013e-001 2.085970903980259e-002 2.631854622864283e-002 -5.378347374615361e-002 -1.036714354099307e-001 4.506955382871940e-002 -2.372960779347376e-001
1.499336734693878e+000 -1.293274278823286e-001 9.325483147772358e-001 -3.586586528739728e-001 1.716879703195936e-002 3.095987997922656e-002 -5.377668858506127e-002 -1.025345654847312e-001 5.269706613308470e-002 -2.386025974252062e-001
1.508673469387755e+000 -1.169393919238029e-001 9.314761421846775e-001 -3.578586044747860e-001 1.308672355669870e-002 3.520626033784091e-002 -5.399655417165813e-002 -1.011642751492504e-001 6.089819564442496e-002 -2.394734295651525e-001
1.518010204081633e+000 -1.044542054793599e-001 9.305698236060019e-001 -3.570897281394042e-001 8.625664013512334e-003 3.894033191446367e-002 -5.443331165294341e-002 -9.958320093613580e-002 6.962280926098945e-002 -2.398329313174922e-001
1.527346938775510e+000 -9.190770516248037e-002 9.298686420052632e-001 -3.563501791970587e-001 3.796283828442778e-003 4.204870446517850e-002 -5.505688503480268e-002 -9.783405569137882e-002 7.881608503089338e-002 -2.396121860405426e-001
1.536683673469388e+000 -7.932529566268097e-002 9.294051046517390e-001 -3.556336120769731e-001 -1.373625668830436e-003 4.444365555722074e-002 -5.580695440468632e-002 -9.598979234590256e-002 8.839408665433139e-002 -2.387708435329023e-001
1.546020408163265e+000 -6.672475249032987e-002 9.292031970208309e-001 -3.549305412308739e-001 -6.830336791233745e-003 4.607045139494481e-002 -5.659113780761845e-002 -9.415400398858174e-002 9.823661980788133e-002 -2.373010346580131e-001
1.555357142857143e+000 -5.411888690467247e-002 9.292771646932868e-001 -3.542297110554005e-001 -1.249426766084413e-002 4.691495706336579e-002 -5.729328424258603e-002 -9.245123526114958e-002 1.081915944147378e-001 -2.352291416891552e-001
1.564693877551020e+000 -4.151785291834840e-002 9.296309604651175e-001 -3.535193928187828e-001 -1.826800021367618e-002 4.700873912280845e-002 -5.779230875097838e-002 -9.100668130800747e-002 1.180890416931637e-001 -2.326131009629801e-001
1.574030612244898e+000 -2.893113492449841e-002 9.302584108105864e-001 -3.527885058997365e-001 -2.404837997603113e-002 4.642833467633079e-002 -5.798735083697365e-002 -8.992011588079191e-002 1.277591210563411e-001 -2.295342717013527e-001
1.583367346938775e+000 -1.636943429349529e-002 9.311439720725259e-001 -3.520274737868899e-001 -2.973896587168353e-002 4.528816897744381e-002 -5.782080287937479e-002 -8.924378616396846e-002 1.370489871626499e-001 -2.260868888954605e-001
1.592704081632653e+000 -3.846276682532273e-003 9.322639118208066e-001 -3.512288732265469e-001 -3.525991559444342e-002 4.372800778256503e-002 -5.729113241134753e-002 -8.897189739428414e-002 1.458351203235219e-001 -2.223674289558949e-001
1.602040816326530e+000 8.620929898145868e-003 9.335878582813917e-001 -3.503880913419087e-001 -4.055432261978504e-002 4.189603695162214e-002 -5.644788862394452e-002 -8.905313509987703e-002 1.540307435432964e-001 -2.184662167106857e-001
1.611377551020408e+000 2.101157536610620e-002 9.350809046581283e-001 -3.495037979289988e-001 -4.558918946315703e-002 3.992870303630269e-002 -5.537956043484365e-002 -8.940117954579918e-002 1.615855584542235e-001 -2.144536317753782e-001
1.620714285714285e+000 3.330321679856422e-002 9.367059970518030e-001 -3.485783488258962e-001 -5.035301101404571e-002 3.793354271349836e-002 -5.418555718997979e-002 -8.992879197911916e-002 1.684815837307840e-001 -2.103741280873038e-001
1.630051020408163e+000 4.547417643200504e-002 9.384264188395033e-001 -3.476176233965961e-001 -5.484665393588118e-002 3.597765205596648e-002 -5.295181040356239e-002 -9.056771477157151e-002 1.747201866106952e-001 -2.062398920784068e-001
1.639387755102040e+000 5.750572740747956e-002 9.402078997534566e-001 -3.466304359490148e-001 -5.907093557443879e-002 3.408556623589121e-002 -5.172706892947383e-002 -9.129449414904703e-002 1.803059038265764e-001 -2.020361699418011e-001
