---- AnyBody Output File ---------------------------------
Study: Main.Studies.MotionOptimization
Operation: Main.Studies.MotionOptimization.Kinematics
----------------------------------------------------------
Constants (Name = Value): 
Main.Studies.KinematicStudyForParamterIdentification.JointAngleOutputs.OutputFile1.FileName = "GaitNormal0002-processed-output-euler-trunk.txt"
Main.Studies.KinematicStudyForParamterIdentification.JointAngleOutputs.OutputFile1.NumberFormat.Digits = 15
Main.Studies.KinematicStudyForParamterIdentification.JointAngleOutputs.OutputFile1.NumberFormat.Width = 22
Main.Studies.KinematicStudyForParamterIdentification.JointAngleOutputs.OutputFile1.NumberFormat.Style = ScientificNumber
Main.Studies.KinematicStudyForParamterIdentification.JointAngleOutputs.OutputFile1.NumberFormat.FormatStr = "%22.15e"
Main.Studies.KinematicStudyForParamterIdentification.JointAngleOutputs.OutputFile1.Search = 
Main.Studies.KinematicStudyForParamterIdentification.JointAngleOutputs.OutputFile1.SepSign = " "
Main.Studies.KinematicStudyForParamterIdentification.JointAngleOutputs.OutputFile1.LineSepSign = ""
Main.Studies.KinematicStudyForParamterIdentification.JointAngleOutputs.OutputFile1.Header.TitleSectionOnOff = On
Main.Studies.KinematicStudyForParamterIdentification.JointAngleOutputs.OutputFile1.Header.ConstSectionOnOff = On
Main.Studies.KinematicStudyForParamterIdentification.JointAngleOutputs.OutputFile1.Header.VarSectionOnOff = On
Main.Studies.KinematicStudyForParamterIdentification.JointAngleOutputs.OutputFile1.Header.ColumnNamesOnOff = On
Main.Studies.KinematicStudyForParamterIdentification.JointAngleOutputs.OutputFile1.Header.LinePrefix = ""
----------------------------------------------------------
Variables (Column# Name): 
col0  Main.Studies.MotionOptimization.t
col1  Main.Studies.KinematicStudyForParamterIdentification.JointAngleOutputs.OutputFile1.PelvisPosX
col2  Main.Studies.KinematicStudyForParamterIdentification.JointAngleOutputs.OutputFile1.PelvisPosY
col3  Main.Studies.KinematicStudyForParamterIdentification.JointAngleOutputs.OutputFile1.PelvisPosZ
col4  Main.Studies.KinematicStudyForParamterIdentification.JointAngleOutputs.OutputFile1.PelvisRotX
col5  Main.Studies.KinematicStudyForParamterIdentification.JointAngleOutputs.OutputFile1.PelvisRotY
col6  Main.Studies.KinematicStudyForParamterIdentification.JointAngleOutputs.OutputFile1.PelvisRotZ
col7  Main.Studies.KinematicStudyForParamterIdentification.JointAngleOutputs.OutputFile1.PelvisThoraxExtension
col8  Main.Studies.KinematicStudyForParamterIdentification.JointAngleOutputs.OutputFile1.PelvisThoraxLateralBending
col9  Main.Studies.KinematicStudyForParamterIdentification.JointAngleOutputs.OutputFile1.PelvisThoraxRotation
----------------------------------------------------------
Main.Studies.MotionOptimization.t Main.Studies.KinematicStudyForParamterIdentification.JointAngleOutputs.OutputFile1.PelvisPosX Main.Studies.KinematicStudyForParamterIdentification.JointAngleOutputs.OutputFile1.PelvisPosY Main.Studies.KinematicStudyForParamterIdentification.JointAngleOutputs.OutputFile1.PelvisPosZ Main.Studies.KinematicStudyForParamterIdentification.JointAngleOutputs.OutputFile1.PelvisRotX Main.Studies.KinematicStudyForParamterIdentification.JointAngleOutputs.OutputFile1.PelvisRotY Main.Studies.KinematicStudyForParamterIdentification.JointAngleOutputs.OutputFile1.PelvisRotZ Main.Studies.KinematicStudyForParamterIdentification.JointAngleOutputs.OutputFile1.PelvisThoraxExtension Main.Studies.KinematicStudyForParamterIdentification.JointAngleOutputs.OutputFile1.PelvisThoraxLateralBending Main.Studies.KinematicStudyForParamterIdentification.JointAngleOutputs.OutputFile1.PelvisThoraxRotation
1.970000000000000e+000 -1.459696815846933e-001 9.410721391101745e-001 -3.517230376049635e-001 2.131033264701189e-002 -4.352790407938101e-002 3.123073041932400e-002 -2.190489231486433e-001 -6.442257770150926e-003 -1.763742762291124e-001
1.979842931937173e+000 -1.338333716631648e-001 9.398226079956400e-001 -3.509486113128867e-001 1.805042056446391e-002 -3.946272901021919e-002 3.104744683063207e-002 -2.177457327085955e-001 1.353298160867098e-003 -1.781507790390888e-001
1.989685863874345e+000 -1.215084696307438e-001 9.387399881806630e-001 -3.501603235488374e-001 1.402038426268117e-002 -3.568151659508256e-002 3.053646975412961e-002 -2.159765195514288e-001 1.009661293589528e-002 -1.794125686892122e-001
1.999528795811518e+000 -1.090510152790118e-001 9.378699285969983e-001 -3.493589530245457e-001 9.228338434600834e-003 -3.226936041014361e-002 2.973786475508396e-002 -2.137789103455753e-001 1.972426786734231e-002 -1.800894619391047e-001
2.009371727748691e+000 -9.649421396736335e-002 9.372543511275857e-001 -3.485425604281199e-001 3.713590576377431e-003 -2.929383423537835e-002 2.872555258300784e-002 -2.112251699515648e-001 3.013557823451937e-002 -1.801386329458367e-001
2.019214659685864e+000 -8.386239285351903e-002 9.369241937785362e-001 -3.477075670305344e-001 -2.429654743893061e-003 -2.679284531307635e-002 2.761116757863182e-002 -2.084322644327249e-001 4.116371219129866e-002 -1.795595475941870e-001
2.029057591623036e+000 -7.117510040563028e-002 9.368974782598402e-001 -3.468490140588061e-001 -9.053329682380127e-003 -2.477313673228609e-002 2.653908190978452e-002 -2.055577151261218e-001 5.257777542446792e-002 -1.783889149025099e-001
2.038900523560209e+000 -5.845025331234493e-002 9.371782878067460e-001 -3.459608036077213e-001 -1.596925991403612e-002 -2.320734474128328e-002 2.567455508294549e-002 -2.027881518209702e-001 6.410135330596616e-002 -1.766945768636642e-001
2.048743455497382e+000 -4.570642495844138e-002 9.377573258592676e-001 -3.450364366587685e-001 -2.297284921502152e-002 -2.203365869368268e-002 2.518266403301483e-002 -2.003180921227321e-001 7.544474006215780e-002 -1.745665518021757e-001
2.058586387434554e+000 -3.296444530814070e-002 9.386139716386170e-001 -3.440701341103424e-001 -2.986979812183169e-002 -2.116257501046626e-002 2.520079077034198e-002 -1.983213603647363e-001 8.634094949426450e-002 -1.721042879347897e-001
2.068429319371727e+000 -2.024837824556861e-002 9.397189621930827e-001 -3.430578820256420e-001 -3.649700593361664e-002 -2.048920079762051e-002 2.581298636894829e-002 -1.969229061279302e-001 9.657315674247682e-002 -1.694031441320959e-001
2.078272251308900e+000 -7.585510440990248e-003 9.410370291365574e-001 -3.419983014990285e-001 -4.273164204074739e-002 -1.990741622891168e-002 2.703422266321249e-002 -1.961786299406491e-001 1.059862088546492e-001 -1.665428911060946e-001
2.088115183246072e+000 4.994947254138373e-003 9.425294362237249e-001 -3.408934117661349e-001 -4.848968739542613e-002 -1.932419872370783e-002 2.880884357409186e-002 -1.960687618863112e-001 1.144840179285660e-001 -1.635793531624474e-001
2.097958115183245e+000 1.746405989832572e-002 9.441565673629073e-001 -3.397491282765588e-001 -5.371954421726657e-002 -1.867124049172042e-002 3.102389892784971e-002 -1.965079078464851e-001 1.220196802714393e-001 -1.605411138114549e-001
2.107801047120418e+000 2.979578478625554e-002 9.458805375972138e-001 -3.385751618842632e-001 -5.839433181352216e-002 -1.791071084952045e-002 3.353280519859397e-002 -1.973678586713704e-001 1.285829420573549e-001 -1.574317488495556e-001
