---- AnyBody Output File ---------------------------------
Study: Main.Studies.MotionOptimization
Operation: Main.Studies.MotionOptimization.Kinematics
----------------------------------------------------------
Constants (Name = Value): 
Main.Studies.KinematicStudyForParamterIdentification.JointAngleOutputs.OutputFile1.FileName = "GaitNormal0001-processed-output-euler-trunk.txt"
Main.Studies.KinematicStudyForParamterIdentification.JointAngleOutputs.OutputFile1.NumberFormat.Digits = 15
Main.Studies.KinematicStudyForParamterIdentification.JointAngleOutputs.OutputFile1.NumberFormat.Width = 22
Main.Studies.KinematicStudyForParamterIdentification.JointAngleOutputs.OutputFile1.NumberFormat.Style = ScientificNumber
Main.Studies.KinematicStudyForParamterIdentification.JointAngleOutputs.OutputFile1.NumberFormat.FormatStr = "%22.15e"
Main.Studies.KinematicStudyForParamterIdentification.JointAngleOutputs.OutputFile1.Search = 
Main.Studies.KinematicStudyForParamterIdentification.JointAngleOutputs.OutputFile1.SepSign = " "
Main.Studies.KinematicStudyForParamterIdentification.JointAngleOutputs.OutputFile1.LineSepSign = ""
Main.Studies.KinematicStudyForParamterIdentification.JointAngleOutputs.OutputFile1.Header.TitleSectionOnOff = On
Main.Studies.KinematicStudyForParamterIdentification.JointAngleOutputs.OutputFile1.Header.ConstSectionOnOff = On
Main.Studies.KinematicStudyForParamterIdentification.JointAngleOutputs.OutputFile1.Header.VarSectionOnOff = On
Main.Studies.KinematicStudyForParamterIdentification.JointAngleOutputs.OutputFile1.Header.ColumnNamesOnOff = On
Main.Studies.KinematicStudyForParamterIdentification.JointAngleOutputs.OutputFile1.Header.LinePrefix = ""
----------------------------------------------------------
Variables (Column# Name): 
col0  Main.Studies.MotionOptimization.t
col1  Main.Studies.KinematicStudyForParamterIdentification.JointAngleOutputs.OutputFile1.PelvisPosX
col2  Main.Studies.KinematicStudyForParamterIdentification.JointAngleOutputs.OutputFile1.PelvisPosY
col3  Main.Studies.KinematicStudyForParamterIdentification.JointAngleOutputs.OutputFile1.PelvisPosZ
col4  Main.Studies.KinematicStudyForParamterIdentification.JointAngleOutputs.OutputFile1.PelvisRotX
col5  Main.Studies.KinematicStudyForParamterIdentification.JointAngleOutputs.OutputFile1.PelvisRotY
col6  Main.Studies.KinematicStudyForParamterIdentification.JointAngleOutputs.OutputFile1.PelvisRotZ
col7  Main.Studies.KinematicStudyForParamterIdentification.JointAngleOutputs.OutputFile1.PelvisThoraxExtension
col8  Main.Studies.KinematicStudyForParamterIdentification.JointAngleOutputs.OutputFile1.PelvisThoraxLateralBending
col9  Main.Studies.KinematicStudyForParamterIdentification.JointAngleOutputs.OutputFile1.PelvisThoraxRotation
----------------------------------------------------------
Main.Studies.MotionOptimization.t Main.Studies.KinematicStudyForParamterIdentification.JointAngleOutputs.OutputFile1.PelvisPosX Main.Studies.KinematicStudyForParamterIdentification.JointAngleOutputs.OutputFile1.PelvisPosY Main.Studies.KinematicStudyForParamterIdentification.JointAngleOutputs.OutputFile1.PelvisPosZ Main.Studies.KinematicStudyForParamterIdentification.JointAngleOutputs.OutputFile1.PelvisRotX Main.Studies.KinematicStudyForParamterIdentification.JointAngleOutputs.OutputFile1.PelvisRotY Main.Studies.KinematicStudyForParamterIdentification.JointAngleOutputs.OutputFile1.PelvisRotZ Main.Studies.KinematicStudyForParamterIdentification.JointAngleOutputs.OutputFile1.PelvisThoraxExtension Main.Studies.KinematicStudyForParamterIdentification.JointAngleOutputs.OutputFile1.PelvisThoraxLateralBending Main.Studies.KinematicStudyForParamterIdentification.JointAngleOutputs.OutputFile1.PelvisThoraxRotation
2.120000000000002e+000 5.318348455897286e-001 9.329796058950923e-001 -2.915644760814176e-001 -3.388895813011090e-002 2.765811688062758e-002 5.556203170205735e-001 -8.474903746193063e-001 1.279759476061384e-002 -9.619004675095780e-002
2.129333333333336e+000 5.439686988319571e-001 9.310202108882381e-001 -2.923792685549753e-001 -3.398924963813695e-002 2.159684165374642e-002 5.542935262679671e-001 -8.453575816579080e-001 7.636500135085302e-003 -9.192384038478711e-002
2.138666666666669e+000 5.562156671533062e-001 9.291920813684692e-001 -2.931574343805756e-001 -3.347895388714699e-002 1.499428303881989e-002 5.531553275091390e-001 -8.433091232556362e-001 1.340929586821026e-003 -8.729763838431898e-002
2.148000000000002e+000 5.685864629029451e-001 9.275305225203673e-001 -2.938860775563982e-001 -3.219022754758989e-002 7.650438853653130e-003 5.523603110679139e-001 -8.414892050892290e-001 -6.400522017548284e-003 -8.212722265093714e-002
2.157333333333335e+000 5.810850210048721e-001 9.260679390618616e-001 -2.945627035604091e-001 -3.000604183841610e-002 -4.839108682417326e-004 5.519324440564065e-001 -8.399009639693021e-001 -1.573897974999810e-002 -7.637576295895142e-002
2.166666666666668e+000 5.937085438899045e-001 9.248334064560645e-001 -2.951923891973279e-001 -2.688121821345935e-002 -9.328723090987534e-003 5.517918228415391e-001 -8.384409073290817e-001 -2.665760753066437e-002 -7.012510482595949e-002
2.176000000000002e+000 6.064476764330581e-001 9.238525742230934e-001 -2.957851365718349e-001 -2.285239809730650e-002 -1.870565699167881e-002 5.517942521457608e-001 -8.369465763571776e-001 -3.898139598141384e-002 -6.353894299145790e-002
2.185333333333335e+000 6.192859115840440e-001 9.231479026830992e-001 -2.963540312219967e-001 -1.802758463472384e-002 -2.836943554530191e-002 5.517741795518680e-001 -8.352484331328699e-001 -5.240980040125376e-002 -5.683183686708610e-002
2.194666666666668e+000 6.321996266972414e-001 9.227380469506376e-001 -2.969139302210733e-001 -1.257253494471888e-002 -3.804094513764489e-002 5.515835808811448e-001 -8.332140205382200e-001 -6.655458525088347e-002 -5.024008531104807e-002
2.204000000000001e+000 6.451594993963564e-001 9.226361859059232e-001 -2.974798418672403e-001 -6.714519423364135e-003 -4.744244654763485e-002 5.511231408759710e-001 -8.307788723774761e-001 -8.096123707834789e-002 -4.398743940514315e-002
2.213333333333334e+000 6.581330499051882e-001 9.228476641793110e-001 -2.980660781091265e-001 -7.461821226731534e-004 -5.633368073794753e-002 5.503606006741365e-001 -8.279600360724124e-001 -9.512904533904315e-002 -3.825109699571850e-002
2.222666666666668e+000 6.710869565537508e-001 9.233684834616731e-001 -2.986859298007916e-001 4.987710079695912e-003 -6.454540830654643e-002 5.493349918710312e-001 -8.248545472359885e-001 -1.085457729462731e-001 -3.313277481326695e-002
2.232000000000001e+000 6.839880443106758e-001 9.241857200930288e-001 -2.993504737504222e-001 1.012163030630439e-002 -7.200013151979889e-002 5.481461998107787e-001 -8.216243975768824e-001 -1.207344940550741e-001 -2.864312965817272e-002
2.241333333333334e+000 6.968025780514039e-001 9.252790124604314e-001 -3.000674642581640e-001 1.431626772256926e-002 -7.871028573885552e-002 5.469252161043289e-001 -8.184656399117907e-001 -1.313034484134689e-001 -2.471200917100790e-002
2.250666666666667e+000 7.094952741171534e-001 9.266223104826055e-001 -3.008404599698116e-001 1.730540490998078e-002 -8.475404192358238e-002 5.457909444957719e-001 -8.155614685806861e-001 -1.399826250374926e-001 -2.122154768135871e-002
2.260000000000000e+000 7.220300362049006e-001 9.281854838777404e-001 -3.016680709651678e-001 1.892743066885722e-002 -9.024046175137435e-002 5.448111396051147e-001 -8.130325652787415e-001 -1.466380250152318e-001 -1.804550774681911e-002
2.269333333333333e+000 7.343718576762471e-001 9.299355173723917e-001 -3.025448428443801e-001 1.913496737455634e-002 -9.527881616276512e-002 5.439828494114839e-001 -8.109132286017288e-001 -1.512625768457208e-001 -1.508003134536628e-002
2.278666666666667e+000 7.464901312723103e-001 9.318376626678858e-001 -3.034624945958728e-001 1.798486792549326e-002 -9.995700092314630e-002 5.432377276176422e-001 -8.091519949773445e-001 -1.539522155008771e-001 -1.226200826387036e-002
2.288000000000000e+000 7.583619647692439e-001 9.338566532302768e-001 -3.044113240594401e-001 1.561534510746610e-002 -1.043285319008673e-001 5.424630881247070e-001 -8.076287890935288e-001 -1.548738613274782e-001 -9.577820828181984e-003
2.297333333333333e+000 7.699732884586005e-001 9.359580907978675e-001 -3.053818354700646e-001 1.221046810713494e-002 -1.084070856362749e-001 5.415309632254044e-001 -8.061942312123973e-001 -1.542237436838806e-001 -7.061827583475922e-003
2.306666666666666e+000 7.813194584086289e-001 9.381098297712200e-001 -3.063657934532734e-001 7.970830209289554e-003 -1.121692025098493e-001 5.403210083083080e-001 -8.046952976563746e-001 -1.521973985770783e-001 -4.787665267537074e-003
2.315999999999999e+000 7.924044022721806e-001 9.402831055769046e-001 -3.073569557971277e-001 3.088524116555926e-003 -1.155638851901215e-001 5.387397163961886e-001 -8.030027752483626e-001 -1.489682746125841e-001 -2.852262662079355e-003
2.325333333333333e+000 8.032392277762686e-001 9.424531309274679e-001 -3.083511999382630e-001 -2.268481264876019e-003 -1.185243675578318e-001 5.367335786122915e-001 -8.010310899703081e-001 -1.446786265179740e-001 -1.358653490418110e-003
2.334666666666666e+000 8.138404925019435e-001 9.445990831591140e-001 -3.093462670541915e-001 -7.963716349360470e-003 -1.209784700894965e-001 5.342957301892433e-001 -7.987500076439345e-001 -1.394389572132339e-001 -4.015377189085275e-004
2.343999999999999e+000 8.242284125751859e-001 9.467035814583668e-001 -3.103414165464068e-001 -1.389223616862414e-002 -1.228576211756665e-001 5.314655899141828e-001 -7.961868522830048e-001 -1.333340799163869e-001 -5.638391877659614e-005
2.353333333333332e+000 8.344251810653341e-001 9.487518946168996e-001 -3.113369986806783e-001 -1.997457490006451e-002 -1.241050335894176e-001 5.283206379403715e-001 -7.934177717420546e-001 -1.264341392240284e-001 -3.721132511508122e-004
2.362666666666665e+000 8.444534798586940e-001 9.507311293539792e-001 -3.123337867508850e-001 -2.614779248607299e-002 -1.246819270873780e-001 5.249611414421886e-001 -7.905489318400077e-001 -1.188068978552865e-001 -1.368259841763211e-003
2.371999999999999e+000 8.543352733639059e-001 9.526295655632875e-001 -3.133321605547150e-001 -3.235780091423592e-002 -1.245708134787309e-001 5.214920026404980e-001 -7.876930814472116e-001 -1.105269036150427e-001 -3.036897548912936e-003
2.381333333333332e+000 8.640909259209736e-001 9.544362626373604e-001 -3.143314689531495e-001 -3.855506535297817e-002 -1.237760883260988e-001 5.180064984401368e-001 -7.849483385688291e-001 -1.016797717708002e-001 -5.348266595142321e-003
2.390666666666665e+000 8.737386181014893e-001 9.561410005855300e-001 -3.153297588327118e-001 -4.469293962520737e-002 -1.223226047798731e-001 5.145751778485532e-001 -7.823842559667421e-001 -9.236269773739629e-002 -8.258035554117022e-003
