0	7.3242	-21.973	-14.648	0	-6.8359	-29.297
0.00083333	7.3242	-21.973	-14.648	-14.648	-3.418	-29.297
0.0016667	7.3242	-21.973	-29.297	0	-3.418	-29.297
0.0025	0	-21.973	-14.648	0	-6.8359	-29.297
0.0033333	0	-21.973	-14.648	0	-3.418	-29.297
0.0041667	7.3242	-14.648	-14.648	-14.648	-3.418	-21.973
0.005	7.3242	-21.973	-29.297	0	-3.418	-29.297
0.0058333	0	-21.973	-14.648	0	-3.418	-29.297
0.0066667	0	-29.297	-14.648	0	-3.418	-36.621
0.0075	7.3242	-21.973	-14.648	-14.648	-3.418	-29.297
0.0083333	7.3242	-21.973	-14.648	0	-3.418	-29.297
0.0091667	-7.3242	-21.973	-14.648	-14.648	-6.8359	-29.297
0.01	0	-29.297	-14.648	0	-13.672	-29.297
0.010833	7.3242	-21.973	-29.297	0	-6.8359	-29.297
0.011667	14.648	-21.973	-14.648	0	-3.418	-29.297
0.0125	14.648	-21.973	-14.648	14.648	0	-21.973
0.013333	0	-21.973	-14.648	0	-3.418	-29.297
0.014167	7.3242	-21.973	-14.648	0	-3.418	-36.621
0.015	7.3242	-21.973	0	-14.648	-3.418	-29.297
0.015833	7.3242	-21.973	-14.648	0	0	-29.297
0.016667	14.648	-21.973	-14.648	0	-3.418	-29.297
0.0175	14.648	-21.973	-14.648	0	0	-21.973
0.018333	21.973	-14.648	-14.648	0	-3.418	-29.297
0.019167	21.973	-21.973	-14.648	0	-3.418	-29.297
0.02	14.648	-21.973	-14.648	0	-6.8359	-29.297
0.020833	7.3242	-21.973	-14.648	-14.648	-10.254	-29.297
0.021667	7.3242	-21.973	-14.648	0	-6.8359	-29.297
0.0225	-7.3242	-29.297	-43.945	0	-13.672	-29.297
0.023333	0	-21.973	-14.648	0	-10.254	-36.621
0.024167	14.648	-29.297	-14.648	-14.648	-6.8359	-29.297
0.025	21.973	-21.973	-14.648	0	0	-29.297
0.025833	14.648	-21.973	-14.648	0	0	-29.297
0.026667	7.3242	-29.297	-14.648	-14.648	-3.418	-29.297
0.0275	7.3242	-29.297	-29.297	-14.648	-3.418	-36.621
0.028333	14.648	-29.297	-14.648	0	-3.418	-36.621
0.029167	7.3242	-21.973	-14.648	0	-3.418	-29.297
0.03	7.3242	-21.973	-14.648	-14.648	-3.418	-21.973
0.030833	0	-36.621	-14.648	-14.648	-10.254	-29.297
0.031667	7.3242	-36.621	-14.648	-14.648	-3.418	-29.297
0.0325	14.648	-29.297	-14.648	-14.648	-3.418	-36.621
0.033333	14.648	-14.648	-14.648	-14.648	-3.418	-29.297
0.034167	7.3242	-14.648	0	-14.648	-3.418	-29.297
0.035	7.3242	-14.648	-14.648	-14.648	-3.418	-29.297
0.035833	7.3242	-14.648	-14.648	-14.648	-3.418	-29.297
0.036667	7.3242	-21.973	-29.297	0	-6.8359	-36.621
0.0375	7.3242	-29.297	-14.648	0	-3.418	-36.621
0.038333	7.3242	-29.297	-14.648	-29.297	-3.418	-36.621
0.039167	7.3242	-36.621	-14.648	-14.648	-3.418	-36.621
0.04	21.973	-43.945	-29.297	-14.648	-3.418	-36.621
0.040833	7.3242	-43.945	-14.648	0	-3.418	-29.297
0.041667	7.3242	-29.297	-14.648	-14.648	-3.418	-21.973
0.0425	7.3242	-36.621	-29.297	-14.648	-3.418	-29.297
0.043333	7.3242	-29.297	-14.648	-14.648	-3.418	-21.973
0.044167	7.3242	-43.945	-14.648	-14.648	-3.418	-36.621
0.045	7.3242	-36.621	-14.648	0	-3.418	-36.621
0.045833	7.3242	-21.973	0	0	-3.418	-36.621
0.046667	14.648	-29.297	-14.648	-14.648	-3.418	-21.973
0.0475	14.648	-29.297	-14.648	0	-6.8359	-29.297
0.048333	7.3242	-21.973	-14.648	0	-6.8359	-29.297
0.049167	7.3242	-21.973	-14.648	-14.648	-3.418	-29.297
0.05	14.648	-29.297	-14.648	0	-3.418	-29.297
0.050833	7.3242	-29.297	-29.297	0	-6.8359	-36.621
0.051667	7.3242	-36.621	-14.648	0	-3.418	-29.297
0.0525	7.3242	-29.297	0	0	-6.8359	-29.297
0.053333	7.3242	-29.297	-29.297	0	-6.8359	-29.297
0.054167	7.3242	-29.297	-43.945	0	-3.418	-29.297
0.055	7.3242	-29.297	-14.648	0	-6.8359	-29.297
0.055833	7.3242	-29.297	0	0	-6.8359	-29.297
0.056667	0	-29.297	-14.648	0	-10.254	-29.297
0.0575	7.3242	-29.297	0	-14.648	-6.8359	-29.297
0.058333	7.3242	-29.297	-14.648	-14.648	-3.418	-29.297
0.059167	14.648	-29.297	-14.648	0	-3.418	-29.297
0.06	7.3242	-29.297	0	0	-3.418	-29.297
0.060833	7.3242	-29.297	-14.648	-14.648	-3.418	-29.297
0.061667	14.648	-29.297	-14.648	-14.648	-3.418	-36.621
0.0625	7.3242	-29.297	-43.945	-14.648	-6.8359	-29.297
0.063333	14.648	-29.297	-14.648	-14.648	-3.418	-29.297
0.064167	7.3242	-29.297	-14.648	0	-6.8359	-29.297
0.065	0	-29.297	0	0	-6.8359	-29.297
0.065833	14.648	-36.621	-29.297	0	-6.8359	-36.621
0.066667	14.648	-29.297	-29.297	-29.297	-6.8359	-36.621
0.0675	14.648	-29.297	-14.648	-14.648	-6.8359	-36.621
0.068333	21.973	-21.973	0	0	0	-29.297
0.069167	14.648	-36.621	-14.648	0	-3.418	-36.621
0.07	7.3242	-29.297	-14.648	0	-3.418	-29.297
0.070833	0	-36.621	-14.648	-14.648	-10.254	-36.621
0.071667	7.3242	-29.297	-14.648	-14.648	-3.418	-29.297
0.0725	14.648	-21.973	-14.648	-14.648	-3.418	-29.297
0.073333	21.973	-29.297	-14.648	0	-3.418	-29.297
0.074167	7.3242	-36.621	-14.648	0	-3.418	-29.297
0.075	14.648	-36.621	-14.648	0	-3.418	-36.621
0.075833	7.3242	-29.297	-14.648	-14.648	-6.8359	-29.297
0.076667	7.3242	-29.297	-29.297	-14.648	-6.8359	-29.297
0.0775	14.648	-36.621	-14.648	-14.648	-3.418	-29.297
0.078333	14.648	-29.297	0	0	-3.418	-29.297
0.079167	7.3242	-29.297	-14.648	-14.648	-6.8359	-29.297
0.08	14.648	-29.297	-14.648	0	-3.418	-29.297
0.080833	7.3242	-36.621	-14.648	-14.648	-3.418	-29.297
