---- AnyBody Output File ---------------------------------
Study: Main.MarkerModelStudy
Operation: Main.MarkerModelStudy.KinematicAnalysis
----------------------------------------------------------
Constants (Name = Value): 
Main.MarkerModel.Markers.RFTM1.MarkerPositionFile.FileName = "RFTM1.txt"
Main.MarkerModel.Markers.RFTM1.MarkerPositionFile.Search = 
Main.MarkerModel.Markers.RFTM1.MarkerPositionFile.SepSign = "  "
Main.MarkerModel.Markers.RFTM1.MarkerPositionFile.LineSepSign = ""
Main.MarkerModel.Markers.RFTM1.MarkerPositionFile.Header.TitleSectionOnOff = On
Main.MarkerModel.Markers.RFTM1.MarkerPositionFile.Header.ConstSectionOnOff = On
Main.MarkerModel.Markers.RFTM1.MarkerPositionFile.Header.VarSectionOnOff = On
Main.MarkerModel.Markers.RFTM1.MarkerPositionFile.Header.ColumnNamesOnOff = On
Main.MarkerModel.Markers.RFTM1.MarkerPositionFile.Header.LinePrefix = ""
Main.MarkerModel.Markers.RFTM1.MarkerPositionFile.NumberFormat.Digits = 15
----------------------------------------------------------
Variables (Column# Name): 
col0  Main.MarkerModelStudy.t
col1  Main.MarkerModel.Markers.RFTM1.MarkerPositionFile.px
col2  Main.MarkerModel.Markers.RFTM1.MarkerPositionFile.py
col3  Main.MarkerModel.Markers.RFTM1.MarkerPositionFile.pz
----------------------------------------------------------
Main.MarkerModelStudy.t  Main.MarkerModel.Markers.RFTM1.MarkerPositionFile.px  Main.MarkerModel.Markers.RFTM1.MarkerPositionFile.py  Main.MarkerModel.Markers.RFTM1.MarkerPositionFile.pz
 9.891082802547752e-001  -1.201693195642752e+000  -3.520462379001405e-001   5.542200422955452e-001
 9.915923566878961e-001  -1.170114329701829e+000  -3.492974081728469e-001   5.625434657961373e-001
 9.940764331210171e-001  -1.138045628515259e+000  -3.465301481906736e-001   5.703575676808859e-001
 9.965605095541381e-001  -1.105547307765505e+000  -3.438312101688406e-001   5.776970357878343e-001
 9.990445859872591e-001  -1.072673189291614e+000  -3.412526619816078e-001   5.845834258973861e-001
 1.001528662420380e+000  -1.039468228866560e+000  -3.388198064016426e-001   5.910282076480546e-001
 1.004012738853501e+000  -1.005967619464036e+000  -3.365394303814671e-001   5.970362718598672e-001
 1.006496815286622e+000  -9.721974392540148e-001  -3.344060121631413e-001   6.026081742832629e-001
 1.008980891719743e+000  -9.381762882258409e-001  -3.324071366327051e-001   6.077415403193240e-001
 1.011464968152865e+000  -9.039179251311453e-001  -3.305281931885352e-001   6.124313452759272e-001
 1.013949044585986e+000  -8.694335042297260e-001  -3.287547567707206e-001   6.166702375283587e-001
 1.016433121019107e+000  -8.347339217490652e-001  -3.270735851854713e-001   6.204491897622406e-001
 1.018917197452228e+000  -7.998320305277399e-001  -3.254728617389961e-001   6.237582400363245e-001
 1.021401273885349e+000  -7.647428529317460e-001  -3.239415515757960e-001   6.265866136999155e-001
 1.023885350318470e+000  -7.294815568536307e-001  -3.224688955863702e-001   6.289227974997080e-001
 1.026369426751591e+000  -6.940660000481986e-001  -3.210460072704067e-001   6.307557226949926e-001
 1.028853503184712e+000  -6.585229639388827e-001  -3.196689802996883e-001   6.320770148194018e-001
 1.031337579617833e+000  -6.228935795802749e-001  -3.183410418137787e-001   6.328837127553446e-001
 1.033821656050954e+000  -5.872252108350492e-001  -3.170683935208448e-001   6.331789577194568e-001
 1.036305732484075e+000  -5.515630819292609e-001  -3.158560527022728e-001   6.329715265207090e-001
 1.038789808917197e+000  -5.159435999933226e-001  -3.147048251098193e-001   6.322744246418701e-001
 1.041273885350318e+000  -4.803952778692844e-001  -3.136132406663554e-001   6.311025040374239e-001
 1.043757961783439e+000  -4.449392888578428e-001  -3.125802178111161e-001   6.294705978825821e-001
 1.046242038216560e+000  -4.095890607758615e-001  -3.116068114517261e-001   6.273923207192936e-001
 1.048726114649681e+000  -3.743494331238984e-001  -3.106973130319852e-001   6.248792558653989e-001
 1.051210191082802e+000  -3.392181258278162e-001  -3.098600732925025e-001   6.219406548149228e-001
 1.053694267515923e+000  -3.041890936952993e-001  -3.091082073782114e-001   6.185836809189007e-001
 1.056178343949044e+000  -2.692560478052165e-001  -3.084601338178472e-001   6.148137934291287e-001
 1.058662420382165e+000  -2.344162214691529e-001  -3.079398703937024e-001   6.106352685383528e-001
 1.061146496815286e+000  -1.996722946193264e-001  -3.075761960308101e-001   6.060517864041176e-001
 1.063630573248408e+000  -1.650314588347244e-001  -3.074011023497049e-001   6.010669447598450e-001
 1.066114649681529e+000  -1.305031580499935e-001  -3.074479207428097e-001   5.956846261881015e-001
 1.068598726114650e+000  -9.609525329363680e-002  -3.077485754350109e-001   5.899091856207814e-001
 1.071082802547771e+000  -6.180920775136179e-002  -3.083293550556541e-001   5.837450163614917e-001
 1.073566878980892e+000  -2.763518069200942e-002  -3.092057555209424e-001   5.771955048340457e-001
 1.076050955414013e+000   6.453216304395014e-003  -3.103762370777622e-001   5.702617421083968e-001
 1.078535031847134e+000   4.050530835376418e-002  -3.118133280428980e-001   5.629409003128550e-001
 1.081019108280255e+000   7.459712088581033e-002  -3.134540097164530e-001   5.552252150675948e-001
 1.083503184713376e+000   1.088336374870541e-001  -3.151918620346111e-001   5.471013795550138e-001
 1.085987261146497e+000   1.433516149017690e-001  -3.168704996715194e-001   5.385500850474814e-001
 1.088471337579618e+000   1.783233642113331e-001  -3.182791294214795e-001   5.295459957230440e-001
 1.090955414012740e+000   2.139533188994691e-001  -3.191610973480636e-001   5.200608759214391e-001
 1.093439490445861e+000   2.504622151741073e-001  -3.192380965255983e-001   5.100707197486846e-001
 1.095923566878982e+000   2.880584064378286e-001  -3.182506469717956e-001   4.995667594892760e-001
 1.098407643312103e+000   3.268841417246771e-001  -3.160328392311239e-001   4.885742561164971e-001
 1.100891719745224e+000   3.669470382459421e-001  -3.126213473884279e-001   4.771764433190716e-001
 1.103375796178345e+000   4.080846616907908e-001  -3.083325453444241e-001   4.655291646876100e-001
 1.105859872611466e+000   4.499711037747550e-001  -3.037745992714674e-001   4.538599058681066e-001
 1.108343949044587e+000   4.922032950717581e-001  -2.997189692467692e-001   4.424340313418083e-001
 1.110828025477708e+000   5.344408487010837e-001  -2.968381702513140e-001   4.314920852869237e-001
 1.113312101910829e+000   5.764774959358290e-001  -2.955551247104615e-001   4.212141169935881e-001
 1.115796178343951e+000   6.182623534638990e-001  -2.959836889470355e-001   4.117053235431009e-001
 1.118280254777072e+000   6.598543064661676e-001  -2.980007520310268e-001   4.030117274628264e-001
 1.120764331210193e+000   7.013602848949845e-001  -3.013608653486771e-001   3.951451875421032e-001
 1.123248407643314e+000   7.428966745809735e-001  -3.057703784148131e-001   3.880989688136185e-001
 1.125732484076435e+000   7.845633060527160e-001  -3.109391549060819e-001   3.818580826747803e-001
 1.128216560509556e+000   8.264289148978325e-001  -3.166125780519338e-001   3.764053027464938e-001
 1.130700636942677e+000   8.685287931288063e-001  -3.225812469638079e-001   3.717230680221487e-001
 1.133184713375798e+000   9.108663167514031e-001  -3.286812426209699e-001   3.677931683537714e-001
 1.135668789808919e+000   9.534164469462036e-001  -3.347900905911021e-001   3.645953107496341e-001
 1.138152866242040e+000   9.961321070031088e-001  -3.408185581290246e-001   3.621049457309549e-001
 1.140636942675162e+000   1.038952377946545e+000  -3.467007877256453e-001   3.602923982772809e-001
 1.143121019108283e+000   1.081809107307512e+000  -3.523871141743231e-001   3.591230843831491e-001
 1.145605095541404e+000   1.124633073113154e+000  -3.578382257860707e-001   3.585583842483179e-001
 1.148089171974525e+000   1.167359731596336e+000  -3.630208885443749e-001   3.585570505853910e-001
 1.150573248407646e+000   1.209932100113158e+000  -3.679061343504821e-001   3.590765669170873e-001
 1.153057324840767e+000   1.252301288060747e+000  -3.724691497707294e-001   3.600741910852204e-001
 1.155541401273888e+000   1.294425560306240e+000  -3.766901588981952e-001   3.615078584079794e-001
 1.158025477707009e+000   1.336268223695003e+000  -3.805557076034373e-001   3.633367320059449e-001
 1.160509554140130e+000   1.377796486338486e+000  -3.840592694221355e-001   3.655212375164051e-001
 1.162993630573251e+000   1.418981489404522e+000  -3.872016247504153e-001   3.680227696822909e-001
 1.165477707006372e+000   1.459799102360581e+000  -3.899910449530816e-001   3.708030546239699e-001
 1.167961783439494e+000   1.500230546186843e+000  -3.924425884334819e-001   3.738230236409324e-001
 1.170445859872615e+000   1.540261573838670e+000  -3.945765449214680e-001   3.770419017161810e-001
 1.172929936305736e+000   1.579881547890331e+000  -3.964172015584699e-001   3.804166801490742e-001
 1.175414012738857e+000   1.619082727666200e+000  -3.979919354114873e-001   3.839019851033773e-001
 1.177898089171978e+000   1.657860858116442e+000  -3.993310481327151e-001   3.874509618624195e-001
 1.180382165605099e+000   1.696216589957119e+000  -4.004679152899986e-001   3.910171160760208e-001
 1.182866242038220e+000   1.734156557513151e+000  -4.014389470504189e-001   3.945563571972161e-001
 1.185350318471341e+000   1.771693795081279e+000  -4.022830714984455e-001   3.980294075334152e-001
 1.187834394904462e+000   1.808846024174198e+000  -4.030399795435105e-001   4.014036970483788e-001
 1.190318471337583e+000   1.845633324209433e+000  -4.037478637018433e-001   4.046542074998801e-001
 1.192802547770705e+000   1.882075836360767e+000  -4.044412034778491e-001   4.077637930933359e-001
 1.195286624203826e+000   1.918191022893082e+000  -4.051483870077807e-001   4.107229724882732e-001
 1.197770700636947e+000   1.953990246778700e+000  -4.058902343058400e-001   4.135284625881338e-001
 1.200254777070068e+000   1.989475944482096e+000  -4.066798500302692e-001   4.161818140952509e-001
 1.202738853503189e+000   2.024639380708068e+000  -4.075230189838599e-001   4.186889408784960e-001
 1.205222929936310e+000   2.059458978709019e+000  -4.084191444944464e-001   4.210610786564403e-001
 1.207707006369431e+000   2.093901408706814e+000  -4.093626800392550e-001   4.233181521828148e-001
 1.210191082802552e+000   2.127924708672887e+000  -4.103441942874144e-001   4.254915503326752e-001
 1.212675159235673e+000   2.161481546850910e+000  -4.113514802263930e-001   4.276237846152092e-001
 1.215159235668794e+000   2.194522506934764e+000  -4.123712374088864e-001   4.297623276679248e-001
 1.217643312101916e+000   2.226998300700561e+000  -4.133914236275489e-001   4.319467272724831e-001
 1.220127388535037e+000   2.258861929326928e+000  -4.144024312405752e-001   4.342004350390658e-001
 1.222611464968158e+000   2.290070840364219e+000  -4.153975191516931e-001   4.365264742045499e-001
 1.225095541401279e+000   2.320589145813248e+000  -4.163724914631776e-001   4.389074783314562e-001
 1.227579617834400e+000   2.350387724424152e+000  -4.173250085201287e-001   4.413093457180499e-001
 1.230063694267521e+000   2.379444024036298e+000  -4.182534623298850e-001   4.436866315923391e-001
 1.232547770700642e+000   2.407742986175146e+000  -4.191554875246889e-001   4.459889628567285e-001
 1.235031847133763e+000   2.435280666516281e+000  -4.200259009501740e-001   4.481691268990404e-001
 1.237515923566884e+000   2.462068723667769e+000  -4.208558903645498e-001   4.501870066115457e-001
 1.240000000000005e+000   2.488134091959903e+000  -4.216345310557517e-001   4.520088488576881e-001
