---- AnyBody Output File ---------------------------------
Study: Main.MarkerModelStudy
Operation: Main.MarkerModelStudy.KinematicAnalysis
----------------------------------------------------------
Constants (Name = Value): 
Main.MarkerModelStudy.MarkerModel.Markers.LFTM2.MarkerPositionFile.FileName = "LFTM2.txt"
Main.MarkerModelStudy.MarkerModel.Markers.LFTM2.MarkerPositionFile.Search = 
Main.MarkerModelStudy.MarkerModel.Markers.LFTM2.MarkerPositionFile.SepSign = "  "
Main.MarkerModelStudy.MarkerModel.Markers.LFTM2.MarkerPositionFile.LineSepSign = ""
Main.MarkerModelStudy.MarkerModel.Markers.LFTM2.MarkerPositionFile.Header.TitleSectionOnOff = On
Main.MarkerModelStudy.MarkerModel.Markers.LFTM2.MarkerPositionFile.Header.ConstSectionOnOff = On
Main.MarkerModelStudy.MarkerModel.Markers.LFTM2.MarkerPositionFile.Header.VarSectionOnOff = On
Main.MarkerModelStudy.MarkerModel.Markers.LFTM2.MarkerPositionFile.Header.ColumnNamesOnOff = On
Main.MarkerModelStudy.MarkerModel.Markers.LFTM2.MarkerPositionFile.Header.LinePrefix = ""
Main.MarkerModelStudy.MarkerModel.Markers.LFTM2.MarkerPositionFile.NumberFormat.Digits = 15
----------------------------------------------------------
Variables (Column# Name): 
col0  Main.MarkerModelStudy.t
col1  Main.MarkerModelStudy.MarkerModel.Markers.LFTM2.MarkerPositionFile.px
col2  Main.MarkerModelStudy.MarkerModel.Markers.LFTM2.MarkerPositionFile.py
col3  Main.MarkerModelStudy.MarkerModel.Markers.LFTM2.MarkerPositionFile.pz
----------------------------------------------------------
Main.MarkerModelStudy.t  Main.MarkerModelStudy.MarkerModel.Markers.LFTM2.MarkerPositionFile.px  Main.MarkerModelStudy.MarkerModel.Markers.LFTM2.MarkerPositionFile.py  Main.MarkerModelStudy.MarkerModel.Markers.LFTM2.MarkerPositionFile.pz
 8.935754189944126e-001  -9.414021447075388e-001  -1.756227149999367e-001   3.346932272520301e-001
 8.957541899441333e-001  -9.013629884961573e-001  -1.764279277286425e-001   3.398434018523178e-001
 8.979329608938539e-001  -8.617531726054074e-001  -1.774323291980370e-001   3.452764616321930e-001
 9.001117318435745e-001  -8.225858432640015e-001  -1.786177475487627e-001   3.509565541826791e-001
 9.022905027932952e-001  -7.838727309869639e-001  -1.799649167582785e-001   3.568491628026949e-001
 9.044692737430158e-001  -7.456242502612590e-001  -1.814536093613488e-001   3.629214498408693e-001
 9.066480446927364e-001  -7.078499165586601e-001  -1.830630049917240e-001   3.691421943493474e-001
 9.088268156424570e-001  -6.705585287441734e-001  -1.847718742315292e-001   3.754818095209184e-001
 9.110055865921777e-001  -6.337583594451599e-001  -1.865588371808379e-001   3.819125537831692e-001
 9.131843575418983e-001  -5.974573621233383e-001  -1.884026401278089e-001   3.884082920076652e-001
 9.153631284916189e-001  -5.616632499012887e-001  -1.902823184970064e-001   3.949444734399736e-001
 9.175418994413396e-001  -5.263835873358473e-001  -1.921774665544535e-001   4.014981380450973e-001
 9.197206703910602e-001  -4.916259177403118e-001  -1.940682946100370e-001   4.080475340426611e-001
 9.218994413407808e-001  -4.573978418253821e-001  -1.959357372607947e-001   4.145720068516479e-001
 9.240782122905015e-001  -4.237071422552166e-001  -1.977616084549637e-001   4.210517446552067e-001
 9.262569832402221e-001  -3.905618107203576e-001  -1.995285922261744e-001   4.274674271092734e-001
 9.284357541899427e-001  -3.579700867240453e-001  -2.012203905347333e-001   4.338000377217227e-001
 9.306145251396634e-001  -3.259404356472533e-001  -2.028219156430990e-001   4.400304956810593e-001
 9.327932960893840e-001  -2.944813389591269e-001  -2.043192786587465e-001   4.461393548441242e-001
 9.349720670391046e-001  -2.636010591532466e-001  -2.057000218714622e-001   4.521064480738146e-001
 9.371508379888253e-001  -2.333070881364684e-001  -2.069532738066161e-001   4.579103518700760e-001
 9.393296089385459e-001  -2.036059600756415e-001  -2.080695963627533e-001   4.635282233492718e-001
 9.415083798882665e-001  -1.745028993630619e-001  -2.090411202585779e-001   4.689353565296381e-001
 9.436871508379872e-001  -1.460018429133113e-001  -2.098613859201813e-001   4.741051280470719e-001
 9.458659217877078e-001  -1.181055551161033e-001  -2.105251956099425e-001   4.790092413182026e-001
 9.480446927374284e-001  -9.081547624392446e-002  -2.110287505084179e-001   4.836176989929138e-001
 9.502234636871491e-001  -6.413151931106759e-002  -2.113696385110601e-001   4.878992256552939e-001
 9.524022346368697e-001  -3.805197362504439e-002  -2.115467836837290e-001   4.918215812683832e-001
 9.545810055865903e-001  -1.257302492125389e-002  -2.115606625283199e-001   4.953518142781481e-001
 9.567597765363110e-001   1.231102747772798e-002  -2.114131961803688e-001   4.984567929735805e-001
 9.589385474860316e-001   3.660754549489233e-002  -2.111077046083544e-001   5.011035162909813e-001
 9.611173184357522e-001   6.032537696471725e-002  -2.106490883063013e-001   5.032596403277304e-001
 9.632960893854728e-001   8.347430089566807e-002  -2.100436903575494e-001   5.048939149253648e-001
 9.654748603351935e-001   1.060647687027977e-001  -2.092992933856350e-001   5.059764898803646e-001
 9.676536312849141e-001   1.281075623557731e-001  -2.084252884573968e-001   5.064796039611418e-001
 9.698324022346347e-001   1.496134184008879e-001  -2.074324679573491e-001   5.063777675975885e-001
 9.720111731843554e-001   1.705928087178066e-001  -2.063330180140605e-001   5.056480695195419e-001
 9.741899441340760e-001   1.910555731365806e-001  -2.051405368766830e-001   5.042707931382610e-001
 9.763687150837966e-001   2.110107746059844e-001  -2.038697321333733e-001   5.022292617234387e-001
 9.785474860335173e-001   2.304665092256629e-001  -2.025363534181949e-001   4.995101340631565e-001
 9.807262569832379e-001   2.494296391596891e-001  -2.011570019614955e-001   4.961037913464881e-001
 9.829050279329585e-001   2.679058348856138e-001  -1.997487922999819e-001   4.920039873882926e-001
 9.850837988826792e-001   2.858994167255967e-001  -1.983291683602325e-001   4.872081652424177e-001
 9.872625698323998e-001   3.034132796961582e-001  -1.969155203117738e-001   4.817176447333276e-001
 9.894413407821204e-001   3.204491013429792e-001  -1.955249154761224e-001   4.755372188098440e-001
 9.916201117318411e-001   3.370072943579435e-001  -1.941737856730998e-001   4.686755005305971e-001
 9.937988826815617e-001   3.530871630176314e-001  -1.928775068155328e-001   4.611448886594408e-001
 9.959776536312823e-001   3.686871134210505e-001  -1.916502249435319e-001   4.529611334985040e-001
 9.981564245810030e-001   3.838046789689673e-001  -1.905043964759633e-001   4.441436264830582e-001
 1.000335195530724e+000   3.984367755896480e-001  -1.894504727097802e-001   4.347151358148028e-001
 1.002513966480444e+000   4.125799645198618e-001  -1.884969111957734e-001   4.247014473808571e-001
 1.004692737430165e+000   4.262307251731847e-001  -1.876497715852811e-001   4.141316235195049e-001
 1.006871508379886e+000   4.393858464444621e-001  -1.869128182528394e-001   4.030377015850147e-001
 1.009050279329607e+000   4.520425770327443e-001  -1.862876870060385e-001   3.914544619543860e-001
 1.011229050279327e+000   4.641988889086932e-001  -1.857737082997871e-001   3.794196935304023e-001
 1.013407821229048e+000   4.758535446643198e-001  -1.853683022933319e-001   3.669738801089452e-001
 1.015586592178769e+000   4.870061496886401e-001  -1.850672062467272e-001   3.541600737926533e-001
 1.017765363128490e+000   4.976573844146681e-001  -1.848645851674915e-001   3.410241432869068e-001
 1.019944134078210e+000   5.078090165439475e-001  -1.847535413126643e-001   3.276143837978178e-001
 1.022122905027931e+000   5.174639651626783e-001  -1.847263446178230e-001   3.139814111182072e-001
 1.024301675977652e+000   5.266265275537305e-001  -1.847747319001393e-001   3.001781981453177e-001
 1.026480446927373e+000   5.353022804810393e-001  -1.848902685456957e-001   2.862595434203125e-001
 1.028659217877093e+000   5.434981298339547e-001  -1.850645365672141e-001   2.722819077053085e-001
 1.030837988826814e+000   5.512223981525274e-001  -1.852894250877573e-001   2.583031378459746e-001
 1.033016759776535e+000   5.584844991327003e-001  -1.855572461260608e-001   2.443819236235404e-001
 1.035195530726256e+000   5.652948283934354e-001  -1.858608535980928e-001   2.305775323736789e-001
 1.037374301675976e+000   5.716644101087068e-001  -1.861937698041381e-001   2.169492849891519e-001
 1.039553072625697e+000   5.776044814396665e-001  -1.865501671518930e-001   2.035560946816358e-001
 1.041731843575418e+000   5.831262242557307e-001  -1.869249708997176e-001   1.904560084308896e-001
 1.043910614525138e+000   5.882404480117331e-001  -1.873139580647522e-001   1.777054402084608e-001
 1.046089385474859e+000   5.929577231552584e-001  -1.877136304502880e-001   1.653588465135414e-001
 1.048268156424580e+000   5.972885323759145e-001  -1.881212194630195e-001   1.534680139673255e-001
 1.050446927374301e+000   6.012437481089175e-001  -1.885344616143476e-001   1.420813374663184e-001
 1.052625698324021e+000   6.048346845267845e-001  -1.889514276914011e-001   1.312435902090501e-001
 1.054804469273742e+000   6.080731673362948e-001  -1.893704235766403e-001   1.209947939139025e-001
 1.056983240223463e+000   6.109712381237579e-001  -1.897898444429310e-001   1.113692052591230e-001
 1.059162011173184e+000   6.135410095642355e-001  -1.902080526782539e-001   1.023948918221211e-001
 1.061340782122904e+000   6.157945244188828e-001  -1.906232019598799e-001   9.409170153987288e-002
 1.063519553072625e+000   6.177436698657971e-001  -1.910330403517516e-001   8.647023738580291e-002
 1.065698324022346e+000   6.194001426469948e-001  -1.914348661968296e-001   7.953172355250759e-002
 1.067877094972067e+000   6.207753880533288e-001  -1.918254243427846e-001   7.326612261449408e-002
 1.070055865921787e+000   6.218809374064964e-001  -1.922010925842588e-001   6.765366602735602e-002
 1.072234636871508e+000   6.227288558669260e-001  -1.925580528374954e-001   6.266603641840324e-002
 1.074413407821229e+000   6.233328459585263e-001  -1.928926225479886e-001   5.826748880988192e-002
 1.076592178770950e+000   6.237090921400873e-001  -1.932016669504226e-001   5.441830899497099e-002
 1.078770949720670e+000   6.238766047291932e-001  -1.934828173890087e-001   5.107639903057516e-002
 1.080949720670391e+000   6.238575206448274e-001  -1.937348126294855e-001   4.819942813227771e-002
 1.083128491620112e+000   6.236757413174278e-001  -1.939572645629545e-001   4.574576794486997e-002
 1.085307262569833e+000   6.233561498081813e-001  -1.941505466107758e-001   4.367490095845639e-002
 1.087486033519553e+000   6.229230209074649e-001  -1.943154885950738e-001   4.194760200449320e-002
 1.089664804469274e+000   6.223992264362028e-001  -1.944531103565375e-001   4.052580671417543e-002
 1.091843575418995e+000   6.218056457938350e-001  -1.945645031265314e-001   3.937273741526347e-002
 1.094022346368716e+000   6.211608090878997e-001  -1.946507548709014e-001   3.845324604706307e-002
 1.096201117318436e+000   6.204812758912492e-001  -1.947129600109058e-001   3.773386885503373e-002
 1.098379888268157e+000   6.197816115547614e-001  -1.947522380632248e-001   3.718317386901873e-002
 1.100558659217878e+000   6.190746166294766e-001  -1.947697804568192e-001   3.677204898820295e-002
 1.102737430167599e+000   6.183717192413151e-001  -1.947668723591334e-001   3.647354860356036e-002
 1.104916201117319e+000   6.176830611569927e-001  -1.947449291230453e-001   3.626319553773435e-002
 1.107094972067040e+000   6.170178813248470e-001  -1.947055041776520e-001   3.611901460587644e-002
 1.109273743016761e+000   6.163848407057796e-001  -1.946502587141651e-001   3.602130782969561e-002
 1.111452513966482e+000   6.157922452012682e-001  -1.945809462155958e-001   3.595292126277638e-002
 1.113631284916202e+000   6.152483818885520e-001  -1.944993689863798e-001   3.589912800559572e-002
 1.115810055865923e+000   6.147616866222566e-001  -1.944073637315745e-001   3.584743894766158e-002
 1.117988826815644e+000   6.143409767684336e-001  -1.943067990864807e-001   3.578787305896095e-002
 1.120167597765365e+000   6.139956268307572e-001  -1.941995907958465e-001   3.571279506994565e-002
 1.122346368715085e+000   6.137356429539751e-001  -1.940877167353058e-001   3.561680288729642e-002
 1.124525139664806e+000   6.135718863628608e-001  -1.939732576377599e-001   3.549702693204723e-002
 1.126703910614527e+000   6.135160993522845e-001  -1.938584317316076e-001   3.535294018316175e-002
 1.128882681564247e+000   6.135809254557334e-001  -1.937456212436414e-001   3.518632916615386e-002
 1.131061452513968e+000   6.137800595691446e-001  -1.936374455836253e-001   3.500162750761408e-002
 1.133240223463689e+000   6.141281213030534e-001  -1.935367907109643e-001   3.480570865154132e-002
 1.135418994413410e+000   6.146406271974361e-001  -1.934468468017969e-001   3.460794496104206e-002
 1.137597765363130e+000   6.153339879853883e-001  -1.933712043957038e-001   3.442055115062071e-002
 1.139776536312851e+000   6.162252733363375e-001  -1.933138617994723e-001   3.425832071691473e-002
 1.141955307262572e+000   6.173321252732018e-001  -1.932792750325529e-001   3.413875020804705e-002
 1.144134078212293e+000   6.186725837005932e-001  -1.932724502219916e-001   3.408229691230479e-002
 1.146312849162013e+000   6.202648598340018e-001  -1.932989042150307e-001   3.411202651684154e-002
 1.148491620111734e+000   6.221272049641586e-001  -1.933647066329421e-001   3.425375167304409e-002
 1.150670391061455e+000   6.242776989729085e-001  -1.934764910842985e-001   3.453607641335046e-002
 1.152849162011176e+000   6.267341683056842e-001  -1.936413350411790e-001   3.498993254357502e-002
 1.155027932960896e+000   6.295140938406395e-001  -1.938667284843400e-001   3.564860866478482e-002
 1.157206703910617e+000   6.326346016378636e-001  -1.941604057419860e-001   3.654739230827076e-002
 1.159385474860338e+000   6.361125730946298e-001  -1.945301391573968e-001   3.772295931078808e-002
 1.161564245810059e+000   6.399647155187381e-001  -1.949835207870792e-001   3.921303276059360e-002
 1.163743016759779e+000   6.442077325976607e-001  -1.955275353647454e-001   4.105546439336694e-002
 1.165921787709500e+000   6.488583769558961e-001  -1.961682754684995e-001   4.328749058984668e-002
 1.168100558659221e+000   6.539334725946588e-001  -1.969103878355426e-001   4.594466544653422e-002
 1.170279329608942e+000   6.594496119981561e-001  -1.977565352892002e-001   4.905935734126189e-002
 1.172458100558662e+000   6.654227088975894e-001  -1.987072386558907e-001   5.265995018621457e-002
 1.174636871508383e+000   6.718670899370535e-001  -1.997602365825758e-001   5.676889057479376e-002
 1.176815642458104e+000   6.787943329398796e-001  -2.009105414521028e-001   6.140193251867780e-002
 1.178994413407825e+000   6.862127709977914e-001  -2.021506260308161e-001   6.656818118847172e-002
 1.181173184357545e+000   6.941262629244382e-001  -2.034703198772489e-001   7.226921961402975e-002
 1.183351955307266e+000   7.025345760382256e-001  -2.048575131681704e-001   7.850056468488328e-002
 1.185530726256987e+000   7.114337282245411e-001  -2.062985508564475e-001   8.525238531361290e-002
 1.187709497206708e+000   7.208163385425356e-001  -2.077787354249193e-001   9.251000820853582e-002
 1.189888268156428e+000   7.306729961113007e-001  -2.092831405076751e-001   1.002553768961692e-001
 1.192067039106149e+000   7.409929181188406e-001  -2.107970754497357e-001   1.084675896223789e-001
 1.194245810055870e+000   7.517649887727580e-001  -2.123069163446995e-001   1.171234878721656e-001
 1.196424581005591e+000   7.629786255474718e-001  -2.138005647807320e-001   1.261984966331704e-001
 1.198603351955311e+000   7.746243213298422e-001  -2.152678741244700e-001   1.356669499579033e-001
 1.200782122905032e+000   7.866943880788954e-001  -2.167012681659876e-001   1.455025420050849e-001
 1.202960893854753e+000   7.991829465360164e-001  -2.180955649953699e-001   1.556786868889436e-001
 1.205139664804473e+000   8.120861292090575e-001  -2.194481672641824e-001   1.661687061375270e-001
 1.207318435754194e+000   8.254020486414958e-001  -2.207590131296694e-001   1.769460669064171e-001
 1.209497206703915e+000   8.391303286036854e-001  -2.220300359134821e-001   1.879844862818988e-001
 1.211675977653636e+000   8.532719672489690e-001  -2.232650685153355e-001   1.992580560876244e-001
 1.213854748603356e+000   8.678288332417143e-001  -2.244693701003389e-001   2.107413642455782e-001
 1.216033519553077e+000   8.828032363613682e-001  -2.256491497565717e-001   2.224095096761888e-001
 1.218212290502798e+000   8.981976169610563e-001  -2.268113154055200e-001   2.342382295098649e-001
 1.220391061452519e+000   9.140141727193518e-001  -2.279630539422615e-001   2.462039986541616e-001
 1.222569832402239e+000   9.302547501285695e-001  -2.291116217318353e-001   2.582840279212081e-001
 1.224748603351960e+000   9.469206880362612e-001  -2.302641522642463e-001   2.704564246926766e-001
 1.226927374301681e+000   9.640128898872020e-001  -2.314275386460119e-001   2.827001785463839e-001
 1.229106145251402e+000   9.815319564481914e-001  -2.326084221736831e-001   2.949950800364546e-001
 1.231284916201122e+000   9.994783392160939e-001  -2.338131483531459e-001   3.073217682172480e-001
 1.233463687150843e+000   1.017852621812051e+000  -2.350478180779769e-001   3.196615657813767e-001
 1.235642458100564e+000   1.036655678816112e+000  -2.363183196953929e-001   3.319963768917836e-001
 1.237821229050285e+000   1.055888973151525e+000  -2.376303383441820e-001   3.443086359888191e-001
 1.240000000000005e+000   1.075554733248891e+000  -2.389893993258682e-001   3.565811178741254e-001
