---- AnyBody Output File ---------------------------------
Study: Main.Studies.MarkerTracking
Operation: Main.Studies.MarkerTracking.Kinematics
----------------------------------------------------------
Constants (Name = Value): 
Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile3.UpdData = 3
Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile3.FileName = "..\Examples\Plug-in-gait_Simple\Output\\LowerBody_GaitNormal_1-euler-rightlegtd.txt"
Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile3.NumberFormat.Digits = 15
Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile3.NumberFormat.Width = 23
Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile3.NumberFormat.Style = ScientificNumber
Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile3.NumberFormat.FormatStr = "%23.15e"
Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile3.Values = 
Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile3.Search = 
Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile3.Format = 0
Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile3.SepSign = " "
Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile3.SepSpaceAutoOnOff = On
Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile3.LineSepSign = ""
Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile3.Header.TitleSectionOnOff = On
Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile3.Header.ConstSectionOnOff = On
Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile3.Header.ConstSectionSaveOptionsOnOff = On
Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile3.Header.VarSectionOnOff = On
Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile3.Header.ColumnNamesOnOff = On
Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile3.Header.LinePrefix = ""
Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile3.Header.ShortenNamesOnOff = Off
Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile3.Header.ColumnIDString = "col"
Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile3.ConstSectionSaveOptionsOnOff = On
Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile3.SuppressTimeColumnOnOff = Off
----------------------------------------------------------
Variables (Column# Name): 
col0  Main.Studies.MarkerTracking.t
col1  Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile3.HipFlexion
col2  Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile3.HipAbduction
col3  Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile3.HipExternalRotation
col4  Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile3.KneeFlexion
col5  Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile3.AnklePlantarFlexion
col6  Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile3.SubTalarEversion
----------------------------------------------------------
Main.Studies.MarkerTracking.t Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile3.HipFlexion Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile3.HipAbduction Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile3.HipExternalRotation Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile3.KneeFlexion Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile3.AnklePlantarFlexion Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile3.SubTalarEversion
1.540000000000000e+000 5.148065449993647e-001 1.068584702228979e-001 1.413089303999411e-001 1.447026557057029e-001 -4.142206747364749e-002 7.809111243125832e-003
1.550000000000000e+000 5.124480307204167e-001 1.057748742709685e-001 1.390851746538035e-001 1.494037050854269e-001 -4.146681812064250e-002 2.076582909464585e-002
1.560000000000000e+000 5.105826450217982e-001 1.037428300406789e-001 1.364103726318780e-001 1.552632722081087e-001 -3.990459056187756e-002 3.560057011207141e-002
1.570000000000000e+000 5.093822182122569e-001 1.004878444326147e-001 1.328086572283926e-001 1.630239830675252e-001 -3.604377000478112e-002 5.289151341780844e-002
1.580000000000000e+000 5.089435029797834e-001 9.580229424204156e-002 1.279794512030555e-001 1.731741316320502e-001 -2.942153955832737e-002 7.265343031229848e-002
1.590000000000000e+000 5.092292016803103e-001 8.961595996347493e-002 1.219606203651947e-001 1.857037818463752e-001 -1.996561804396341e-002 9.426090690321763e-002
1.600000000000000e+000 5.101152898743927e-001 8.190591873000352e-002 1.148296777107601e-001 2.004119729263591e-001 -7.845243546092800e-003 1.168690253725929e-001
1.610000000000000e+000 5.113754875601758e-001 7.273691371626367e-002 1.066547252001307e-001 2.169083700523915e-001 6.371610362097881e-003 1.394684357293957e-001
1.620000000000000e+000 5.126915202329648e-001 6.225558238001661e-002 9.747506093211363e-002 2.347085282849330e-001 2.174032064885021e-002 1.610532651620813e-001
1.630000000000000e+000 5.136757472077936e-001 5.067699841690421e-002 8.737250911293536e-002 2.532973620017389e-001 3.709746670555304e-002 1.808022467063072e-001
1.640000000000000e+000 5.139066786111765e-001 3.826975933210908e-002 7.653668993150856e-002 2.721343987278121e-001 5.127150620144398e-002 1.982474204542156e-001
1.650000000000000e+000 5.129771523223000e-001 2.533729559775355e-002 6.526433853351202e-002 2.906401055668034e-001 6.325330198464421e-002 2.133446616627935e-001
1.660000000000000e+000 5.105503302132346e-001 1.219594774478017e-002 5.392788366029161e-002 3.082208813903519e-001 7.230208464227456e-002 2.263619764297918e-001
1.670000000000000e+000 5.064046204744269e-001 -8.482243621596997e-004 4.294484076527459e-002 3.243307936414058e-001 7.799034724762542e-002 2.376394811083991e-001
1.680000000000000e+000 5.004464664808415e-001 -1.352359852613683e-002 3.274309641259462e-002 3.385242844577410e-001 8.018983386446588e-002 2.473870555826336e-001
1.690000000000000e+000 4.926875846669887e-001 -2.561198149774291e-002 2.372154176425427e-002 3.504746603325729e-001 7.901682378585449e-002 2.556279067218285e-001
1.700000000000000e+000 4.831986312185230e-001 -3.695535904142444e-002 1.620984367785204e-002 3.599675407788005e-001 7.476674487026781e-002 2.622613907498316e-001
1.710000000000000e+000 4.720575824966631e-001 -4.745175592113871e-002 1.042923922105469e-002 3.668860712299327e-001 6.785410370983711e-002 2.671473445418543e-001
1.720000000000000e+000 4.593147601046840e-001 -5.704444718177748e-002 6.464839228417569e-003 3.711960369034532e-001 5.875829050971126e-002 2.701482904048453e-001
1.730000000000000e+000 4.449892459113401e-001 -6.570687866093716e-002 4.260916681723696e-003 3.729325411791400e-001 4.797918528076146e-002 2.711445114952197e-001
1.740000000000000e+000 4.290934451417526e-001 -7.342829281555408e-002 3.637945897964914e-003 3.721876873027689e-001 3.601026034982134e-002 2.700617964039172e-001
1.750000000000000e+000 4.116670786344849e-001 -8.020667198033804e-002 4.321655938954720e-003 3.690993226255204e-001 2.332546573974487e-002 2.669119993999966e-001
