Main.Studies.MarkerTracking.t,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_LeftArm.SternoClavicularProtraction,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_LeftArm.SternoClavicularElevation,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_LeftArm.SternoClavicularAxialRotation,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_LeftArm.AcromioClavicularProtraction,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_LeftArm.AcromioClavicularMedialRotation,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_LeftArm.AcromioClavicularPosteriorTilt,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_LeftArm.GlenohumeralFlexion,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_LeftArm.GlenohumeralExternalRotation,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_LeftArm.GlenohumeralAbduction,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_LeftArm.ElbowFlexion,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_LeftArm.ElbowPronation,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_LeftArm.WristFlexion,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_LeftArm.WristAbduction
 1.970000000000000e+000,-5.429360308869240e-001, 1.633475227539181e-001,-3.492008013161356e-001, 5.719431748109677e-001,-4.479073208643252e-001, 3.506469125538038e-001,-3.493389626110510e-001, 6.472275147308752e-002, 4.961693636434450e-002, 3.676896838082613e-001, 2.336359449260144e-001, 2.335484244303063e-001, 1.569937559957858e-001
 1.980000000000000e+000,-5.444016131684814e-001, 1.586961385908754e-001,-3.492120778926093e-001, 5.729324370882597e-001,-4.471211103994541e-001, 3.470938518695259e-001,-3.643709554176184e-001, 6.581286873943129e-002, 4.959290063462648e-002, 3.625141858658992e-001, 2.202477856150309e-001, 2.355166061500325e-001, 1.524483373405476e-001
 1.990000000000000e+000,-5.458963424226577e-001, 1.542212038166584e-001,-3.492228970121826e-001, 5.738729567223556e-001,-4.463697973074856e-001, 3.437060458957281e-001,-3.788442520171502e-001, 6.685142284641706e-002, 4.933421907754888e-002, 3.578640992522241e-001, 2.071652237000105e-001, 2.373521193348629e-001, 1.480198144192501e-001
 2.000000000000000e+000,-5.474292819323079e-001, 1.499115599840111e-001,-3.492332476428736e-001, 5.747663801514911e-001,-4.456514073214022e-001, 3.404729492838030e-001,-3.927245187722006e-001, 6.783336980634040e-002, 4.881728564246791e-002, 3.537085300018378e-001, 1.945411739534976e-001, 2.389041206695917e-001, 1.437467895911277e-001
 2.010000000000000e+000,-5.490100996637923e-001, 1.457600810519533e-001,-3.492431133564459e-001, 5.756132333357884e-001,-4.449647382207318e-001, 3.373875367007718e-001,-4.059889847555567e-001, 6.873678003325716e-002, 4.801829639897196e-002, 3.500454910491493e-001, 1.824073730383332e-001, 2.400619787791580e-001, 1.396243028493846e-001
 2.020000000000000e+000,-5.506391004050445e-001, 1.417695370344603e-001,-3.492524790359206e-001, 5.764128092054031e-001,-4.443100538218419e-001, 3.344496494841054e-001,-4.186208765798216e-001, 6.955653553125010e-002, 4.692440197079047e-002, 3.468552484432494e-001, 1.708785781632870e-001, 2.407157899918428e-001, 1.356720735819255e-001
 2.030000000000000e+000,-5.523152427966870e-001, 1.379537671682409e-001,-3.492613313827799e-001, 5.771617132288057e-001,-4.436895469137427e-001, 3.316676610293212e-001,-4.306164185643548e-001, 7.028691683137811e-002, 4.552895768805566e-002, 3.441310834736263e-001, 1.600323277802419e-001, 2.407886905190975e-001, 1.318936299121065e-001
 2.040000000000000e+000,-5.540360446497563e-001, 1.343417716388911e-001,-3.492696625977556e-001, 5.778528072432333e-001,-4.431080421398708e-001, 3.290614407258510e-001,-4.419834581652442e-001, 7.092615599048280e-002, 4.383461101274302e-002, 3.418695596253784e-001, 1.499384902782502e-001, 2.402248217994345e-001, 1.282888537462918e-001
 2.050000000000000e+000,-5.557986717279168e-001, 1.309790473015549e-001,-3.492774808271200e-001, 5.784746960756274e-001,-4.425732475330020e-001, 3.266632849228591e-001,-4.527393617888993e-001, 7.146968385130337e-002, 4.185216477814330e-002, 3.400727128247514e-001, 1.406189960639403e-001, 2.389981202998794e-001, 1.248464070717401e-001
 2.060000000000000e+000,-5.575902638834434e-001, 1.279267692334019e-001,-3.492848209282117e-001, 5.790132758572545e-001,-4.420952647026404e-001, 3.245160597414281e-001,-4.629000731740860e-001, 7.193240978871265e-002, 3.961020909207982e-002, 3.387061928262724e-001, 1.321959365650124e-001, 2.370694307667252e-001, 1.215994795904615e-001
