Main.Studies.MarkerTracking.t,Main.HumanModel.BodyModel.Interface.Left.HipFlexion.Pos[0],Main.HumanModel.BodyModel.Interface.Left.HipAbduction.Pos[0],Main.HumanModel.BodyModel.Interface.Left.HipExternalRotation.Pos[0],Main.HumanModel.BodyModel.Interface.Left.KneeFlexion.Pos[0],Main.HumanModel.BodyModel.Interface.Left.AnklePlantarFlexion.Pos[0],Main.HumanModel.BodyModel.Interface.Left.SubTalarEversion.Pos[0]
  3.090000000000000e+00,  2.183304096170314e-01,  4.638582358307008e-02, -2.615781592943543e-02,  1.375815239172937e+00, -5.626082758123666e-02,  2.065108672056669e-01
  3.100000000000000e+00,  2.423112516917359e-01,  4.263605520799363e-02, -2.201314029935675e-02,  1.366733592234188e+00, -6.559853368763074e-02,  2.080790852092674e-01
  3.110000000000000e+00,  2.648621472251897e-01,  3.923355521428751e-02, -1.732871137333095e-02,  1.352356087350850e+00, -7.333702129222536e-02,  2.091767667055482e-01
  3.120000000000000e+00,  2.858458845045877e-01,  3.617176489863771e-02, -1.210594364556389e-02,  1.332746072801061e+00, -7.951358863469091e-02,  2.106068655190448e-01
  3.130000000000000e+00,  3.051196470071402e-01,  3.344708848909694e-02, -6.345788008021068e-03,  1.307988134972961e+00, -8.419706818156847e-02,  2.130166818159766e-01
  3.140000000000000e+00,  3.225409148702306e-01,  3.106626248251199e-02, -5.661400234187638e-05,  1.278191081698548e+00, -8.747546114046004e-02,  2.168330765888724e-01
  3.150000000000000e+00,  3.379742280969071e-01,  2.904787948654408e-02,  6.739475701354657e-03,  1.243490032197172e+00, -8.943895561207119e-02,  2.222176486671837e-01
  3.160000000000000e+00,  3.512997479297386e-01,  2.741719764063943e-02,  1.400501129638077e-02,  1.204048382369296e+00, -9.017194884142977e-02,  2.290530909172897e-01
  3.170000000000000e+00,  3.624210407111439e-01,  2.619711018582160e-02,  2.169019946569166e-02,  1.160059725460022e+00, -8.975835114414032e-02,  2.369645540589942e-01
  3.180000000000000e+00,  3.712736334290649e-01,  2.540367477831729e-02,  2.973931645677537e-02,  1.111752131541407e+00, -8.828958567383710e-02,  2.453628890064657e-01
  3.190000000000000e+00,  3.778020122604917e-01,  2.503279864534425e-02,  3.809009282977113e-02,  1.059389567582027e+00, -8.586320273596665e-02,  2.535473124875587e-01
  3.200000000000000e+00,  3.819795000267730e-01,  2.507635527569874e-02,  4.667588902137901e-02,  1.003290966061741e+00, -8.256877881146964e-02,  2.607208303182868e-01
  3.210000000000000e+00,  3.837862390800886e-01,  2.551611260953246e-02,  5.541915565400131e-02,  9.438407816610382e-01, -7.846972855213755e-02,  2.661062009040539e-01
  3.220000000000000e+00,  3.832194018295218e-01,  2.633371361075865e-02,  6.423736544974391e-02,  8.815076330544442e-01, -7.358747983428637e-02,  2.690402978803824e-01
  3.230000000000000e+00,  3.803052036295009e-01,  2.751825575217826e-02,  7.305239791940421e-02,  8.168632958827737e-01, -6.790212614933684e-02,  2.690866373823415e-01
  3.240000000000000e+00,  3.751178290893355e-01,  2.906863368509516e-02,  8.179273890908983e-02,  7.506067256173004e-01, -6.137292376140568e-02,  2.661188252482777e-01
  3.250000000000000e+00,  3.677985804657962e-01,  3.098294235329768e-02,  9.038563070282082e-02,  6.835911124808244e-01, -5.397198653025281e-02,  2.603567290020549e-01
  3.260000000000000e+00,  3.586189971598984e-01,  3.325983660987752e-02,  9.876543731192185e-02,  6.168545193758881e-01, -4.572851624423842e-02,  2.523230644802188e-01
  3.270000000000000e+00,  3.479527247290587e-01,  3.585489955256738e-02,  1.068817540303453e-01,  5.516087560094421e-01, -3.676879959330534e-02,  2.428058064473070e-01
  3.280000000000000e+00,  3.363000994556175e-01,  3.867131611957508e-02,  1.147426564503387e-01,  4.892117236830308e-01, -2.734045941706019e-02,  2.327177704407398e-01
  3.290000000000000e+00,  3.242397797347258e-01,  4.153157213501291e-02,  1.224502039626600e-01,  4.310879926451412e-01, -1.779890157890440e-02,  2.229579995352759e-01
  3.300000000000000e+00,  3.123605228731803e-01,  4.416088990440858e-02,  1.302126811428296e-01,  3.786133926021203e-01, -8.549554931942687e-03,  2.142892472696950e-01
  3.310000000000000e+00,  3.011852495066369e-01,  4.618947334328061e-02,  1.383024594029574e-01,  3.329796554129058e-01,  4.824805930156689e-05,  2.072939977520695e-01
  3.320000000000000e+00,  2.911098317163410e-01,  4.718540216927813e-02,  1.469591266368631e-01,  2.950675519777390e-01,  7.784541129655449e-03,  2.024271923401150e-01
  3.330000000000000e+00,  2.823759298752515e-01,  4.672073586736802e-02,  1.562892138706451e-01,  2.653659553048033e-01,  1.466105909137184e-02,  2.000978770689809e-01
  3.340000000000000e+00,  2.750824198293443e-01,  4.445239987831284e-02,  1.662229875087115e-01,  2.439580689372006e-01,  2.087820655253715e-02,  2.006778120487660e-01
  3.350000000000001e+00,  2.692168034983995e-01,  4.018871213200192e-02,  1.765325546137360e-01,  2.305546252669840e-01,  2.674416548170357e-02,  2.044157485466467e-01
  3.360000000000000e+00,  2.646806015119581e-01,  3.392233726645522e-02,  1.868678851871127e-01,  2.245369319790143e-01,  3.252837948347813e-02,  2.113286608336921e-01
  3.370000000000000e+00,  2.612971887709885e-01,  2.582480780966345e-02,  1.967848192100980e-01,  2.249977426528026e-01,  3.830253112178817e-02,  2.211439103246868e-01
  3.380000000000000e+00,  2.588079038441616e-01,  1.620686788441561e-02,  2.057851294554352e-01,  2.307952416841663e-01,  4.384572083903288e-02,  2.333083292076852e-01
  3.390000000000000e+00,  2.568709278494591e-01,  5.458845562172687e-03,  2.133964579197020e-01,  2.406344438454689e-01,  4.869263761264001e-02,  2.470401386291304e-01
  3.400000000000000e+00,  2.550778165246759e-01, -6.005480307597733e-03,  2.192834090860148e-01,  2.531717896168036e-01,  5.230488718364079e-02,  2.614129424604147e-01
  3.410000000000000e+00,  2.529916559162921e-01, -1.778461432770739e-02,  2.233452867107957e-01,  2.671209994071351e-01,  5.423455701999298e-02,  2.754832863087504e-01
  3.420000000000000e+00,  2.501948504211058e-01, -2.950984803873324e-02,  2.257501247130927e-01,  2.813338693543468e-01,  5.418451784986503e-02,  2.884417546781953e-01
  3.430000000000000e+00,  2.463293481326939e-01, -4.086839277441934e-02,  2.268811943843397e-01,  2.948449557983597e-01,  5.199603284298918e-02,  2.997267977946123e-01
  3.440000000000000e+00,  2.411185679952571e-01, -5.163609684994208e-02,  2.272180888308578e-01,  3.068881640492522e-01,  4.763495434148986e-02,  3.090576138360552e-01
  3.450000000000000e+00,  2.343703546095685e-01, -6.170604435802995e-02,  2.272103447361096e-01,  3.168984564472879e-01,  4.119232649668914e-02,  3.163875188278692e-01
  3.460000000000000e+00,  2.259685858720697e-01, -7.109148208579996e-02,  2.271959448241080e-01,  3.245043214792454e-01,  3.288026482393110e-02,  3.218179229083584e-01
  3.470000000000000e+00,  2.158625857146834e-01, -7.989541543431722e-02,  2.273757261749098e-01,  3.295103639514079e-01,  2.301586849068942e-02,  3.255254354179713e-01
  3.480000000000000e+00,  2.040606108552118e-01, -8.825966814553121e-02,  2.278220191457710e-01,  3.318730431993254e-01,  1.199294423393677e-02,  3.277221699089828e-01
  3.490000000000000e+00,  1.906401248012695e-01, -9.631417672070874e-02,  2.284986381657405e-01,  3.316769221760740e-01,  2.429079048128405e-04,  3.286378251732004e-01
