Main.Studies.MarkerTracking.t,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightArm.SternoClavicularProtraction,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightArm.SternoClavicularElevation,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightArm.SternoClavicularAxialRotation,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightArm.AcromioClavicularProtraction,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightArm.AcromioClavicularMedialRotation,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightArm.AcromioClavicularPosteriorTilt,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightArm.ScapulaHumerus_PlaneOfElevation,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightArm.ScapulaHumerus_Elevation,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightArm.ScapulaHumerus_InternalAxialRotation,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightArm.ElbowFlexion,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightArm.ElbowPronation,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightArm.WristFlexion,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightArm.WristAbduction
  2.960000000000000e+00, -4.078400469752950e-01,  1.747353196220851e-01,  5.404739370508126e-02,  7.154948281369828e-01, -2.993714125248834e-01,  5.404739351246904e-02,  6.585131075132524e-01, -5.278658796285967e-01, -9.696767378209239e-01,  6.238947384319772e-01,  8.211288888121892e-01,  2.547611360589688e-01,  2.135554892888539e-02
  2.970000000000000e+00, -4.091793918344273e-01,  1.789816072103305e-01,  5.641224681419799e-02,  7.151779789964370e-01, -3.000442292938643e-01,  5.641224666227228e-02,  6.554666189108249e-01, -5.266986705547767e-01, -9.639034040880960e-01,  6.383778026184529e-01,  8.192204887683419e-01,  2.543385221367533e-01,  2.154994047198356e-02
  2.980000000000000e+00, -4.108487900825217e-01,  1.830631916294034e-01,  5.873813141661827e-02,  7.148380924362286e-01, -3.007175212857467e-01,  5.873813129694247e-02,  6.530628068808765e-01, -5.249686516386260e-01, -9.582872624331066e-01,  6.535238296482581e-01,  8.175228015926771e-01,  2.533654546054653e-01,  2.178518687141033e-02
  2.990000000000000e+00, -4.127861578557644e-01,  1.870111380555197e-01,  6.103593271775454e-02,  7.144807757779600e-01, -3.013912436079953e-01,  6.103593262396681e-02,  6.510885841799054e-01, -5.226867238120262e-01, -9.527613602773108e-01,  6.691359263331954e-01,  8.160070667149161e-01,  2.519123120146594e-01,  2.204276650691687e-02
  3.000000000000000e+00, -4.149183977604757e-01,  1.908661493934207e-01,  6.332136881165133e-02,  7.141127430001969e-01, -3.020660022477859e-01,  6.332136873875414e-02,  6.493309782282158e-01, -5.198924035445192e-01, -9.472631979683555e-01,  6.850464385575156e-01,  8.146213532176637e-01,  2.500616692550222e-01,  2.230633939095696e-02
  3.010000000000000e+00, -4.171702444219973e-01,  1.946707096978739e-01,  6.561151615527613e-02,  7.137410839630112e-01, -3.027425880555197e-01,  6.561151609911682e-02,  6.475965771454937e-01, -5.166426370094226e-01, -9.417393850167564e-01,  7.011238101523625e-01,  8.133078110802281e-01,  2.479096049062666e-01,  2.256386859107183e-02
  3.020000000000000e+00, -4.194723226061701e-01,  1.984605920749576e-01,  6.792072483264652e-02,  7.133725837801767e-01, -3.034213457572645e-01,  6.792072478965164e-02,  6.457257435443786e-01, -5.129994506074818e-01, -9.361494339973920e-01,  7.172744696298196e-01,  8.120065087848940e-01,  2.455526753000066e-01,  2.280559921903078e-02
  3.030000000000000e+00, -4.217657371568792e-01,  2.022584892595289e-01,  7.025723615136269e-02,  7.130133147908357e-01, -3.041015811881140e-01,  7.025723611848750e-02,  6.435973078919560e-01, -5.090204174965417e-01, -9.304660172967705e-01,  7.334372011214239e-01,  8.106521910795208e-01,  2.430713477131101e-01,  2.302060071372268e-02
  3.040000000000000e+00, -4.240038301302330e-01,  2.060702343683185e-01,  7.262086735115519e-02,  7.126684312811019e-01, -3.047811210862510e-01,  7.262086732597066e-02,  6.411280682537297e-01, -5.047529863845509e-01, -9.246736455737508e-01,  7.495766957968322e-01,  8.091647325370595e-01,  2.405141767486243e-01,  2.319567426307197e-02
  3.050000000000000e+00, -4.261526784238486e-01,  2.098836000349906e-01,  7.500195905941949e-02,  7.123420114365503e-01, -3.054561364161623e-01,  7.500195904024254e-02,  6.382703491246701e-01, -5.002319562661375e-01, -9.187675809145136e-01,  7.656798576978934e-01,  8.074312936555743e-01,  2.378805409836620e-01,  2.331647150948938e-02
  3.060000000000000e+00, -4.281934901315865e-01,  2.136700568249181e-01,  7.738217248412338e-02,  7.120366175413421e-01, -3.061214992331847e-01,  7.738217248494056e-02,  6.350078096397623e-01, -4.954794595588355e-01, -9.127506658536890e-01,  7.817496364875066e-01,  8.053005557859819e-01,  2.351223038140589e-01,  2.337001907534534e-02
  3.070000000000000e+00, -4.301153044323394e-01,  2.173913798422757e-01,  7.973738498159465e-02,  7.117538671440440e-01, -3.067711866135652e-01,  7.973738498273898e-02,  6.313523785218573e-01, -4.905121273533187e-01, -9.066387075680219e-01,  7.977909802387266e-01,  8.026440319781305e-01,  2.321751962404477e-01,  2.334986908106846e-02
  3.080000000000000e+00, -4.319221127031820e-01,  2.210018470410029e-01,  8.203942333947627e-02,  7.114935535748460e-01, -3.073990295997160e-01,  8.203942334097332e-02,  6.273396610472335e-01, -4.853387323060849e-01, -9.004533077244350e-01,  8.137987353813820e-01,  7.994147963567148e-01,  2.290149343186150e-01,  2.326062883865920e-02
  3.090000000000000e+00, -4.336199164621968e-01,  2.244562720536825e-01,  8.425966317104670e-02,  7.112549298427234e-01, -3.079989794350313e-01,  8.425966317286850e-02,  6.230185352312444e-01, -4.799678434246112e-01, -8.942257504546545e-01,  8.297459460592057e-01,  7.957281568693840e-01,  2.256889676087024e-01,  2.312241084216909e-02
  3.100000000000000e+00, -4.352113346277888e-01,  2.277167466735723e-01,  8.637272899769903e-02,  7.110372474277584e-01, -3.085657148072294e-01,  8.637272899977623e-02,  6.184334110034294e-01, -4.744141629037369e-01, -8.879862250434994e-01,  8.455864829024817e-01,  7.918381531519636e-01,  2.223106917548381e-01,  2.296709160628135e-02
  3.110000000000000e+00, -4.366977894282844e-01,  2.307587769826602e-01,  8.836070377696521e-02,  7.108395389022402e-01, -3.090956794994228e-01,  8.836070377917067e-02,  6.136168527311189e-01, -4.687077421910985e-01, -8.817560402601774e-01,  8.612677999329970e-01,  7.880357958497490e-01,  2.190176388526968e-01,  2.282632673116519e-02
  3.120000000000000e+00, -4.380938820987225e-01,  2.335712786352897e-01,  9.021486072848051e-02,  7.106591995777760e-01, -3.095880538539979e-01,  9.021486073068512e-02,  6.086092267053405e-01, -4.628971307564633e-01, -8.755560990071823e-01,  8.767452145828256e-01,  7.845471771556515e-01,  2.159343471345172e-01,  2.272070071780666e-02
  3.130000000000000e+00, -4.394360808980179e-01,  2.361510383466636e-01,  9.193346267530864e-02,  7.104912404848209e-01, -3.100445569201058e-01,  9.193346267735363e-02,  6.034837252561903e-01, -4.570430352500884e-01, -8.694231374977315e-01,  8.919911181758815e-01,  7.814886692335645e-01,  2.131575808529000e-01,  2.265688572047198e-02
  3.140000000000000e+00, -4.407691839204391e-01,  2.384987651192267e-01,  9.351829377103385e-02,  7.103298652588522e-01, -3.104680097231587e-01,  9.351829377281365e-02,  5.983423210676758e-01, -4.512098205715286e-01, -8.634124656897256e-01,  9.069956970136641e-01,  7.788677610964275e-01,  2.107518804575645e-01,  2.263113629121018e-02
  3.150000000000000e+00, -4.421257927907991e-01,  2.406186442547695e-01,  9.497251454858284e-02,  7.101707015792167e-01, -3.108609392960511e-01,  9.497251455000998e-02,  5.932937967414342e-01, -4.454606988865908e-01, -8.575890152619504e-01,  9.217603313526339e-01,  7.766042036072958e-01,  2.087510435685216e-01,  2.263510347794629e-02
  3.160000000000000e+00, -4.435185500866833e-01,  2.425173461310766e-01,  9.629927716165632e-02,  7.100116253683889e-01, -3.112249386673469e-01,  9.629927716268744e-02,  5.884411054592082e-01, -4.398540214934631e-01, -8.520204501153555e-01,  9.362887096479442e-01,  7.745648871005711e-01,  2.071615721227869e-01,  2.265993998315580e-02
  3.170000000000000e+00, -4.449431645518190e-01,  2.442007541745768e-01,  9.749989048528310e-02,  7.098524251892787e-01, -3.115604001597547e-01,  9.749989048590695e-02,  5.838800427410197e-01, -4.344379056299399e-01, -8.467744933012846e-01,  9.505806244011290e-01,  7.726065469768091e-01,  2.059616295106341e-01,  2.269783666156594e-02
  3.180000000000000e+00, -4.463837900971317e-01,  2.456706044512122e-01,  9.857212625324632e-02,  7.096942066370820e-01, -3.118663836201840e-01,  9.857212625126306e-02,  5.797022606186575e-01, -4.292458008721507e-01, -8.419176979399349e-01,  9.646301222369260e-01,  7.706124187292478e-01,  2.050982847918636e-01,  2.274284840374323e-02
  3.190000000000000e+00, -4.478266465913092e-01,  2.469238974976828e-01,  9.951108968891252e-02,  7.095379172715721e-01, -3.121414162083025e-01,  9.951108968319416e-02,  5.759939661768836e-01, -4.242946933432368e-01, -8.375061423711527e-01,  9.784233229341686e-01,  7.685066185618602e-01,  2.044932840351332e-01,  2.279119481690824e-02
  3.200000000000000e+00, -4.492503211622498e-01,  2.479608175445414e-01,  1.003133016951108e-01,  7.093853450027017e-01, -3.123840068041410e-01,  1.003133016945787e-01,  5.728271533645867e-01, -4.195981059387436e-01, -8.335830656261647e-01,  9.919299466283003e-01,  7.662685745743424e-01,  2.040485632739939e-01,  2.284205862700983e-02
  3.210000000000000e+00, -4.506486876887926e-01,  2.487920607716074e-01,  1.009836995807100e-01,  7.092367014875631e-01, -3.125952024087360e-01,  1.009836995797100e-01,  5.702646011947377e-01, -4.151799531150190e-01, -8.301752279772995e-01,  1.005097284095207e+00,  7.639078651409615e-01,  2.036754075112568e-01,  2.289699122740578e-02
  3.220000000000000e+00, -4.520185130407925e-01,  2.494446191033020e-01,  1.015382458199826e-01,  7.090919630588269e-01, -3.127786272630466e-01,  1.015382458199059e-01,  5.683466026492147e-01, -4.110844613552472e-01, -8.272905368366719e-01,  1.017847901238569e+00,  7.614673175428908e-01,  2.033025034528781e-01,  2.296131855260973e-02
  3.230000000000000e+00, -4.533540816669187e-01,  2.499609880909288e-01,  1.020029608140846e-01,  7.089514573116944e-01, -3.129400256232409e-01,  1.020029608139221e-01,  5.671033867210310e-01, -4.073821375089474e-01, -8.249347158343595e-01,  1.030086289866644e+00,  7.590149301098299e-01,  2.028788048434638e-01,  2.304243406197481e-02
  3.240000000000000e+00, -4.546563576980370e-01,  2.503916411161833e-01,  1.024099921267327e-01,  7.088149055851301e-01, -3.130867620564648e-01,  1.024099921264232e-01,  5.665723286043718e-01, -4.041644723230914e-01, -8.231236331107212e-01,  1.041708389680043e+00,  7.566261212148635e-01,  2.023751400965865e-01,  2.314672918489051e-02
  3.250000000000000e+00, -4.559246333647859e-01,  2.507835286050719e-01,  1.027893214620769e-01,  7.086822874907497e-01, -3.132256042204729e-01,  1.027893214615153e-01,  5.667935616341505e-01, -4.015303109332132e-01, -8.218821143162689e-01,  1.052605138093818e+00,  7.543807471907680e-01,  2.017784117006922e-01,  2.327840277801731e-02
  3.260000000000000e+00, -4.571562905487023e-01,  2.511647293133823e-01,  1.031587315398893e-01,  7.085538355256205e-01, -3.133604682859288e-01,  1.031587315398290e-01,  5.677966056553408e-01, -3.995652880843939e-01, -8.212286142928759e-01,  1.062661453005616e+00,  7.523548520248554e-01,  2.010925072210650e-01,  2.343907245819038e-02
  3.270000000000000e+00, -4.583556403239281e-01,  2.515260245672619e-01,  1.035126225904139e-01,  7.084290652706069e-01, -3.134902951817657e-01,  1.035126225903118e-01,  5.695859485103296e-01, -3.983166517068593e-01, -8.211547980848128e-01,  1.071755023487888e+00,  7.506075984700973e-01,  2.003423656138723e-01,  2.362732923501612e-02
  3.280000000000000e+00, -4.595222690487763e-01,  2.518038467968571e-01,  1.038095954510821e-01,  7.083079229360789e-01, -3.136057984633704e-01,  1.038095954509299e-01,  5.721135601945064e-01, -3.977683142448055e-01, -8.216047961785437e-01,  1.079755176584479e+00,  7.491899425574644e-01,  1.995676430822229e-01,  2.383975098884666e-02
  3.290000000000000e+00, -4.606560437599513e-01,  2.518714563402988e-01,  1.039670317521512e-01,  7.081902015747513e-01, -3.136884858724274e-01,  1.039670317519159e-01,  5.752677978578603e-01, -3.978269405964454e-01, -8.224647739128595e-01,  1.086523708662789e+00,  7.481473634003269e-01,  1.988283653556535e-01,  2.407135949529628e-02
  3.300000000000000e+00, -4.617546074336142e-01,  2.515458486089590e-01,  1.038654183151479e-01,  7.080758481293334e-01, -3.137115156902390e-01,  1.038654183148095e-01,  5.788729765805957e-01, -3.983278099973344e-01, -8.235670511620437e-01,  1.091916439254080e+00,  7.475288685929289e-01,  1.982070953698596e-01,  2.431595928835449e-02
  3.310000000000000e+00, -4.628153801272589e-01,  2.506114950314409e-01,  1.033647316225505e-01,  7.079650379499156e-01, -3.136433602476352e-01,  1.033647316220835e-01,  5.827121117761009e-01, -3.990634735345726e-01, -8.247142909002588e-01,  1.095787119484300e+00,  7.473876082785414e-01,  1.978064932409223e-01,  2.456526756651157e-02
  3.320000000000000e+00, -4.638383883546720e-01,  2.488569374595413e-01,  1.023300862351797e-01,  7.078584470208232e-01, -3.134534726688187e-01,  1.023300862345493e-01,  5.865653654705871e-01, -3.998309042750242e-01, -8.257185904596119e-01,  1.097993240017212e+00,  7.477798248917487e-01,  1.977414213588093e-01,  2.480838673228497e-02
  3.330000000000000e+00, -4.648295014524736e-01,  2.461150920315611e-01,  1.006601842017284e-01,  7.077576022706020e-01, -3.131185473372422e-01,  1.006601842016599e-01,  5.902513438038089e-01, -4.004848150179174e-01, -8.264423221617593e-01,  1.098402953446849e+00,  7.487612227458398e-01,  1.981303474763059e-01,  2.503273604341335e-02
  3.340000000000000e+00, -4.657923955702405e-01,  2.422957449166476e-01,  9.830884903578430e-02,  7.076661593479150e-01, -3.126268423065346e-01,  9.830884903569494e-02,  5.936504660777466e-01, -4.009783648419399e-01, -8.268244244746309e-01,  1.096901336477379e+00,  7.503831962968324e-01,  1.990803787905409e-01,  2.522641326417676e-02
  3.350000000000001e+00, -4.667381513842481e-01,  2.374039147961737e-01,  9.529727870504796e-02,  7.075887375222238e-01, -3.119813795415560e-01,  9.529727870494178e-02,  5.967172970915379e-01, -4.013799367640541e-01, -8.268849010339981e-01,  1.093395202612276e+00,  7.526705490166808e-01,  2.006782704547543e-01,  2.537914153930552e-02
  3.360000000000000e+00, -4.676752832442739e-01,  2.315441676158330e-01,  9.171293432030404e-02,  7.075310048469472e-01, -3.111996265922923e-01,  9.171293432017191e-02,  5.994592059599454e-01, -4.018626026994211e-01, -8.267037794425103e-01,  1.087813791973423e+00,  7.556192287056891e-01,  2.029687137671692e-01,  2.548311738964834e-02
  3.370000000000000e+00, -4.686076626700476e-01,  2.249110680152129e-01,  8.769848370268923e-02,  7.074983303248330e-01, -3.103115167561312e-01,  8.769848370253712e-02,  6.019084017808952e-01, -4.026708761042027e-01, -8.263880196452187e-01,  1.080110094683067e+00,  7.591905149226665e-01,  2.059350031961560e-01,  2.553237006313103e-02
  3.380000000000000e+00, -4.695297436837067e-01,  2.177674618793319e-01,  8.343235671051978e-02,  7.074945788193329e-01, -3.093555416694209e-01,  8.343235671035458e-02,  6.040941667975037e-01, -4.040735997418960e-01, -8.260378950356450e-01,  1.070265022146759e+00,  7.632971575549996e-01,  2.094814445388145e-01,  2.552198942798823e-02
  3.390000000000000e+00, -4.704205982923533e-01,  2.104143474357469e-01,  7.910530407804947e-02,  7.075214944553538e-01, -3.083737339924817e-01,  7.910530407787386e-02,  6.060260889782810e-01, -4.063156138600567e-01, -8.257237128020860e-01,  1.058295384427800e+00,  7.677760311006271e-01,  2.134197580026518e-01,  2.544794091617404e-02
  3.400000000000000e+00, -4.712385199113726e-01,  2.031546674853661e-01,  7.489608334282737e-02,  7.075790084420616e-01, -3.074061040706091e-01,  7.489608334264040e-02,  6.076960407826039e-01, -4.095755190054083e-01, -8.254811660021689e-01,  1.044266416984114e+00,  7.723576728942104e-01,  2.174590911480812e-01,  2.530753298397358e-02
  3.410000000000000e+00, -4.719204630550407e-01,  1.962535650008863e-01,  7.094884185987684e-02,  7.076662681707178e-01, -3.064851773458832e-01,  7.094884185969673e-02,  6.091012780909696e-01, -4.139324504395211e-01, -8.253266425800067e-01,  1.028305855973443e+00,  7.766526831866939e-01,  2.212121106095282e-01,  2.510190081942906e-02
  3.420000000000000e+00, -4.723894961394580e-01,  1.899026271502240e-01,  6.735642263936628e-02,  7.077828033291736e-01, -3.056318035507430e-01,  6.735642263919968e-02,  6.102785564344337e-01, -4.193475624262745e-01, -8.252823210503457e-01,  1.010611499603274e+00,  7.801729421970518e-01,  2.242363779229728e-01,  2.484344501947745e-02
  3.430000000000000e+00, -4.725697745138054e-01,  1.841986462485328e-01,  6.415411155373991e-02,  7.079291367511651e-01, -3.048535245623780e-01,  6.415411155358405e-02,  6.113283750963089e-01, -4.256683114299813e-01, -8.253922603057481e-01,  9.914483050340658e-01,  7.823679753937541e-01,  2.261050590562554e-01,  2.456596722998131e-02
  3.440000000000000e+00, -4.724057003586974e-01,  1.791432865934741e-01,  6.132529512064030e-02,  7.081063431668619e-01, -3.041460337662139e-01,  6.132529512049900e-02,  6.124137859722000e-01, -4.326582223229559e-01, -8.257152964531478e-01,  9.711385739796451e-01,  7.826283330242824e-01,  2.264778498265270e-01,  2.432964235823770e-02
  3.450000000000000e+00, -4.718798572005344e-01,  1.746620354679360e-01,  5.881632788107358e-02,  7.083146504835582e-01, -3.034970892784403e-01,  5.881632788094893e-02,  6.137371471729943e-01, -4.400445942610316e-01, -8.262983560717031e-01,  9.500478437767176e-01,  7.802454503199172e-01,  2.251577585013798e-01,  2.421826601670590e-02
  3.460000000000000e+00, -4.710214765850301e-01,  1.706348920956220e-01,  5.655538603827896e-02,  7.085520179090968e-01, -3.028913319222883e-01,  5.655538603816897e-02,  6.155101716481376e-01, -4.475709878732123e-01, -8.271496464795042e-01,  9.285681720216308e-01,  7.743588955894092e-01,  2.221301721669291e-01,  2.433339839275679e-02
  3.470000000000000e+00, -4.694944673773669e-01,  1.672805392407759e-01,  5.462918827571943e-02,  7.088445021859967e-01, -3.023372276168588e-01,  5.462918827562387e-02,  6.185774546130727e-01, -4.559255473651411e-01, -8.302216703873878e-01,  9.083981780691180e-01,  7.692195731328773e-01,  2.127598398574082e-01,  2.416967659371439e-02
  3.480000000000000e+00, -4.674657628867459e-01,  1.649774261112837e-01,  5.324479290644493e-02,  7.091562774349144e-01, -3.018960998164650e-01,  5.324479290637608e-02,  6.198770529575538e-01, -4.639361583788676e-01, -8.334421800393697e-01,  8.869580081825267e-01,  7.794221901656279e-01,  2.012331117600656e-01,  2.308614443706045e-02
  3.490000000000000e+00, -4.658626876655892e-01,  1.624037651482373e-01,  5.175644323878899e-02,  7.094357741317578e-01, -3.014447410330297e-01,  5.175644323790267e-02,  6.207522085672743e-01, -4.702899192309512e-01, -8.340498712796748e-01,  8.639407672109002e-01,  7.799481792699179e-01,  1.956891015917772e-01,  2.317402037349452e-02
