Main.Studies.MarkerTracking.t,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightArm.SternoClavicularProtraction,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightArm.SternoClavicularElevation,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightArm.SternoClavicularAxialRotation,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightArm.AcromioClavicularProtraction,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightArm.AcromioClavicularMedialRotation,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightArm.AcromioClavicularPosteriorTilt,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightArm.ScapulaHumerus_PlaneOfElevation,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightArm.ScapulaHumerus_Elevation,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightArm.ScapulaHumerus_InternalAxialRotation,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightArm.ElbowFlexion,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightArm.ElbowPronation,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightArm.WristFlexion,Main.Studies.MarkerTracking.JointAngleOutputs.OutputFile_RightArm.WristAbduction
  2.170000000000000e+00, -4.462719882053744e-01,  2.934466439606873e-01,  1.306508347126834e-01,  7.101186815322998e-01, -3.189325587791667e-01,  1.306508347126357e-01,  3.177284585320376e-01, -3.993345138555620e-01, -5.233259434653602e-01,  1.109661726564168e+00,  8.639929257436565e-01,  7.360913522303547e-02,  3.787810592060571e-02
  2.180000000000000e+00, -4.462241123593020e-01,  2.881817034391678e-01,  1.269344131346085e-01,  7.100221974077804e-01, -3.181317357973359e-01,  1.269344131345506e-01,  3.201571450026414e-01, -3.985962231786874e-01, -5.224756324970927e-01,  1.103778853224607e+00,  8.660656701775172e-01,  7.436765684043545e-02,  3.813766828701508e-02
  2.190000000000000e+00, -4.462746768862459e-01,  2.821330581196075e-01,  1.227317545870386e-01,  7.099178147994754e-01, -3.172246695625525e-01,  1.227317545869742e-01,  3.225643120880166e-01, -3.980353558785487e-01, -5.218104567912492e-01,  1.095812703220078e+00,  8.683382297010408e-01,  7.613772928567131e-02,  3.835607979254960e-02
  2.200000000000000e+00, -4.464090735723167e-01,  2.755814449316265e-01,  1.182533786490212e-01,  7.098171792141128e-01, -3.162543399096223e-01,  1.182533786489449e-01,  3.251168766827002e-01, -3.979425334789508e-01, -5.216384061693473e-01,  1.085718783217676e+00,  8.708018978471915e-01,  7.888135622070713e-02,  3.852811405472738e-02
  2.210000000000000e+00, -4.465780082952829e-01,  2.688285218635835e-01,  1.137099682151045e-01,  7.097325654028159e-01, -3.152633985471065e-01,  1.137099682150203e-01,  3.279007701318950e-01, -3.985828935067922e-01, -5.222040336169606e-01,  1.073479344532390e+00,  8.734427452640754e-01,  8.247735294239389e-02,  3.864632869975992e-02
  2.220000000000000e+00, -4.466978585748266e-01,  2.621703802809510e-01,  1.092931872540360e-01,  7.096760136205986e-01, -3.142901761010735e-01,  1.092931872539495e-01,  3.309217019850342e-01, -4.001642974687358e-01, -5.236726216897097e-01,  1.059121681414799e+00,  8.762404723115224e-01,  8.671677158480273e-02,  3.870233292485842e-02
  2.230000000000000e+00, -4.466699038622602e-01,  2.558602584673078e-01,  1.051542496048837e-01,  7.096573916495101e-01, -3.133646468339324e-01,  1.051542496047970e-01,  3.341142175767574e-01, -4.027970484919042e-01, -5.261079656028811e-01,  1.042734231868850e+00,  8.791545634633490e-01,  9.130695988741144e-02,  3.868767898351337e-02
  2.240000000000000e+00, -4.464068841628797e-01,  2.500747226498630e-01,  1.013881054355629e-01,  7.096826259365900e-01, -3.125056233313703e-01,  1.013881054354752e-01,  3.373549282996856e-01, -4.064641000373502e-01, -5.294546674466997e-01,  1.024475193286520e+00,  8.821152074262451e-01,  9.588712988658310e-02,  3.859533519732115e-02
  2.250000000000000e+00, -4.458519846985601e-01,  2.448970366486460e-01,  9.802920455367432e-02,  7.097532323170048e-01, -3.117200478941737e-01,  9.802920455358698e-02,  3.404941046228512e-01, -4.110209018074406e-01, -5.335558434722705e-01,  1.004573971054334e+00,  8.850455567792317e-01,  1.000789512950480e-01,  3.842480466538056e-02
  2.260000000000000e+00, -4.449871858912969e-01,  2.403215541240395e-01,  9.505923753752123e-02,  7.098668427123453e-01, -3.110045692807932e-01,  9.505923753743818e-02,  3.434057743583821e-01, -4.162268446613849e-01, -5.382101979235592e-01,  9.833248580188244e-01,  8.879160737521675e-01,  1.035714779365045e-01,  3.818881010541451e-02
  2.270000000000000e+00, -4.438319439356855e-01,  2.362758799909446e-01,  9.242370969244620e-02,  7.100181937106776e-01, -3.103489009797600e-01,  9.242370969236562e-02,  3.460331519753254e-01, -4.217966376472979e-01, -5.432399985893218e-01,  9.610716499717143e-01,  8.907912794951219e-01,  1.061938750052065e-01,  3.791526775030558e-02
  2.280000000000000e+00, -4.424312899536398e-01,  2.326531699194125e-01,  9.005216014544433e-02,  7.102005866304920e-01, -3.097397887010751e-01,  9.005216014537148e-02,  3.484098585363486e-01, -4.274554780670710e-01, -5.485431776914591e-01,  9.381863282018745e-01,  8.938294314876990e-01,  1.079339064499030e-01,  3.764146781529639e-02
  2.290000000000000e+00, -4.408371470420268e-01,  2.293451820173671e-01,  8.787687129370308e-02,  7.104075968514677e-01, -3.091645216070427e-01,  8.787687129363983e-02,  3.506572289931726e-01, -4.329840768920675e-01, -5.541206688461500e-01,  9.150458326936340e-01,  8.972371164015949e-01,  1.089139072348471e-01,  3.740342758073825e-02
  2.300000000000000e+00, -4.390921788746195e-01,  2.262669290028896e-01,  8.584583931107308e-02,  7.106343207784656e-01, -3.086133323038993e-01,  8.584583931103035e-02,  3.529680897444323e-01, -4.382439399940767e-01, -5.600789265899280e-01,  8.920088339119412e-01,  9.012027080656045e-01,  1.093604707421170e-01,  3.722606336738755e-02
  2.310000000000000e+00, -4.372228038594096e-01,  2.233661220407746e-01,  8.392698534614498e-02,  7.108777116202230e-01, -3.080801961101489e-01,  8.392698534611187e-02,  3.555844792321158e-01, -4.431786252082861e-01, -5.666100504152775e-01,  8.693962438629380e-01,  9.058295138298794e-01,  1.095755960652884e-01,  3.711740779566933e-02
  2.320000000000000e+00, -4.352395184512270e-01,  2.206174656216433e-01,  8.210393434561958e-02,  7.111363569406755e-01, -3.075619621555932e-01,  8.210393434518502e-02,  3.587707799931228e-01, -4.477950892659776e-01, -5.739559883046176e-01,  8.474803704505721e-01,  9.110899419093674e-01,  1.098967404303739e-01,  3.706703809124971e-02
  2.330000000000000e+00, -4.331494865914456e-01,  2.180094067808791e-01,  8.036866839025782e-02,  7.114091362651652e-01, -3.070572479048459e-01,  8.036866838995081e-02,  3.627888472365819e-01, -4.521364016258979e-01, -5.823655006830682e-01,  8.264833548503395e-01,  9.168047045208393e-01,  1.106498249038477e-01,  3.704780544912729e-02
  2.340000000000000e+00, -4.309562325414562e-01,  2.155318075961739e-01,  7.871393581620911e-02,  7.116953856407258e-01, -3.065646578551835e-01,  7.871393581599732e-02,  3.678666425413034e-01, -4.562568206080289e-01, -5.920536452991989e-01,  8.065798046575217e-01,  9.226625207915001e-01,  1.120935090554780e-01,  3.702226539903764e-02
  2.350000000000000e+00, -4.286741890198220e-01,  2.131671412851701e-01,  7.712932180144037e-02,  7.119934558080483e-01, -3.060824973755103e-01,  7.712932180130205e-02,  3.741839385197115e-01, -4.602036892339090e-01, -6.031701617872477e-01,  7.879004687556324e-01,  9.282493758454712e-01,  1.143848449789773e-01,  3.695150496046009e-02
  2.360000000000000e+00, -4.263311309144192e-01,  2.108851361651589e-01,  7.559842178634768e-02,  7.123005716400401e-01, -3.056081981045984e-01,  7.559842178625947e-02,  3.818648673787242e-01, -4.640079242509104e-01, -6.157852981265672e-01,  7.705356510401711e-01,  9.331089662101542e-01,  1.175640625769525e-01,  3.680425569832103e-02
  2.370000000000000e+00, -4.239656272064617e-01,  2.086427835683735e-01,  7.409879163691183e-02,  7.126131558376814e-01, -3.051381747045812e-01,  7.409879163685933e-02,  3.909774669221351e-01, -4.676844966684079e-01, -6.298916103995407e-01,  7.545371253040893e-01,  9.368170353817962e-01,  1.215595481194911e-01,  3.656124551248018e-02
  2.380000000000000e+00, -4.216208056589119e-01,  2.063904034697757e-01,  7.260507171166161e-02,  7.129274273719958e-01, -3.046682802018437e-01,  7.260507171163100e-02,  4.015320968017054e-01, -4.712396840137378e-01, -6.454115185948649e-01,  7.399157718733709e-01,  9.390484949915570e-01,  1.262076238442935e-01,  3.621531454137090e-02
  2.390000000000000e+00, -4.193397368867671e-01,  2.040789563556509e-01,  7.109286039258995e-02,  7.132397646090923e-01, -3.041945275319469e-01,  7.109286039256651e-02,  4.134798406856061e-01, -4.746760223918332e-01, -6.622047523500862e-01,  7.266376755085397e-01,  9.396286608725749e-01,  1.312867859880014e-01,  3.577114938888255e-02
  2.400000000000000e+00, -4.171654257157941e-01,  2.016646147389545e-01,  6.954129257620449e-02,  7.135465881182745e-01, -3.037137216926959e-01,  6.954129257568362e-02,  4.267163191523073e-01, -4.779912358196636e-01, -6.800778805649649e-01,  7.146242067094707e-01,  9.385641007773197e-01,  1.365590754302284e-01,  3.524485240188054e-02
  2.410000000000000e+00, -4.151342004691138e-01,  1.991129685241759e-01,  6.793478694980838e-02,  7.138449747606740e-01, -3.032235947171817e-01,  6.793478694947475e-02,  4.410843715812768e-01, -4.811771253910214e-01, -6.987968919056176e-01,  7.037561318699074e-01,  9.360405971737754e-01,  1.418020692290709e-01,  3.466151408850184e-02
  2.420000000000000e+00, -4.132858768236395e-01,  1.964037856858709e-01,  6.626639412517209e-02,  7.141313346847383e-01, -3.027241264234846e-01,  6.626639412496922e-02,  4.563890740182659e-01, -4.842229715016630e-01, -7.180981936775945e-01,  6.938832461777011e-01,  9.323539356046202e-01,  1.468298152160954e-01,  3.404765191473644e-02
  2.430000000000000e+00, -4.116561678315244e-01,  1.935360290521899e-01,  6.453969575905770e-02,  7.144020372176427e-01, -3.022177131873278e-01,  6.453969575894752e-02,  4.724016746654232e-01, -4.871211314950779e-01, -7.377010191942809e-01,  6.848361059521137e-01,  9.278466565142441e-01,  1.514873163414296e-01,  3.342361926620417e-02
  2.440000000000000e+00, -4.102754461597883e-01,  1.905283500394344e-01,  6.276860645066452e-02,  7.146534183085056e-01, -3.017091229460500e-01,  6.276860645063267e-02,  4.888705736688616e-01, -4.898693155248908e-01, -7.573229811792445e-01,  6.764350837845261e-01,  9.228823019372915e-01,  1.556640262462146e-01,  3.280168407142727e-02
  2.450000000000000e+00, -4.091629311254386e-01,  1.874152665479898e-01,  6.097443449919977e-02,  7.148824426575141e-01, -3.012045462711517e-01,  6.097443449923257e-02,  5.055329551933916e-01, -4.924695009028722e-01, -7.766981536918549e-01,  6.684945885234944e-01,  9.178501443349437e-01,  1.593259238264075e-01,  3.219148670959700e-02
  2.460000000000000e+00, -4.083219950201806e-01,  1.842419766919776e-01,  5.918241440694390e-02,  7.150873229737660e-01, -3.007105396584167e-01,  5.918241440703213e-02,  5.221273882696637e-01, -4.949280365043660e-01, -7.955907219728851e-01,  6.608310149214514e-01,  9.131312128418142e-01,  1.625274010788227e-01,  3.160335045634014e-02
  2.470000000000000e+00, -4.077397668500236e-01,  1.810594766956768e-01,  5.741890405835030e-02,  7.152676862678079e-01, -3.002333100299124e-01,  5.741890405848186e-02,  5.384072909049646e-01, -4.972574895611541e-01, -8.138032618251864e-01,  6.532757700185676e-01,  9.090345443643308e-01,  1.653938656390315e-01,  3.104709617466342e-02
  2.480000000000000e+00, -4.073895009001762e-01,  1.779191031133300e-01,  5.570863262361832e-02,  7.154244889674309e-01, -2.997781187698789e-01,  5.570863262377784e-02,  5.541540266242223e-01, -4.994765625115175e-01, -8.311836066970981e-01,  6.456875512272656e-01,  9.057574265475929e-01,  1.680905523016130e-01,  3.053160713313527e-02
  2.490000000000000e+00, -4.072337287359670e-01,  1.748663584448871e-01,  5.407176719476331e-02,  7.155599172485411e-01, -2.993486526717850e-01,  5.407176719493587e-02,  5.691882107875326e-01, -5.016073904393599e-01, -8.476298446682522e-01,  6.379626117785226e-01,  9.033758057686990e-01,  1.707809703207752e-01,  3.006444676364449e-02
  2.500000000000000e+00, -4.072271313407951e-01,  1.719359786631780e-01,  5.252174281280642e-02,  7.156773185561756e-01, -2.989465562652680e-01,  5.252174281296291e-02,  5.833779871540942e-01, -5.036731769372718e-01, -8.630914096198883e-01,  6.300413423726623e-01,  9.018522049684372e-01,  1.735853493427548e-01,  2.964804826920457e-02
  2.510000000000000e+00, -4.073187021710559e-01,  1.691490935951903e-01,  5.106420955373428e-02,  7.157811596761871e-01, -2.985712076290015e-01,  5.106420955382782e-02,  5.966420568842983e-01, -5.056969394124232e-01, -8.775664137225575e-01,  6.219083342813700e-01,  9.010598068140785e-01,  1.765565768749728e-01,  2.927515219754496e-02
  2.520000000000000e+00, -4.074556050854561e-01,  1.665110091780648e-01,  4.969643360176661e-02,  7.158767694663828e-01, -2.982196927424612e-01,  4.969643360172191e-02,  6.089482589236775e-01, -5.076983411094022e-01, -8.910945561889685e-01,  6.135889422397074e-01,  9.008185768292372e-01,  1.796815601451425e-01,  2.892981802544892e-02
  2.530000000000000e+00, -4.075893823824739e-01,  1.640106848610472e-01,  4.840772086339686e-02,  7.159697313185565e-01, -2.978871664256852e-01,  4.840772082007669e-02,  6.203086850616050e-01, -5.096884242623930e-01, -9.037441297039918e-01,  6.051452155490827e-01,  9.009317405681784e-01,  1.829029634741894e-01,  2.859473598928675e-02
  2.540000000000000e+00, -4.076883905791456e-01,  1.616153080154195e-01,  4.717769798028792e-02,  7.160647546481894e-01, -2.975669582640323e-01,  4.717769792463340e-02,  6.307856124031725e-01, -5.116661053301340e-01, -9.156021426053690e-01,  5.966748120087307e-01,  9.011936800162691e-01,  1.861469591599070e-01,  2.825765973271634e-02
  2.550000000000000e+00, -4.077356420243337e-01,  1.592813698227986e-01,  4.598203684164828e-02,  7.161655050374203e-01, -2.972519471236446e-01,  4.598203677053152e-02,  6.404702967439070e-01, -5.136189382597093e-01, -9.267571598091803e-01,  5.882977800053759e-01,  9.014151590203867e-01,  1.893375602625580e-01,  2.791531997988912e-02
  2.560000000000000e+00, -4.077344910411337e-01,  1.569542934230828e-01,  4.479271787552523e-02,  7.162739871367440e-01, -2.969348948290120e-01,  4.479271787350699e-02,  6.494821768236871e-01, -5.155254232594222e-01, -9.372966780125046e-01,  5.801495549843485e-01,  9.014363512295624e-01,  1.924027677483187e-01,  2.757011330380181e-02
  2.570000000000000e+00, -4.077073668036401e-01,  1.545851801140168e-01,  4.358650079050833e-02,  7.163899223395830e-01, -2.966106433419164e-01,  4.358650078741508e-02,  6.579464275249316e-01, -5.173593805075773e-01, -9.472956166506931e-01,  5.723658983552340e-01,  9.011587395543155e-01,  1.952796630422342e-01,  2.722745302042194e-02
  2.580000000000000e+00, -4.076893716959668e-01,  1.521261629856590e-01,  4.234201483118569e-02,  7.165116872327238e-01, -2.962750494657074e-01,  4.234201482670067e-02,  6.659935744555540e-01, -5.190938742760602e-01, -9.568211788179837e-01,  5.650808960486888e-01,  9.005262378216452e-01,  1.979149940972844e-01,  2.689240284029805e-02
  2.590000000000000e+00, -4.077235123782280e-01,  1.495431979148192e-01,  4.104581933842074e-02,  7.166362260001129e-01, -2.959264016270817e-01,  4.104581933224927e-02,  6.737443274239078e-01, -5.207088187282283e-01, -9.659268792912529e-01,  5.584175587389609e-01,  8.995018509657555e-01,  2.002680595386801e-01,  2.656847040929580e-02
  2.600000000000000e+00, -4.078528450109984e-01,  1.468182111545675e-01,  3.969274852438706e-02,  7.167597951564521e-01, -2.955651752219108e-01,  3.969274851621196e-02,  6.813044400781665e-01, -5.221957188255928e-01, -9.746556303377246e-01,  5.524836720659253e-01,  8.980518929183355e-01,  2.023099084029185e-01,  2.625667154162119e-02
  2.610000000000000e+00, -4.081128993007683e-01,  1.439512736306003e-01,  3.828625824137799e-02,  7.168786596854371e-01, -2.951938069378912e-01,  3.828625823098258e-02,  6.887567138664832e-01, -5.235589153167125e-01, -9.830397813431901e-01,  5.473656864720337e-01,  8.961509003953498e-01,  2.040259654374363e-01,  2.595575784129971e-02
  2.620000000000000e+00, -4.085260355782259e-01,  1.409605058887837e-01,  3.683774733553033e-02,  7.169896635490154e-01, -2.948162889087811e-01,  3.683774732275488e-02,  6.961524647034631e-01, -5.248141220848698e-01, -9.910977570878328e-01,  5.431226868777411e-01,  8.937857888758463e-01,  2.054227165797586e-01,  2.566338413431545e-02
  2.630000000000000e+00, -4.090998110093442e-01,  1.378779336327585e-01,  3.536416703696563e-02,  7.170905443860695e-01, -2.944374851380105e-01,  3.536416702173636e-02,  7.035094034107817e-01, -5.259847366193072e-01, -9.988322439119149e-01,  5.397842373061202e-01,  8.909546248087604e-01,  2.065303115678052e-01,  2.537840649274313e-02
  2.640000000000000e+00, -4.098300230554910e-01,  1.347413200133254e-01,  3.388406229103252e-02,  7.171799489857669e-01, -2.940622234902432e-01,  3.388406227336862e-02,  7.108193279486603e-01, -5.270962238841053e-01, -1.006233458474986e+00,  5.373521661702023e-01,  8.876677863424820e-01,  2.073936678845636e-01,  2.510248536313399e-02
  2.650000000000000e+00, -4.107051765517763e-01,  1.315859940389748e-01,  3.241385842245303e-02,  7.172573414401097e-01, -2.936944906819940e-01,  3.241385840248091e-02,  7.180576599623166e-01, -5.281708811543830e-01, -1.013284006378302e+00,  5.358027319952139e-01,  8.839519231399189e-01,  2.080598164834386e-01,  2.483953874240085e-02
  2.660000000000000e+00, -4.117096899927400e-01,  1.284409759902816e-01,  3.096627888510657e-02,  7.173228701946934e-01, -2.933371292313134e-01,  3.096627886299630e-02,  7.251867042803640e-01, -5.292251407375134e-01, -1.019960092416212e+00,  5.350872874508301e-01,  8.798535695185777e-01,  2.085737617857628e-01,  2.459439148875859e-02
  2.670000000000000e+00, -4.128266352638752e-01,  1.253298107042906e-01,  2.955104077736282e-02,  7.173770363912118e-01, -2.929921406038405e-01,  2.955104075334103e-02,  7.321544837508658e-01, -5.302681833997028e-01, -1.026230109901041e+00,  5.351320469745591e-01,  8.754444788973540e-01,  2.089791065664641e-01,  2.437125991560191e-02
  2.680000000000000e+00, -4.140402449605500e-01,  1.222732812141931e-01,  2.817639755671134e-02,  7.174202668681517e-01, -2.926612247825464e-01,  2.817639753104109e-02,  7.388960669862817e-01, -5.312990137087258e-01, -1.032056083135108e+00,  5.358388941787090e-01,  8.708217327517231e-01,  2.093156849336344e-01,  2.417223901886084e-02
  2.690000000000000e+00, -4.153357118704486e-01,  1.192917699765448e-01,  2.685029011494454e-02,  7.174528094955618e-01, -2.923460882249811e-01,  2.685029008802334e-02,  7.453401278420096e-01, -5.323017504363270e-01, -1.037400657907352e+00,  5.370893013560349e-01,  8.660925637458390e-01,  2.096195953553324e-01,  2.399743299679762e-02
  2.700000000000000e+00, -4.166945843279206e-01,  1.164079153870483e-01,  2.558133088815415e-02,  7.174751154305689e-01, -2.920484957154807e-01,  2.558133086039265e-02,  7.514165780206257e-01, -5.332423294094852e-01, -1.042237619639982e+00,  5.387519069131125e-01,  8.613573556212304e-01,  2.099288589574959e-01,  2.384659368420646e-02
  2.710000000000000e+00, -4.180883671814281e-01,  1.136513501257301e-01,  2.438062573349415e-02,  7.174882823307642e-01, -2.917704834824488e-01,  2.438062570540864e-02,  7.570592826469043e-01, -5.340702463844197e-01, -1.046559959312227e+00,  5.406922297372504e-01,  8.567095557437282e-01,  2.102846510606560e-01,  2.371994162253489e-02
  2.720000000000000e+00, -4.194741021400592e-01,  1.110650412160084e-01,  2.326441230013594e-02,  7.174941305661325e-01, -2.915149212359509e-01,  2.326441227226858e-02,  7.622025332041319e-01, -5.347267785903108e-01, -1.050380370001001e+00,  5.427815006793972e-01,  8.522456678209613e-01,  2.107211279723711e-01,  2.361710083950509e-02
  2.730000000000000e+00, -4.207934435087962e-01,  1.087095603295689e-01,  2.225589877563990e-02,  7.174949774960248e-01, -2.912860289231636e-01,  2.225589874855042e-02,  7.667758464863620e-01, -5.351576980033796e-01, -1.053724624645011e+00,  5.449026627919681e-01,  8.480663943575135e-01,  2.112515866292239e-01,  2.353568699918375e-02
  2.740000000000000e+00, -4.219763555591992e-01,  1.066618345183319e-01,  2.138483961214278e-02,  7.174932421934207e-01, -2.910894580209626e-01,  2.138483958627089e-02,  7.707019392707430e-01, -5.353253777220091e-01, -1.056620287558506e+00,  5.469537124309805e-01,  8.442647668283374e-01,  2.118643473002919e-01,  2.347147196470379e-02
  2.750000000000000e+00, -4.229492770450675e-01,  1.050087464149501e-01,  2.068510003389817e-02,  7.174909242330966e-01, -2.909319753748307e-01,  2.068510000963643e-02,  7.738975328490630e-01, -5.352163563480530e-01, -1.059082789487764e+00,  5.488484055810372e-01,  8.409134673089634e-01,  2.125340331692114e-01,  2.341958287607173e-02
  2.760000000000000e+00, -4.236447406501145e-01,  1.038385097738246e-01,  2.019142538151439e-02,  7.174891420146366e-01, -2.908209415883412e-01,  2.019142535918901e-02,  7.762738392557910e-01, -5.348439386345204e-01, -1.061102521361507e+00,  5.505147446511730e-01,  8.380612402114088e-01,  2.132405610520804e-01,  2.337506335476862e-02
  2.770000000000000e+00, -4.240096284926572e-01,  1.032318498879783e-01,  1.993616942723186e-02,  7.174879161446011e-01, -2.907636703769119e-01,  1.993616940700431e-02,  7.777368957597548e-01, -5.342458281505608e-01, -1.062637985979317e+00,  5.518937495674335e-01,  8.357342735080650e-01,  2.139817381303939e-01,  2.333281003830219e-02
  2.780000000000000e+00, -4.240109952020472e-01,  1.032537876558781e-01,  1.994622997283354e-02,  7.174862333377474e-01, -2.907667079221725e-01,  1.994622995484835e-02,  7.781908775127634e-01, -5.334763943033753e-01, -1.063618026079263e+00,  5.529407619580751e-01,  8.339361517404679e-01,  2.147754241828270e-01,  2.328805225262448e-02
  2.790000000000000e+00, -4.236387094789620e-01,  1.039470659629775e-01,  2.024053846218053e-02,  7.174823578521761e-01, -2.908351247039560e-01,  2.024053844649743e-02,  7.775445454799125e-01, -5.325950195718747e-01, -1.063951271119821e+00,  5.536288863056085e-01,  8.326490415622474e-01,  2.156593914956335e-01,  2.323735639651638e-02
  2.800000000000000e+00, -4.229044430193432e-01,  1.053284135228536e-01,  2.082852820724074e-02,  7.174743140293107e-01, -2.909719502471741e-01,  2.082852819381808e-02,  7.757168385774443e-01, -5.316544279222768e-01, -1.063537856973853e+00,  5.539527828500488e-01,  8.318381870416957e-01,  2.166905559248815e-01,  2.317853542137611e-02
  2.810000000000000e+00, -4.218386407298285e-01,  1.073882467956500e-01,  2.170988012577912e-02,  7.174602738609279e-01, -2.911779390158891e-01,  2.170988011456345e-02,  7.726392188599854e-01, -5.306944652213382e-01, -1.062278583776261e+00,  5.539325441791655e-01,  8.314579330659825e-01,  2.179379586203913e-01,  2.310877164924634e-02
  2.820000000000000e+00, -4.204884805795465e-01,  1.100932584926124e-01,  2.287545440593896e-02,  7.174385300309902e-01, -2.914517913133698e-01,  2.287545439676050e-02,  7.682587749557881e-01, -5.297451338618894e-01, -1.060080358311849e+00,  5.536199873690991e-01,  8.314583564836771e-01,  2.194729844687726e-01,  2.302290710085864e-02
  2.830000000000000e+00, -4.189169325991595e-01,  1.133903321881995e-01,  2.430874350982061e-02,  7.174071720813326e-01, -2.917906254042562e-01,  2.430874350251241e-02,  7.625495691044479e-01, -5.288365336689029e-01, -1.056864526118383e+00,  5.531094330718360e-01,  8.317854054391771e-01,  2.213604532556375e-01,  2.291397533871418e-02
  2.840000000000000e+00, -4.171995749416289e-01,  1.172098316963117e-01,  2.598680857306631e-02,  7.173640243763307e-01, -2.921902140438610e-01,  2.598680856741348e-02,  7.555359499345413e-01, -5.280076897866304e-01, -1.052586817491510e+00,  5.525507654067568e-01,  8.323667669603784e-01,  2.236473145110716e-01,  2.277581381087516e-02
  2.850000000000001e+00, -4.154169585159675e-01,  1.214672908575045e-01,  2.788013030337860e-02,  7.173071925210405e-01, -2.926447022758389e-01,  2.788013029915301e-02,  7.473211948536127e-01, -5.273070030507626e-01, -1.047265725816527e+00,  5.521571662282390e-01,  8.330922643636697e-01,  2.263514974543654e-01,  2.260618946585332e-02
  2.860000000000000e+00, -4.136449181220447e-01,  1.260661109815693e-01,  2.995273138000353e-02,  7.172357830104014e-01, -2.931463122790285e-01,  2.995273137693773e-02,  7.381048901841718e-01, -5.267840063958333e-01, -1.041002075519170e+00,  5.521987316053945e-01,  8.338074661046899e-01,  2.294531470388272e-01,  2.240845973132207e-02
  2.870000000000000e+00, -4.119508077193804e-01,  1.309066356607227e-01,  3.216570960045047e-02,  7.171495723725692e-01, -2.936862946822116e-01,  3.216570954279580e-02,  7.281771022059830e-01, -5.264787721839606e-01, -1.033973747079548e+00,  5.529794741997652e-01,  8.343258673844410e-01,  2.328864863510089e-01,  2.219078756362121e-02
  2.880000000000000e+00, -4.103843101141112e-01,  1.358914879833852e-01,  3.447883852810495e-02,  7.170496475695463e-01, -2.942550101849262e-01,  3.447883848522842e-02,  7.178925144599725e-01, -5.264113406919061e-01, -1.026418132422801e+00,  5.548054808752705e-01,  8.344713798266775e-01,  2.365319583338412e-01,  2.196475774281726e-02
  2.890000000000000e+00, -4.089968545788101e-01,  1.409461609107063e-01,  3.686170437899255e-02,  7.169349400051891e-01, -2.948459991704540e-01,  3.686170434782478e-02,  7.076324998360124e-01, -5.265788475047956e-01, -1.018587168114863e+00,  5.579486819846419e-01,  8.341071094196946e-01,  2.402344899703732e-01,  2.174278076883507e-02
  2.900000000000000e+00, -4.078347544125009e-01,  1.460155425350158e-01,  3.929197819119834e-02,  7.168034157342452e-01, -2.954550533139226e-01,  3.929197816891015e-02,  6.977641709968555e-01, -5.269488837121734e-01, -1.010721432756397e+00,  5.626193186849235e-01,  8.331796007998300e-01,  2.438174071071693e-01,  2.153763027491352e-02
  2.910000000000000e+00, -4.069434216287463e-01,  1.510599235004952e-01,  4.175410625323236e-02,  7.166519704526735e-01, -2.960799598199950e-01,  4.175410623749209e-02,  6.886036012587090e-01, -5.274553887995966e-01, -1.003020706155348e+00,  5.689462690517589e-01,  8.317244247153390e-01,  2.471014166881011e-01,  2.136243288929803e-02
  2.920000000000000e+00, -4.063667304905161e-01,  1.560452951327003e-01,  4.423470722630828e-02,  7.164771342342987e-01, -2.967191412244066e-01,  4.423470721525131e-02,  6.803886823878506e-01, -5.279969065395215e-01, -9.956245119268322e-01,  5.769670737028809e-01,  8.298506882218658e-01,  2.499221265055447e-01,  2.123096769600187e-02
  2.930000000000000e+00, -4.061444497659539e-01,  1.609373312870046e-01,  4.671942190028065e-02,  7.162757162237116e-01, -2.973706554278073e-01,  4.671942189254515e-02,  6.732638549567805e-01, -5.284434200225222e-01, -9.886033214725310e-01,  5.866283441479999e-01,  8.277088604235174e-01,  2.521495353974905e-01,  2.115683449080602e-02
  2.940000000000000e+00, -4.063077187278772e-01,  1.657012734491428e-01,  4.919247724704302e-02,  7.160453435894706e-01, -2.980318623445568e-01,  4.919247724160847e-02,  6.672786449977333e-01, -5.286533789225705e-01, -9.819652019328148e-01,  5.977992513458908e-01,  8.254540002874120e-01,  2.537049343213171e-01,  2.115101755310535e-02
  2.950000000000000e+00, -4.068756627559411e-01,  1.703085503532058e-01,  5.163983922046672e-02,  7.157845814662959e-01, -2.987000911937598e-01,  5.163983897588031e-02,  6.623972054402311e-01, -5.284957793369884e-01, -9.756753348004612e-01,  6.102924423604696e-01,  8.232326165961406e-01,  2.545687374802974e-01,  2.121886833992796e-02
