Main.Studies.MarkerTracking.t,Main.HumanModel.BodyModel.Interface.Left.RotVectorMeasures.ThoraxClavicula.Pos[0],Main.HumanModel.BodyModel.Interface.Left.RotVectorMeasures.ThoraxClavicula.Pos[1],Main.HumanModel.BodyModel.Interface.Left.RotVectorMeasures.ThoraxClavicula.Pos[2],Main.HumanModel.BodyModel.Interface.Left.RotVectorMeasures.ClaviculaScapula.Pos[0],Main.HumanModel.BodyModel.Interface.Left.RotVectorMeasures.ClaviculaScapula.Pos[1],Main.HumanModel.BodyModel.Interface.Left.RotVectorMeasures.ClaviculaScapula.Pos[2],Main.HumanModel.BodyModel.Interface.Left.RotVectorMeasures.ScapulaHumerus.Pos[0],Main.HumanModel.BodyModel.Interface.Left.RotVectorMeasures.ScapulaHumerus.Pos[1],Main.HumanModel.BodyModel.Interface.Left.RotVectorMeasures.ScapulaHumerus.Pos[2],Main.HumanModel.BodyModel.Interface.Left.ElbowFlexion.Pos[0],Main.HumanModel.BodyModel.Interface.Left.ElbowPronation.Pos[0],Main.HumanModel.BodyModel.Interface.Left.WristFlexion.Pos[0],Main.HumanModel.BodyModel.Left.ShoulderArm.Joints.RadioCarpalJointDeviation.Pos[0]
  7.300000000000001e-01,  2.457133941574651e+00,  1.511802288020060e-01,  1.862868668085093e+00,  3.184418355084571e-02,  7.066609797155169e-01,  2.065005791461749e-01,  1.827869630306891e-01,  4.554128381563061e-01, -1.006971545952032e-01,  6.817052919593509e-01,  9.288236263054622e-01,  1.397082185622132e-01,  1.169852841871381e-01
  7.400000000000001e-01,  2.456945357234269e+00,  1.517001475176432e-01,  1.862429621611659e+00,  3.172891156197204e-02,  7.067152573827928e-01,  2.064791419249807e-01,  1.816323279155482e-01,  4.536095596828527e-01, -1.024472122992853e-01,  6.773264520734587e-01,  9.313849612555630e-01,  1.401515717652334e-01,  1.158280758044540e-01
  7.500000000000000e-01,  2.456770159823117e+00,  1.522221299845363e-01,  1.861972636115532e+00,  3.161381377683829e-02,  7.067682817785927e-01,  2.064583414598350e-01,  1.804701699203771e-01,  4.518250207729655e-01, -1.042693442410157e-01,  6.726834466422517e-01,  9.341348798771267e-01,  1.406296684566598e-01,  1.146386894956595e-01
  7.600000000000000e-01,  2.456598715130645e+00,  1.527479133983034e-01,  1.861506802767612e+00,  3.149824368163283e-02,  7.068212601929836e-01,  2.064375857219368e-01,  1.793146861936899e-01,  4.500483665048938e-01, -1.061617183847651e-01,  6.678034799541609e-01,  9.370549949168742e-01,  1.411408709663787e-01,  1.134226348499414e-01
  7.700000000000001e-01,  2.456420469619058e+00,  1.532801141738000e-01,  1.861041172142880e+00,  3.138134791795582e-02,  7.068755650502687e-01,  2.064162080131186e-01,  1.781806226340771e-01,  4.482674654900805e-01, -1.081228013743009e-01,  6.627157091332614e-01,  9.401252585937336e-01,  1.416856947859779e-01,  1.121850880918889e-01
  7.800000000000000e-01,  2.456224411505535e+00,  1.538220726514860e-01,  1.860584413536709e+00,  3.126211435232815e-02,  7.069326728542390e-01,  2.063934958799875e-01,  1.770828071338090e-01,  4.464693913222939e-01, -1.101510555090605e-01,  6.574508274349572e-01,  9.433241693626243e-01,  1.422670200794418e-01,  1.109307426496691e-01
  7.900000000000000e-01,  2.455999573849867e+00,  1.543776545043240e-01,  1.860144478504408e+00,  3.113943006680346e-02,  7.069940953909658e-01,  2.063687234813820e-01,  1.760356514430960e-01,  4.446409404840423e-01, -1.122446626112363e-01,  6.520406551557461e-01,  9.466290102891221e-01,  1.428901293483595e-01,  1.096637189491770e-01
  8.000000000000000e-01,  2.455735544648051e+00,  1.549510219236462e-01,  1.859728292991952e+00,  3.101214542738766e-02,  7.070613079586441e-01,  2.063411851493919e-01,  1.750526534900189e-01,  4.427691739242348e-01, -1.144012906030668e-01,  6.465177416919848e-01,  9.500161214655549e-01,  1.435625390546427e-01,  1.083875507759597e-01
  8.100000000000001e-01,  2.455422948376858e+00,  1.555463897801607e-01,  1.859341500739022e+00,  3.087913994335015e-02,  7.071356795711139e-01,  2.063102278278022e-01,  1.741459322175023e-01,  4.408419651643508e-01, -1.166179135550092e-01,  6.409149800868793e-01,  9.534612092428858e-01,  1.442936081156118e-01,  1.071052569157738e-01
  8.200000000000001e-01,  2.455053866847372e+00,  1.561677822614661e-01,  1.858988276528691e+00,  3.073938567416224e-02,  7.072184096930175e-01,  2.062752802805882e-01,  1.733258236859078e-01,  4.388485335902544e-01, -1.188906898208467e-01,  6.352652339659948e-01,  9.569396938591654e-01,  1.450939260927372e-01,  1.058194953711629e-01
  8.300000000000001e-01,  2.454622173909074e+00,  1.568188041189166e-01,  1.858671221892974e+00,  3.059200442934094e-02,  7.073104752061322e-01,  2.062358773874074e-01,  1.726005609871408e-01,  4.367799383019894e-01, -1.212148965212260e-01,  6.296009764324868e-01,  9.604270937278645e-01,  1.459745070095743e-01,  1.045327849316846e-01
  8.400000000000001e-01,  2.454123767375294e+00,  1.575024379922808e-01,  1.858391348880154e+00,  3.043631583264758e-02,  7.074125901404065e-01,  2.061916784023015e-01,  1.719760524262657e-01,  4.346295062962204e-01, -1.235849130233742e-01,  6.239539413779402e-01,  9.638994392528681e-01,  1.469458386100264e-01,  1.032477673819143e-01
  8.500000000000001e-01,  2.453556691160844e+00,  1.582208758952643e-01,  1.858148150319217e+00,  3.027187432946626e-02,  7.075251794218775e-01,  2.061424786548432e-01,  1.714557637235069e-01,  4.323931694268856e-01, -1.259942419808560e-01,  6.183547896731969e-01,  9.673337022355333e-01,  1.480168584876679e-01,  1.019674753781519e-01
  8.600000000000001e-01,  2.452921149689263e+00,  1.589753894595313e-01,  1.857939748516052e+00,  3.009849424095089e-02,  7.076483666840189e-01,  2.060882147305490e-01,  1.710407018975672e-01,  4.300696878393132e-01, -1.284355545436993e-01,  6.128327954553453e-01,  9.707082200725461e-01,  1.491939446343418e-01,  1.006955677432881e-01
  8.700000000000000e-01,  2.452219424105496e+00,  1.597662404277919e-01,  1.857763109173522e+00,  2.991626287608831e-02,  7.077819752006181e-01,  2.060289636168592e-01,  1.707294919051397e-01,  4.276607434564874e-01, -1.309007467193880e-01,  6.074155606379927e-01,  9.740030886826432e-01,  1.504800156053112e-01,  9.943649656788062e-02
  8.800000000000001e-01,  2.451455705096597e+00,  1.605926305209302e-01,  1.857614303874649e+00,  2.972554240880888e-02,  7.079255403117343e-01,  2.059649366037268e-01,  1.705185325962044e-01,  4.251708952254388e-01, -1.333809963285129e-01,  6.021287680037251e-01,  9.772004960334111e-01,  1.518738326928871e-01,  9.819557889745732e-02
  8.900000000000001e-01,  2.450635860007877e+00,  1.614526883725460e-01,  1.857488802719095e+00,  2.952696166291907e-02,  7.080783313536873e-01,  2.058964688792770e-01,  1.704022162955897e-01,  4.226073974546749e-01, -1.358668139424476e-01,  5.969959841639833e-01,  9.802849702240626e-01,  1.533695825274913e-01,  9.697895859078301e-02
  9.000000000000000e-01,  2.449767152678788e+00,  1.623434906670436e-01,  1.857381778494447e+00,  2.932139913609632e-02,  7.082393810324852e-01,  2.058240057782595e-01,  1.703731960751396e-01,  4.199798926157332e-01, -1.383480858511095e-01,  5.920385227298145e-01,  9.832435226119441e-01,  1.549567940985761e-01,  9.579345904569507e-02
  9.100000000000000e-01,  2.448857933585784e+00,  1.632611146370880e-01,  1.857288404794950e+00,  2.910995861077859e-02,  7.084075203089087e-01,  2.057480865685728e-01,  1.704226859772126e-01,  4.172999993004190e-01, -1.408141116006104e-01,  5.872753750888551e-01,  9.860656767016650e-01,  1.566206116437179e-01,  9.464634252481115e-02
  9.200000000000002e-01,  2.447917315823075e+00,  1.642007194721785e-01,  1.857204132581256e+00,  2.889393859491568e-02,  7.085814171374761e-01,  2.056693265237262e-01,  1.705407815499415e-01,  4.145808233586565e-01, -1.432536422606798e-01,  5.827232113940163e-01,  9.887433855919776e-01,  1.583424081243025e-01,  9.354500434316806e-02
  9.300000000000000e-01,  2.446954850534775e+00,  1.651566543439592e-01,  1.857124931979783e+00,  2.867479676497839e-02,  7.087596176232754e-01,  2.055883979212936e-01,  1.707167901798301e-01,  4.118364248121347e-01, -1.456549276919591e-01,  5.783964484741919e-01,  9.912708527726113e-01,  1.601006879445255e-01,  9.249663804128096e-02
  9.400000000000001e-01,  2.445980212625109e+00,  1.661225909705618e-01,  1.857047489379938e+00,  2.845411045721022e-02,  7.089405884680453e-01,  2.055060104606428e-01,  1.709395627984341e-01,  4.090812744193241e-01, -1.480057815062675e-01,  5.743073752173363e-01,  9.936442801698762e-01,  1.618721972110378e-01,  9.150791007838950e-02
  9.500000000000001e-01,  2.445002906419572e+00,  1.670916779169280e-01,  1.856969352406853e+00,  2.823353434188467e-02,  7.091227596115490e-01,  2.054228915803474e-01,  1.711978196070899e-01,  4.063297319636976e-01, -1.502936709710204e-01,  5.704663206866848e-01,  9.958615727096339e-01,  1.636331396275979e-01,  9.058467885962819e-02
  9.600000000000001e-01,  2.444031998899891e+00,  1.680567132420488e-01,  1.856889018694973e+00,  2.801475642041131e-02,  7.093045661062605e-01,  2.053397670985110e-01,  1.714804633038478e-01,  4.035955737289034e-01, -1.525058363690558e-01,  5.668818466528635e-01,  9.979220285276252e-01,  1.653603888834348e-01,  8.973178449635777e-02
  9.700000000000001e-01,  2.443075659158540e+00,  1.690102389748187e-01,  1.856806344581514e+00,  2.779946532549733e-02,  7.094845081923072e-01,  2.052573313349181e-01,  1.717758668289607e-01,  4.009022105661715e-01, -1.546288895582222e-01,  5.635631508573461e-01,  9.998446376374130e-01,  1.670450305803368e-01,  8.895548001949909e-02
  9.800000000000001e-01,  2.442141826913710e+00,  1.699450863699246e-01,  1.856721089726643e+00,  2.758926191795160e-02,  7.096611133411469e-01,  2.051762723605134e-01,  1.720760663548407e-01,  3.982412813259211e-01, -1.566511543111413e-01,  5.605117471659977e-01,  1.001595725764389e+00,  1.686451670271530e-01,  8.825352524942333e-02
  9.900000000000001e-01,  2.441236846452829e+00,  1.708540710593128e-01,  1.856634868921406e+00,  2.738568284165865e-02,  7.098330756025631e-01,  2.050971964023421e-01,  1.723712616281274e-01,  3.956320538553659e-01, -1.585596788603401e-01,  5.577339160707285e-01,  1.003193528035293e+00,  1.701563882442753e-01,  8.762951911752161e-02
  1.000000000000000e+00,  2.440366129737948e+00,  1.717305017778862e-01,  1.856549749415785e+00,  2.719012178402715e-02,  7.099992177655875e-01,  2.050206521491609e-01,  1.726537423131324e-01,  3.930828174034606e-01, -1.603425298059167e-01,  5.552329154495991e-01,  1.004640262172841e+00,  1.715671249524391e-01,  8.708380409774023e-02
  1.010000000000000e+00,  2.439533920791372e+00,  1.725682847473236e-01,  1.856468391096672e+00,  2.700380640285814e-02,  7.101585300189188e-01,  2.049471111010695e-01,  1.729171379006392e-01,  3.906001437742482e-01, -1.619884919812054e-01,  5.530109572808567e-01,  1.005938405309755e+00,  1.728696443512530e-01,  8.661583075856687e-02
  1.020000000000000e+00,  2.438743284761423e+00,  1.733620857032129e-01,  1.856393857121875e+00,  2.682777092551252e-02,  7.103101870204399e-01,  2.048769595740456e-01,  1.731565298087229e-01,  3.881889193865392e-01, -1.634872709939834e-01,  5.510692346538965e-01,  1.007090597913589e+00,  1.740599004360548e-01,  8.622432284670430e-02
  1.030000000000000e+00,  2.437996137446262e+00,  1.741074691963434e-01,  1.856329407823160e+00,  2.666283476985340e-02,  7.104535587924585e-01,  2.048104936138924e-01,  1.733685173010236e-01,  3.858524393568801e-01, -1.648296784153174e-01,  5.494079083246303e-01,  1.008099578403854e+00,  1.751371659209171e-01,  8.590744350122564e-02
  1.040000000000000e+00,  2.437293309175381e+00,  1.748010107742519e-01,  1.856278290132942e+00,  2.650958751838772e-02,  7.105882155525813e-01,  2.047479167795438e-01,  1.735512372367632e-01,  3.835925530230742e-01, -1.660077924032031e-01,  5.480260616326469e-01,  1.008968151807693e+00,  1.761035025074878e-01,  8.566295086305410e-02
  1.050000000000000e+00,  2.436634635819054e+00,  1.754403784552139e-01,  1.856243534941224e+00,  2.636838040021569e-02,  7.107139268105767e-01,  2.046893406417809e-01,  1.737043392647173e-01,  3.814098469980812e-01, -1.670150891075837e-01,  5.469216341601310e-01,  1.009699191536747e+00,  1.769631265089440e-01,  8.548833646789150e-02
  1.060000000000000e+00,  2.436019069136242e+00,  1.760243806093438e-01,  1.856227774454177e+00,  2.623932432742405e-02,  7.108306552232835e-01,  2.046347877560959e-01,  1.738289190228401e-01,  3.793038525951171e-01, -1.678465426742916e-01,  5.460913454864409e-01,  1.010295674474981e+00,  1.777217253218986e-01,  8.538094514317866e-02
  1.070000000000000e+00,  2.435444798792915e+00,  1.765529781741879e-01,  1.856233090452607e+00,  2.612229443834209e-02,  7.109385458018764e-01,  2.045841968101095e-01,  1.739274125707624e-01,  3.772732659630718e-01, -1.684986938403041e-01,  5.455306203674765e-01,  1.010760749211300e+00,  1.783857750328670e-01,  8.533807875926391e-02
  1.080000000000000e+00,  2.434909379061507e+00,  1.770272602239096e-01,  1.856260902244761e+00,  2.601694098534823e-02,  7.110379111286623e-01,  2.045374296110294e-01,  1.740034557966015e-01,  3.753161712477411e-01, -1.689696887747274e-01,  5.452335259054188e-01,  1.011097834914213e+00,  1.789619023272933e-01,  8.535708753150728e-02
  1.090000000000000e+00,  2.434409854207169e+00,  1.774493834982868e-01,  1.856311900092815e+00,  2.592270620731698e-02,  7.111292133046545e-01,  2.044942795486672e-01,  1.740617131318919e-01,  3.734302593587007e-01, -1.692592908897027e-01,  5.451927300976060e-01,  1.011310744047221e+00,  1.794563262653504e-01,  8.543545158486436e-02
  1.100000000000000e+00,  2.433942877685193e+00,  1.778224786550336e-01,  1.856386026053097e+00,  2.583884652866844e-02,  7.112130434372534e-01,  2.044544811339226e-01,  1.741076807321580e-01,  3.716130372669854e-01, -1.693688687925419e-01,  5.453994897283392e-01,  1.011403816424047e+00,  1.798744082613910e-01,  8.557085267476935e-02
  1.110000000000000e+00,  2.433504821431500e+00,  1.781505286089903e-01,  1.856482499781417e+00,  2.576445903115868e-02,  7.112900995883783e-01,  2.044177201727082e-01,  1.741474703142585e-01,  3.698620249830655e-01, -1.693013634007757e-01,  5.458436738985836e-01,  1.011382045955848e+00,  1.802203318896357e-01,  8.576123223540241e-02
  1.120000000000000e+00,  2.433091872559013e+00,  1.784382271025812e-01,  1.856599882360232e+00,  2.569851070365953e-02,  7.113611642301547e-01,  2.043836440909468e-01,  1.741875810533238e-01,  3.681749393149379e-01, -1.690612367038380e-01,  5.465138276276418e-01,  1.011251176061955e+00,  1.804969276214743e-01,  8.600482834122257e-02
  1.130000000000000e+00,  2.432700115608294e+00,  1.786908282168141e-01,  1.856736167192368e+00,  2.563986854770698e-02,  7.114270823760794e-01,  2.043518718854523e-01,  1.742346681328844e-01,  3.665498651912708e-01, -1.686544039906676e-01,  5.473972779687284e-01,  1.011017736608788e+00,  1.807056507450697e-01,  8.630018172827583e-02
  1.140000000000000e+00,  2.432325599285831e+00,  1.789139992181715e-01,  1.856888884095776e+00,  2.558732833500649e-02,  7.114887416004861e-01,  2.043220031690514e-01,  1.742953172359341e-01,  3.649854166791697e-01, -1.680881506797123e-01,  5.484802827808534e-01,  1.010688995901283e+00,  1.808467128220745e-01,  8.664610066314699e-02
  1.150000000000000e+00,  2.431964387487443e+00,  1.791136893938652e-01,  1.857055201459386e+00,  2.553963978437732e-02,  7.115470550712601e-01,  2.042936258275599e-01,  1.743758340792286e-01,  3.634808906528807e-01, -1.673710342833882e-01,  5.497482195618172e-01,  1.010272806567187e+00,  1.809193575307092e-01,  8.704157675723220e-02
  1.160000000000000e+00,  2.431612595340163e+00,  1.792960260919737e-01,  1.857232012007496e+00,  2.549552620553508e-02,  7.116029484835664e-01,  2.042663219181353e-01,  1.744820568902359e-01,  3.620364162492364e-01, -1.665127717417377e-01,  5.511858087576237e-01,  1.009777334347542e+00,  1.809222606579724e-01,  8.748564879852315e-02
  1.170000000000000e+00,  2.431266412064240e+00,  1.794672459516893e-01,  1.857415990459558e+00,  2.545369726839555e-02,  7.116573513856554e-01,  2.042396716171772e-01,  1.746191973963151e-01,  3.606531026679930e-01, -1.655241125065360e-01,  5.527773630074039e-01,  1.009210673275491e+00,  1.808540219682192e-01,  8.797721880247288e-02
  1.180000000000000e+00,  2.430922113734122e+00,  1.796336643687018e-01,  1.857603615951085e+00,  2.541285449767642e-02,  7.117111928315178e-01,  2.042132552690270e-01,  1.747917124782154e-01,  3.593331864819777e-01, -1.644166983030075e-01,  5.545070510497904e-01,  1.008580368105630e+00,  1.807137048745336e-01,  8.851483283162394e-02
  1.190000000000000e+00,  2.430576070386179e+00,  1.798016801615135e-01,  1.857791157970128e+00,  2.537169025357313e-02,  7.117654006424912e-01,  2.041866538694037e-01,  1.750032045631393e-01,  3.580801774398031e-01, -1.632029113914794e-01,  5.563591629161201e-01,  1.007892883026132e+00,  1.805013700788939e-01,  8.909644735184437e-02
  1.200000000000000e+00,  2.430224753099746e+00,  1.799778060605436e-01,  1.857974631020256e+00,  2.532888216643977e-02,  7.118209029135355e-01,  2.041594485938132e-01,  1.752563448000663e-01,  3.568989988932161e-01, -1.618957144280035e-01,  5.583183621190914e-01,  1.007153071789940e+00,  1.802185436850283e-01,  8.971920841389489e-02
  1.210000000000000e+00,  2.429864747418939e+00,  1.801687098951009e-01,  1.858149729417433e+00,  2.528308609082013e-02,  7.118786298517348e-01,  2.041312202107683e-01,  1.755528097554104e-01,  3.557961156181931e-01, -1.605084865509264e-01,  5.603699112132641e-01,  1.006363715411350e+00,  1.798685606245968e-01,  9.037927440192890e-02
  1.220000000000000e+00,  2.429492779613324e+00,  1.803812471004141e-01,  1.858311758740382e+00,  2.523293143032746e-02,  7.119395136785367e-01,  2.041015493663757e-01,  1.758932203979372e-01,  3.547796383703047e-01, -1.590548618520867e-01,  5.624998595090730e-01,  1.005525197141558e+00,  1.794567320555960e-01,  9.107171254410375e-02
  1.230000000000000e+00,  2.429105761548549e+00,  1.806224632000851e-01,  1.858455583674419e+00,  2.517702302210440e-02,  7.120044842416926e-01,  2.040700187552116e-01,  1.762770721323224e-01,  3.538593914579768e-01, -1.575485776771741e-01,  5.646951858775708e-01,  1.004635378893328e+00,  1.789903013227150e-01,  9.179049442426480e-02
  1.240000000000000e+00,  2.428700858242179e+00,  1.808995458392860e-01,  1.858575612785153e+00,  2.511395350913409e-02,  7.120744582299683e-01,  2.040362180794773e-01,  1.767026469296494e-01,  3.530469272535968e-01, -1.560033410063806e-01,  5.669438951850476e-01,  1.003689727852898e+00,  1.784781764711092e-01,  9.252860662432577e-02
  1.250000000000000e+00,  2.428275579494004e+00,  1.812197098245170e-01,  1.858665838959830e+00,  2.504232926984347e-02,  7.121503204612739e-01,  2.039997524452107e-01,  1.771669031342386e-01,  3.523554703212704e-01, -1.544327212149490e-01,  5.692350732465244e-01,  1.002681717432028e+00,  1.779304561036683e-01,  9.327828037657883e-02
  1.260000000000000e+00,  2.427827893455705e+00,  1.815900053115019e-01,  1.858719949928924e+00,  2.496081153098151e-02,  7.122328965957490e-01,  2.039602544638266e-01,  1.776653449829269e-01,  3.517997740832970e-01, -1.528500765480735e-01,  5.715589114510010e-01,  1.001603495227841e+00,  1.773577961526386e-01,  9.403133027877553e-02
  1.270000000000000e+00,  2.427356355988232e+00,  1.820170483081119e-01,  1.858731516580119e+00,  2.486817236908476e-02,  7.123229177354478e-01,  2.039173998530476e-01,  1.781918817115535e-01,  3.513958747262482e-01, -1.512685195465673e-01,  5.739067173861649e-01,  1.000446775844372e+00,  1.767706933647592e-01,  9.477957853466334e-02
  1.280000000000000e+00,  2.426860245592224e+00,  1.825066832085359e-01,  1.858694258178651e+00,  2.476336309899615e-02,  7.124209786026660e-01,  2.038709258077401e-01,  1.787386944532947e-01,  3.511607303306201e-01, -1.497009234319825e-01,  5.762709307548937e-01,  9.992038830342440e-01,  1.761787816688147e-01,  9.551532973943321e-02
  1.290000000000000e+00,  2.426339690177508e+00,  1.830635980524087e-01,  1.858602373908321e+00,  2.464559028456998e-02,  7.125274922114705e-01,  2.038206508929411e-01,  1.792961367048835e-01,  3.511117380373501e-01, -1.481599671791254e-01,  5.786451635035482e-01,  9.978688389860220e-01,  1.755902448946146e-01,  9.623185366504369e-02
  1.300000000000000e+00,  2.425795769551823e+00,  1.836909233515590e-01,  1.858450920204727e+00,  2.451439260075848e-02,  7.126426450121554e-01,  2.037664947561672e-01,  1.798526996423633e-01,  3.512661284281944e-01, -1.466582119181890e-01,  5.810242787502085e-01,  9.964383836971246e-01,  1.750114398834034e-01,  9.692383105518025e-02
  1.310000000000000e+00,  2.425230576709192e+00,  1.843898535318925e-01,  1.858236204148342e+00,  2.436971028161745e-02,  7.127663572868712e-01,  2.037084956071351e-01,  1.803950758481402e-01,  3.516402441462705e-01, -1.452081960201019e-01,  5.834045150004740e-01,  9.949128078555809e-01,  1.744467970431078e-01,  9.758772058910660e-02
  1.320000000000000e+00,  2.424647222149636e+00,  1.851593351343231e-01,  1.857956155817057e+00,  2.421193816693357e-02,  7.128982539923447e-01,  2.036468232133204e-01,  1.809083530478000e-01,  3.522487190573441e-01, -1.438225314197730e-01,  5.857836511656315e-01,  9.932964997803313e-01,  1.738990235588043e-01,  9.822201348522543e-02
  1.330000000000000e+00,  2.424049768876297e+00,  1.859958666980657e-01,  1.857610638111562e+00,  2.404195366334343e-02,  7.130376511503609e-01,  2.035817851669733e-01,  1.813763624255339e-01,  3.531035849110851e-01, -1.425139800613246e-01,  5.881611957091228e-01,  9.915981391826316e-01,  1.733695842084240e-01,  9.882735439176615e-02
  1.340000000000000e+00,  2.423443091553092e+00,  1.868934506989660e-01,  1.857201652252870e+00,  2.386111241291190e-02,  7.131835621568187e-01,  2.035138244522205e-01,  1.817821936169119e-01,  3.542133442646743e-01, -1.412954874532277e-01,  5.905385720456741e-01,  9.898305135302746e-01,  1.728593852634763e-01,  9.940652132441213e-02
  1.350000000000000e+00,  2.422832661459380e+00,  1.878437274278991e-01,  1.856733401704734e+00,  2.367120713565057e-02,  7.133347269246709e-01,  2.034435069342440e-01,  1.821088709297483e-01,  3.555820606688494e-01, -1.401801506374324e-01,  5.929192643808714e-01,  9.880099802141398e-01,  1.723695481717633e-01,  9.996427130215053e-02
  1.360000000000000e+00,  2.422224268639146e+00,  1.888363041775538e-01,  1.856212186915686e+00,  2.347438899248546e-02,  7.134896645483412e-01,  2.033714983367235e-01,  1.823401641634608e-01,  3.572085284908764e-01, -1.391811006567611e-01,  5.953088853602343e-01,  9.861556422144737e-01,  1.719021399918776e-01,  1.005070699207890e-01
  1.370000000000000e+00,  2.421623703263932e+00,  1.898592726105056e-01,  1.855646118126114e+00,  2.327305482406836e-02,  7.136467474870298e-01,  2.032985314775060e-01,  1.824614847267333e-01,  3.590855936963896e-01, -1.383112851846468e-01,  5.977151304636188e-01,  9.842883395732355e-01,  1.714607315241555e-01,  1.010427307478761e-01
  1.380000000000000e+00,  2.421036427162939e+00,  1.908998825135863e-01,  1.855044651643327e+00,  2.306970889623362e-02,  7.138042919721195e-01,  2.032253660063642e-01,  1.824607971484497e-01,  3.611997009395946e-01, -1.375831446698508e-01,  6.001475936696139e-01,  9.824295783009482e-01,  1.710506812396678e-01,  1.015799935124401e-01
  1.390000000000000e+00,  2.420467273538843e+00,  1.919453180480310e-01,  1.854417976006259e+00,  2.286681094938600e-02,  7.139606565585558e-01,  2.031527442410662e-01,  1.823294602969072e-01,  3.635307397553285e-01, -1.370081854463095e-01,  6.026174335882384e-01,  9.806005194729455e-01,  1.706790881034148e-01,  1.021280689844075e-01
  1.400000000000000e+00,  2.419920214360371e+00,  1.929835027355674e-01,  1.853776294199907e+00,  2.266662578536860e-02,  7.141143382768494e-01,  2.030813478779022e-01,  1.820629062144153e-01,  3.660522509069452e-01, -1.365964641677888e-01,  6.051368962870758e-01,  9.788211340566138e-01,  1.703544098802799e-01,  1.026961747489648e-01
  1.410000000000000e+00,  2.419398230910695e+00,  1.940038487384879e-01,  1.853129065142106e+00,  2.247109031010644e-02,  7.142640548806023e-01,  2.030117608955106e-01,  1.816610693671010e-01,  3.687320327547424e-01, -1.363560094486529e-01,  6.077187181937505e-01,  9.771095960878442e-01,  1.700857954195274e-01,  1.032930815002710e-01
  1.420000000000000e+00,  2.418903312364033e+00,  1.949978653417393e-01,  1.852484278667683e+00,  2.228171297335075e-02,  7.144088022901209e-01,  2.029444437582362e-01,  1.811284967636165e-01,  3.715331570090261e-01, -1.362922170807733e-01,  6.103754468684965e-01,  9.754819432195897e-01,  1.698822206993540e-01,  1.039266856177569e-01
  1.430000000000000e+00,  2.418436591347442e+00,  1.959595527974859e-01,  1.851847841248115e+00,  2.209951743050406e-02,  7.145478787573095e-01,  2.028797229358946e-01,  1.804740986888931e-01,  3.744153656070762e-01, -1.364072633563954e-01,  6.131187270019662e-01,  9.739519862869146e-01,  1.697515429736945e-01,  1.046036215553869e-01
  1.440000000000000e+00,  2.417998606297730e+00,  1.968855300006148e-01,  1.851223143431783e+00,  2.192503742854384e-02,  7.146808712820354e-01,  2.028177978849667e-01,  1.797105377260318e-01,  3.773367794504055e-01, -1.366995854648481e-01,  6.159586024496098e-01,  9.725314061115398e-01,  1.696995929171165e-01,  1.053289270476948e-01
  1.450000000000000e+00,  2.417589660936641e+00,  1.977748752268791e-01,  1.850610864454860e+00,  2.175836399757381e-02,  7.148076048513564e-01,  2.027587652386913e-01,  1.788532955984116e-01,  3.802558105059077e-01, -1.371634776413527e-01,  6.189028824663839e-01,  9.712299436023096e-01,  1.697294126545928e-01,  1.061057745864582e-01
  1.460000000000000e+00,  2.417210234611045e+00,  1.986286942614352e-01,  1.850009046058920e+00,  2.159923974504140e-02,  7.149280603688036e-01,  2.027026574152770e-01,  1.779194973855261e-01,  3.831331370530130e-01, -1.377888463221278e-01,  6.219566124720942e-01,  9.700555744044134e-01,  1.698407221355945e-01,  1.069352828698341e-01
  1.470000000000000e+00,  2.416861386552617e+00,  1.994494645847769e-01,  1.849413438798666e+00,  2.144718927788013e-02,  7.150422717978135e-01,  2.026494906197575e-01,  1.769266049683228e-01,  3.859335830874404e-01, -1.385611573049559e-01,  6.251216783061653e-01,  9.690145656181638e-01,  1.700296630944309e-01,  1.078164208031802e-01
  1.480000000000000e+00,  2.416545094427225e+00,  2.002402329100068e-01,  1.848818093483034e+00,  2.130167027535905e-02,  7.151502162781704e-01,  2.025993156740495e-01,  1.758911112041424e-01,  3.886277411525683e-01, -1.394615939896975e-01,  6.283965600719855e-01,  9.681113394993143e-01,  1.702888346998374e-01,  1.087460133119625e-01
  1.490000000000000e+00,  2.416264473625688e+00,  2.010037620330574e-01,  1.848216141864708e+00,  2.116222717878758e-02,  7.152517122435914e-01,  2.025522645277710e-01,  1.748273700929540e-01,  3.911931949990378e-01, -1.404674299180127e-01,  6.317762392119191e-01,  9.673481137818666e-01,  1.706076028433290e-01,  1.097188525987815e-01
  1.500000000000000e+00,  2.416023837935795e+00,  2.017417289941456e-01,  1.847600688223517e+00,  2.102862922089394e-02,  7.153463396801192e-01,  2.025085857645985e-01,  1.737466850707697e-01,  3.936152335601779e-01, -1.415526030101378e-01,  6.352522518614454e-01,  9.667243431104025e-01,  1.709726393057091e-01,  1.107279111608929e-01
  1.510000000000000e+00,  2.415828582501755e+00,  2.024540692095110e-01,  1.846965720204151e+00,  2.090097666826325e-02,  7.154333937856173e-01,  2.024686638358500e-01,  1.726567490462457e-01,  3.958869969989521e-01, -1.426884648886328e-01,  6.388128736317067e-01,  9.662360412602192e-01,  1.713686298235537e-01,  1.117646448893946e-01
