Main.Studies.MarkerTracking.t,Main.HumanModel.BodyModel.Interface.Left.RotVectorMeasures.ThoraxClavicula.Pos[0],Main.HumanModel.BodyModel.Interface.Left.RotVectorMeasures.ThoraxClavicula.Pos[1],Main.HumanModel.BodyModel.Interface.Left.RotVectorMeasures.ThoraxClavicula.Pos[2],Main.HumanModel.BodyModel.Interface.Left.RotVectorMeasures.ClaviculaScapula.Pos[0],Main.HumanModel.BodyModel.Interface.Left.RotVectorMeasures.ClaviculaScapula.Pos[1],Main.HumanModel.BodyModel.Interface.Left.RotVectorMeasures.ClaviculaScapula.Pos[2],Main.HumanModel.BodyModel.Interface.Left.RotVectorMeasures.ScapulaHumerus.Pos[0],Main.HumanModel.BodyModel.Interface.Left.RotVectorMeasures.ScapulaHumerus.Pos[1],Main.HumanModel.BodyModel.Interface.Left.RotVectorMeasures.ScapulaHumerus.Pos[2],Main.HumanModel.BodyModel.Interface.Left.ElbowFlexion.Pos[0],Main.HumanModel.BodyModel.Interface.Left.ElbowPronation.Pos[0],Main.HumanModel.BodyModel.Interface.Left.WristFlexion.Pos[0],Main.HumanModel.BodyModel.Left.ShoulderArm.Joints.RadioCarpalJointDeviation.Pos[0]
  1.520000000000000e+00,  2.415684893313142e+00,  2.031385418665552e-01,  1.846306945003334e+00,  2.077976336690931e-02,  7.155118789011634e-01,  2.024330188815113e-01,  1.715614895905967e-01,  3.980090528842163e-01, -1.438446676983349e-01,  6.424434159360526e-01,  9.658751086959083e-01,  1.717790819593283e-01,  1.128193670959942e-01
  1.530000000000000e+00,  2.415599310337012e+00,  2.037905635596499e-01,  1.845622465963695e+00,  2.066588934291014e-02,  7.155805443721116e-01,  2.024022865088780e-01,  1.704613262236213e-01,  3.999884583079265e-01, -1.449901433862083e-01,  6.461266114543484e-01,  9.656288151945095e-01,  1.721871640244834e-01,  1.138816685116081e-01
  1.540000000000000e+00,  2.415578190385920e+00,  2.044033241916477e-01,  1.844913233462375e+00,  2.056062341705679e-02,  7.156379587380496e-01,  2.023771794201534e-01,  1.693538001933136e-01,  4.018374144564024e-01, -1.460941264820431e-01,  6.498430657931882e-01,  9.654795866657228e-01,  1.725765136092472e-01,  1.149408550624656e-01
  1.550000000000000e+00,  2.415627128215885e+00,  2.049681661573914e-01,  1.844183229935921e+00,  2.046552166055339e-02,  7.156826140486781e-01,  2.023584349828829e-01,  1.682344964917858e-01,  4.035716574126312e-01, -1.471271705717117e-01,  6.535717531565745e-01,  9.654052174592805e-01,  1.729319663294129e-01,  1.159863750798558e-01
  1.560000000000000e+00,  2.415750398678936e+00,  2.054751790395156e-01,  1.843439378386196e+00,  2.038231222520896e-02,  7.157130487218584e-01,  2.023467544576631e-01,  1.670981480152124e-01,  4.052087484704688e-01, -1.480621103384480e-01,  6.572905352320195e-01,  9.653795778164831e-01,  1.732401697901409e-01,  1.170082105227231e-01
  1.570000000000000e+00,  2.415950478769870e+00,  2.059139408283541e-01,  1.842691192877897e+00,  2.031276009033653e-02,  7.157279755596971e-01,  2.023427404591546e-01,  1.659397960907149e-01,  4.067664274235086e-01, -1.488749249366659e-01,  6.609766841995567e-01,  9.653738184237031e-01,  1.734900623538431e-01,  1.179972121344961e-01
  1.580000000000000e+00,  2.416227697139529e+00,  2.062743251389366e-01,  1.841950214789597e+00,  2.025852632276287e-02,  7.157264014633959e-01,  2.023468392529345e-01,  1.647558814189611e-01,  4.082611743044630e-01, -1.495454644010597e-01,  6.646073925916621e-01,  9.653580008388065e-01,  1.736732092458351e-01,  1.189453651607800e-01
  1.590000000000000e+00,  2.416580042132502e+00,  2.065472926641317e-01,  1.841229297068253e+00,  2.022103565119202e-02,  7.157077269400504e-01,  2.023592937137101e-01,  1.635451540999064e-01,  4.097070923880818e-01, -1.500580086382267e-01,  6.681602545276363e-01,  9.653030155692230e-01,  1.737839985396066e-01,  1.198459791864253e-01
  1.600000000000000e+00,  2.417003140198429e+00,  2.067255935194812e-01,  1.840541808775986e+00,  2.020136382121164e-02,  7.156718164021527e-01,  2.023801113128894e-01,  1.623093182634847e-01,  4.111151830870641e-01, -1.504016381092075e-01,  6.716137045616400e-01,  9.651825995002464e-01,  1.738197061996915e-01,  1.206938016756176e-01
  1.610000000000000e+00,  2.417490397230968e+00,  2.068043234090361e-01,  1.839900833359140e+00,  2.020015281292890e-02,  7.156190340959264e-01,  2.024090495698350e-01,  1.610533619320657e-01,  4.124930375468537e-01, -1.505704061972979e-01,  6.749474021128553e-01,  9.649752390853120e-01,  1.737804428002047e-01,  1.214850591172205e-01
  1.620000000000000e+00,  2.418033278456406e+00,  2.067812979371233e-01,  1.839318427106683e+00,  2.021755812017079e-02,  7.155502447113788e-01,  2.024456192652774e-01,  1.597855611550681e-01,  4.138449259310933e-01, -1.505633146679085e-01,  6.781425511386251e-01,  9.646657492198216e-01,  1.736689953381162e-01,  1.222174320558240e-01
  1.630000000000000e+00,  2.418621689953564e+00,  2.066572326208443e-01,  1.838804990907237e+00,  2.025322847034001e-02,  7.154667817204752e-01,  2.024891036917504e-01,  1.585171839534800e-01,  4.151722283683453e-01, -1.503841044803908e-01,  6.811821464600271e-01,  9.642463497644111e-01,  1.734905767442660e-01,  1.228899710505996e-01
  1.640000000000000e+00,  2.419244418044003e+00,  2.064357379519364e-01,  1.838368791009032e+00,  2.030631506869123e-02,  7.153703897121976e-01,  2.025385905918146e-01,  1.572619495724708e-01,  4.164741246438309e-01, -1.500408834554008e-01,  6.840511402442320e-01,  9.637171177583033e-01,  1.732524945823723e-01,  1.235029604137397e-01
  1.650000000000000e+00,  2.419889582088821e+00,  2.061231562925731e-01,  1.838015645736686e+00,  2.037550505010305e-02,  7.152631490247843e-01,  2.025930124319824e-01,  1.560353185013981e-01,  4.177484446568308e-01, -1.495456191407115e-01,  6.867365249268668e-01,  9.630857654960039e-01,  1.729637502236704e-01,  1.240577362416263e-01
  1.660000000000000e+00,  2.420545061306680e+00,  2.057282783407645e-01,  1.837748777674765e+00,  2.045907253744965e-02,  7.151473915946507e-01,  2.026511903910880e-01,  1.548536967878624e-01,  4.189925785335388e-01, -1.489135291953759e-01,  6.892273323990737e-01,  9.623667728582197e-01,  1.726345811967311e-01,  1.245564654591940e-01
  1.670000000000000e+00,  2.421198865878542e+00,  2.052619805289968e-01,  1.837568816734896e+00,  2.055494058600705e-02,  7.150256161865615e-01,  2.027118778807082e-01,  1.537336344425762e-01,  4.202043528132748e-01, -1.481624027590907e-01,  6.915145535365148e-01,  9.615799759559267e-01,  1.722759625535046e-01,  1.250018936726373e-01
  1.680000000000000e+00,  2.421839434930818e+00,  2.047368217189751e-01,  1.837473929950047e+00,  2.066074815942716e-02,  7.149004093511087e-01,  2.027738003922878e-01,  1.526910843039207e-01,  4.213827949241767e-01, -1.473118851626019e-01,  6.935909869328393e-01,  9.607487733472415e-01,  1.718990875118187e-01,  1.253970714325017e-01
  1.690000000000000e+00,  2.422455856814115e+00,  2.041666296601979e-01,  1.837460049085712e+00,  2.077391783256214e-02,  7.147743760379397e-01,  2.028356897359284e-01,  1.517407680018268e-01,  4.225287291807710e-01, -1.463827557594770e-01,  6.954510304943132e-01,  9.598981481776089e-01,  1.715148522612871e-01,  1.257450707074150e-01
  1.700000000000000e+00,  2.423038018445815e+00,  2.035660972680708e-01,  1.837521166702767e+00,  2.089172175727166e-02,  7.146500812868656e-01,  2.028963120315646e-01,  1.508956735707762e-01,  4.236451705760738e-01, -1.453962253434562e-01,  6.970904336559403e-01,  9.590527152908715e-01,  1.711333732601393e-01,  1.260487055301971e-01
  1.710000000000000e+00,  2.423576698783025e+00,  2.029503983963762e-01,  1.837649673968275e+00,  2.101134516275372e-02,  7.145300022891056e-01,  2.029544899007336e-01,  1.501666887419256e-01,  4.247375047790601e-01, -1.443732761515091e-01,  6.985060308092526e-01,  9.582349863537267e-01,  1.707635664336198e-01,  1.263102723745766e-01
  1.720000000000000e+00,  2.424063625889805e+00,  2.023348245534802e-01,  1.837836717907646e+00,  2.112994792954692e-02,  7.144164886789027e-01,  2.030091200298595e-01,  1.495623580065005e-01,  4.258134618078921e-01, -1.433340641570330e-01,  6.996954777452020e-01,  9.574640069792717e-01,  1.704128156684048e-01,  1.265313264016609e-01
  1.730000000000000e+00,  2.424491517471575e+00,  2.017344390708596e-01,  1.838072560682543e+00,  2.124472542862509e-02,  7.143117282907500e-01,  2.030591875866174e-01,  1.490887418112149e-01,  4.268829055057714e-01, -1.422974002048654e-01,  7.006570122972104e-01,  9.567544645134128e-01,  1.700867526155672e-01,  1.267125090326917e-01
  1.740000000000000e+00,  2.424854121725952e+00,  2.011637439256087e-01,  1.838346927995526e+00,  2.135296976689764e-02,  7.142177157584176e-01,  2.031037789013469e-01,  1.487493529927068e-01,  4.279574707236927e-01, -1.412803233680819e-01,  7.013892579962689e-01,  9.561163021906919e-01,  1.697891614448097e-01,  1.268534402393266e-01
  1.750000000000000e+00,  2.425146269850044e+00,  2.006363562240157e-01,  1.838649337339123e+00,  2.145213196183323e-02,  7.141362220560541e-01,  2.031420934707067e-01,  1.485451478841077e-01,  4.290500853846774e-01, -1.402977764680127e-01,  7.018910857501219e-01,  9.555548139580898e-01,  1.695220118133920e-01,  1.269526854680030e-01
  1.760000000000000e+00,  2.425363944770923e+00,  2.001646953096830e-01,  1.838969399374563e+00,  2.153988454145952e-02,  7.140687641506811e-01,  2.031734558236921e-01,  1.484745556901289e-01,  4.301744163137181e-01, -1.393623897964300e-01,  7.021615437672144e-01,  9.550711427037407e-01,  1.692856122150056e-01,  1.270078024293782e-01
  1.770000000000000e+00,  2.425504363836921e+00,  1.997596863761201e-01,  1.839297087245207e+00,  2.161418288837634e-02,  7.140165750959819e-01,  2.031973272333678e-01,  1.485335377374028e-01,  4.313442768184832e-01, -1.384843746936943e-01,  7.021998606526979e-01,  9.546630688083531e-01,  1.690788654038667e-01,  1.270154674693430e-01
  1.780000000000000e+00,  2.425566067350722e+00,  1.994304912702129e-01,  1.839622969261549e+00,  2.167332253098178e-02,  7.139805759468336e-01,  2.032133167565300e-01,  1.487156761972299e-01,  4.325730313318289e-01, -1.376715239692337e-01,  7.020055213528075e-01,  9.543259586890949e-01,  1.688995990110253e-01,  1.269716753316760e-01
  1.790000000000000e+00,  2.425549000666966e+00,  1.991842808742942e-01,  1.839938400487025e+00,  2.171598876015013e-02,  7.139613516556663e-01,  2.032211907077298e-01,  1.490122982398283e-01,  4.338730287463151e-01, -1.369293114911727e-01,  7.015784108028259e-01,  9.540537442753259e-01,  1.687449387593045e-01,  1.268720003976371e-01
  1.800000000000000e+00,  2.425454575567302e+00,  1.990260652364905e-01,  1.840235668819279e+00,  2.174129458976087e-02,  7.139591335237030e-01,  2.032208794654692e-01,  1.494126450925216e-01,  4.352550919595412e-01, -1.362610789261325e-01,  7.009190159099098e-01,  9.538398214486868e-01,  1.686116893144308e-01,  1.267119025929813e-01
  1.810000000000000e+00,  2.425285696841794e+00,  1.989585970679698e-01,  1.840508091606765e+00,  2.174880328100354e-02,  7.139737907903217e-01,  2.032124804764934e-01,  1.499040956755645e-01,  4.367280867452777e-01, -1.356682939563875e-01,  7.000286730014366e-01,  9.536777836230738e-01,  1.684966887999640e-01,  1.264870576076253e-01
  1.820000000000000e+00,  2.425046742260081e+00,  1.989823613190417e-01,  1.840750059940226e+00,  2.173853241217066e-02,  7.140048335753428e-01,  2.031962564571171e-01,  1.504724515481680e-01,  4.382985883061324e-01, -1.351508616443887e-01,  6.989098451800018e-01,  9.535619401438130e-01,  1.683971070636580e-01,  1.261936892038144e-01
  1.830000000000000e+00,  2.424743487999909e+00,  1.990956584474577e-01,  1.840957029728680e+00,  2.171093774711615e-02,  7.140514286889492e-01,  2.031726280685201e-01,  1.511022843719584e-01,  4.399706586686901e-01, -1.347074691115319e-01,  6.975664120973025e-01,  9.534876025429091e-01,  1.683106642992500e-01,  1.258288813454565e-01
  1.840000000000000e+00,  2.424382976594951e+00,  1.992947822253803e-01,  1.841125461492386e+00,  2.166687677900246e-02,  7.141124288716102e-01,  2.031421607330307e-01,  1.517773399695118e-01,  4.417457423431329e-01, -1.343359433954613e-01,  6.960039534502234e-01,  9.534511503740516e-01,  1.682357547740412e-01,  1.253908496355439e-01
  1.850000000000000e+00,  2.423973708040750e+00,  1.995744837724678e-01,  1.841252047956264e+00,  2.160752858107131e-02,  7.141863862034142e-01,  2.031055628170997e-01,  1.524822237461416e-01,  4.436132269442080e-01, -1.340341767841391e-01,  6.942276274651520e-01,  9.534286481690271e-01,  1.681570632711157e-01,  1.248751009055146e-01
  1.860000000000000e+00,  2.423523899820096e+00,  1.999275082413575e-01,  1.841336238097397e+00,  2.153442516215478e-02,  7.142717188372028e-01,  2.030635939792841e-01,  1.531978847312443e-01,  4.455885938187501e-01, -1.337981510788923e-01,  6.922519619132810e-01,  9.534611654045473e-01,  1.681034828632028e-01,  1.242909385966856e-01
  1.870000000000000e+00,  2.423043469939583e+00,  2.003462000868480e-01,  1.841376061305545e+00,  2.144921573116987e-02,  7.143666045602185e-01,  2.030171377857970e-01,  1.539096148615436e-01,  4.476562957166466e-01, -1.336256953377225e-01,  6.900865487982003e-01,  9.535252147221289e-01,  1.680603922764881e-01,  1.236367581297819e-01
  1.880000000000000e+00,  2.422542257469375e+00,  2.008221005820510e-01,  1.841370620418148e+00,  2.135368625435416e-02,  7.144691577275901e-01,  2.029671051391099e-01,  1.546024339265703e-01,  4.498085211038703e-01, -1.335144012243103e-01,  6.877458163832409e-01,  9.536190314486054e-01,  1.680281705206470e-01,  1.229166963470037e-01
  1.890000000000000e+00,  2.422030109803813e+00,  2.013465665792006e-01,  1.841319244474713e+00,  2.124964897171750e-02,  7.145774688077022e-01,  2.029144199071793e-01,  1.552627465694102e-01,  4.520359082552574e-01, -1.334623821641989e-01,  6.852465759825707e-01,  9.537403761125542e-01,  1.680071492250374e-01,  1.221363390815821e-01
  1.900000000000000e+00,  2.421516616234218e+00,  2.019111508795928e-01,  1.841221328300908e+00,  2.113886592487273e-02,  7.146896673964898e-01,  2.028599895878875e-01,  1.558786528369936e-01,  4.543279475279111e-01, -1.334683856484518e-01,  6.826079058462032e-01,  9.538861265393679e-01,  1.679972970140823e-01,  1.213025583992503e-01
  1.910000000000000e+00,  2.421010874841772e+00,  2.025079252632804e-01,  1.841076203766447e+00,  2.102298486820101e-02,  7.148039774853491e-01,  2.028046792365908e-01,  1.564401671948001e-01,  4.566733992690339e-01, -1.335318389009169e-01,  6.798509360920060e-01,  9.540519312244744e-01,  1.679979206085341e-01,  1.204232969206379e-01
  1.920000000000000e+00,  2.420521304356587e+00,  2.031297267982925e-01,  1.840883053045310e+00,  2.090349116004768e-02,  7.149187617929617e-01,  2.027492901919390e-01,  1.569393399491335e-01,  4.590606969417353e-01, -1.336528313059857e-01,  6.769985356893610e-01,  9.542319210207711e-01,  1.680073966394707e-01,  1.195073120960664e-01
  1.930000000000000e+00,  2.420055507473395e+00,  2.037703157379948e-01,  1.840640870599666e+00,  2.078167755777037e-02,  7.150325531092130e-01,  2.026945446378880e-01,  1.573702830733941e-01,  4.614783150031665e-01, -1.338320401532729e-01,  6.740749104149294e-01,  9.544184891441723e-01,  1.680229572564712e-01,  1.185638979421926e-01
  1.940000000000000e+00,  2.419620186671713e+00,  2.044244421518781e-01,  1.840348476008005e+00,  2.065863203713860e-02,  7.151440719398279e-01,  2.026410764328556e-01,  1.577291106605188e-01,  4.639150859183591e-01, -1.340706092637795e-01,  6.711051264261443e-01,  9.546021475939523e-01,  1.680405484932473e-01,  1.176026020595035e-01
  1.950000000000000e+00,  2.419221108409149e+00,  2.050878272822818e-01,  1.840004574895097e+00,  2.053524205384322e-02,  7.152522311201621e-01,  2.025894279905942e-01,  1.580138109218292e-01,  4.663604560910372e-01, -1.343699922206515e-01,  6.681145791074603e-01,  9.547714681189707e-01,  1.680547751393838e-01,  1.166329544951044e-01
  1.960000000000000e+00,  2.418863107315352e+00,  2.057570734055304e-01,  1.839607860647411e+00,  2.041221224844361e-02,  7.153561293037446e-01,  2.025400524030431e-01,  1.582240710396302e-01,  4.688046758175885e-01, -1.347317730720491e-01,  6.651284307253590e-01,  9.549131169335874e-01,  1.680589399836601e-01,  1.156642223072774e-01
  1.970000000000000e+00,  2.418550119254742e+00,  2.064295217178655e-01,  1.839157145868030e+00,  2.029009162933296e-02,  7.154550361532601e-01,  2.024933195400269e-01,  1.583610777603590e-01,  4.712389231568962e-01, -1.351574774621633e-01,  6.621710428743518e-01,  9.550119935130806e-01,  1.680451792071913e-01,  1.147051997607725e-01
  1.980000000000000e+00,  2.418285231088686e+00,  2.071030808266151e-01,  1.838651510101074e+00,  2.016930584043541e-02,  7.155483725581817e-01,  2.024495246004006e-01,  1.584273153592751e-01,  4.736553655862253e-01, -1.356483863290138e-01,  6.592654305039835e-01,  9.550514839161237e-01,  1.680046897889229e-01,  1.137640394276560e-01
  1.990000000000000e+00,  2.418070735633580e+00,  2.077760485982038e-01,  1.838090449513339e+00,  2.005019023298914e-02,  7.156356892384185e-01,  2.024088975493672e-01,  1.584263789006081e-01,  4.760471663036577e-01, -1.362053628655441e-01,  6.564327634125199e-01,  9.550138372036212e-01,  1.679280393874305e-01,  1.128481247412774e-01
  2.000000000000000e+00,  2.417908182400978e+00,  2.084469475834951e-01,  1.837474014993590e+00,  1.993302006086613e-02,  7.157166466971444e-01,  2.023716120453231e-01,  1.583628152557636e-01,  4.784084439730585e-01, -1.368287016620635e-01,  6.536919384692755e-01,  9.548806689153462e-01,  1.678055445596198e-01,  1.119639803439326e-01
  2.010000000000000e+00,  2.417798417751373e+00,  2.091143896209784e-01,  1.836802927333205e+00,  1.981803506586196e-02,  7.157909987629104e-01,  2.023377927896059e-01,  1.582419979932286e-01,  4.807341956720868e-01, -1.375180070762046e-01,  6.510592415208988e-01,  9.546335879414619e-01,  1.676276993988511e-01,  1.111172134425306e-01
  2.020000000000000e+00,  2.417741611508580e+00,  2.097769793610590e-01,  1.836078661374615e+00,  1.970545685194707e-02,  7.158585810521002e-01,  2.023075206570670e-01,  1.580700359626629e-01,  4.830201929270822e-01, -1.382721060555405e-01,  6.485481120709068e-01,  9.542549327144666e-01,  1.673856336520169e-01,  1.103124777432266e-01
  2.030000000000000e+00,  2.417737270269475e+00,  2.104332604058164e-01,  1.835303494689205e+00,  1.959549857418507e-02,  7.159193047584984e-01,  2.022808354035604e-01,  1.578537101096270e-01,  4.852628601391942e-01, -1.390889989236100e-01,  6.461690167650290e-01,  9.537285901245448e-01,  1.670715771177245e-01,  1.095534514547473e-01
  2.040000000000000e+00,  2.417784240129296e+00,  2.110817024456280e-01,  1.834480519888142e+00,  1.948836741963924e-02,  7.159731553831276e-01,  2.022577361242064e-01,  1.576004294279373e-01,  4.874591437494608e-01, -1.399658499874487e-01,  6.439294299267569e-01,  9.530408572204858e-01,  1.666793056451398e-01,  1.088428221542603e-01
  2.050000000000000e+00,  2.417880703146710e+00,  2.117207237572002e-01,  1.833613622618950e+00,  1.938426104859133e-02,  7.160201954361212e-01,  2.022381799174454e-01,  1.573181951661521e-01,  4.896063795403404e-01, -1.408990180569635e-01,  6.418339115161634e-01,  9.521812936266271e-01,  1.662045434972250e-01,  1.081822736966685e-01
  2.060000000000000e+00,  2.418024172580110e+00,  2.123487409693167e-01,  1.832707429359058e+00,  1.928335955782471e-02,  7.160605698039501e-01,  2.022220793738201e-01,  1.570155623820793e-01,  4.917021648975178e-01, -1.418841249532321e-01,  6.398842657188909e-01,  9.511435039527663e-01,  1.656452975726988e-01,  1.075724733542942e-01
  2.070000000000000e+00,  2.418211491899634e+00,  2.129642370624242e-01,  1.831767230181317e+00,  1.918581464182517e-02,  7.160945123665404e-01,  2.022092995642867e-01,  1.567015893754094e-01,  4.937442428075566e-01, -1.429161578041155e-01,  6.380797578364491e-01,  9.499257863482246e-01,  1.650021013432095e-01,  1.070130604814568e-01
  2.080000000000000e+00,  2.418438842136428e+00,  2.135658387666318e-01,  1.830798881824254e+00,  1.909173754481627e-02,  7.161223524968696e-01,  2.021996551831831e-01,  1.563857678211788e-01,  4.957304049289317e-01, -1.439895984939334e-01,  6.364173639368516e-01,  9.485315873347795e-01,  1.642781505100643e-01,  1.065026407280877e-01
  2.090000000000000e+00,  2.418701761559909e+00,  2.141523953757221e-01,  1.829808695925764e+00,  1.900118720771854e-02,  7.161445202066221e-01,  2.021929084402779e-01,  1.560779289828347e-01,  4.976584220326579e-01, -1.450985713035835e-01,  6.348920273990858e-01,  9.469697148039141e-01,  1.634793182481130e-01,  1.060387918564559e-01
  2.100000000000000e+00,  2.418995181128424e+00,  2.147230521080436e-01,  1.828803316483924e+00,  1.891415978926495e-02,  7.161615488596482e-01,  2.021887682231150e-01,  1.557881238015657e-01,  4.995260109235828e-01, -1.462369979422948e-01,  6.334968992559562e-01,  9.452542798516770e-01,  1.626140451746571e-01,  1.056180882639121e-01
  2.110000000000000e+00,  2.419313478695316e+00,  2.152773121828513e-01,  1.827789589821439e+00,  1.883058054219386e-02,  7.161740745227028e-01,  2.021868909794443e-01,  1.555264766795034e-01,  5.013308468602437e-01, -1.473987482152637e-01,  6.322235448912269e-01,  9.434043619300962e-01,  1.616931073465095e-01,  1.052361512319427e-01
  2.120000000000000e+00,  2.419650554457845e+00,  2.158150826226714e-01,  1.826774429833007e+00,  1.875029886652682e-02,  7.161828311610028e-01,  2.021868837017800e-01,  1.553030143456095e-01,  5.030706288485811e-01, -1.485777748170969e-01,  6.310621075481555e-01,  9.414434175926836e-01,  1.607292739367945e-01,  1.048877307452191e-01
  2.130000000000000e+00,  2.419999929362656e+00,  2.163366995748931e-01,  1.825764681214379e+00,  1.867308721266007e-02,  7.161886410581069e-01,  2.021883093087540e-01,  1.551274725114880e-01,  5.047432016230263e-01, -1.497682224404350e-01,  6.300014283464596e-01,  9.393984772014025e-01,  1.597368739903333e-01,  1.045668225230535e-01
  2.140000000000000e+00,  2.420354866927328e+00,  2.168429298581280e-01,  1.824766983702922e+00,  1.859864433264677e-02,  7.161924000835741e-01,  2.021906945926951e-01,  1.550090843418423e-01,  5.063467325336172e-01, -1.509645045315126e-01,  6.290291319377146e-01,  9.372991926308233e-01,  1.587312980485028e-01,  1.042668208556131e-01
  2.150000000000000e+00,  2.420708517112967e+00,  2.173349467093448e-01,  1.823787640953162e+00,  1.852660313420062e-02,  7.161950577814093e-01,  2.021935407254053e-01,  1.549563562984522e-01,  5.078799343307872e-01, -1.521613453413330e-01,  6.281316952132320e-01,  9.351768092337183e-01,  1.577284647378082e-01,  1.039807043245326e-01
  2.160000000000000e+00,  2.421053747630526e+00,  2.178141045706505e-01,  1.822833077848913e+00,  1.845656378468053e-02,  7.161976170986650e-01,  2.021963214661475e-01,  1.549758614090957e-01,  5.093508469626721e-01, -1.533532640283665e-01,  6.272962642417704e-01,  9.330791642466557e-01,  1.567550141940865e-01,  1.037035523315314e-01
  2.170000000000000e+00,  2.421384657499307e+00,  2.182825567093219e-01,  1.821907404878204e+00,  1.838802881022105e-02,  7.162010057099182e-01,  2.021985576404008e-01,  1.550759021081315e-01,  5.107431900932685e-01, -1.545366506886737e-01,  6.265038305429756e-01,  9.310060258185785e-01,  1.558051453871751e-01,  1.034235881970273e-01
  2.180000000000000e+00,  2.421694723464953e+00,  2.187421331163607e-01,  1.821015831097568e+00,  1.832054246239851e-02,  7.162061993490183e-01,  2.021997411544987e-01,  1.552604983754386e-01,  5.120671518764229e-01, -1.557066200826035e-01,  6.257397448911599e-01,  9.290032031574507e-01,  1.549037792460807e-01,  1.031361540835771e-01
  2.190000000000000e+00,  2.421978336748253e+00,  2.191949125008965e-01,  1.820162253794740e+00,  1.825363339684222e-02,  7.162140858489645e-01,  2.021994129725827e-01,  1.555330567867836e-01,  5.133260385662388e-01, -1.568590535936943e-01,  6.249870879890773e-01,  9.270988551294295e-01,  1.540639839608821e-01,  1.028348023685184e-01
  2.200000000000000e+00,  2.422230610115069e+00,  2.196429410049909e-01,  1.819349804483761e+00,  1.818685565859090e-02,  7.162254624614449e-01,  2.021971620964479e-01,  1.558952712800224e-01,  5.145246968870849e-01, -1.579900726433141e-01,  6.242287108108626e-01,  9.253185746106029e-01,  1.532971804618971e-01,  1.025137869407423e-01
  2.210000000000000e+00,  2.422447500811332e+00,  2.200881230580415e-01,  1.818580835051496e+00,  1.811980887293491e-02,  7.162410102991201e-01,  2.021926383309011e-01,  1.563470343057443e-01,  5.156694869560215e-01, -1.590960537966601e-01,  6.234476515717763e-01,  9.236849455629297e-01,  1.526129443971846e-01,  1.021682489850658e-01
  2.220000000000000e+00,  2.422625896547466e+00,  2.205321244640410e-01,  1.817856930970889e+00,  1.805215545605854e-02,  7.162612744214095e-01,  2.021855621363213e-01,  1.568864089312741e-01,  5.167681259948772e-01, -1.601736790209175e-01,  6.226276276035937e-01,  9.222172079017236e-01,  1.520188949460816e-01,  1.017943695542794e-01
  2.230000000000000e+00,  2.422763659218211e+00,  2.209762950909468e-01,  1.817178949280475e+00,  1.798363355421067e-02,  7.162866509082674e-01,  2.021757309184936e-01,  1.575096665613378e-01,  5.178294024813568e-01, -1.612200235196150e-01,  6.217535788177134e-01,  9.209310088798427e-01,  1.515206626979191e-01,  1.013894860555831e-01
  2.240000000000000e+00,  2.422859624777164e+00,  2.214216164487898e-01,  1.816547077213205e+00,  1.791406485451037e-02,  7.163173816175485e-01,  2.021630214330719e-01,  1.582113901928824e-01,  5.188627734027286e-01, -1.622326774442256e-01,  6.208122296913895e-01,  9.198382209135969e-01,  1.511219224464261e-01,  1.009521721964672e-01
  2.250000000000000e+00,  2.422913561510259e+00,  2.218686767804161e-01,  1.815960906095786e+00,  1.784335693622117e-02,  7.163535566104421e-01,  2.021473883368573e-01,  1.589846379493714e-01,  5.198778709266513e-01, -1.632098918343384e-01,  6.197926305435378e-01,  9.189468150502503e-01,  1.508244747201501e-01,  1.004822831031121e-01
  2.260000000000000e+00,  2.422926092404571e+00,  2.223176734627713e-01,  1.815419514458196e+00,  1.777150037539432e-02,  7.163951235466977e-01,  2.021288592553537e-01,  1.598211569192641e-01,  5.208839557293004e-01, -1.641507343775136e-01,  6.186866368026602e-01,  9.182607906266524e-01,  1.506283600785396e-01,  9.998096850108061e-02
  2.270000000000000e+00,  2.422898590012668e+00,  2.227684399141794e-01,  1.814921554203088e+00,  1.769856129842596e-02,  7.164419027809974e-01,  2.021075270162116e-01,  1.607116336984302e-01,  5.218893607936685e-01, -1.650552376973399e-01,  6.174892873008999e-01,  9.177801719631675e-01,  1.505319921966278e-01,  9.945065692554621e-02
  2.280000000000000e+00,  2.422833053916025e+00,  2.232204920964725e-01,  1.814465334146990e+00,  1.762467045611184e-02,  7.164936064843747e-01,  2.020835398962674e-01,  1.616459659429956e-01,  5.229009708517884e-01, -1.659245222096176e-01,  6.161990490076652e-01,  9.175010896746294e-01,  1.505322988098642e-01,  9.889501317664824e-02
  2.290000000000000e+00,  2.422731981446293e+00,  2.236730883130567e-01,  1.814048896183106e+00,  1.755001011617007e-02,  7.165498599115750e-01,  2.020570908263847e-01,  1.626135388821562e-01,  5.239237788677202e-01, -1.667608771346425e-01,  6.148179052107269e-01,  9.174159659931265e-01,  1.506248629901327e-01,  9.831887011121099e-02
  2.300000000000000e+00,  2.422598241711674e+00,  2.241252954930786e-01,  1.813670080567625e+00,  1.747480012637376e-02,  7.166102229528724e-01,  2.020284064861964e-01,  1.636034921239701e-01,  5.249605529936360e-01, -1.675677867438368e-01,  6.133512757626113e-01,  9.175138201755729e-01,  1.508040604843553e-01,  9.772813476083556e-02
