Main.Studies.MarkerTracking.t,Main.HumanModel.BodyModel.Interface.Right.RotVectorMeasures.ThoraxClavicula.Pos[0],Main.HumanModel.BodyModel.Interface.Right.RotVectorMeasures.ThoraxClavicula.Pos[1],Main.HumanModel.BodyModel.Interface.Right.RotVectorMeasures.ThoraxClavicula.Pos[2],Main.HumanModel.BodyModel.Interface.Right.RotVectorMeasures.ClaviculaScapula.Pos[0],Main.HumanModel.BodyModel.Interface.Right.RotVectorMeasures.ClaviculaScapula.Pos[1],Main.HumanModel.BodyModel.Interface.Right.RotVectorMeasures.ClaviculaScapula.Pos[2],Main.HumanModel.BodyModel.Interface.Right.RotVectorMeasures.ScapulaHumerus.Pos[0],Main.HumanModel.BodyModel.Interface.Right.RotVectorMeasures.ScapulaHumerus.Pos[1],Main.HumanModel.BodyModel.Interface.Right.RotVectorMeasures.ScapulaHumerus.Pos[2],Main.HumanModel.BodyModel.Interface.Right.ElbowFlexion.Pos[0],Main.HumanModel.BodyModel.Interface.Right.ElbowPronation.Pos[0],Main.HumanModel.BodyModel.Interface.Right.WristFlexion.Pos[0],Main.HumanModel.BodyModel.Right.ShoulderArm.Joints.RadioCarpalJointDeviation.Pos[0]
  6.100000000000001e-01,  2.054436914179871e-01, -1.788574513099615e+00, -1.674317537352440e-01,  9.406559911387617e-03,  7.329856534616312e-01,  1.931393843644189e-01,  2.685906119296160e-01,  5.688450630472501e-01, -1.799998331404883e-01,  8.157521372526668e-01,  7.896722320792893e-01,  1.905744492344079e-01,  8.998556724608810e-02
  6.200000000000001e-01,  2.055765776347489e-01, -1.789000947590211e+00, -1.674892148100129e-01,  9.394891382968725e-03,  7.329539221823455e-01,  1.931589207674633e-01,  2.693386783334588e-01,  5.698969251829197e-01, -1.804436785344019e-01,  8.167964712342969e-01,  7.886851929312632e-01,  1.903357414076368e-01,  9.051703400991158e-02
  6.300000000000000e-01,  2.057104409581902e-01, -1.789389081887139e+00, -1.675538445997644e-01,  9.382152967768682e-03,  7.329282045218390e-01,  1.931749431572318e-01,  2.700536830775619e-01,  5.711087037444031e-01, -1.810013840849564e-01,  8.171979205656013e-01,  7.879900336658400e-01,  1.901421906105124e-01,  9.084157451620407e-02
  6.400000000000000e-01,  2.058426794407994e-01, -1.789736479509541e+00, -1.676235504076586e-01,  9.368716864692437e-03,  7.329082272577768e-01,  1.931875935303574e-01,  2.707352378944061e-01,  5.724736724009287e-01, -1.816696249055224e-01,  8.169560329302478e-01,  7.875909509484940e-01,  1.899982171511616e-01,  9.095601032116521e-02
  6.500000000000001e-01,  2.059712782078984e-01, -1.790040527096961e+00, -1.676968369667922e-01,  9.354854259848838e-03,  7.328938877903707e-01,  1.931969180246530e-01,  2.713846076257246e-01,  5.739830327149772e-01, -1.824445048886190e-01,  8.160745473760135e-01,  7.874898159822245e-01,  1.899066397784540e-01,  9.085871172902882e-02
  6.600000000000000e-01,  2.060948149052088e-01, -1.790298595970348e+00, -1.677727833283121e-01,  9.340738417076859e-03,  7.328852310901587e-01,  1.932028805011479e-01,  2.720044561164771e-01,  5.756263693406289e-01, -1.833214317349034e-01,  8.145611476159563e-01,  7.876860145640326e-01,  1.898685685185191e-01,  9.054950073863993e-02
  6.700000000000000e-01,  2.062124478912488e-01, -1.790508226809151e+00, -1.678509994875255e-01,  9.326451154901869e-03,  7.328824190879574e-01,  1.932053803772146e-01,  2.725985466479647e-01,  5.773920999523311e-01, -1.842950209446733e-01,  8.124272309658237e-01,  7.881763414260843e-01,  1.898833467637147e-01,  9.002957437873893e-02
  6.800000000000000e-01,  2.063238907959635e-01, -1.790667325923672e+00, -1.679315682383916e-01,  9.311991814506374e-03,  7.328856950919196e-01,  1.932042732355103e-01,  2.731714186868568e-01,  5.792679052441484e-01, -1.853590486675998e-01,  8.096877133091480e-01,  7.889549603953786e-01,  1.899485460136171e-01,  8.930146052955970e-02
  6.900000000000001e-01,  2.064293759144476e-01, -1.790774360203651e+00, -1.680149768240480e-01,  9.297287997558263e-03,  7.328953457396300e-01,  1.931993927698209e-01,  2.737280615340992e-01,  5.812411257137110e-01, -1.865064688253390e-01,  8.063608849816833e-01,  7.900134356742521e-01,  1.900600156940033e-01,  8.836901401988426e-02
  7.000000000000001e-01,  2.065296076532724e-01, -1.790828537047797e+00, -1.681020418373224e-01,  9.282207555422825e-03,  7.329116628003449e-01,  1.931905727345587e-01,  2.742736028055965e-01,  5.832991134923354e-01, -1.877295037259808e-01,  8.024683251573642e-01,  7.913408331628463e-01,  1.902119894357702e-01,  8.723745530076243e-02
  7.100000000000001e-01,  2.066257061546864e-01, -1.790829955674138e+00, -1.681938297231411e-01,  9.266571499383060e-03,  7.329349068588981e-01,  1.931776677225704e-01,  2.748130259162166e-01,  5.854295292156949e-01, -1.890198099899226e-01,  7.980348738285161e-01,  7.929238849538253e-01,  1.903972479287026e-01,  8.591344784746335e-02
  7.200000000000000e-01,  2.067191406354202e-01, -1.790779717487776e+00, -1.682915744298026e-01,  9.250167629779961e-03,  7.329652745784635e-01,  1.931605717885091e-01,  2.753509264940798e-01,  5.876205756862657e-01, -1.903687136161026e-01,  7.930886515363268e-01,  7.947472054604882e-01,  1.906073368452988e-01,  8.440520422922151e-02
  7.300000000000001e-01,  2.068116519692614e-01, -1.790679985572745e+00, -1.683965933310125e-01,  9.232764734311380e-03,  7.330028708836768e-01,  1.931392341415040e-01,  2.758913133232512e-01,  5.898611622847529e-01, -1.917675002666900e-01,  7.876611087512196e-01,  7.967935446342437e-01,  1.908328362741491e-01,  8.272260512847074e-02
  7.400000000000001e-01,  2.069051648227359e-01, -1.790533986937829e+00, -1.685102026887341e-01,  9.214127153021967e-03,  7.330476870706689e-01,  1.931136713314238e-01,  2.764374556767147e-01,  5.921409966674800e-01, -1.932077401328094e-01,  7.817870801197840e-01,  7.990440625536885e-01,  1.910636757234574e-01,  8.087731118804661e-02
  7.500000000000000e-01,  2.070016908656970e-01, -1.790345955566335e+00, -1.686336343590932e-01,  9.194029402171773e-03,  7.330995854962296e-01,  1.930839755652546e-01,  2.769917757352942e-01,  5.944506035997416e-01, -1.946816217479888e-01,  7.755048145826472e-01,  8.014786105565282e-01,  1.912894861425546e-01,  7.888284516659311e-02
  7.600000000000000e-01,  2.071032259947762e-01, -1.790121019305276e+00, -1.687679559944688e-01,  9.172270424759911e-03,  7.331582911108437e-01,  1.930503190230627e-01,  2.775557823903423e-01,  5.967812746061484e-01, -1.961822663309692e-01,  7.688559510251320e-01,  8.040760067319679e-01,  1.914999776290923e-01,  7.675462197828346e-02
  7.700000000000001e-01,  2.072116457981929e-01, -1.789865038583641e+00, -1.689139974396347e-01,  9.148686933473439e-03,  7.332233896870378e-01,  1.930129542890915e-01,  2.781300411202458e-01,  5.991249563217638e-01, -1.977039940680589e-01,  7.618854109673133e-01,  8.068142974727402e-01,  1.916853287896573e-01,  7.450990695178231e-02
  7.800000000000000e-01,  2.073286044100786e-01, -1.789584409221773e+00, -1.690722862330328e-01,  9.123165260504182e-03,  7.332943321902240e-01,  1.929722112515757e-01,  2.787141738537089e-01,  6.014740897324071e-01, -1.992425164336573e-01,  7.546411847459197e-01,  8.096710012975417e-01,  1.918365714534760e-01,  7.216768785137161e-02
  7.900000000000000e-01,  2.074554422674814e-01, -1.789285844590682e+00, -1.692429950163266e-01,  9.095651144567498e-03,  7.333704443868156e-01,  1.929284910296651e-01,  2.793068827081064e-01,  6.038214164439906e-01, -2.007950340751695e-01,  7.471739953519575e-01,  8.126233355786184e-01,  1.919459528355768e-01,  6.974845346267902e-02
  8.000000000000000e-01,  2.075931080403012e-01, -1.788976153667503e+00, -1.694259032369944e-01,  9.066156966221392e-03,  7.334509405350005e-01,  1.928822576268258e-01,  2.799059921185749e-01,  6.061597712052349e-01, -2.023602275489549e-01,  7.395368337633178e-01,  8.156484303740937e-01,  1.920072565744739e-01,  6.727388017884052e-02
  8.100000000000001e-01,  2.077420992381404e-01, -1.788662030942230e+00, -1.696203749067847e-01,  9.034766071311174e-03,  7.335349399029631e-01,  1.928340280618617e-01,  2.805085050455648e-01,  6.084818816002032e-01, -2.039381375655271e-01,  7.317843704225726e-01,  8.187235355709758e-01,  1.920160646909680e-01,  6.476643703634982e-02
  8.200000000000001e-01,  2.079024248373110e-01, -1.788349871804718e+00, -1.698253534419144e-01,  9.001633976284514e-03,  7.336214849199595e-01,  1.927843616850978e-01,  2.811106704661598e-01,  6.107801957846137e-01, -2.055299413785778e-01,  7.239722583638406e-01,  8.218262276719707e-01,  1.919699446530116e-01,  6.224892779848841e-02
  8.300000000000001e-01,  2.080735918148153e-01, -1.788045623401001e+00, -1.700393737910494e-01,  8.966986420933239e-03,  7.337095599484238e-01,  1.927338492704926e-01,  2.817080608814578e-01,  6.130467570698572e-01, -2.071376413803075e-01,  7.161563532075791e-01,  8.249346206838759e-01,  1.918685492861079e-01,  5.974399491656381e-02
  8.400000000000001e-01,  2.082546159043960e-01, -1.787754676572736e+00, -1.702605912334126e-01,  8.931114404609763e-03,  7.337981099308345e-01,  1.926831023103019e-01,  2.822956598766695e-01,  6.152731399881706e-01, -2.087636898129270e-01,  7.083918827306676e-01,  8.280275818976629e-01,  1.917136220210723e-01,  5.727361387973141e-02
  8.500000000000001e-01,  2.084440554233835e-01, -1.787481799998462e+00, -1.704868255202606e-01,  8.894366485088350e-03,  7.338860584747585e-01,  1.926327427490512e-01,  2.828679607369461e-01,  6.174504565452650e-01, -2.104105789205663e-01,  7.007326032728098e-01,  8.310849486177003e-01,  1.915089056286770e-01,  5.485860734122015e-02
  8.600000000000001e-01,  2.086400658049984e-01, -1.787231113606041e+00, -1.707156184980154e-01,  8.857138726216940e-03,  7.339723252454341e-01,  1.925833932087377e-01,  2.834190776110400e-01,  6.195694343128083e-01, -2.120804283119785e-01,  6.932299813638644e-01,  8.340877372076405e-01,  1.912599585548998e-01,  5.251820654631723e-02
  8.700000000000000e-01,  2.088404716224124e-01, -1.787006095141597e+00, -1.709443030338167e-01,  8.819862739068851e-03,  7.340558428020844e-01,  1.925356675975638e-01,  2.839428706799814e-01,  6.216205605779935e-01, -2.137746006590125e-01,  6.859324366679812e-01,  8.370183322145371e-01,  1.909738885420315e-01,  5.026968343730016e-02
  8.800000000000001e-01,  2.090428524673354e-01, -1.786809611650807e+00, -1.711700809984667e-01,  8.782992269275994e-03,  7.341355732269815e-01,  1.924901618695345e-01,  2.844330863078294e-01,  6.235942799056698e-01, -2.154933734028458e-01,  6.788846769918040e-01,  8.398606416592885e-01,  1.906590178795312e-01,  4.812807088800347e-02
  8.900000000000001e-01,  2.092446390034561e-01, -1.786643966634947e+00, -1.713901081910060e-01,  8.746988749950849e-03,  7.342105250316667e-01,  1.924474446252913e-01,  2.848835122884200e-01,  6.254812269825226e-01, -2.172356883627646e-01,  6.721271485334638e-01,  8.426002053316622e-01,  1.903244980341935e-01,  4.610598146269729e-02
  9.000000000000000e-01,  2.094432157182502e-01, -1.786510953763398e+00, -1.716015842860318e-01,  8.712306189168106e-03,  7.342797708516596e-01,  1.924080472338332e-01,  2.852881470754231e-01,  6.272724732563867e-01, -2.189989937164480e-01,  6.656956155929007e-01,  8.452242463443281e-01,  1.899798935595443e-01,  4.421352760824931e-02
  9.100000000000000e-01,  2.096360271960377e-01, -1.786411909072114e+00, -1.718018460330047e-01,  8.679375713991102e-03,  7.343424663498712e-01,  1.923724532134783e-01,  2.856413803458039e-01,  6.289597652027827e-01, -2.207791845094149e-01,  6.596208747100454e-01,  8.477216619258872e-01,  1.896347563524341e-01,  4.245833896603875e-02
  9.200000000000002e-01,  2.098206847273088e-01, -1.786347755231754e+00, -1.719884616982759e-01,  8.648590109539193e-03,  7.343978704885445e-01,  1.923410867678892e-01,  2.859381801613331e-01,  6.305357345891609e-01, -2.225706395895431e-01,  6.539285996326815e-01,  8.500829569501895e-01,  1.892982115893627e-01,  4.084566602056772e-02
  9.300000000000000e-01,  2.099950704223835e-01, -1.786319033682284e+00, -1.721593247534192e-01,  8.620288664030694e-03,  7.344453670719160e-01,  1.923143005311057e-01,  2.861742805584133e-01,  6.319940654282858e-01, -2.243663453379141e-01,  6.486393064160317e-01,  8.523001312256736e-01,  1.889785764261944e-01,  3.937855417343412e-02
  9.400000000000001e-01,  2.101574351841677e-01, -1.786325922663865e+00, -1.723127437069357e-01,  8.594742792319603e-03,  7.344844869130494e-01,  1.922923628970265e-01,  2.863463608021575e-01,  6.333296094685433e-01, -2.261580906153739e-01,  6.437684230060650e-01,  8.543665387133695e-01,  1.886830311130897e-01,  3.805806869665692e-02
  9.500000000000001e-01,  2.103064871931877e-01, -1.786368241651648e+00, -1.724475248834648e-01,  8.572142907612840e-03,  7.345149296679869e-01,  1.922754454971033e-01,  2.864522070615323e-01,  6.345384481349892e-01, -2.279367131001057e-01,  6.393264445719322e-01,  8.562767406546912e-01,  1.884173601482391e-01,  3.688354948521038e-02
  9.600000000000001e-01,  2.104414665746148e-01, -1.786445444663084e+00, -1.725630437082012e-01,  8.552587203674794e-03,  7.345365838358388e-01,  1.922636117047736e-01,  2.864908457662716e-01,  6.356179059741255e-01, -2.296923752740166e-01,  6.353191549705538e-01,  8.580263761513965e-01,  1.881857771614782e-01,  3.585287494239336e-02
  9.700000000000001e-01,  2.105621799666547e-01, -1.786556212959797e+00, -1.726593446454971e-01,  8.536067508900713e-03,  7.345495977025194e-01,  1.922567748601784e-01,  2.864624489528872e-01,  6.365711494468111e-01, -2.314143887117821e-01,  6.317493815962274e-01,  8.596209918241215e-01,  1.879984727625999e-01,  3.496306699021038e-02
  9.800000000000001e-01,  2.106691408394377e-01, -1.786699991639462e+00, -1.727370170815896e-01,  8.522482796322846e-03,  7.345541801340552e-01,  1.922548167332710e-01,  2.863691501574345e-01,  6.373890344524670e-01, -2.330933223642444e-01,  6.286115610376192e-01,  8.610408997333847e-01,  1.878419438516470e-01,  3.420912219606254e-02
  9.900000000000001e-01,  2.107633957640077e-01, -1.786874683123618e+00, -1.727974143125557e-01,  8.511614083432713e-03,  7.345509088612328e-01,  1.922574044048885e-01,  2.862138761778301e-01,  6.380765991249130e-01, -2.347185036660091e-01,  6.259003513589780e-01,  8.622929859633996e-01,  1.877224021117641e-01,  3.358630345295314e-02
  1.000000000000000e+00,  2.108466418616803e-01, -1.787078154739049e+00, -1.728425127487923e-01,  8.503140512424481e-03,  7.345405296130352e-01,  1.922641097222533e-01,  2.860010652618675e-01,  6.386356628349912e-01, -2.362800509408670e-01,  6.236056149713661e-01,  8.633768275269499e-01,  1.876378587718882e-01,  3.308891444690355e-02
  1.010000000000000e+00,  2.109211417515311e-01, -1.787307877862862e+00, -1.728748905924257e-01,  8.496644425473834e-03,  7.345239895711450e-01,  1.922743891360942e-01,  2.857363530540880e-01,  6.390689930553548e-01, -2.377685881920887e-01,  6.217140330997715e-01,  8.642931537001475e-01,  1.875852036275867e-01,  3.271076638721863e-02
  1.020000000000000e+00,  2.109896487146644e-01, -1.787560956380125e+00, -1.728976513779331e-01,  8.491623618952756e-03,  7.345024139363225e-01,  1.922875972266995e-01,  2.854264033368805e-01,  6.393802377391437e-01, -2.391753731055825e-01,  6.202094300363028e-01,  8.650439784915218e-01,  1.875604842758601e-01,  3.244527027117263e-02
  1.030000000000000e+00,  2.110553081062393e-01, -1.787834173295712e+00, -1.729143219996372e-01,  8.487507706889972e-03,  7.344770738180728e-01,  1.923030051964918e-01,  2.850786961842690e-01,  6.395738610537779e-01, -2.404923905772254e-01,  6.190730986586046e-01,  8.656327246570207e-01,  1.875591982734414e-01,  3.228550598878060e-02
  1.040000000000000e+00,  2.111215404127155e-01, -1.788124055093526e+00, -1.729287303992367e-01,  8.483677810730637e-03,  7.344493469341108e-01,  1.923198234541202e-01,  2.847012849725276e-01,  6.396550798382657e-01, -2.417124205732164e-01,  6.182841310633518e-01,  8.660643154156484e-01,  1.875765754419703e-01,  3.222427935161917e-02
  1.050000000000000e+00,  2.111919128911677e-01, -1.788426951767032e+00, -1.729448698302087e-01,  8.479488501353747e-03,  7.344206732343025e-01,  1.923372270577899e-01,  2.843025357678003e-01,  6.396297958522484e-01, -2.428290907242508e-01,  6.178197586769982e-01,  8.663452124752143e-01,  1.876078292586433e-01,  3.225417863473989e-02
  1.060000000000000e+00,  2.112700076655074e-01, -1.788739128939878e+00, -1.729667577754821e-01,  8.474290715753901e-03,  7.343925080046365e-01,  1.923543825410124e-01,  2.838908635586987e-01,  6.395045183528490e-01, -2.438369238504962e-01,  6.176557053907428e-01,  8.664833856869085e-01,  1.876483609038676e-01,  3.236764114813195e-02
  1.070000000000000e+00,  2.113592943416450e-01, -1.789056867258734e+00, -1.729982979945584e-01,  8.467454280977756e-03,  7.343662752107023e-01,  1.923704745375095e-01,  2.834744796287493e-01,  6.392862721606286e-01, -2.447313888273470e-01,  6.177665552049827e-01,  8.664882079605554e-01,  1.876939056541769e-01,  3.255703755836710e-02
  1.080000000000000e+00,  2.114630145099471e-01, -1.789376563328432e+00, -1.730431536874033e-01,  8.458388734454021e-03,  7.343433237720737e-01,  1.923847306718163e-01,  2.830611630599066e-01,  6.389824880605295e-01, -2.455089601584556e-01,  6.181261328618095e-01,  8.663702777115042e-01,  1.877406181463084e-01,  3.281477757050530e-02
  1.090000000000000e+00,  2.115840839280610e-01, -1.789694825942830e+00, -1.731046383601956e-01,  8.446561336870080e-03,  7.343248891144775e-01,  1.923964433880998e-01,  2.826580670290803e-01,  6.386008748537982e-01, -2.461671877625467e-01,  6.187078924141598e-01,  8.661411788929222e-01,  1.877850997468493e-01,  3.313343565719673e-02
  1.100000000000000e+00,  2.117250159360037e-01, -1.790008561294616e+00, -1.731856288636688e-01,  8.431511508204622e-03,  7.343120617772588e-01,  1.924049877189206e-01,  2.822715675778308e-01,  6.381492751915773e-01, -2.467047743478918e-01,  6.194853051487509e-01,  8.658131945695948e-01,  1.878243771284389e-01,  3.350589040193269e-02
  1.110000000000000e+00,  2.118878670868368e-01, -1.790315041244672e+00, -1.732885025617747e-01,  8.412861325137907e-03,  7.343057641437473e-01,  1.924098344030400e-01,  2.819071593378599e-01,  6.376355100428908e-01, -2.471216538704249e-01,  6.204322352673437e-01,  8.653989934387628e-01,  1.878558455917456e-01,  3.392546646677517e-02
  1.120000000000000e+00,  2.120742033824922e-01, -1.790611949573505e+00, -1.734150979769711e-01,  8.390322152094426e-03,  7.343067355905386e-01,  1.924105581968235e-01,  2.815693995407023e-01,  6.370672189217137e-01, -2.474190613759625e-01,  6.215232895807903e-01,  8.649113097489346e-01,  1.878771931036237e-01,  3.438606495400308e-02
  1.130000000000000e+00,  2.122850832273012e-01, -1.790897402261446e+00, -1.735666959002320e-01,  8.363697876345052e-03,  7.343155256273940e-01,  1.924068416317272e-01,  2.812618987831651e-01,  6.364517046403380e-01, -2.475995824279855e-01,  6.227341264439062e-01,  8.643626360804038e-01,  1.878863211261298e-01,  3.488226659400798e-02
  1.140000000000000e+00,  2.125210516181950e-01, -1.791169939093248e+00, -1.737440162352337e-01,  8.332885514663583e-03,  7.343324940316968e-01,  1.923984747864646e-01,  2.809873547612545e-01,  6.357957922947653e-01, -2.476671696650260e-01,  6.240417095548603e-01,  8.637649459239071e-01,  1.878812762885833e-01,  3.540939307642758e-02
  1.150000000000000e+00,  2.127821393610159e-01, -1.791428485268809e+00, -1.739472249288964e-01,  8.297874121110532e-03,  7.343578166106517e-01,  1.923853518475825e-01,  2.807476235410470e-01,  6.351057123200518e-01, -2.476271148240345e-01,  6.254244941371181e-01,  8.631294596824202e-01,  1.878602032651511e-01,  3.596351496771472e-02
  1.160000000000000e+00,  2.130678612308584e-01, -1.791672283254719e+00, -1.741759452215394e-01,  8.258742952618692e-03,  7.343914950397237e-01,  1.923674653346702e-01,  2.805438217475106e-01,  6.343870167124233e-01, -2.474859666224338e-01,  6.268625362204552e-01,  8.624664643265599e-01,  1.878213244350816e-01,  3.654139969071181e-02
  1.170000000000000e+00,  2.133772079261674e-01, -1.791900796771504e+00, -1.744292680738496e-01,  8.215659746023882e-03,  7.344333692198930e-01,  1.923448988694839e-01,  2.803764521923768e-01,  6.336445360178015e-01, -2.472513880406473e-01,  6.283375200883106e-01,  8.617851937984051e-01,  1.877629468399517e-01,  3.714039931833861e-02
  1.180000000000000e+00,  2.137086282692683e-01, -1.792113590556254e+00, -1.747057578725316e-01,  8.168879750982239e-03,  7.344831307398841e-01,  1.923178192912236e-01,  2.802455448351066e-01,  6.328823826439944e-01, -2.469319505283891e-01,  6.298327042510595e-01,  8.610937745857707e-01,  1.876834925430354e-01,  3.775828467214007e-02
  1.190000000000000e+00,  2.140600001824021e-01, -1.792310191423117e+00, -1.750034511667181e-01,  8.118745880197040e-03,  7.345403362640436e-01,  1.922864687933194e-01,  2.801508045050379e-01,  6.321040035033466e-01, -2.465368671200488e-01,  6.313327921453037e-01,  8.603992386579167e-01,  1.875815453821290e-01,  3.839303867560917e-02
  1.200000000000000e+00,  2.144285912296350e-01, -1.792489938159702e+00, -1.753198479697152e-01,  8.065690033902458e-03,  7.346044199239256e-01,  1.922511576202196e-01,  2.800917564314126e-01,  6.313122819580890e-01, -2.460756710324681e-01,  6.328237396070093e-01,  8.597076039401386e-01,  1.874559055779538e-01,  3.904262727050101e-02
  1.210000000000000e+00,  2.148110116746735e-01, -1.792651829811289e+00, -1.756518968106763e-01,  8.010235371668128e-03,  7.346747040218140e-01,  1.922122577416913e-01,  2.800678802866046e-01,  6.305096856610223e-01, -2.455578507308783e-01,  6.342925165927398e-01,  8.590240204270294e-01,  1.873056437259005e-01,  3.970476962031739e-02
  1.220000000000000e+00,  2.152031648144403e-01, -1.792794383751309e+00, -1.759959760343537e-01,  7.952999080821735e-03,  7.347504075226354e-01,  1.921701978351806e-01,  2.800787232121897e-01,  6.296984533099387e-01, -2.449924564322447e-01,  6.357268452050804e-01,  8.583529775368970e-01,  1.871301471078469e-01,  4.037673023515150e-02
  1.230000000000000e+00,  2.156002006515827e-01, -1.792915516442744e+00, -1.763478747021831e-01,  7.894695046011386e-03,  7.348306519056361e-01,  1.921254598600870e-01,  2.801239823421187e-01,  6.288808097064971e-01, -2.443876963722140e-01,  6.371149394101511e-01,  8.576985649512386e-01,  1.869291536924328e-01,  4.105515390853706e-02
  1.240000000000000e+00,  2.159964797006943e-01, -1.793012460654955e+00, -1.767027768485446e-01,  7.836135762897403e-03,  7.349144639986783e-01,  1.920785774816690e-01,  2.802035479321088e-01,  6.280591951055603e-01, -2.437505437807790e-01,  6.384452736548948e-01,  8.570647745965772e-01,  1.867027722615985e-01,  4.173596003357480e-02
  1.250000000000000e+00,  2.163855538643416e-01, -1.793081732768245e+00, -1.770552528425544e-01,  7.778232849840172e-03,  7.350007754753335e-01,  1.920301365689719e-01,  2.803174995683493e-01,  6.272364919926081e-01, -2.430863772554397e-01,  6.397064077012732e-01,  8.564558254614657e-01,  1.864514903125172e-01,  4.241430622626192e-02
  1.260000000000000e+00,  2.167601709619929e-01, -1.793119162456372e+00, -1.773992613533955e-01,  7.721995574138032e-03,  7.350884188139127e-01,  1.919807779165920e-01,  2.804660503157514e-01,  6.264162303959786e-01, -2.423986778565857e-01,  6.408868932262669e-01,  8.558764858119396e-01,  1.861761743335992e-01,  4.308462287522016e-02
  1.270000000000000e+00,  2.171123088664321e-01, -1.793119994313365e+00, -1.777281651751092e-01,  7.668526880268285e-03,  7.351761197802543e-01,  1.919312021784598e-01,  2.806494373934584e-01,  6.256027519983495e-01, -2.416888056089399e-01,  6.419752839627232e-01,  8.553323599711818e-01,  1.858780693251109e-01,  4.374071147564775e-02
  1.280000000000000e+00,  2.174332444276438e-01, -1.793079066754231e+00, -1.780347641072652e-01,  7.619016460364417e-03,  7.352624869540436e-01,  1.918821767215996e-01,  2.808677630965908e-01,  6.248013140248222e-01, -2.409558759813594e-01,  6.429602652430162e-01,  8.548301007409200e-01,  1.855588054519369e-01,  4.437589196106140e-02
  1.290000000000000e+00,  2.177136614315766e-01, -1.792991067820747e+00, -1.783113482238379e-01,  7.574730440234735e-03,  7.353459994629667e-01,  1.918345437148994e-01,  2.811207959489483e-01,  6.240181162978192e-01, -2.401967531047438e-01,  6.438309106988130e-01,  8.543775055441174e-01,  1.852204189982895e-01,  4.498317910963204e-02
  1.300000000000000e+00,  2.179438006658641e-01, -1.792850860609874e+00, -1.785497750947894e-01,  7.536997279088174e-03,  7.354249948601396e-01,  1.917892282965557e-01,  2.814077489729232e-01,  6.232602389950482e-01, -2.394061708912179e-01,  6.445770638044762e-01,  8.539834562390011e-01,  1.848653920487153e-01,  4.555546669380887e-02
  1.310000000000000e+00,  2.181136535352786e-01, -1.792653863385967e+00, -1.787415745956852e-01,  7.507189532951588e-03,  7.354976598529110e-01,  1.917472451877676e-01,  2.817270586752091e-01,  6.225354844217715e-01, -2.385769859608516e-01,  6.451898304093548e-01,  8.536576708329174e-01,  1.844967105126334e-01,  4.608570112798398e-02
  1.320000000000000e+00,  2.182131982890753e-01, -1.792396461756716e+00, -1.788780844493011e-01,  7.486701261132418e-03,  7.355620271777336e-01,  1.917097017508858e-01,  2.820761937092791e-01,  6.218521230105541e-01, -2.377005576398790e-01,  6.456621561781513e-01,  8.534102504460415e-01,  1.841179337339410e-01,  4.656703345433464e-02
  1.330000000000000e+00,  2.182326745681079e-01, -1.792076423489697e+00, -1.789506182056640e-01,  7.476921106738126e-03,  7.356159821184619e-01,  1.916777953467448e-01,  2.824515249036101e-01,  6.212185511086662e-01, -2.367672407547684e-01,  6.459894512046271e-01,  8.532510258234469e-01,  1.837332621260218e-01,  4.699294794312052e-02
  1.340000000000000e+00,  2.181628876340655e-01, -1.791693281649059e+00, -1.789506647404952e-01,  7.479201478036028e-03,  7.356572818148177e-01,  1.916528030321864e-01,  2.828482872447615e-01,  6.206428752529853e-01, -2.357669672553970e-01,  6.461702144510678e-01,  8.531887323084135e-01,  1.833475834776976e-01,  4.735737523569683e-02
  1.350000000000000e+00,  2.179955286133408e-01, -1.791248649731033e+00, -1.788701145583435e-01,  7.494824777884332e-03,  7.356835895244426e-01,  1.916360622078047e-01,  2.832606586836030e-01,  6.201324438995847e-01, -2.346898837387359e-01,  6.462066045319204e-01,  8.532300674999431e-01,  1.829664751889270e-01,  4.765480548610635e-02
  1.360000000000000e+00,  2.177234920066920e-01, -1.790746434151053e+00, -1.787015035729500e-01,  7.524968218757212e-03,  7.356925244207174e-01,  1.916289417628786e-01,  2.836819701540939e-01,  6.196933524301397e-01, -2.335270046983078e-01,  6.461049019178923e-01,  8.533787084187865e-01,  1.825961399754871e-01,  4.788042027122059e-02
  1.370000000000000e+00,  2.173411675097015e-01, -1.790192915191466e+00, -1.784382602607421e-01,  7.570669325953354e-03,  7.356817255015323e-01,  1.916328044709783e-01,  2.841050466789697e-01,  6.193299504913352e-01, -2.322708366767410e-01,  6.458758115724080e-01,  8.536343816658946e-01,  1.822432572075529e-01,  4.803026011376928e-02
  1.380000000000000e+00,  2.168446809447303e-01, -1.789596677142748e+00, -1.780749380947722e-01,  7.632794654266828e-03,  7.356489260657020e-01,  1.916489626804929e-01,  2.845226625930005e-01,  6.190443823870706e-01, -2.309159272746524e-01,  6.455345643330934e-01,  8.539920880311892e-01,  1.819147406843575e-01,  4.810143746520585e-02
  1.390000000000000e+00,  2.162320598363525e-01, -1.788968381098724e+00, -1.776074129923779e-01,  7.712014402581601e-03,  7.355920333697515e-01,  1.916786304866584e-01,  2.849280772756596e-01,  6.188361913547421e-01, -2.294592956913976e-01,  6.451007894029297e-01,  8.544415801803052e-01,  1.816174051823111e-01,  4.809239412163434e-02
