Main.Studies.MarkerTracking.t,Main.HumanModel.BodyModel.Interface.Right.RotVectorMeasures.ThoraxClavicula.Pos[0],Main.HumanModel.BodyModel.Interface.Right.RotVectorMeasures.ThoraxClavicula.Pos[1],Main.HumanModel.BodyModel.Interface.Right.RotVectorMeasures.ThoraxClavicula.Pos[2],Main.HumanModel.BodyModel.Interface.Right.RotVectorMeasures.ClaviculaScapula.Pos[0],Main.HumanModel.BodyModel.Interface.Right.RotVectorMeasures.ClaviculaScapula.Pos[1],Main.HumanModel.BodyModel.Interface.Right.RotVectorMeasures.ClaviculaScapula.Pos[2],Main.HumanModel.BodyModel.Interface.Right.RotVectorMeasures.ScapulaHumerus.Pos[0],Main.HumanModel.BodyModel.Interface.Right.RotVectorMeasures.ScapulaHumerus.Pos[1],Main.HumanModel.BodyModel.Interface.Right.RotVectorMeasures.ScapulaHumerus.Pos[2],Main.HumanModel.BodyModel.Interface.Right.ElbowFlexion.Pos[0],Main.HumanModel.BodyModel.Interface.Right.ElbowPronation.Pos[0],Main.HumanModel.BodyModel.Interface.Right.WristFlexion.Pos[0],Main.HumanModel.BodyModel.Right.ShoulderArm.Joints.RadioCarpalJointDeviation.Pos[0]
  1.400000000000000e+00,  2.155033034484543e-01, -1.788320388280829e+00, -1.770330259825302e-01,  7.808785421180272e-03,  7.355092068916377e-01,  1.917228763306044e-01,  2.853156041208758e-01,  6.187020172964703e-01, -2.279007083595781e-01,  6.445981478454476e-01,  8.549671773092898e-01,  1.813575569537332e-01,  4.800318933803161e-02
  1.410000000000000e+00,  2.146603448976661e-01, -1.787666256176651e+00, -1.763506548244701e-01,  7.923344540331098e-03,  7.353989283631850e-01,  1.917825801791068e-01,  2.856811573079168e-01,  6.186354149693734e-01, -2.262427737515123e-01,  6.440537361756820e-01,  8.555479742979051e-01,  1.811405357056466e-01,  4.783579266414836e-02
  1.420000000000000e+00,  2.137069035573854e-01, -1.787020142268356e+00, -1.755607047937805e-01,  8.055713228666711e-03,  7.352600575167689e-01,  1.918583990123157e-01,  2.860227200154959e-01,  6.186268157245228e-01, -2.244908437972960e-01,  6.434972879728559e-01,  8.561584666560214e-01,  1.809702456470842e-01,  4.759434598223565e-02
  1.430000000000000e+00,  2.126482379988299e-01, -1.786396158957342e+00, -1.746650176000167e-01,  8.205713412198506e-03,  7.350918692424241e-01,  1.919507433287056e-01,  2.863406845388529e-01,  6.186636504714598e-01, -2.226527243771229e-01,  6.429602178518964e-01,  8.567695698139208e-01,  1.808487192965992e-01,  4.728535423796333e-02
  1.440000000000000e+00,  2.114908214366582e-01, -1.785807727287227e+00, -1.736667072126185e-01,  8.372992983363909e-03,  7.348940702944247e-01,  1.920597659298731e-01,  2.866380284489556e-01,  6.187306445493578e-01, -2.207382125660751e-01,  6.424745642952825e-01,  8.573499671068434e-01,  1.807757588128745e-01,  4.691776501446779e-02
  1.450000000000000e+00,  2.102419712723487e-01, -1.785266975794035e+00, -1.725699408024799e-01,  8.557058276895629e-03,  7.346667964126827e-01,  1.921853626203229e-01,  2.869203094895202e-01,  6.188102866870162e-01, -2.187584921421174e-01,  6.420718944237255e-01,  8.578676813532077e-01,  1.807486953070204e-01,  4.650290375073148e-02
  1.460000000000000e+00,  2.089094704144799e-01, -1.784784224649955e+00, -1.713796906141744e-01,  8.757309745445613e-03,  7.344105932822454e-01,  1.923271829273841e-01,  2.871954825619867e-01,  6.188834644707417e-01, -2.167254299916929e-01,  6.417822341287792e-01,  8.582917362648864e-01,  1.807622971721757e-01,  4.605424354232933e-02
  1.470000000000000e+00,  2.075012196871587e-01, -1.784367585345291e+00, -1.701014871623054e-01,  8.973076384868961e-03,  7.341263867172788e-01,  1.924846477703066e-01,  2.874735618219108e-01,  6.189302480445669e-01, -2.146508234536028e-01,  6.416330813182243e-01,  8.585937607464473e-01,  1.808088449305059e-01,  4.558700450576122e-02
  1.480000000000000e+00,  2.060249575833186e-01, -1.784022694054137e+00, -1.687412049341744e-01,  9.203644248119813e-03,  7.338154485141614e-01,  1.926569703762545e-01,  2.877661667892759e-01,  6.189307927506951e-01, -2.125456517755059e-01,  6.416485494238322e-01,  8.587493940332194e-01,  1.808783742575082e-01,  4.511759544854382e-02
  1.490000000000000e+00,  2.044880763118736e-01, -1.783752584301490e+00, -1.673049085811015e-01,  9.448274707827152e-03,  7.334793644205868e-01,  1.928431767373140e-01,  2.880860013716728e-01,  6.188663209656768e-01, -2.104193836189069e-01,  6.418486744623004e-01,  8.587393723881280e-01,  1.809590728591183e-01,  4.466292784100959e-02
  1.500000000000000e+00,  2.028975524151492e-01, -1.783557693254152e+00, -1.657987806592316e-01,  9.706208990143315e-03,  7.331200096092615e-01,  1.930421225222707e-01,  2.884463176027841e-01,  6.187201344483497e-01, -2.082793871899967e-01,  6.422489037612968e-01,  8.585502156231022e-01,  1.810378028496296e-01,  4.423964679888451e-02
  1.510000000000000e+00,  2.012599973668177e-01, -1.783435987172041e+00, -1.642291420344227e-01,  9.976656875453375e-03,  7.327395350640041e-01,  1.932525045038526e-01,  2.888604115191409e-01,  6.184786019709358e-01, -2.061304807465133e-01,  6.428597699314269e-01,  8.581744786289266e-01,  1.811007099840195e-01,  4.386333428143639e-02
  1.520000000000000e+00,  1.995818198915386e-01, -1.783383186041533e+00, -1.626025641749269e-01,  1.025876923700931e-02,  7.323403656593735e-01,  1.934728660603394e-01,  2.893411879209168e-01,  6.181320635116693e-01, -2.039746498772279e-01,  6.436867415266581e-01,  8.576105824468709e-01,  1.811338756383943e-01,  4.354774473785925e-02
  1.530000000000000e+00,  1.978694786821648e-01, -1.783393065324109e+00, -1.609260600391419e-01,  1.055159612110533e-02,  7.319252078099016e-01,  1.937015979333857e-01,  2.899008156640268e-01,  6.176755922221195e-01, -2.018109451981441e-01,  6.447302333116339e-01,  8.568622839436133e-01,  1.811239670439838e-01,  4.330413243233843e-02
  1.540000000000000e+00,  1.961297929415015e-01, -1.783457813596863e+00, -1.592073284322948e-01,  1.085403418138177e-02,  7.314970617887863e-01,  1.939369369294081e-01,  2.905504779373026e-01,  6.171095588860773e-01, -1.996355611496766e-01,  6.459857546668698e-01,  8.559378766590316e-01,  1.810588453264670e-01,  4.314072290561449e-02
  1.550000000000000e+00,  1.943702698836943e-01, -1.783568427649801e+00, -1.574550169372198e-01,  1.116476924739700e-02,  7.310592316053117e-01,  1.941769663906712e-01,  2.913002053527529e-01,  6.164399505651957e-01, -1.974420846208787e-01,  6.474441742465187e-01,  8.548492336410388e-01,  1.809280980047674e-01,  4.306236921334503e-02
  1.560000000000000e+00,  1.925994040525676e-01, -1.783715130133612e+00, -1.556789621924681e-01,  1.148222137123361e-02,  7.306153241069792e-01,  1.944196228076069e-01,  2.921587662503110e-01,  6.156784054708073e-01, -1.952218922497039e-01,  6.490920817244753e-01,  8.536108046728040e-01,  1.807234711049276e-01,  4.307041781681419e-02
  1.570000000000000e+00,  1.908269038082750e-01, -1.783887797912283e+00, -1.538903645134858e-01,  1.180450059473005e-02,  7.301692290464540e-01,  1.946627127464558e-01,  2.931335805019920e-01,  6.148419398063651e-01, -1.929646681926502e-01,  6.509122320082152e-01,  8.522386668977063e-01,  1.804391844974885e-01,  4.316279098146758e-02
  1.580000000000000e+00,  1.890638060029299e-01, -1.784076390927515e+00, -1.521018574021911e-01,  1.212938166979185e-02,  7.297250733789620e-01,  1.949039432757168e-01,  2.942306216370007e-01,  6.139523592229104e-01, -1.906590103004848e-01,  6.528840620990281e-01,  8.507497032002351e-01,  1.800721214750829e-01,  4.333427429791722e-02
  1.590000000000000e+00,  1.873224505666013e-01, -1.784271371167522e+00, -1.503274415602441e-01,  1.245430487523489e-02,  7.292871459566527e-01,  1.951409673786165e-01,  2.954542776979772e-01,  6.130353670405501e-01, -1.882930918790494e-01,  6.549842742761969e-01,  8.491609516907034e-01,  1.796218896307991e-01,  4.357698139348540e-02
  1.600000000000000e+00,  1.856163016539018e-01, -1.784464099466288e+00, -1.485822670624504e-01,  1.277640784946009e-02,  7.288597927305503e-01,  1.953714436598283e-01,  2.968071531597535e-01,  6.121194024921811e-01, -1.858553480480679e-01,  6.571874802782129e-01,  8.474891377546130e-01,  1.790907551773849e-01,  4.388095463119276e-02
  1.610000000000000e+00,  1.839596195880257e-01, -1.784647195187363e+00, -1.468822649365905e-01,  1.309259014097005e-02,  7.284472869754494e-01,  1.955931073445620e-01,  2.982898107124269e-01,  6.112342632772505e-01, -1.833351592363577e-01,  6.594668990781386e-01,  8.457503723528315e-01,  1.784834575925794e-01,  4.423485172870706e-02
  1.620000000000000e+00,  1.823670058908565e-01, -1.784814841569418e+00, -1.452436483161900e-01,  1.339960829603014e-02,  7.280536831955500e-01,  1.958038475263841e-01,  2.999004699867504e-01,  6.104095854431766e-01, -1.807235085352051e-01,  6.617950957552583e-01,  8.439599801830229e-01,  1.778069163901244e-01,  4.462666441885339e-02
  1.630000000000000e+00,  1.808528595530527e-01, -1.784963018819750e+00, -1.436823207744740e-01,  1.369419530934278e-02,  7.276826664965650e-01,  1.960017842299432e-01,  3.016346970256154e-01,  6.096732677298703e-01, -1.780135934746810e-01,  6.641447417077759e-01,  8.421324109749915e-01,  1.770698471330953e-01,  4.504441663178127e-02
  1.640000000000000e+00,  1.794307938541139e-01, -1.785089648795162e+00, -1.422132425320883e-01,  1.397319480666503e-02,  7.273374107300459e-01,  1.961853383849898e-01,  3.034851300675093e-01,  6.090499350950463e-01, -1.752013756458679e-01,  6.664893685047326e-01,  8.402811870487558e-01,  1.762823091800138e-01,  4.547679565263660e-02
  1.650000000000000e+00,  1.781130676472984e-01, -1.785194639618404e+00, -1.408498116891058e-01,  1.423369804498504e-02,  7.270204583257067e-01,  1.963532883475536e-01,  3.054412914094206e-01,  6.085595358747730e-01, -1.722860532315917e-01,  6.688040807892726e-01,  8.384188489423571e-01,  1.754552122522204e-01,  4.591367915893204e-02
  1.660000000000000e+00,  1.769100824428366e-01, -1.785279825528919e+00, -1.396033163597725e-01,  1.447317114223351e-02,  7.267336325073147e-01,  1.965048080413419e-01,  3.074895305896371e-01,  6.082161586507956e-01, -1.692704421894964e-01,  6.710661894995829e-01,  8.365568756867588e-01,  1.745998119390091e-01,  4.634653244431172e-02
  1.670000000000000e+00,  1.758299874494382e-01, -1.785348805744039e+00, -1.384825048495046e-01,  1.468956103941541e-02,  7.264779889459830e-01,  1.966394838556398e-01,  3.096131313960601e-01,  6.080271393805130e-01, -1.661612521248699e-01,  6.732557265430967e-01,  8.347055738997946e-01,  1.737272251261174e-01,  4.676866188169044e-02
  1.680000000000000e+00,  1.748784206624308e-01, -1.785406694757537e+00, -1.374933063661923e-01,  1.488137137550250e-02,  7.262538094871777e-01,  1.967573097615656e-01,  3.117925963384063e-01,  6.079925087444986e-01, -1.629692435219171e-01,  6.753558064610193e-01,  8.328739471148091e-01,  1.728479947146072e-01,  4.717532152508901e-02
  1.690000000000000e+00,  1.740583975717105e-01, -1.785459803925217e+00, -1.366387167730207e-01,  1.504770322688304e-02,  7.260606361288766e-01,  1.968586623211812e-01,  3.140061004293826e-01,  6.081048065598607e-01, -1.597092547283253e-01,  6.773528093048912e-01,  8.310695708931870e-01,  1.719717289261979e-01,  4.756367893076092e-02
  1.700000000000000e+00,  1.733703427418309e-01, -1.785515279175478e+00, -1.359188455367252e-01,  1.518825986157049e-02,  7.258973395963818e-01,  1.969442590524500e-01,  3.162300850713232e-01,  6.083492671482114e-01, -1.564000904660728e-01,  6.792363711174098e-01,  8.292985082272356e-01,  1.711068343580816e-01,  4.793265346493138e-02
  1.710000000000000e+00,  1.728122457131110e-01, -1.785580721417255e+00, -1.353311040780837e-01,  1.530331857266756e-02,  7.257622141548262e-01,  1.970151047694669e-01,  3.184399458549103e-01,  6.087043589952285e-01, -1.530642689755576e-01,  6.809991827975758e-01,  8.275653024088967e-01,  1.702603544426781e-01,  4.828264566749925e-02
  1.720000000000000e+00,  1.723799130211931e-01, -1.785663814502096e+00, -1.348705042853999e-01,  1.539367569795478e-02,  7.256530889776612e-01,  1.970724309599993e-01,  3.206107576590418e-01,  6.091426452039512e-01, -1.497276320522626e-01,  6.826366132344043e-01,  8.258730805488501e-01,  1.694379168469250e-01,  4.861517994865171e-02
  1.730000000000000e+00,  1.720672834297508e-01, -1.785771980901849e+00, -1.345300301169066e-01,  1.546057273256698e-02,  7.255674464564459e-01,  1.971176330305108e-01,  3.227179778895473e-01,  6.096319184462941e-01, -1.464188306187629e-01,  6.841461867629052e-01,  8.242237906791101e-01,  1.686437852626941e-01,  4.893248529313813e-02
  1.740000000000000e+00,  1.718667735875295e-01, -1.785912078611519e+00, -1.343010449971462e-01,  1.550561190851063e-02,  7.255025390670297e-01,  1.971522094789388e-01,  3.247380738802066e-01,  6.101365549833128e-01, -1.431687070629396e-01,  6.855269565672698e-01,  8.226185802025768e-01,  1.678810035768496e-01,  4.923704004146549e-02
  1.750000000000000e+00,  1.717696253971236e-01, -1.786090145531782e+00, -1.341737021618358e-01,  1.553066891770128e-02,  7.254554984181096e-01,  1.971777059532182e-01,  3.266490321053742e-01,  6.106190260845367e-01, -1.400096030599140e-01,  6.867788232319689e-01,  8.210583053875852e-01,  1.671516142025089e-01,  4.953110746187387e-02
  1.760000000000000e+00,  1.717662331936530e-01, -1.786311191088403e+00, -1.341373327679913e-01,  1.553780891001549e-02,  7.254234324724737e-01,  1.971956659284429e-01,  3.284307229579747e-01,  6.110415009717352e-01, -1.369746267524125e-01,  6.879018503304163e-01,  8.195441429906626e-01,  1.664569278655376e-01,  4.981628878713629e-02
  1.770000000000000e+00,  1.718464369491552e-01, -1.786579030185624e+00, -1.341807957431196e-01,  1.552920991751349e-02,  7.254035092344779e-01,  1.972075885869858e-01,  3.300651129925818e-01,  6.113674726245383e-01, -1.340969151160354e-01,  6.888956264733674e-01,  8.180782585308785e-01,  1.657978194899308e-01,  5.009311948417348e-02
  1.780000000000000e+00,  1.719997756885851e-01, -1.786896152465685e+00, -1.342927822393857e-01,  1.550709585318082e-02,  7.253930270733866e-01,  1.972148935862350e-01,  3.315363341033579e-01,  6.115633362427596e-01, -1.314089255990352e-01,  6.897587159966349e-01,  8.166644738156771e-01,  1.651750241114442e-01,  5.036073258245696e-02
  1.790000000000000e+00,  1.722157020350540e-01, -1.787263620411043e+00, -1.344620748970516e-01,  1.547367952897868e-02,  7.253894730774861e-01,  1.972188918461822e-01,  3.328306339700265e-01,  6.115998501187355e-01, -1.289417858825509e-01,  6.904882294852839e-01,  8.153088710149357e-01,  1.645894081268247e-01,  5.061660990675720e-02
  1.800000000000000e+00,  1.724837636490400e-01, -1.787680992650990e+00, -1.346777671684522e-01,  1.543111491130709e-02,  7.253905713517040e-01,  1.972207613041076e-01,  3.339362427958307e-01,  6.114534107406332e-01, -1.267247226362169e-01,  6.910795321565409e-01,  8.140202728799193e-01,  1.640421944441696e-01,  5.085643795507198e-02
  1.810000000000000e+00,  1.727937598760649e-01, -1.788146273061838e+00, -1.349294503554331e-01,  1.538145717533538e-02,  7.253943230206267e-01,  1.972215267358797e-01,  3.348431968112410e-01,  6.111070789157610e-01, -1.247845806069626e-01,  6.915260944131910e-01,  8.128105485343968e-01,  1.635351247506258e-01,  5.107407983704117e-02
  1.820000000000000e+00,  1.731358821736222e-01, -1.788655890750754e+00, -1.352073759025363e-01,  1.532662900197764e-02,  7.253990390373571e-01,  1.972220431461504e-01,  3.355431589658162e-01,  6.105513022724296e-01, -1.231454336621906e-01,  6.918194763079548e-01,  8.116947104110576e-01,  1.630705477151163e-01,  5.126166840607200e-02
  1.830000000000000e+00,  1.735008453176105e-01, -1.789204719600619e+00, -1.355025985513065e-01,  1.526839184209951e-02,  7.254033659940287e-01,  1.972229827397432e-01,  3.360292723541586e-01,  6.097842920342907e-01, -1.218282810637398e-01,  6.919494277981588e-01,  8.106907882157155e-01,  1.626514280334375e-01,  5.140981891611950e-02
  1.840000000000000e+00,  1.738800136263691e-01, -1.789786147665283e+00, -1.358071030454800e-01,  1.520832137731407e-02,  7.254063042653847e-01,  1.972248259535542e-01,  3.362960733253373e-01,  6.088120284021468e-01, -1.208508165628505e-01,  6.919040806431740e-01,  8.098194874233823e-01,  1.622812771500867e-01,  5.150795251481063e-02
  1.850000000000000e+00,  1.742653816339306e-01, -1.790392434469110e+00, -1.361137339571078e-01,  1.514782211213409e-02,  7.254071530317052e-01,  1.972278920575895e-01,  3.363398178685160e-01,  6.076430904730270e-01, -1.202275435478994e-01,  6.916675749919844e-01,  8.090973271281816e-01,  1.619530591149750e-01,  5.154514520209347e-02
  1.860000000000000e+00,  1.746502810059268e-01, -1.791013965100736e+00, -1.364170353449605e-01,  1.508796471894684e-02,  7.254057749320553e-01,  1.972321969722707e-01,  3.361572195992378e-01,  6.063073601580773e-01, -1.199685069824470e-01,  6.912311198778801e-01,  8.085613221801840e-01,  1.616936108911805e-01,  5.150882352834377e-02
  1.870000000000000e+00,  1.750285576347947e-01, -1.791640949541756e+00, -1.367121445810942e-01,  1.502970353195092e-02,  7.254021708293510e-01,  1.972376841769445e-01,  3.357475500876460e-01,  6.048254381430846e-01, -1.200808934688543e-01,  6.905768166455417e-01,  8.082301305864870e-01,  1.614952073181715e-01,  5.138811323420065e-02
  1.880000000000000e+00,  1.753953011541257e-01, -1.792262746531335e+00, -1.369956393581900e-01,  1.497371230711000e-02,  7.253967398212028e-01,  1.972440853353952e-01,  3.351115466952400e-01,  6.032272643462403e-01, -1.205678541105965e-01,  6.896892363611152e-01,  8.081286762524724e-01,  1.613615626201887e-01,  5.117244468166549e-02
  1.890000000000000e+00,  1.757467366136184e-01, -1.792868463130774e+00, -1.372653281441295e-01,  1.492042614380974e-02,  7.253901703882754e-01,  1.972509802462908e-01,  3.342519466239928e-01,  6.015455784228486e-01, -1.214287563290293e-01,  6.885529011891341e-01,  8.082810050840560e-01,  1.612957555636379e-01,  5.085260026310506e-02
  1.900000000000000e+00,  1.760802525507548e-01, -1.793447316811835e+00, -1.375202159729191e-01,  1.487004869912192e-02,  7.253833958421415e-01,  1.972578219938026e-01,  3.331737057821613e-01,  5.998143231508649e-01, -1.226592062377113e-01,  6.871526469887429e-01,  8.087095418039997e-01,  1.612999136423321e-01,  5.042120598240884e-02
  1.910000000000000e+00,  1.763943939992601e-01, -1.793988986355606e+00, -1.377604358081730e-01,  1.482256569310927e-02,  7.253775435265968e-01,  1.972639653013619e-01,  3.318841857838296e-01,  5.980670526896062e-01, -1.242511280917796e-01,  6.854740103413850e-01,  8.094344385828232e-01,  1.613749198695220e-01,  4.987314641086980e-02
  1.920000000000000e+00,  1.766888196707079e-01, -1.794483926875976e+00, -1.379871492096912e-01,  1.477776404268558e-02,  7.253738811186177e-01,  1.972686961877173e-01,  3.303932818545954e-01,  5.963354321259591e-01, -1.261929131092701e-01,  6.835036470548363e-01,  8.104730184962965e-01,  1.615201498836110e-01,  4.920587649481135e-02
  1.930000000000000e+00,  1.769642254719088e-01, -1.794923628463090e+00, -1.382024222328453e-01,  1.473525559036009e-02,  7.253737634335339e-01,  1.972712610176296e-01,  3.287134687074142e-01,  5.946479085822578e-01, -1.284696456329574e-01,  6.812297878567863e-01,  8.118393116860920e-01,  1.617332553185869e-01,  4.841961015735424e-02
  1.940000000000000e+00,  1.772222389494746e-01, -1.795300804841523e+00, -1.384090837054178e-01,  1.469450418035389e-02,  7.253785826941510e-01,  1.972708933142445e-01,  3.268597479570394e-01,  5.930286186376814e-01, -1.310634083932077e-01,  6.786427317120538e-01,  8.135436708932756e-01,  1.620100093428902e-01,  4.751737276509897e-02
  1.950000000000000e+00,  1.774652907753533e-01, -1.795609506485192e+00, -1.386105731310146e-01,  1.465485481375675e-02,  7.253897244099957e-01,  1.972668371767799e-01,  3.248494881574030e-01,  5.914965785073846e-01, -1.339536611400896e-01,  6.757353704285814e-01,  8.155924466243814e-01,  1.623442300987056e-01,  4.650491281607864e-02
  1.960000000000000e+00,  1.776964698589320e-01, -1.795845160444503e+00, -1.388107845474980e-01,  1.461556376227729e-02,  7.254085299994771e-01,  1.972583667275263e-01,  3.227021563971667e-01,  5.900651844375423e-01, -1.371176794644435e-01,  6.725037310767424e-01,  8.179877014457345e-01,  1.627277970125337e-01,  4.539047726410452e-02
  1.970000000000000e+00,  1.779193682787088e-01, -1.796004545584295e+00, -1.390139111330477e-01,  1.457582877817712e-02,  7.254362662771670e-01,  1.972448015820980e-01,  3.204389481783440e-01,  5.887420326600901e-01, -1.405310344856537e-01,  6.689475163503136e-01,  8.207269476576131e-01,  1.631507730335079e-01,  4.418446425206750e-02
  1.980000000000000e+00,  1.781379213229483e-01, -1.796085716311832e+00, -1.392242936677591e-01,  1.453481881546616e-02,  7.254741010999671e-01,  1.972255188002615e-01,  3.180823296503574e-01,  5.875290518758296e-01, -1.441680901992095e-01,  6.650706181725143e-01,  8.238029018920929e-01,  1.636016421247509e-01,  4.289897608331047e-02
  1.990000000000000e+00,  1.783562468885347e-01, -1.796087890035729e+00, -1.394462745375173e-01,  1.449170290628593e-02,  7.255230839226688e-01,  1.971999620737397e-01,  3.156555127793054e-01,  5.864229266948296e-01, -1.480024941016342e-01,  6.608815769970926e-01,  8.272032621834278e-01,  1.640676651256179e-01,  4.154730324873086e-02
  2.000000000000000e+00,  1.785784876546851e-01, -1.796011313777698e+00, -1.396840581152982e-01,  1.444567796348452e-02,  7.255841297986639e-01,  1.971676490252367e-01,  3.131818893365810e-01,  5.854157774024353e-01, -1.520076382588972e-01,  6.563939585017438e-01,  8.309105254388008e-01,  1.645353481556332e-01,  4.014337644564216e-02
  2.010000000000000e+00,  1.788086590436095e-01, -1.795857123985737e+00, -1.399415782056061e-01,  1.439599527766156e-02,  7.256580054617932e-01,  1.971281774348950e-01,  3.106844533671597e-01,  5.844960495206334e-01, -1.561570718796000e-01,  6.516266206977370e-01,  8.349018736492388e-01,  1.649910064367910e-01,  3.870122696687192e-02
  2.020000000000000e+00,  1.790505060095913e-01, -1.795627211184702e+00, -1.402223737178783e-01,  1.434198536758562e-02,  7.257453164713397e-01,  1.970812310193207e-01,  3.081852436483460e-01,  5.836495559297903e-01, -1.604248520189136e-01,  6.466038476594523e-01,  8.391491637171641e-01,  1.654213938031463e-01,  3.723449577430334e-02
  2.030000000000000e+00,  1.793073720080317e-01, -1.795324098126579e+00, -1.405294745792343e-01,  1.428308067230084e-02,  7.258464948908000e-01,  1.970265851172419e-01,  3.057048372375015e-01,  5.828606054157948e-01, -1.647858253418823e-01,  6.413553308342277e-01,  8.436190573104412e-01,  1.658143559806037e-01,  3.575602755949314e-02
  2.040000000000000e+00,  1.795820838487234e-01, -1.794950836979069e+00, -1.408653008041738e-01,  1.421883540484228e-02,  7.259617874961584e-01,  1.969641123432954e-01,  3.032619223551901e-01,  5.821131454495192e-01, -1.692158400234918e-01,  6.359159848344297e-01,  8.482733234908426e-01,  1.661594563049254e-01,  3.427757823761318e-02
  2.050000000000000e+00,  1.798768563021981e-01, -1.794510928133262e+00, -1.412315783058118e-01,  1.414894177839959e-02,  7.260912449746427e-01,  1.968937880076490e-01,  3.008729736817383e-01,  5.813918450002955e-01, -1.736918919844554e-01,  6.303255914543705e-01,  8.530693382148068e-01,  1.664485181747222e-01,  3.280965315903209e-02
  2.060000000000000e+00,  1.801932201269267e-01, -1.794008260650383e+00, -1.416292752436606e-01,  1.407324180695402e-02,  7.262347129105983e-01,  1.968156949018328e-01,  2.985520459433163e-01,  5.806830463323468e-01, -1.781922132604024e-01,  6.246282730673917e-01,  8.579607919536689e-01,  1.666760309451378e-01,  3.136147982110808e-02
  2.070000000000000e+00,  1.805319765293032e-01, -1.793447072360836e+00, -1.420585623390349e-01,  1.399173399459052e-02,  7.263918255193712e-01,  1.967300269421644e-01,  2.963106930589272e-01,  5.799755235649996e-01, -1.826963120975820e-01,  6.188718043832725e-01,  8.628986006466005e-01,  1.668393759661004e-01,  2.994110446457989e-02
  2.080000000000000e+00,  1.808931800104272e-01, -1.792831926229966e+00, -1.425187997030804e-01,  1.390457444799944e-02,  7.265620030839539e-01,  1.966370911432434e-01,  2.941580109474877e-01,  5.792609999323711e-01, -1.871849745700533e-01,  6.131067793913658e-01,  8.678319971164314e-01,  1.669388464366844e-01,  2.855558825787366e-02
  2.090000000000000e+00,  1.812761502577932e-01, -1.792167698788762e+00, -1.430085514873667e-01,  1.381207223422902e-02,  7.267444539118286e-01,  1.965373074445469e-01,  2.921007933857665e-01,  5.785343941556410e-01, -1.916402364964887e-01,  6.073856578668865e-01,  8.727097612185026e-01,  1.669774565722330e-01,  2.721126763654393e-02
  2.100000000000000e+00,  1.816795123408249e-01, -1.791459576130904e+00, -1.435256282453617e-01,  1.371467912639103e-02,  7.269381813933414e-01,  1.964312060187427e-01,  2.901437828694935e-01,  5.777937875705778e-01, -1.960453327387338e-01,  6.017617224673811e-01,  8.774815294683657e-01,  1.669605590261392e-01,  2.591403658164267e-02
  2.110000000000000e+00,  1.821012631060825e-01, -1.790713053083026e+00, -1.440671554480480e-01,  1.361297419424393e-02,  7.271419964529002e-01,  1.963194218283752e-01,  2.882899929552520e-01,  5.770401256798087e-01, -2.003846291148650e-01,  5.962879826116780e-01,  8.820991111355068e-01,  1.668953108346014e-01,  2.466960751235658e-02
  2.120000000000000e+00,  1.825388605229655e-01, -1.789933931485719e+00, -1.446296653558835e-01,  1.350764395833809e-02,  7.273545354011578e-01,  1.962026863368146e-01,  2.865410756123170e-01,  5.762766885804108e-01, -2.046435406978153e-01,  5.910160646193731e-01,  8.865177300478070e-01,  1.667900438917699e-01,  2.348371242887026e-02
  2.130000000000000e+00,  1.829893318885196e-01, -1.789128313895807e+00, -1.452092085252652e-01,  1.339945900914206e-02,  7.275742829633399e-01,  1.960818163981583e-01,  2.848977067865067e-01,  5.755083823732575e-01, -2.088084396108032e-01,  5.859951286832932e-01,  8.906971115821541e-01,  1.666536035585694e-01,  2.236221628562077e-02
  2.140000000000000e+00,  1.834493962389246e-01, -1.788302589317919e+00, -1.458014806271112e-01,  1.328924809816425e-02,  7.277996000856943e-01,  1.959577004427222e-01,  2.833599653929350e-01,  5.747409167427940e-01, -2.128665556138451e-01,  5.812708521519819e-01,  8.946023435770470e-01,  1.664947174991847e-01,  2.131112856572045e-02
  2.150000000000000e+00,  1.839155960289373e-01, -1.787463407774864e+00, -1.464019599646031e-01,  1.317787073561389e-02,  7.280287560113122e-01,  1.958312821395411e-01,  2.819276847660252e-01,  5.739799414049339e-01, -2.168058737237067e-01,  5.768845154209972e-01,  8.982044578529845e-01,  1.663214470906184e-01,  2.033651413178792e-02
  2.160000000000000e+00,  1.843843683313474e-01, -1.786617342757941e+00, -1.470060318777524e-01,  1.306619339678800e-02,  7.282599922239366e-01,  1.957035251537485e-01,  2.806002351624532e-01,  5.732387676360543e-01, -2.206142102806979e-01,  5.728743009374964e-01,  9.014962070949345e-01,  1.661520603804989e-01,  1.944537251379846e-02
  2.170000000000000e+00,  1.848524805276484e-01, -1.785771959478605e+00, -1.476092627138385e-01,  1.295503604097872e-02,  7.284914679942024e-01,  1.955754481881543e-01,  2.793789374749257e-01,  5.725042225889528e-01, -2.242824429505128e-01,  5.692668558889182e-01,  9.044307174471531e-01,  1.659712964404106e-01,  1.864103928491110e-02
  2.180000000000000e+00,  1.853166551801553e-01, -1.784934147042898e+00, -1.482072787716646e-01,  1.284519793199444e-02,  7.287214150021999e-01,  1.954480337573024e-01,  2.782639409836733e-01,  5.717850503078151e-01, -2.277994355819228e-01,  5.660878817286824e-01,  9.070120357218391e-01,  1.657928824654129e-01,  1.792963922718613e-02
